,UNC119 (9094)
ACH-000004,-0.08459538222462126
ACH-000005,-0.42039873576933023
ACH-000007,-0.2133993993952038
ACH-000009,-0.2482651607386352
ACH-000011,-0.4051565035222151
ACH-000012,-0.22457854318789885
ACH-000013,-0.19542705943190575
ACH-000014,0.011973469105593687
ACH-000015,-0.0816206403867321
ACH-000017,-0.4332807408817905
ACH-000018,-0.3158742818749091
ACH-000019,-0.34350393416877
ACH-000021,-0.1070444728414906
ACH-000022,-0.2769067583192029
ACH-000025,-0.16618366360854525
ACH-000028,-0.33480466382644364
ACH-000030,-0.2297637876893961
ACH-000035,-0.2990299323399653
ACH-000036,-0.30656667788529485
ACH-000037,-0.2350180906544852
ACH-000039,-0.1358823104660195
ACH-000040,-0.06548215476553902
ACH-000041,-0.2775248131495994
ACH-000042,0.02635981185130246
ACH-000045,-0.15825958339533394
ACH-000047,-0.2315532704389459
ACH-000052,-0.17104122857642048
ACH-000053,-0.2581648071761232
ACH-000054,-0.19847212161774835
ACH-000055,-0.2533195762016201
ACH-000060,-0.2628158769733607
ACH-000067,-0.2698087406181547
ACH-000070,-0.13677480532216918
ACH-000075,-0.2939139937349408
ACH-000078,-0.16899359869438849
ACH-000082,-0.2488300291465363
ACH-000085,-0.3733813363345977
ACH-000086,-0.1529573022577406
ACH-000087,-0.1776428449673288
ACH-000092,-0.045477113921732516
ACH-000095,-0.3032185349762371
ACH-000097,-0.3113518348148369
ACH-000098,-0.18354709413654327
ACH-000099,0.06933086465755996
ACH-000108,-0.2712824248895405
ACH-000113,-0.15564386453369514
ACH-000116,-0.2236149967543476
ACH-000118,-0.11674048496293345
ACH-000120,-0.14133433278529206
ACH-000123,-0.2220872726363418
ACH-000127,-0.09341348670455803
ACH-000128,-0.15566873288852526
ACH-000132,-0.1991710420506009
ACH-000133,-0.0924981238833652
ACH-000137,-0.17705187417416962
ACH-000138,-0.09477268676310063
ACH-000142,-0.26975221400723826
ACH-000143,-0.024497731815807784
ACH-000146,-0.23179101867868104
ACH-000148,-0.2604603237676684
ACH-000150,-0.16628599253160667
ACH-000152,-0.2657509889586536
ACH-000153,-0.17749886458915076
ACH-000159,-0.16641061085863454
ACH-000160,-0.13468666810732804
ACH-000163,-0.12347803061047245
ACH-000167,0.12718796769749405
ACH-000168,-0.2531237442507189
ACH-000169,-0.12935455458651904
ACH-000178,-0.2615304054351976
ACH-000183,-0.2885596753116098
ACH-000188,-0.21102635264937294
ACH-000189,-0.2497210210352725
ACH-000190,-0.25567412713887955
ACH-000198,-0.051582535326503885
ACH-000203,-0.2844672129843029
ACH-000204,-0.01449503017926471
ACH-000206,-0.0621558490791383
ACH-000207,-0.15051264126663014
ACH-000208,-0.4104858486478356
ACH-000210,-0.11360828580692625
ACH-000211,-0.3161383523472559
ACH-000215,-0.21747931913854346
ACH-000221,-0.11666355291725468
ACH-000222,-0.20256060512411586
ACH-000223,-0.2128338888150169
ACH-000226,-0.26007630916187
ACH-000227,-0.038754694632075454
ACH-000228,-0.2343025335941527
ACH-000231,-0.3654381814379673
ACH-000232,-0.08745022432490432
ACH-000233,0.02445329834537812
ACH-000234,-0.25526797962831016
ACH-000235,-0.25726385210342023
ACH-000237,-0.0822181065854516
ACH-000238,-0.3595668065877418
ACH-000242,-0.3282304832205649
ACH-000243,-0.2989175019605796
ACH-000244,-0.27304223913126224
ACH-000246,-0.1504373803310446
ACH-000248,-0.4215185222742919
ACH-000250,-0.2431167489851816
ACH-000251,-0.2793613416517466
ACH-000252,-0.2181558012317728
ACH-000253,-0.26091756299137875
ACH-000255,-0.29583178620379275
ACH-000256,-0.1195755169600795
ACH-000257,0.040665494598037116
ACH-000258,0.0050121845884822614
ACH-000259,-0.2439926201246509
ACH-000260,-0.11562480169591785
ACH-000261,-0.19274406529395616
ACH-000262,-0.15569512724755008
ACH-000263,-0.15056234578733022
ACH-000264,-0.1991665529000814
ACH-000265,-0.1444479653936822
