,NTF3 (4908)
ACH-000004,-0.2405225913244127
ACH-000005,-0.14719742164869928
ACH-000007,-0.22615225145496606
ACH-000009,-0.26657224200923385
ACH-000011,-0.3855644151912224
ACH-000012,-0.19716120438087656
ACH-000013,-0.1609526765606987
ACH-000014,-0.4067788203285808
ACH-000015,-0.26929443529751346
ACH-000017,-0.2509451708865554
ACH-000018,-0.1504058070146256
ACH-000019,-0.17044377441983238
ACH-000021,-0.2745559854515713
ACH-000022,-0.2371510229445237
ACH-000025,-0.2855189564773716
ACH-000028,-0.1829448235061953
ACH-000030,-0.26315452836903785
ACH-000035,-0.22800634191763064
ACH-000036,-0.19670697227060474
ACH-000037,-0.14992532560537816
ACH-000039,-0.1456828460060135
ACH-000040,-0.16985688886434255
ACH-000041,-0.3684704641041473
ACH-000042,-0.2407172500674603
ACH-000045,-0.2462511289842585
ACH-000047,-0.4094265774924949
ACH-000052,-0.505146790128278
ACH-000053,-0.22062602671429973
ACH-000054,-0.20936146689852966
ACH-000055,-0.20630690987161032
ACH-000060,-0.3579338035089316
ACH-000067,-0.21913284171167816
ACH-000070,-0.2397042453810027
ACH-000075,-0.21257561011835974
ACH-000078,-0.32384851386634395
ACH-000082,-0.24851858490154255
ACH-000085,-0.2082422428777829
ACH-000086,-0.35744405019187503
ACH-000087,-0.4254064727481395
ACH-000092,-0.17819214055372715
ACH-000095,-0.32169693443515684
ACH-000097,-0.3431746323433351
ACH-000098,-0.2643508217111217
ACH-000099,-0.3090465368046869
ACH-000108,-0.2220437817806326
ACH-000113,-0.22648407724757666
ACH-000116,-0.22209052627783726
ACH-000118,-0.32365706126993576
ACH-000120,-0.2546329743123869
ACH-000123,-0.08911056179257694
ACH-000127,-0.2730802188060497
ACH-000128,-0.2862990459213233
ACH-000132,-0.0614367542017052
ACH-000133,-0.31743431704974584
ACH-000137,-0.1176177267504288
ACH-000138,-0.2551463126695466
ACH-000142,-0.23074659005047415
ACH-000143,-0.31376295072100024
ACH-000146,-0.3105899701375532
ACH-000148,-0.2069417783809542
ACH-000150,-0.2350927574831369
ACH-000152,-0.3096593532764097
ACH-000153,-0.1325414139922319
ACH-000159,-0.2185652238601686
ACH-000160,-0.3858630953345024
ACH-000163,-0.2033160857734926
ACH-000167,-0.27488253369428683
ACH-000168,-0.14613172150824694
ACH-000169,-0.32351142801415833
ACH-000178,-0.24624806258996454
ACH-000183,-0.2427274962735935
ACH-000188,-0.2487906675680408
ACH-000189,-0.06027843741065965
ACH-000190,-0.0757790958600375
ACH-000198,-0.1977878100552304
ACH-000203,-0.2961318277506583
ACH-000204,-0.34274357757707463
ACH-000206,-0.4039566700561419
ACH-000207,-0.18740751946828055
ACH-000208,-0.15078072547420732
ACH-000210,-0.3359155658359992
ACH-000211,-0.23039564084960645
ACH-000215,-0.26742834860274106
ACH-000221,-0.3707915886649655
ACH-000222,-0.2937460978499407
ACH-000223,-0.2714433572676289
ACH-000226,-0.11372746752660914
ACH-000227,-0.3925859211487558
ACH-000228,-0.3214738899309461
ACH-000231,-0.1669523616740885
ACH-000232,-0.3751740260005286
ACH-000233,-0.32457999295865536
ACH-000234,-0.4035272015322376
ACH-000235,-0.26495820232741146
ACH-000237,-0.27828471783801784
ACH-000238,-0.37226001790365776
ACH-000242,-0.6979933658042127
ACH-000243,-0.2471220391699177
ACH-000244,-0.2212241600554332
ACH-000246,-0.30960305981682595
ACH-000248,-0.3242316858530541
ACH-000250,-0.20741047999327464
ACH-000251,-0.3754318004306894
ACH-000252,-0.321872768211229
ACH-000253,-0.32223166215643195
ACH-000255,-0.5422596015953666
ACH-000256,-0.40240139515094975
ACH-000257,-0.150871058079465
ACH-000258,-0.4489842921925035
ACH-000259,-0.28729103997849803
ACH-000260,-0.16561485379998392
ACH-000261,-0.3173606038707643
ACH-000262,-0.506473727553836
ACH-000263,-0.015914834871195646
ACH-000264,-0.2223735089648483
ACH-000265,-0.19607674655808646
ACH-000266,-0.2716510400381917
ACH-000272,-0.2340023266193796
ACH-000274,-0.21594079263883387
ACH-000277,-0.16482922565363786
ACH-000278,-0.17834747518054464
ACH-000279,-0.2993903906352711
ACH-000280,-0.2568339514568683
ACH-000281,-0.5516423841763132
ACH-000288,-0.2961101215808061
ACH-000291,-0.26720520619174765
ACH-000293,-0.19575260019128293
ACH-000294,-0.17667859789586207
ACH-000295,-0.17813113647975173
ACH-000296,-0.2422837521066428
ACH-000302,-0.24252573519191545
ACH-000304,-0.1161675019945754
ACH-000307,-0.308192558878586
ACH-000308,-0.2359174206882325
ACH-000310,-0.3397291171702225
ACH-000311,-0.20135402984727746
ACH-000312,-0.4213778037335744
ACH-000315,-0.3292391948081633
ACH-000316,-0.2381123825001357
ACH-000317,-0.3427648237832973
ACH-000318,-0.16312573979734046
ACH-000319,-0.2343983994063301
ACH-000320,-0.35682168528480607
ACH-000322,-0.15761461594890167
ACH-000323,-0.18027978237108072
ACH-000324,-0.3841395810428582
ACH-000329,-0.27914733177492457
ACH-000330,-0.26529464151721305
ACH-000331,-0.2809801141341907
ACH-000332,-0.3216575920828847
ACH-000334,-0.14973793878247768
ACH-000335,-0.2520419005193859
ACH-000336,-0.06171852568244909
ACH-000337,-0.2857501698220178
ACH-000338,-0.3476889670474932
ACH-000339,-0.23287998901899895
ACH-000341,-0.2796667285353769
ACH-000348,-0.17550003731211403
ACH-000350,-0.3571448705011199
ACH-000352,-0.3299797840476788
ACH-000356,-0.2173346382237456
ACH-000361,-0.22531569432420345
ACH-000362,-0.24810583411424264
ACH-000363,-0.2954325830203188
ACH-000364,-0.26247594460309004
ACH-000365,-0.40381697619378776
ACH-000366,-0.30171764451020816
ACH-000368,-0.3828709106417384
ACH-000374,-0.2235048853892752
ACH-000375,-0.13299555344448688
ACH-000376,-0.4256531188028113
ACH-000381,-0.12781847159464504
ACH-000383,-0.24548126099383216
ACH-000387,-0.2494866135000425
ACH-000389,-0.12689201102419154
ACH-000390,-0.3090354510016253
ACH-000393,-0.12121968378820094
ACH-000395,-0.2663983480635884
ACH-000396,-0.12481398138226968
ACH-000397,-0.26558409219577417
ACH-000401,-0.3216339878072427
ACH-000402,-0.17377190678733986
ACH-000403,-0.2605094757735899
ACH-000404,-0.338273224196156
ACH-000406,-0.3090005503278985
ACH-000407,-0.2589829126746304
ACH-000408,-0.22551725283951604
ACH-000410,-0.28606305161126805
ACH-000411,-0.10833741976372467
ACH-000414,-0.3882139010658654
ACH-000415,-0.1825186868082637
ACH-000416,-0.21438107719790048
ACH-000420,-0.25017348397011835
ACH-000421,-0.260786046414485
ACH-000424,-0.4190476815379699
ACH-000425,-0.3360689132306279
ACH-000426,-0.4199869686561009
ACH-000427,-0.3465781796454283
ACH-000433,-0.4639847617415926
ACH-000435,0.004384809485836654
ACH-000436,-0.16584904591578625
ACH-000444,-0.42058285295819386
ACH-000445,-0.13536871503694484
ACH-000448,-0.2609468967721702
ACH-000450,-0.009552670112568544
ACH-000452,-0.3797600808499164
ACH-000454,-0.1365050190717182
ACH-000458,-0.2969028614879492
ACH-000459,-0.2660835335797091
ACH-000460,-0.24202091285233385
ACH-000461,-0.20777845702993192
ACH-000463,-0.21547507206641836
ACH-000464,-0.3949768675503573
ACH-000466,-0.2367983187342421
ACH-000467,-0.2962066058389045
ACH-000468,-0.454292963694528
ACH-000469,-0.2713140519032717
ACH-000470,-0.336349231158261
ACH-000471,-0.4047879105212343
ACH-000472,-0.32741637745682484
ACH-000473,-0.3078443649949553
ACH-000475,-0.2590832031638719
ACH-000476,-0.30192205405854305
ACH-000477,-0.10253968476357532
ACH-000479,-0.17648629020426096
ACH-000480,-0.14694747630326965
ACH-000481,-0.2673794198165147
ACH-000483,-0.2202211150707784
ACH-000484,-0.1816828603114857
ACH-000485,-0.12329753511741445
ACH-000486,-0.20182008741385607
ACH-000487,-0.1638073912227768
ACH-000488,-0.19674901819171764
ACH-000490,-0.2737775387357934
ACH-000491,-0.3908754303624593
ACH-000495,-0.20172012403449904
ACH-000496,-0.3087242541568769
ACH-000499,-0.05405557655142868
ACH-000500,-0.5308655761764702
ACH-000502,-0.2867225901824688
ACH-000503,-0.08864548137055245
ACH-000505,-0.34071429520608365
ACH-000507,-0.15832225701650146
ACH-000510,-0.2024426353022492
ACH-000511,-0.17744644464570244
ACH-000512,-0.03959317808688207
ACH-000516,-0.2138023411034967
ACH-000517,-0.2848386372616933
ACH-000518,-0.30022371078953125
ACH-000520,-0.3336140440254317
ACH-000521,-0.3140176087264923
ACH-000522,-0.2932966618491186
ACH-000524,-0.19160754085415935
ACH-000527,-0.3307450351668502
ACH-000528,-0.2491009653840897
ACH-000537,-0.23600748364394405
ACH-000541,0.008470487079471997
ACH-000542,-0.21668481570473366
ACH-000544,-0.19308549847315729
ACH-000545,-0.2516970380660641
ACH-000547,-0.03554295769244987
ACH-000548,-0.24530024192459046
ACH-000549,-0.270940361466154
ACH-000550,-0.3357910270582997
ACH-000552,-0.22156527390418015
ACH-000556,-0.24066179753388856
ACH-000557,-0.3393732032665067
ACH-000569,-0.09102879117232053
ACH-000570,-0.26761786269503224
ACH-000571,-0.3080427858410276
ACH-000573,-0.2266087376033959
ACH-000576,-0.3330289391631201
ACH-000579,-0.15337203000236793
ACH-000580,-0.3171637787452703
ACH-000584,-0.23047161667063684
ACH-000585,-0.2672077209147201
ACH-000588,-0.2731704401155896
ACH-000589,-0.2303694356318494
ACH-000591,-0.2262754813328222
ACH-000593,-0.21400562994519215
ACH-000600,-0.14447873936140238
ACH-000601,-0.2454656635858581
ACH-000605,-0.2594827021174249
ACH-000606,-0.1936842609576193
ACH-000608,-0.2777509968994856
ACH-000614,-0.28628233977242723
ACH-000616,-0.2070677205905161
ACH-000618,-0.2426543790740141
ACH-000619,-0.14594080128231615
ACH-000620,-0.22261700943841614
ACH-000621,-0.2768872675969624
ACH-000622,-0.2415854356378344
ACH-000623,-0.27730577261248884
ACH-000624,-0.25355002073106464
ACH-000627,-0.2772825317811464
ACH-000630,-0.329923957660428
ACH-000631,-0.12900763642184593
ACH-000632,-0.1841394136996144
ACH-000633,-0.3679467826236591
ACH-000637,-0.21620730600611013
ACH-000638,-0.2947941472535506
ACH-000646,-0.28828005300953746
ACH-000647,-0.21594622264021948
ACH-000648,-0.4142866687231663
ACH-000649,-0.28774195009518955
ACH-000651,-0.4443221976599687
ACH-000652,-0.35788628017276525
ACH-000653,-0.2629399660405215
ACH-000657,-0.3184460869396693
ACH-000658,-0.4316126237475929
ACH-000661,-0.3057066095751844
ACH-000662,-0.3139960716990928
ACH-000663,-0.1910789601133968
ACH-000665,-0.00295878685028093
ACH-000671,-0.2075258886838648
ACH-000672,-0.6796131766104191
ACH-000673,-0.2142057841553651
ACH-000676,-0.2655161506119224
ACH-000677,-0.24890529963210015
ACH-000681,-0.3870668327606499
ACH-000683,-0.4055935469313577
ACH-000684,-0.3133562457108505
ACH-000688,-0.19700081921560256
ACH-000693,-0.28894627798596817
ACH-000694,-0.2604622692147945
ACH-000695,-0.036763121646430336
ACH-000696,-0.2444454596357607
ACH-000697,-0.2776624095711282
ACH-000699,-0.18219380548004235
ACH-000701,-0.26127285884334145
ACH-000706,-0.2705465270833716
ACH-000711,-0.2123561626303095
ACH-000713,-0.17908581957350475
ACH-000714,-0.2429976450312516
ACH-000718,-0.3884574080322244
ACH-000720,-0.2377677859081465
ACH-000721,-0.2530222596343181
ACH-000724,-0.1683281590654052
ACH-000725,-0.3375542979002585
ACH-000732,-0.227424729601528
ACH-000734,-0.2126767143888895
ACH-000735,-0.3171454667870799
ACH-000736,-0.24661782405433866
ACH-000738,-0.3092453616372729
ACH-000746,-0.3208078776973989
ACH-000747,-0.2359868480210995
ACH-000748,-0.3277155825091094
ACH-000753,-0.26510711704874085
ACH-000756,-0.3968693621812848
ACH-000757,-0.4492354527028699
ACH-000758,-0.1347271029881934
ACH-000760,-0.296792071066698
ACH-000762,-0.24229869838519386
ACH-000763,-0.19587884835686295
ACH-000764,-0.195201526382678
ACH-000765,-0.2311374399082388
ACH-000766,-0.21749045623687824
ACH-000767,-0.3279104366674392
ACH-000768,-0.17128524419009505
ACH-000769,-0.2075383659234572
ACH-000770,-0.2285940781757465
ACH-000771,-0.15827672252377414
ACH-000773,-0.20409370370304
ACH-000776,-0.1526963533312859
ACH-000777,-0.2442780085827235
ACH-000778,-0.2062484240077156
ACH-000781,-0.28574011016009404
ACH-000782,-0.24707791721304226
ACH-000783,-0.2482525413471817
ACH-000784,-0.2637186913813557
ACH-000785,-0.2696932200355358
ACH-000787,-0.3150888651372845
ACH-000788,-0.3442045818449132
ACH-000791,-0.3142165531117956
ACH-000792,-0.29920166378590524
ACH-000794,-0.22030973770427095
ACH-000796,-0.2639809461617741
ACH-000798,-0.3725275528902255
ACH-000799,-0.2554995463491957
ACH-000800,-0.23903175124499476
ACH-000802,-0.3657439159253272
ACH-000804,-0.28117784806964696
ACH-000805,-0.09509587081906427
ACH-000809,-0.24483517894278695
ACH-000810,-0.17822015410739173
ACH-000811,-0.27532741387277937
ACH-000817,-0.22902385524713398
ACH-000819,-0.23225090363233705
ACH-000820,-0.20319525366558314
ACH-000821,-0.3384347875443336
ACH-000822,-0.3189450805111628
ACH-000823,-0.36027304427430284
ACH-000824,-0.31300759055705024
ACH-000827,-0.33137382102396884
ACH-000829,-0.11890553497585055
ACH-000831,-0.2604191190634332
ACH-000832,-0.25106885825961045
ACH-000833,-0.23638292235854164
ACH-000834,-0.3489632998966844
ACH-000835,-0.2788959484403771
ACH-000836,-0.3227832183310871
ACH-000837,-0.2986140849127013
ACH-000838,-0.16427632233009934
ACH-000839,-0.1818515940606457
ACH-000840,-0.474992309466955
ACH-000841,-0.1462826783566022
ACH-000843,-0.16183375439906544
ACH-000846,-0.29485541567760265
ACH-000847,-0.3278841633277366
ACH-000848,-0.2701912188444193
ACH-000849,-0.19865733421722884
ACH-000851,-0.18176401945188408
ACH-000855,-0.13879774130449182
ACH-000856,-0.26002406950154056
ACH-000858,-0.1970835263764552
ACH-000859,-0.12471154357294575
ACH-000861,-0.23965826184825975
ACH-000862,-0.21181880579661988
ACH-000865,-0.2862818562958402
ACH-000866,-0.19647195530929687
ACH-000867,-0.27968369448377883
ACH-000869,-0.24308043918480965
ACH-000872,-0.1781518349475902
ACH-000873,-0.4034183912316509
ACH-000876,-0.3111010496488146
ACH-000878,-0.14043717195474895
ACH-000880,-0.15987013893066526
ACH-000881,-0.242303821790233
ACH-000882,-0.2290235275842523
ACH-000884,-0.3990440500962821
ACH-000885,-0.24218687207466635
ACH-000887,-0.2396444036109236
ACH-000889,-0.3697615950664712
ACH-000896,-0.2889891804101058
ACH-000898,-0.17449207273009446
ACH-000900,-0.12990356108973602
ACH-000901,-0.3041795576780679
ACH-000905,-0.19948197786498967
ACH-000906,-0.2424083131446307
ACH-000907,-0.20007207133653407
ACH-000910,-0.3324746222323633
ACH-000911,-0.2444039020281364
ACH-000912,-0.1994676681012043
ACH-000913,-0.3432052092137206
