,DND1 (373863)
ACH-000004,-0.5865875945997414
ACH-000005,-0.6534550639340255
ACH-000007,-0.1535253157402715
ACH-000009,-0.3102253361263359
ACH-000011,-0.3919034187183249
ACH-000012,-0.12284948494096967
ACH-000013,-0.1097038542165242
ACH-000014,-0.09851190953273116
ACH-000015,-0.21902537208096226
ACH-000017,-0.5325707170067865
ACH-000018,-0.2282525728688268
ACH-000019,-0.1634323440620706
ACH-000021,-0.2926015415211241
ACH-000022,-0.18236459626498688
ACH-000025,-0.05465566240341965
ACH-000028,-0.1044110906720827
ACH-000030,-0.1577474877018379
ACH-000035,-0.1855653311210882
ACH-000036,-0.3233199110644255
ACH-000037,-0.4115099024957116
ACH-000039,-0.2942190957380955
ACH-000040,-0.2996907086332853
ACH-000041,-0.3512795192979521
ACH-000042,-0.34386760482472983
ACH-000045,-0.4897466465676612
ACH-000047,-0.24658076751567334
ACH-000052,-0.27931635439907226
ACH-000053,-0.0907727533454758
ACH-000054,-0.4872063389281997
ACH-000055,-0.34061712416509377
ACH-000060,-0.29846560953854745
ACH-000067,-0.36887170266479424
ACH-000070,-0.11725023430415178
ACH-000075,-0.2260864025898567
ACH-000078,-0.40992614351863776
ACH-000082,-0.2780548786879579
ACH-000085,-0.1110843206468545
ACH-000086,-0.042702063059992
ACH-000087,-0.08531037974066605
ACH-000092,-0.09224334804268264
ACH-000095,-0.6640129671339856
ACH-000097,-0.2286871149837677
ACH-000098,-0.22335320170546807
ACH-000099,-0.3502279275322682
ACH-000108,-0.0913706073503486
ACH-000113,-0.05398979050239658
ACH-000116,-0.14962657109993882
ACH-000118,-0.10616349671142528
ACH-000120,-0.14923290482339044
ACH-000123,-0.10796187906240906
ACH-000127,-0.21080562736398395
ACH-000128,-0.252856839568034
ACH-000132,-0.22206814347633727
ACH-000133,-0.21886069263976912
ACH-000137,-0.09339097904025133
ACH-000138,-0.3694539711404878
ACH-000142,-0.2742601493481267
ACH-000143,-0.19341537602910164
ACH-000146,-0.2792648554162258
ACH-000148,-0.19368609446143772
ACH-000150,-0.2960158296449198
ACH-000152,-0.2800494271633857
ACH-000153,-0.042812218462970106
ACH-000159,-0.181200089275276
ACH-000160,-0.12453486492755865
ACH-000163,-0.25736283643932784
ACH-000167,-0.25318352773991143
ACH-000168,-0.3437234357762463
ACH-000169,-0.18562219248716785
ACH-000178,-0.08124327327268749
ACH-000183,-0.4880173843027191
ACH-000188,-0.16506795859742182
ACH-000189,-0.20275242619030692
ACH-000190,-0.13776467088177938
ACH-000198,-0.28942467512636816
ACH-000203,-0.8885352084593555
ACH-000204,-0.1942431209309228
ACH-000206,0.1409085962054646
ACH-000207,-0.24425474993479465
ACH-000208,-0.2989940789167525
ACH-000210,-0.4078131755355614
ACH-000211,-0.19725122788310165
ACH-000215,-0.3148912123894277
ACH-000221,-0.13173971683307215
ACH-000222,-0.3930969061257487
ACH-000223,-0.4589339467605356
ACH-000226,-0.11455016840894612
ACH-000227,-0.3017987778394536
ACH-000228,-0.2140804122198221
ACH-000231,-0.2523202599981024
ACH-000232,-0.20491882596205244
ACH-000233,-0.15204969656421527
ACH-000234,-0.23863433215131225
ACH-000235,-0.3732220341321077
ACH-000237,-0.23904458440865564
ACH-000238,-0.4962868946232361
ACH-000242,-0.18528158370839887
ACH-000243,-0.21458249754600195
ACH-000244,-0.229934892321381
ACH-000246,-0.487374717050333
ACH-000248,-0.4695666288390527
ACH-000250,-0.2672260295156664
ACH-000251,-0.16743886422227142
ACH-000252,-0.2389680294443663
ACH-000253,-0.20403621422372487
ACH-000255,-0.2207331804319896
ACH-000256,-0.24909875180690236
ACH-000257,-0.4638218555042041
ACH-000258,-0.08409508110348303
ACH-000259,-0.19239214234994848
ACH-000260,-0.2179372062192211
ACH-000261,-0.1720786186852246
ACH-000262,-0.4143643448598097
ACH-000263,-0.11558977120941527
ACH-000264,-0.2909420278570617
ACH-000265,-0.16155466306755514
ACH-000266,-0.2296689305202999
ACH-000272,-0.12675462163249962
ACH-000274,-0.19366327929009355
ACH-000277,-0.21409302249286932
ACH-000278,-0.5923893147037789
ACH-000279,-0.26631136913777625
ACH-000280,-0.06876343977712727
ACH-000281,-0.09340895815988884
ACH-000288,-0.227612750380832
ACH-000291,-0.2376819653433891
ACH-000293,-0.30629624108771314
ACH-000294,-0.5692497295067611
ACH-000295,-0.3707739088229371
ACH-000296,-0.209234749013717
ACH-000302,-0.15128930159753018
ACH-000304,-0.11001206755276602
ACH-000307,-0.18648363474190388
ACH-000308,-0.1644872575214847
ACH-000310,-0.5298444074278825
ACH-000311,-0.020073026457922586
ACH-000312,-0.2171472772763768
ACH-000315,-0.1532059558704685
ACH-000316,-0.1295527816527577
ACH-000317,-0.1961579312693619
ACH-000318,-0.12372618944686407
ACH-000319,-0.259370961060882
ACH-000320,-0.13802806087281652
ACH-000322,-0.3569346391794009
ACH-000323,-0.07064521037232507
ACH-000324,-0.3505972193354537
ACH-000329,-0.19985425964291934
ACH-000330,-0.30621018275852585
ACH-000331,-0.17985081559782753
ACH-000332,-0.2728880741364362
ACH-000334,-0.2945436027925689
ACH-000335,-0.32612882222864104
ACH-000336,-0.28866741582782723
ACH-000337,-0.23893994109802705
ACH-000338,-0.5044595077168132
ACH-000339,-0.4675443428434341
ACH-000341,-0.1075043644133756
ACH-000348,-0.2510379356733464
ACH-000350,-0.23782008887864076
ACH-000352,-0.39237558107132375
ACH-000356,0.00987372143027472
ACH-000361,-0.3620669299927381
ACH-000362,-0.209276315477692
ACH-000363,-0.3039911487224617
ACH-000364,-0.17443717235296674
ACH-000365,-0.275163482273458
ACH-000366,-0.1575643182901416
ACH-000368,-0.214170612260726
ACH-000374,-0.3575234062118799
ACH-000375,-0.266154769390758
ACH-000376,-0.2051212195904709
ACH-000381,-0.283838386642781
ACH-000383,-0.3903270569393736
ACH-000387,-0.1775811228519662
ACH-000389,-0.18433247794805788
ACH-000390,-0.4424231822243603
ACH-000393,-0.19477729229639584
ACH-000395,-0.36129359838518016
ACH-000396,0.16472610747497124
ACH-000397,-0.3499035957889625
ACH-000401,-0.10181705643788197
ACH-000402,-0.19329706602810526
ACH-000403,-0.3093784586448246
ACH-000404,0.08668352524014121
ACH-000406,-0.3321210935653017
ACH-000407,-0.19407319963137307
ACH-000408,-0.096883802591652
ACH-000410,-0.3272138038016007
ACH-000411,-0.3212819672249957
ACH-000414,-0.1352892137480722
ACH-000415,-0.20320913277088906
ACH-000416,-0.25400801381928045
ACH-000420,-0.3120442302771647
ACH-000421,-0.05559104445432867
ACH-000424,-0.1896323231385673
ACH-000425,-0.2122267528685738
ACH-000426,-0.16152711090819524
ACH-000427,-0.19073189216035916
ACH-000433,-0.3702124877267852
ACH-000435,-0.1857502489296577
ACH-000436,-0.583692671254343
ACH-000444,0.0705523645197303
ACH-000445,-0.22405112406531968
ACH-000448,-0.21886778488450065
ACH-000450,-0.20365171276491653
ACH-000452,-0.15087181421562626
ACH-000454,-0.2850781661816581
ACH-000458,-0.07224187704785594
ACH-000459,-0.16603687652027682
ACH-000460,-0.17519306083639574
ACH-000461,0.01090813258074764
ACH-000463,-0.08979927405902055
ACH-000464,-0.19561451237058275
ACH-000466,-0.18282109691338194
ACH-000467,-0.021473070018591438
ACH-000468,-0.13127812433457164
ACH-000469,-0.2679675170477959
ACH-000470,-0.286175256199377
ACH-000471,-0.21425735390947365
ACH-000472,-0.2613722638227225
ACH-000473,-0.3196000194236402
ACH-000475,-0.17490630118545353
ACH-000476,-0.122275337531311
ACH-000477,-0.2043064042132152
ACH-000479,-0.12270597402486234
ACH-000480,-0.05027387338811566
ACH-000481,-0.3208407010158176
ACH-000483,0.009951020264410386
ACH-000484,-0.3652375296866018
ACH-000485,-0.10750676815415088
ACH-000486,-0.22908652404411325
ACH-000487,-0.32404003482162985
ACH-000488,0.013967438305174591
ACH-000490,-0.18429337805345936
ACH-000491,-0.2654480363723796
ACH-000495,-0.07488577993174415
ACH-000496,-0.2750102920788094
ACH-000499,-0.2123443657529216
ACH-000500,0.04866202316372041
ACH-000502,-0.14597723980915753
ACH-000503,-0.1402879072236843
ACH-000505,-0.12861240947199432
ACH-000507,-0.1664509377685433
ACH-000510,-0.09482613826383447
ACH-000511,-0.23421981609600265
ACH-000512,-0.2653830593586937
ACH-000516,-0.2005465474698616
ACH-000517,-0.24999656122587316
ACH-000518,-0.20753733542362046
ACH-000520,-0.30072139947186893
ACH-000521,-0.326580564362979
ACH-000522,-0.18536395206938927
ACH-000524,-0.18212205180393345
ACH-000527,-0.1523986293136446
ACH-000528,-0.18871486110133032
ACH-000537,-0.19581598695211705
ACH-000541,-0.15189053280349732
ACH-000542,-0.2801874393546102
ACH-000544,-0.2940454195164772
ACH-000545,-0.033353993754112285
ACH-000547,-0.0951186545852476
ACH-000548,-0.2277768241575961
ACH-000549,-0.2638385263223004
ACH-000550,-0.5117028580297368
ACH-000552,-0.12348636927357118
ACH-000556,-0.09436117787522556
ACH-000557,-0.19605745237256209
ACH-000569,0.05101749630593864
ACH-000570,-0.34001800247543656
ACH-000571,-0.2331954617953722
ACH-000573,-0.12871790288305945
ACH-000576,-0.10457519131855278
ACH-000579,-0.2927881398553777
ACH-000580,-0.042823258826134254
ACH-000584,-0.14062717134311778
ACH-000585,-0.3560990858183453
ACH-000588,-0.22072275809386632
ACH-000589,-0.16666273202826545
ACH-000591,-0.34972244735862584
ACH-000593,-0.34981944413058497
ACH-000600,-0.2962547007769913
ACH-000601,-0.1507046548242381
ACH-000605,-0.19136721720044456
ACH-000606,-0.2374124790459369
ACH-000608,-0.2551928631452909
ACH-000614,-0.16078463745325988
ACH-000616,-0.414537459136726
ACH-000618,-0.15254293182228018
ACH-000619,-0.17570990232600947
ACH-000620,-0.22353094045665475
ACH-000621,-0.11677589173272965
ACH-000622,-0.3443203745001561
ACH-000623,-0.19697577703414829
ACH-000624,-0.17414239220783595
ACH-000627,-0.2401123619774569
ACH-000630,-0.2106755256568921
ACH-000631,-0.18644233250808195
ACH-000632,-0.40759373161080825
ACH-000633,-0.1819004398485644
ACH-000637,-0.08477283462630708
ACH-000638,-0.20554816774027815
ACH-000646,-0.2752226858882673
ACH-000647,-0.18326272002283853
ACH-000648,-0.2399556714599097
ACH-000649,-0.2513917610277853
ACH-000651,-0.2805762032256956
ACH-000652,-0.2807382434284289
ACH-000653,-0.13182918629086104
ACH-000657,-0.1389987804717674
ACH-000658,-0.13321195461100807
ACH-000661,-0.3285176456665339
ACH-000662,-0.23981659556983695
ACH-000663,-0.29230606978476503
ACH-000665,-0.17970446478106858
ACH-000671,-0.16110251883717566
ACH-000672,-0.03951732197287176
ACH-000673,-0.27371395065792603
ACH-000676,-0.0953688955833064
ACH-000677,-0.31951472259429703
ACH-000681,-0.26094596385063284
ACH-000683,-0.15157215277561556
ACH-000684,-0.14775517077446795
ACH-000688,-0.2633913897217698
ACH-000693,-0.08428925205627764
ACH-000694,-0.1807180670860974
ACH-000695,-0.2988123818859271
ACH-000696,-0.20433746379684944
ACH-000697,-0.2143154607657086
ACH-000699,-0.28853616310892555
ACH-000701,-0.17433123634244402
ACH-000706,-0.5165253068307731
ACH-000711,-0.17917673997793399
ACH-000713,-0.12157964497871372
ACH-000714,-0.32722731511135994
ACH-000718,-0.10438344106046217
ACH-000720,-0.2186056429001302
ACH-000721,-0.2578339657588061
ACH-000724,-0.2657754875205633
ACH-000725,-0.19249784156560604
ACH-000732,-0.016595165241570647
ACH-000734,-0.18773446326564572
ACH-000735,-0.2639425532952248
ACH-000736,-0.16490681531184262
ACH-000738,-0.1401000856165986
ACH-000746,-0.06721408705240896
ACH-000747,-0.3822948025298373
ACH-000748,-0.09766806308753002
ACH-000753,-0.14763858905836405
ACH-000756,-0.13583601199780082
ACH-000757,-0.11779171458417673
ACH-000758,-0.0961551826645998
ACH-000760,-0.2285708561946652
ACH-000762,-0.2711897032694608
ACH-000763,-0.09367421645342404
ACH-000764,-0.22251762364777225
ACH-000765,-0.2696298174779717
ACH-000766,-0.31583830516370937
ACH-000767,-0.28230859957852983
ACH-000768,-0.10998904609465776
ACH-000769,-0.3150868822218713
ACH-000770,-0.19524967119009087
ACH-000771,-0.1353622344143655
ACH-000773,-0.1376995921815861
ACH-000776,-0.2316996768756981
ACH-000777,-0.12310237093309595
ACH-000778,-0.18782070543211848
ACH-000781,-0.14149106319062565
ACH-000782,-0.3728387689336285
ACH-000783,-0.26531429579340154
ACH-000784,-0.1850059681718781
ACH-000785,-0.2512506179046246
ACH-000787,-0.3865385354407577
ACH-000788,-0.5111719469905819
ACH-000791,-0.2346738356975331
ACH-000792,-0.14987245841784738
ACH-000794,-0.5003489559380012
ACH-000796,-0.24851397631952565
ACH-000798,-0.2189315424448012
ACH-000799,-0.11052663495786684
ACH-000800,-0.37563516819403997
ACH-000802,-0.1867301275026268
ACH-000804,-0.185417914120561
ACH-000805,-0.2247787083289378
ACH-000809,-0.17408593970780162
ACH-000810,-0.11880725515071618
ACH-000811,-0.2801591503028714
ACH-000817,-0.09460188265358732
ACH-000819,-0.02246193102226201
ACH-000820,-0.21497096090375334
ACH-000821,-0.22016442315806195
ACH-000822,-0.2714633107341989
ACH-000823,-0.0674961081525117
ACH-000824,-0.11986804990217245
ACH-000827,-0.08820127374889425
ACH-000829,-0.3610416084689077
ACH-000831,-0.14701622814998394
ACH-000832,-0.31088804143298165
ACH-000833,-0.3906090024097467
ACH-000834,-0.2065890749083102
ACH-000835,-0.3796547354821338
ACH-000836,-0.2248787706758419
ACH-000837,-0.1331162686778938
ACH-000838,-0.27729208065134336
ACH-000839,-0.25549822058296995
ACH-000840,-0.3395710711818452
ACH-000841,-0.09208520989450417
ACH-000843,-0.3039971053276602
ACH-000846,-0.2453803003386175
ACH-000847,-0.05799974590464752
ACH-000848,-0.036122749964283316
ACH-000849,-0.3016494765356257
ACH-000851,-0.4018176344429287
ACH-000855,-0.15360173058464746
ACH-000856,-0.3827885495773296
ACH-000858,-0.12974217347517944
ACH-000859,-0.13724510247974267
ACH-000861,-0.2427651129961696
ACH-000862,-0.07078748357116085
ACH-000865,-0.11251658437907906
ACH-000866,-0.2981407919210077
ACH-000867,-0.04573296632741895
ACH-000869,-0.19144024666286807
ACH-000872,-0.12422478668123405
ACH-000873,-0.006755549755398153
ACH-000876,-0.08739136597091429
ACH-000878,-0.14383763932781402
ACH-000880,-0.2099896527741679
ACH-000881,-0.22902911389241745
ACH-000882,-0.10429635925276244
ACH-000884,-0.31593820217564994
ACH-000885,-0.2999628014097088
ACH-000887,-0.2176649771809677
ACH-000889,-0.19084870461509956
ACH-000896,-0.20143154195258325
ACH-000898,-0.3818699026749085
ACH-000900,-0.2406381179181903
ACH-000901,-0.21191060858063915
ACH-000905,-0.09954596195192064
ACH-000906,-0.44579893880338856
ACH-000907,-0.19330382528352832
ACH-000910,-0.23602121835369635
ACH-000911,-0.20182316235952769
ACH-000912,-0.16699341287570565
ACH-000913,-0.3830897428076767
ACH-000915,-0.0689065002381027
ACH-000916,-0.26013039558276563
ACH-000917,-0.09401512935790776
ACH-000920,-0.17954732970866974
ACH-000921,-0.2751488380326333
ACH-000924,-0.16308114317081218
ACH-000926,-0.17750150743542664
ACH-000928,-0.2253341230591825
ACH-000929,-0.30229396651393153
ACH-000932,-0.06391059501160147
ACH-000935,-0.1281056545215695
ACH-000936,-0.1864223091294612
ACH-000937,-0.15181884681181565
ACH-000938,-0.17871784316601452
ACH-000939,-0.14570675545535994
ACH-000941,-0.11276997723095986
ACH-000943,-0.27339833702609184
ACH-000946,-0.444423600802377
ACH-000947,-0.1214286061196773
ACH-000948,-0.21004810468510066
ACH-000950,-0.2382596798983069
ACH-000953,-0.3388928625739396
ACH-000954,0.017752073029717406
ACH-000957,-0.13234589996996446
ACH-000958,-0.006141320229526846
ACH-000960,-0.07807020317998135
ACH-000963,-0.2638295691667419
ACH-000968,-0.1526128236545676
ACH-000969,-0.2993765634281098
ACH-000972,-0.2874244552026283
ACH-000973,-0.20964846303061865
ACH-000974,-0.30644932504903305
ACH-000978,-0.1295632117219556
ACH-000984,-0.2054866311668434
ACH-000986,-0.05288112064892586
ACH-000988,-0.2789049627747921
ACH-000993,-0.1333084647996418
ACH-000994,-0.3254082411091678
ACH-000996,-0.3780915678513952
ACH-001001,-0.1993679288071579
ACH-001020,-0.2957725781121964
ACH-001028,-0.22858585044762014
ACH-001031,-0.008652621786699415
ACH-001038,-0.15954285026560242
ACH-001048,-0.263577411240946
ACH-001050,-0.16093489888361212
ACH-001053,-0.4292441478974832
ACH-001054,-0.2843591865643393
ACH-001061,-0.12168899316592265
ACH-001067,-0.2221862065226314
ACH-001075,0.04882285497462762
ACH-001096,-0.08058450673630498
ACH-001111,-0.495979100212404
ACH-001119,-0.19700790205365054
ACH-001128,-0.5002981147460193
ACH-001134,-0.21676569836661974
ACH-001151,-0.296584786600586
ACH-001163,-0.2998036035461326
ACH-001164,-0.09891706384667646
ACH-001183,-0.11397739788337598
ACH-001192,-0.14228794642860526
ACH-001193,-0.31161759908966585
ACH-001196,-0.1343220001974737
ACH-001197,-0.2760127299322017
ACH-001205,-0.6184468973525938
ACH-001211,-0.21495315187165145
ACH-001212,-0.3590285574477246
ACH-001228,-0.4406664317684987
ACH-001232,-0.1914493088969261
ACH-001239,-0.2398293910894723
ACH-001270,0.023594658925308758
ACH-001274,-0.369249575986818
ACH-001275,-0.15567828356887878
ACH-001277,-0.16947839534559725
ACH-001278,-0.048015067661945326
ACH-001280,-0.15071766632693984
ACH-001283,-0.3680149030082771
ACH-001289,-0.4198131273027713
ACH-001300,-0.2845482087643841
ACH-001301,-0.26791958325056003
ACH-001302,-0.7001894664871462
ACH-001306,-0.2806091097735102
ACH-001318,-0.2855541097612163
ACH-001322,-0.1822858353584197
ACH-001328,-0.16974882761798393
ACH-001332,-0.23543627622043806
ACH-001336,-0.1072484088157174
ACH-001346,-0.11190154668165274
ACH-001353,-0.2260368498438292
ACH-001354,-0.151144227781245
ACH-001367,-0.15682669349440534
ACH-001368,-0.3165044283730352
ACH-001374,-0.2932838983533782
ACH-001377,-0.17099242566429015
ACH-001380,-0.1954178919793212
ACH-001391,-0.26049936610165514
ACH-001408,-0.2252162290774244
ACH-001430,-0.19996741491092385
ACH-001431,-0.44064091707470415
ACH-001450,-0.08271013671455753
ACH-001496,-0.09934714633352801
ACH-001500,-0.19279907785599024
ACH-001523,-0.3057270420774721
ACH-001532,-0.12405370411849345
ACH-001550,-0.22685417714334255
ACH-001552,-0.19575253161815348
ACH-001554,-0.2846192027361426
ACH-001654,-0.2346367785305121
ACH-001735,-0.19316018284459324
ACH-001736,-0.20555307014445368
ACH-001737,-0.3086075601840935
ACH-001740,-0.21244055268259948
ACH-001745,-0.2518473683497221
ACH-001765,-0.4489952220927659
