,PIANP (196500)
ACH-000004,0.021242161529386287
ACH-000005,0.2077172321464132
ACH-000007,0.05575081476205621
ACH-000009,-0.07666787444555356
ACH-000011,0.1382313178597975
ACH-000012,0.17832397098703373
ACH-000013,0.08440952813800917
ACH-000014,0.08798232522025051
ACH-000015,0.0326166601748638
ACH-000017,0.054107753536124466
ACH-000018,-0.21551966616020546
ACH-000019,0.0928012147787335
ACH-000021,0.047047238129535936
ACH-000022,0.05178463389054451
ACH-000025,0.11204012762402386
ACH-000028,0.11959155114203955
ACH-000030,0.04863646983315621
ACH-000035,0.11017282159688896
ACH-000036,0.04262597750074292
ACH-000037,0.05120775091785732
ACH-000039,0.06244394273899963
ACH-000040,0.014616224806097387
ACH-000041,-0.020370100112073783
ACH-000042,0.043505894865839834
ACH-000045,0.045471323161979285
ACH-000047,0.020745343376843074
ACH-000052,0.04594270060542936
ACH-000053,0.07812866834547913
ACH-000054,0.09145289164493084
ACH-000055,-0.02715967701930284
ACH-000060,0.06613637116656854
ACH-000067,0.0891093593717412
ACH-000070,0.1658189034879411
ACH-000075,0.04921313910863172
ACH-000078,-0.0042096813477120396
ACH-000082,0.055714811292309006
ACH-000085,-0.21588016078168884
ACH-000086,0.0683257182751164
ACH-000087,-0.009150487437593944
ACH-000092,0.08716808925557311
ACH-000095,0.13608482327526833
ACH-000097,0.08173466716142458
ACH-000098,0.13711700252449832
ACH-000099,-0.037340343066604935
ACH-000108,0.052968142295117135
ACH-000113,-0.0021199421816166628
ACH-000116,0.04770801267012903
ACH-000118,0.022312775805875668
ACH-000120,-0.07706526501863524
ACH-000123,0.010934857987973895
ACH-000127,0.004988104917188706
ACH-000128,0.0604025566601164
ACH-000132,0.19059280556012914
ACH-000133,0.07959849877435543
ACH-000137,0.08244289760233084
ACH-000138,0.02999968929927667
ACH-000142,-0.10709836923915007
ACH-000143,-0.032305422395184503
ACH-000146,0.046297724241541285
ACH-000148,0.09417612960123757
ACH-000150,0.1409596213338805
ACH-000152,0.010849258079916196
ACH-000153,0.07068702605179936
ACH-000159,0.08130144350770745
ACH-000160,0.048163360958284884
ACH-000163,0.01966847603172307
ACH-000167,0.041477797657870685
ACH-000168,0.0951006450882079
ACH-000169,0.003129648949490112
ACH-000178,0.07820304638870403
ACH-000183,0.02418502567060206
ACH-000188,0.14230151518921322
ACH-000189,0.01472904084720259
ACH-000190,0.07145429534895441
ACH-000198,0.01300301429637356
ACH-000203,-0.011256828766564269
ACH-000204,-0.04690880034820174
ACH-000206,-0.007900575126263002
ACH-000207,0.08067891406377986
ACH-000208,0.0503170373993222
ACH-000210,0.06433342916790467
ACH-000211,0.03758094544789014
ACH-000215,-0.006116684676948974
ACH-000221,-0.029051573638037217
ACH-000222,0.0681063951842378
ACH-000223,-0.006576678247124712
ACH-000226,0.10575532401163212
ACH-000227,0.12726853000145796
ACH-000228,-0.09602423197532783
ACH-000231,0.01936530735542301
ACH-000232,0.04134965159394348
ACH-000233,0.056011072489456935
ACH-000234,0.09477068795706316
ACH-000235,-0.01988772115439675
ACH-000237,0.04504096324420481
ACH-000238,0.05634586920193275
ACH-000242,0.09011984914788253
ACH-000243,0.02686957789284329
ACH-000244,-0.014610894600022952
ACH-000246,0.014281185171619769
ACH-000248,0.03498024051833048
ACH-000250,0.04427139025825734
ACH-000251,-0.030557340294368705
ACH-000252,-0.08073842176682608
ACH-000253,-0.024735526518171142
ACH-000255,-0.06685981228495076
ACH-000256,0.14474052710144053
ACH-000257,0.08078645217082417
ACH-000258,0.1038691451382766
ACH-000259,0.009793879143235384
ACH-000260,0.11598000855935395
ACH-000261,0.035180988231745286
ACH-000262,0.034819885715561216
ACH-000263,0.17924385578646326
ACH-000264,0.010569259122285226
