,MAML3 (55534)
ACH-000004,-0.03622448783554756
ACH-000005,-0.024292915366148686
ACH-000007,-0.024302434307319074
ACH-000009,0.2113169738518608
ACH-000011,0.13674868886457378
ACH-000012,0.11351758995671707
ACH-000013,0.08123554184002288
ACH-000014,0.08597813461511349
ACH-000015,0.20909233124265125
ACH-000017,0.12475611476707975
ACH-000018,0.08853657242074701
ACH-000019,0.2352077981984359
ACH-000021,0.12656900884265485
ACH-000022,0.02910772970258795
ACH-000025,0.1065138526105592
ACH-000028,0.04529199864361057
ACH-000030,0.16306361595234475
ACH-000035,0.07550955890978547
ACH-000036,0.0024951693431828057
ACH-000037,0.13362542677246728
ACH-000039,0.25522628361112804
ACH-000040,0.0432641661665441
ACH-000041,-0.07886122367115593
ACH-000042,0.047982253048429235
ACH-000045,-0.033767253345645065
ACH-000047,0.13167487713725126
ACH-000052,0.20339228535847048
ACH-000053,0.14016998113581408
ACH-000054,0.15912028811620346
ACH-000055,0.15622979851052107
ACH-000060,0.44813347745578186
ACH-000067,-0.01528285633832793
ACH-000070,-0.1709185266695029
ACH-000075,0.07375935546062254
ACH-000078,-0.17151427368670133
ACH-000082,0.11858328333948435
ACH-000085,0.30949754469543145
ACH-000086,0.12650233744199693
ACH-000087,-0.1702723409973557
ACH-000092,-0.0523206671277576
ACH-000095,0.0694689972822266
ACH-000097,0.018843625245912567
ACH-000098,0.2065644423455812
ACH-000099,-0.23151084028738306
ACH-000108,-0.001336814535838233
ACH-000113,0.053291856717792005
ACH-000116,0.08222876421607538
ACH-000118,0.20205474642834256
ACH-000120,0.05377367926855707
ACH-000123,0.22198668292324375
ACH-000127,0.007026285966007609
ACH-000128,0.06497697787202357
ACH-000132,0.07985342463555352
ACH-000133,0.07872864041888497
ACH-000137,0.03430511388593386
ACH-000138,0.05514040760650835
ACH-000142,0.06513565448581854
ACH-000143,0.02773348944797397
ACH-000146,0.114005726025038
ACH-000148,0.13849873362272389
ACH-000150,-0.035706033197399616
ACH-000152,0.08295065978964496
ACH-000153,-0.16220203812615194
ACH-000159,0.10871477905057432
ACH-000160,0.4144479074488755
ACH-000163,0.19176940584305546
ACH-000167,0.7381079158219809
ACH-000168,-0.11024160580731113
ACH-000169,0.1344062468720021
ACH-000178,0.15355417616192016
ACH-000183,0.12937512104913804
ACH-000188,0.15188569449734185
ACH-000189,0.006927147341117206
ACH-000190,0.4296647908844304
ACH-000198,-0.04682801001656402
ACH-000203,-0.21274079681076455
ACH-000204,0.1643893332002339
ACH-000206,0.08088152053845936
ACH-000207,-0.0571425488027795
ACH-000208,0.2549289670920788
ACH-000210,0.4763731201224242
ACH-000211,0.11777715707673155
ACH-000215,0.07525293628838893
ACH-000221,0.11969417978625735
