,AHRR (57491)
ACH-000004,-0.11139593118816304
ACH-000005,-0.18794054391709125
ACH-000007,0.05978857800388511
ACH-000009,-0.2759269735727494
ACH-000011,-0.26087899137235665
ACH-000012,-0.05698294253768847
ACH-000013,-0.07765319402110069
ACH-000014,-0.20115623009181569
ACH-000015,-0.13916802713931628
ACH-000017,-0.30753784878324186
ACH-000018,-0.012604265760805007
ACH-000019,0.05668519178766687
ACH-000021,-0.08300275175956577
ACH-000022,-0.11103722119729784
ACH-000025,-0.170866468754786
ACH-000028,-0.06998632313016466
ACH-000030,-0.012472723514248656
ACH-000035,-0.18294524699235554
ACH-000036,-0.061998390639951925
ACH-000037,-0.3096026728666197
ACH-000039,0.017008117770486032
ACH-000040,-0.29074534936637825
ACH-000041,-0.1383971432821311
ACH-000042,-0.1197746288211053
ACH-000045,0.012978266207755523
ACH-000047,-0.1129318007395805
ACH-000052,-0.30817777436416743
ACH-000053,-0.1967714171363016
ACH-000054,-0.19597193432991888
ACH-000055,0.10319105762577864
ACH-000060,-0.09055196880120993
ACH-000067,0.09269101841726196
ACH-000070,-0.2521727125809787
ACH-000075,-0.07040722744225296
ACH-000078,-0.2432452589950889
ACH-000082,-0.23872249203570334
ACH-000085,-0.2586657581674286
ACH-000086,-0.1103803822283414
ACH-000087,-0.16495716683626985
ACH-000092,-0.1380226917592886
ACH-000095,-0.09113331268681173
ACH-000097,-0.12647780805301911
ACH-000098,-0.0052912210287774175
ACH-000099,-0.1065140959990019
ACH-000108,-0.19451364269420374
ACH-000113,-0.07593089840313014
ACH-000116,-0.11374861383342524
ACH-000118,0.0038923903984063603
ACH-000120,-0.04353589461807187
ACH-000123,-0.2416262703530689
ACH-000127,-0.12234456071543208
ACH-000128,-0.1769659280090466
ACH-000132,-0.0571126208234649
ACH-000133,0.041785630141888484
ACH-000137,-0.013987468397898549
ACH-000138,-0.2020961283670505
ACH-000142,-0.0671303831054697
ACH-000143,-0.17323159486210565
ACH-000146,-0.038275624731222535
ACH-000148,-0.14997002442273072
ACH-000150,-0.09817944132210278
ACH-000152,-0.22953332159716436
ACH-000153,-0.12247699575788952
ACH-000159,-0.13159790105868818
ACH-000160,-0.1828349592629193
ACH-000163,-0.18189791988826576
ACH-000167,0.06941791047951097
ACH-000168,-0.08334376009772257
ACH-000169,-0.05095787332857834
ACH-000178,-0.12642556574635982
ACH-000183,-0.14166612193601605
ACH-000188,-0.1447494513374807
ACH-000189,-0.05879310575817358
ACH-000190,-0.1207818346658618
ACH-000198,-0.7427105825670802
ACH-000203,0.0069780467367647385
ACH-000204,-0.08466317985743176
ACH-000206,-0.2341109487013977
ACH-000207,-0.22324830943947535
ACH-000208,0.0058465077368053675
ACH-000210,-0.19975636644700825
ACH-000211,-0.0752343094217391
ACH-000215,-0.1455892807430604
ACH-000221,-0.13821542872566694
ACH-000222,-0.04168308470695871
ACH-000223,-0.19315975025715545
ACH-000226,0.05367670091302102
ACH-000227,-0.2530152976826968
ACH-000228,0.033959283406370305
ACH-000231,-0.13659681884812416
ACH-000232,-0.07439560091848868
ACH-000233,-0.07907825834554101
ACH-000234,-0.18039968382793756
ACH-000235,-0.12556291500514155
ACH-000237,-0.05229704951338959
ACH-000238,-0.09328268943343147
ACH-000242,-0.057564308692774964
ACH-000243,-0.07547374562942646
ACH-000244,-0.04577821681060349
ACH-000246,-0.12738564677179962
ACH-000248,-0.2057395296584565
ACH-000250,-0.2807416955874713
ACH-000251,0.05017039519173775
ACH-000252,-0.09400027702030148
ACH-000253,-0.12124894901636192
