,TDP2 (51567)
ACH-000004,-0.0068597100223022475
ACH-000005,0.12157224619995766
ACH-000007,-0.0026236536009222326
ACH-000009,0.017911182973689932
ACH-000011,-0.7777508636380019
ACH-000012,-0.1445992986997127
ACH-000013,-0.24676939394409025
ACH-000014,-0.43514804602994456
ACH-000015,-0.02765903343190746
ACH-000017,-0.07346407843817636
ACH-000018,-0.07897840064532044
ACH-000019,-0.16406347512496686
ACH-000021,-0.06498756476378384
ACH-000022,0.11676767823018065
ACH-000025,-0.04230921202667259
ACH-000028,0.019168158392813682
ACH-000030,-0.08305493298674949
ACH-000035,-0.16513755183393888
ACH-000036,-0.10739935904818768
ACH-000037,-0.14925691493799298
ACH-000039,-0.22018896134716487
ACH-000040,-0.22275290444950854
ACH-000041,-0.408194249749065
ACH-000042,-0.1175145085711131
ACH-000045,-0.0644121029500154
ACH-000047,-0.29959067993475885
ACH-000052,-0.1820509450171973
ACH-000053,-0.051115993294393786
ACH-000054,-0.2326658850951181
ACH-000055,-0.15523817013628866
ACH-000060,-0.15927489583405213
ACH-000067,-0.10477119111931857
ACH-000070,-0.14675840251369124
ACH-000075,0.014485601799747063
ACH-000078,-0.5012206334196956
ACH-000082,-0.0018787433469663023
ACH-000085,-0.40708399884382507
ACH-000086,-0.07331294054687934
ACH-000087,-0.9004671907839643
ACH-000092,-0.1536289662213059
ACH-000095,-0.04776978772510163
ACH-000097,-0.33029558258603964
ACH-000098,-0.2399404978667504
ACH-000099,-0.13494318906563182
ACH-000108,-0.12173770724899
ACH-000113,-0.4566224785423132
ACH-000116,-0.03910894715119023
ACH-000118,-0.4119900730041055
ACH-000120,-0.5039818082896913
ACH-000123,-0.33108299311024114
ACH-000127,-0.019682287853239482
ACH-000128,-0.21548525875552424
ACH-000132,-0.03130106661919959
ACH-000133,-0.25511847087479056
ACH-000137,-0.21420989658795345
ACH-000138,-0.07592951533539569
ACH-000142,-0.15693448553445122
ACH-000143,-0.19994358656157754
ACH-000146,-0.5914316731941697
ACH-000148,-0.1970900617803578
ACH-000150,-0.08156642275682922
ACH-000152,-0.2189402248438937
ACH-000153,0.02085571956034
ACH-000159,-0.4604377898704526
ACH-000160,0.1006478552235039
ACH-000163,-0.20303613934322476
ACH-000167,0.2700401642502722
ACH-000168,-0.14477199407821476
ACH-000169,-0.3751676697183893
ACH-000178,-0.3036118607668957
ACH-000183,-0.2552695318983558
ACH-000188,0.07227205128949826
ACH-000189,-0.6871896205726924
ACH-000190,0.040371809679198914
ACH-000198,-0.07217331166026256
ACH-000203,-0.6767904013502322
ACH-000204,-0.3526719927255552
ACH-000206,-0.03335397581485232
ACH-000207,-0.22014931610779528
ACH-000208,-0.10387238957478932
ACH-000210,0.008620063866712114
ACH-000211,-0.3636483646050214
ACH-000215,-0.09866284793444033
ACH-000221,-0.10227026778612264
ACH-000222,-0.22780182274975716
ACH-000223,-0.3490328713161453
ACH-000226,-0.7742686933773557
ACH-000227,-0.10039333480078086
ACH-000228,-0.2434530043100321
ACH-000231,-0.3801929558261615
ACH-000232,-0.17755210672608268
ACH-000233,-0.03886112334280445
ACH-000234,-0.2697336912997418
ACH-000235,-0.05293020528615811
ACH-000237,-0.1289204639390431
ACH-000238,-0.25521684514247583
ACH-000242,-0.3241535624655182
ACH-000243,-0.4648690087811131
ACH-000244,0.14719702227547
ACH-000246,-0.6943082414726698
ACH-000248,-0.1891870759305868
ACH-000250,-0.09611367158498954
ACH-000251,-0.013552924147133879
ACH-000252,-0.12949215437795664
ACH-000253,-0.24631598748994715
ACH-000255,-0.07580116654433514
ACH-000256,-0.07028887130009454
ACH-000257,-0.3090608230469866
ACH-000258,-0.3101528154624737
ACH-000259,-0.4408197805724219
ACH-000260,-0.4292410243952406
ACH-000261,-0.4105691439706761
ACH-000262,-0.2916371132252056
ACH-000263,-0.10346195707078494
ACH-000264,-0.2559303794186531
ACH-000265,-0.06347852446940419
ACH-000266,-0.10621006922109114
ACH-000272,-0.11837167687498963
ACH-000274,-0.3937652834068605
ACH-000277,-0.21726779403702284
ACH-000278,0.043820932637100116
ACH-000279,-0.4670224000111644
ACH-000280,-0.29622983059834257
ACH-000281,-0.2754782198111439
ACH-000288,-0.1263999752049221
ACH-000291,0.01949689846515304
ACH-000293,-0.12786934413735782
ACH-000294,0.09972405512232292
ACH-000295,0.038087012260887634
ACH-000296,0.0025630192627637016
ACH-000302,0.0018873370570759848
ACH-000304,-0.5914433274970455
ACH-000307,-0.04876414829674975
ACH-000308,-0.392738911140438
ACH-000310,-0.13923471188679276
ACH-000311,-0.2719608828016774
ACH-000312,-0.17088286608213854
ACH-000315,-0.25594916561373365
ACH-000316,-0.25812338180459765
ACH-000317,-1.101141323871894
ACH-000318,-0.032948601384099836
ACH-000319,-0.09693874213772356
ACH-000320,-0.2152557966718831
ACH-000322,-0.19448899028687572
ACH-000323,-0.16119783949390415
ACH-000324,-0.3743147370165323
ACH-000329,-0.09973964964679537
ACH-000330,-0.34888664507457223
ACH-000331,-0.16327278256056826
ACH-000332,-0.6255450356157739
ACH-000334,-0.10631344362969572
ACH-000335,-0.13109833722515846
ACH-000336,-0.039227877855043065
ACH-000337,-0.20062271899002335
ACH-000338,-0.2457773260381913
ACH-000339,-0.12950763752256295
ACH-000341,-0.3885955714009926
ACH-000348,-0.1519258403210835
ACH-000350,-0.14511811076554118
ACH-000352,-0.2556836232064898
ACH-000356,0.00793854979897303
ACH-000361,-0.15305973981553792
ACH-000362,-0.1360226716277858
ACH-000363,-0.07505308010168509
ACH-000364,-0.397591429480952
ACH-000365,0.047986092079730015
ACH-000366,-0.19595662839946676
ACH-000368,-0.176421558653303
ACH-000374,-0.23292281667622414
ACH-000375,0.0069336400592423355
ACH-000376,-0.015338325561250959
ACH-000381,-0.0923124592931346
ACH-000383,-0.056787582681480424
ACH-000387,-0.10585142905417956
ACH-000389,-0.3588044471038828
ACH-000390,-0.19151283662513904
ACH-000393,-0.2180191310277724
ACH-000395,-0.26856737328455244
ACH-000396,-0.4852420906138806
ACH-000397,-0.05432822530143529
ACH-000401,-0.2842523883609742
ACH-000402,-0.036799195878153584
ACH-000403,-0.32593685425400365
ACH-000404,-0.2202640466620804
ACH-000406,-0.47215732424806
ACH-000407,-0.20851402292380447
ACH-000408,-0.06484905556625473
