,LPO (4025)
ACH-000004,-0.13364428169904094
ACH-000005,0.10831224776676414
ACH-000007,-0.045774666035238464
ACH-000009,-0.17835443886885208
ACH-000011,-0.17718021542545606
ACH-000012,-0.297481380778202
ACH-000013,-0.07914631674398899
ACH-000014,-0.1423188582246066
ACH-000015,-0.09494735926756163
ACH-000017,-0.08727599275215185
ACH-000018,-0.013764824289855187
ACH-000019,-0.35621481147422923
ACH-000021,-0.07691141212948151
ACH-000022,-0.12614661973795052
ACH-000025,-0.09980391588034386
ACH-000028,-0.2601843452928679
ACH-000030,-0.14085573144895436
ACH-000035,-0.1986434835625481
ACH-000036,-0.11884048824892805
ACH-000037,-0.049413612672819136
ACH-000039,-0.30427033736355696
ACH-000040,-0.13471400714215567
ACH-000041,-0.13233792210187864
ACH-000042,-0.1183161207913663
ACH-000045,-0.18992930009612866
ACH-000047,-0.22531175946256995
ACH-000052,0.12943941165031567
ACH-000053,-0.17808520741531192
ACH-000054,-0.157370659660863
ACH-000055,0.09915640155617576
ACH-000060,-0.2835715809043939
ACH-000067,-0.2602143952535912
ACH-000070,-0.08876235444646145
ACH-000075,0.11821039131453498
ACH-000078,-0.2458564021393271
ACH-000082,-0.18086041291452484
ACH-000085,-0.02352224306826794
ACH-000086,-0.09998558324794043
ACH-000087,-0.052883745430198366
ACH-000092,-0.030726781338010493
ACH-000095,-0.05479355591129033
ACH-000097,-0.06733535048350366
ACH-000098,-0.11496409531298582
ACH-000099,-0.13671018332730156
ACH-000108,-0.2076304335099416
ACH-000113,-0.17074611176973395
ACH-000116,-0.2428489732485929
ACH-000118,-0.12354269487772955
ACH-000120,-0.2342192292563191
ACH-000123,-0.10098900632595798
ACH-000127,-0.18994285866025892
ACH-000128,-0.09616241459764016
ACH-000132,-0.22589448594759876
ACH-000133,-0.08366962467909976
ACH-000137,0.06814802049592489
ACH-000138,-0.27067115184750395
ACH-000142,-0.2414117987835187
ACH-000143,0.07791958093881758
ACH-000146,-0.1812685337394849
ACH-000148,-0.28417791490087674
ACH-000150,-0.15401239637734032
ACH-000152,-0.2308078901439144
ACH-000153,-0.0706042826695973
ACH-000159,-0.14834458340673573
ACH-000160,-0.1086962529178495
ACH-000163,-0.12065973279075892
ACH-000167,-0.29973372271843285
ACH-000168,-0.09840136535344264
ACH-000169,-0.112249827072822
ACH-000178,-0.17591772408303552
ACH-000183,-0.12202261088107977
ACH-000188,-0.2883275607419685
ACH-000189,-0.14692935730685205
ACH-000190,-0.07505841961029798
ACH-000198,-0.0837569438119834
ACH-000203,-0.4655144713918299
ACH-000204,-0.19552776231471614
ACH-000206,-0.2324224683333243
ACH-000207,-0.1914666755881512
ACH-000208,-0.3644693504756368
ACH-000210,0.03348153306087245
ACH-000211,-0.12464663816191865
ACH-000215,-0.22487917051340434
ACH-000221,-0.11422042837137712
ACH-000222,-0.20586782746753984
ACH-000223,-0.05952399807836677
ACH-000226,-0.21755628093581125
ACH-000227,-0.07835664093460577
ACH-000228,-0.2504974519945973
ACH-000231,-0.23808125788897586
ACH-000232,-0.09214283695400426
ACH-000233,-0.044474554203977966
ACH-000234,-0.16192720578669892
ACH-000235,-0.16432495219508794
ACH-000237,-0.03989593963175525
ACH-000238,-0.3645686604072396
ACH-000242,-0.24422365581853606
ACH-000243,-0.2345550480643991
ACH-000244,-0.023453678877001883
ACH-000246,-0.058362278902453886
ACH-000248,-0.21902476345241526
ACH-000250,-0.17585857253618706
ACH-000251,-0.13860376080926148
ACH-000252,-0.050472247049771914
ACH-000253,-0.30312915304953914
ACH-000255,-0.2328307529622668
ACH-000256,-0.2375401594600525
ACH-000257,0.010221571257602393
ACH-000258,-0.1424283930701705
ACH-000259,-0.1393275319896821
ACH-000260,-0.2305040506337959
ACH-000261,-0.11204281002783584
ACH-000262,-0.15289481634374566
ACH-000263,-0.12749933366124985
ACH-000264,-0.14284111067745422
ACH-000265,-0.10237558928169008
ACH-000266,-0.12924173577809595
ACH-000272,-0.11865019179368536
ACH-000274,-0.25469943775176845
ACH-000277,-0.27175803860396475
ACH-000278,-0.03878786610493868
ACH-000279,-0.05963885356285487
ACH-000280,-0.22759798394155276
ACH-000281,-0.011908895718215072
ACH-000288,-0.16398982768350848
ACH-000291,-0.2315394940077212
ACH-000293,-0.1764791746154035
ACH-000294,-0.1321362136690873
ACH-000295,-0.025512998356445462
ACH-000296,-0.06534008566739427
ACH-000302,-0.08459810136517927
ACH-000304,-0.1145132163619518
ACH-000307,-0.07733032620017541
ACH-000308,-0.07880541100558201
ACH-000310,-0.2167637368384389
ACH-000311,-0.2309365743793076
ACH-000312,-0.09054361310062252
ACH-000315,-0.036521431255615015
ACH-000316,-0.13545289471450145
ACH-000317,0.05392188614782609
ACH-000318,-0.16375287891100568
ACH-000319,-0.26660945080104426
ACH-000320,-0.03648078108882935
ACH-000322,-0.23899156299268015
ACH-000323,-0.21802756258052894
ACH-000324,-0.1494637331366273
ACH-000329,-0.07979832814484174
ACH-000330,-0.2530995221160633
ACH-000331,-0.1977403886524359
ACH-000332,-0.07036044174931486
ACH-000334,-0.4071275317825433
ACH-000335,-0.2314648938387957
ACH-000336,-0.13771607450330148
ACH-000337,-0.3197001873873671
ACH-000338,-0.21652855838758445
ACH-000339,-0.18808969823495264
ACH-000341,-0.27380371983143514
ACH-000348,-0.23343274084486085
ACH-000350,-0.10669419512204313
ACH-000352,-0.24852907376528605
ACH-000356,-0.24976630982568845
ACH-000361,-0.033894102266715104
ACH-000362,-0.060972369893038676
ACH-000363,-0.05518054861795762
ACH-000364,0.02146844378868144
ACH-000365,-0.049272172747895714
ACH-000366,-0.09354134804829133
ACH-000368,-0.2668929990353106
ACH-000374,-0.20629391365578145
ACH-000375,-0.03999809714676919
ACH-000376,-0.15606852205273727
ACH-000381,-0.11064215629609588
ACH-000383,-0.24075116962161336
ACH-000387,0.017767147313884096
ACH-000389,-0.11269257707736635
ACH-000390,-0.21542312666117094
ACH-000393,-0.13412397558621
ACH-000395,-0.10861870395528167
ACH-000396,-0.2406511391026217
ACH-000397,-0.1391003618955296
ACH-000401,-0.1214766189829964
ACH-000402,-0.2721869321381704
ACH-000403,-0.14347507419020675
ACH-000404,-0.4517394015897371
ACH-000406,-0.09134204569486214
ACH-000407,-0.06425064709312113
ACH-000408,-0.3405499874180452
ACH-000410,-0.21835594130835748
ACH-000411,-0.03539409603078525
ACH-000414,-0.20957311592724784
ACH-000415,-0.34988764217601465
ACH-000416,-0.2322577303133653
ACH-000420,-0.2092482719467948
ACH-000421,-0.18244044582723912
ACH-000424,-0.06784671025611423
ACH-000425,-0.2189641877161636
ACH-000426,-0.14283728796891654
ACH-000427,-0.11405349694688845
ACH-000433,-0.20265752506383933
ACH-000435,0.21359559591214472
ACH-000436,-0.045888818435356575
ACH-000444,-0.01299331357022019
ACH-000445,-0.22866459032958844
ACH-000448,-0.16328306010134633
ACH-000450,-0.18089614369741414
ACH-000452,-0.17380705101917526
ACH-000454,0.18773832705687574
ACH-000458,-0.15799963000434178
ACH-000459,-0.07617503371359473
ACH-000460,-0.2786470295899013
ACH-000461,-0.15177030824386392
ACH-000463,-0.11463549538809517
ACH-000464,-0.02860490162546428
ACH-000466,-0.2649129075705948
ACH-000467,-0.1736308502539644
ACH-000468,-0.2295343779600956
ACH-000469,-0.13581840412444848
ACH-000470,-0.23922270978864366
ACH-000471,-0.20257018868077445
ACH-000472,-0.18823914579031192
ACH-000473,-0.08861638823664067
ACH-000475,-0.12091690839838665
ACH-000476,-0.0622048380991625
ACH-000477,-0.046901147986269966
ACH-000479,0.18434653055552544
ACH-000480,-0.3552579072113144
ACH-000481,-0.1005777670602972
ACH-000483,-0.09824841437824736
ACH-000484,-0.22162240740718536
ACH-000485,-0.15695365936864272
ACH-000486,-0.055576500581034326
ACH-000487,-0.2295067388464899
ACH-000488,-0.1225881368544234
ACH-000490,-0.12070991445824394
ACH-000491,-0.023552513377883416
ACH-000495,-0.22915585051303985
ACH-000496,-0.07715519299855184
ACH-000499,0.1758488392769158
ACH-000500,-0.3230826646042677
ACH-000502,-0.23510479034403864
ACH-000503,0.057777627989560376
ACH-000505,-0.02005935186553676
ACH-000507,-0.22419300891057584
ACH-000510,-0.1728955036123596
ACH-000511,-0.10002521497159246
ACH-000512,0.03498874627674405
ACH-000516,-0.07694887647902131
ACH-000517,-0.17553719717247984
ACH-000518,-0.09409006525281806
ACH-000520,-0.1405183711649382
ACH-000521,-0.2947894462382873
ACH-000522,-0.1655739347827877
ACH-000524,-0.09492636766457427
ACH-000527,-0.11189740249722537
ACH-000528,-0.14369015614621053
ACH-000537,-0.09857300982234968
ACH-000541,-0.10734339951891686
ACH-000542,-0.061840713355380675
ACH-000544,-0.09473720967204594
ACH-000545,-0.2608979653341465
ACH-000547,-0.4057619640078541
ACH-000548,-0.2430925661606589
ACH-000549,-0.2077833878753894
ACH-000550,-0.07962787012624715
ACH-000552,-0.32033864782221594
ACH-000556,-0.3210943987190307
ACH-000557,-0.017936360963558187
ACH-000569,-0.104347072842295
ACH-000570,-0.13218951875098012
ACH-000571,-0.1590796493294762
ACH-000573,-0.12316715636223585
ACH-000576,-0.13363062416138066
ACH-000579,-0.04578230877763646
ACH-000580,0.06959475356238233
ACH-000584,-0.16938762166430618
ACH-000585,-0.09106986527406873
ACH-000588,-0.2659229509845015
ACH-000589,-0.12302562956083142
ACH-000591,-0.21821117743507185
ACH-000593,-0.16358566978337455
ACH-000600,-0.1959051243436704
ACH-000601,-0.16166337446366838
ACH-000605,-0.28509897324379224
