,CARF (79800)
ACH-000004,-0.23547950112877894
ACH-000005,-0.14546377365488308
ACH-000007,-0.05280941775806727
ACH-000009,-0.15999804485852992
ACH-000011,-0.02299475698933128
ACH-000012,-0.11093848579121088
ACH-000013,0.0005288306542030784
ACH-000014,0.023826484136567485
ACH-000015,-0.029769650025758317
ACH-000017,0.008495621486726088
ACH-000018,-0.11006237640758916
ACH-000019,-0.00511282801886131
ACH-000021,-0.026760966943309858
ACH-000022,-0.08564521044156513
ACH-000025,0.07333943717930433
ACH-000028,0.03407956455174934
ACH-000030,0.016022400900659386
ACH-000035,0.08367481007128083
ACH-000036,0.05204655247873136
ACH-000037,-0.10649923365031252
ACH-000039,-0.06988388973943535
ACH-000040,-0.0910982877443774
ACH-000041,-0.124745875257174
ACH-000042,-0.017752582381729613
ACH-000045,0.02294614224458704
ACH-000047,0.01651948127175711
ACH-000052,-0.057913319852129976
ACH-000053,-0.017816499992644775
ACH-000054,-0.03180960091033682
ACH-000055,-0.2209213034921857
ACH-000060,0.06450627996259585
ACH-000067,-0.06482323575802341
ACH-000070,-0.017222374855562328
ACH-000075,0.023198377613266652
ACH-000078,0.1124422586362585
ACH-000082,-0.061672187406157174
ACH-000085,-0.16164906855914898
ACH-000086,-0.032880474374577535
ACH-000087,0.11388479827713678
ACH-000092,-0.08536052864689299
ACH-000095,-0.08084880804799803
ACH-000097,0.0810225275364489
ACH-000098,-0.005385842249587445
ACH-000099,-0.09884417563492996
ACH-000108,-0.11033917373219128
ACH-000113,0.024231202625796564
ACH-000116,0.0032552241312024483
ACH-000118,0.03219378181718605
ACH-000120,-0.1709857292683587
ACH-000123,0.028674372393771214
ACH-000127,-0.018927330364825787
ACH-000128,-0.09966579130473772
ACH-000132,-0.025702019033734497
ACH-000133,-0.1328203522603942
ACH-000137,-0.08173425734238947
ACH-000138,0.058276638512261676
ACH-000142,-0.04478352594611235
ACH-000143,-0.11821377336945475
ACH-000146,-0.09185513126530884
ACH-000148,-0.01635631483737639
ACH-000150,0.003072801266678332
ACH-000152,-0.07002118260917772
ACH-000153,0.10508471659641272
ACH-000159,-0.0720637655556554
ACH-000160,-0.05990209738121442
ACH-000163,0.020194157416126058
ACH-000167,-0.4110190198618121
ACH-000168,0.17751992065901834
ACH-000169,0.04195910035950673
ACH-000178,0.07605085718871843
ACH-000183,-0.07591964870525414
ACH-000188,0.013248365671517251
ACH-000189,-0.2000195609895463
ACH-000190,-0.1576896271707517
ACH-000198,-0.014160490871878659
ACH-000203,-0.10236005014504164
ACH-000204,0.0945992437872305
ACH-000206,-0.028966441361541525
ACH-000207,0.12748736937293456
ACH-000208,0.17439970136323435
ACH-000210,0.2364893620287963
ACH-000211,-0.02832957222823805
ACH-000215,0.105838412700444
ACH-000221,0.10997307804244803
ACH-000222,0.04933461372932442
ACH-000223,-0.1425348789975325
ACH-000226,-0.15123707451546792
ACH-000227,-0.19205715156010705
ACH-000228,-0.03047207461223114
ACH-000231,-0.0606744158268547
ACH-000232,-0.009994145094780022
ACH-000233,0.017786685087548878
ACH-000234,-0.060355958272333025
ACH-000235,0.03170135532483307
ACH-000237,0.024290922939926303
ACH-000238,0.034711479489225275
ACH-000242,0.08379403684971144
ACH-000243,0.013922232131374043
ACH-000244,0.07437811785491373
ACH-000246,-0.011807359554698148
ACH-000248,0.2213329267733796
ACH-000250,-0.05297760230624469
ACH-000251,-0.19305836010124888
ACH-000252,-0.21001722540192452
ACH-000253,0.011733222563083212
ACH-000255,0.09887997523531937
ACH-000256,0.05831770877555807
ACH-000257,-0.06469679275552016
ACH-000258,0.20783244623930267
ACH-000259,0.010762991351673695
ACH-000260,-0.07116086357952651
ACH-000261,-0.007547940875376155
ACH-000262,-0.10579143743109022
ACH-000263,-0.02971371413258143
ACH-000264,-0.05163592433819958
ACH-000265,0.026963878175378757
ACH-000266,-0.04347211245519138
ACH-000272,0.046047931275888215
ACH-000274,-0.08541591704086347
ACH-000277,0.07533770589181965
ACH-000278,-0.024273665227792337
