,ARHGEF10L (55160)
ACH-000206,0.045197961465347235
ACH-000207,0.1215925598840576
ACH-000208,-0.1664976725817393
ACH-000210,-0.16951843687376594
ACH-000211,0.03194257328054116
ACH-000215,-0.07576972285001693
ACH-000221,-0.048264096581756635
ACH-000222,-0.12090736591483185
ACH-000223,0.10357064474449187
ACH-000226,0.058718209409596565
ACH-000227,0.06597331012644791
ACH-000228,0.15302957376226306
ACH-000231,0.019367178975740636
ACH-000232,0.08579736806726085
ACH-000233,0.04768797195874417
ACH-000234,0.022614619683166377
ACH-000235,0.00969043108402795
ACH-000237,0.08355990220230368
ACH-000238,0.05319575486574323
ACH-000242,0.13818411164621258
ACH-000243,0.013049657888569377
ACH-000244,-0.01412521624630477
ACH-000246,0.04828539919105575
ACH-000248,0.021806380861085745
ACH-000250,0.035634110049480895
ACH-000251,0.05856421672850255
ACH-000252,0.07632726252558099
ACH-000253,0.09404602408156276
ACH-000255,0.06717079838614369
ACH-000256,-0.05351731116683217
ACH-000257,-0.09161361004998236
ACH-000258,0.07043339778764968
ACH-000259,0.03777656564718716
ACH-000260,0.10201751604272506
ACH-000261,0.1121677861008414
ACH-000262,0.0927731001197558
ACH-000263,-0.07599008748683614
ACH-000264,-0.01315332059077689
ACH-000265,0.025214718238700924
ACH-000266,0.0204116892915627
ACH-000272,0.08311551526606899
ACH-000274,-0.01754355343918544
ACH-000277,0.0825879024914105
ACH-000278,0.0765079265544887
ACH-000279,-0.07589959033297917
ACH-000280,0.15636276352408193
ACH-000281,-0.030607612383810306
ACH-000288,0.047321853765303665
ACH-000291,-0.03071974855159001
ACH-000293,0.06556674336260282
ACH-000294,-0.04436230422145366
ACH-000295,0.05909465279879369
ACH-000296,0.024222569017021755
ACH-000302,0.005484821768136464
ACH-000304,0.07173260185167238
ACH-000307,0.0018932528020608231
ACH-000308,0.04933620973406543
ACH-000310,0.015191449679379784
ACH-000311,0.028785660233706812
ACH-000312,-0.16170800907926006
ACH-000315,-0.2274747631168441
ACH-000316,-0.04957758420340524
ACH-000317,-0.024228809191963945
ACH-000318,-0.11950397945256427
ACH-000319,-0.013823067992858129
ACH-000320,0.18562316406028811
ACH-000322,-0.11424898190267704
ACH-000323,-0.06298273221547951
ACH-000324,-0.001017618137175918
ACH-000329,0.10145985958222033
ACH-000330,0.08112886888852121
ACH-000331,0.08843436633176356
ACH-000332,-0.02151640184266069
ACH-000334,0.09323078716200156
ACH-000335,-0.029732625704357463
ACH-000336,0.047023140382168406
ACH-000337,0.022214994145602667
ACH-000338,-0.22297879575641613
ACH-000339,0.012305618449931952
ACH-000341,0.04441797336677337
ACH-000348,0.03825056981310124
ACH-000350,0.019539019314160726
ACH-000352,0.04856698094282836
ACH-000356,0.009270660348733934
ACH-000361,0.027918767815072198
ACH-000362,0.0914291111647899
ACH-000363,0.17149480723905966
ACH-000364,0.03796544965476648
ACH-000365,0.013322279167659365
ACH-000366,0.05354330792069313
ACH-000368,0.011455164948956013
ACH-000374,0.02405952817570813
ACH-000375,0.16132669714042802
ACH-000376,0.048837262756459096
ACH-000381,0.06848385372723031
ACH-000383,0.015612224686153118
ACH-000387,0.08907191747105403
ACH-000389,0.11390541548999095
ACH-000390,0.07587562615483713
ACH-000393,0.056586017717393675
ACH-000395,-0.11641326018345725
ACH-000396,0.273660874210907
ACH-000397,0.06651204182640744
ACH-000401,-0.014896655140622356
ACH-000402,-0.1440987335666755
ACH-000403,0.058677947226939677
ACH-000404,0.13396517508634584
ACH-000406,0.01499728702692819
ACH-000407,0.05587045109984559
ACH-000408,-0.2402178265459088
ACH-000410,0.06718914088785181
ACH-000411,0.07736866659245027
ACH-000414,0.007134871073589393
ACH-000415,-0.04427560799644055
ACH-000416,0.011257200428471548
ACH-000420,-0.004058293398201096
ACH-000421,0.04848943692995023
ACH-000424,-0.04402466183942613
ACH-000425,-0.007753474551492706
ACH-000426,-0.12859879440170605
ACH-000427,0.018105419317895662
ACH-000433,0.04450329570898945
ACH-000435,0.123918392298049
ACH-000436,-0.11889702178818412
ACH-000444,0.016873505722275042
ACH-000445,0.042964924475892334
ACH-000448,-0.0005501387093764743
ACH-000450,-0.01167490654619652
ACH-000452,-0.0788525428702959
ACH-000454,-0.09150777151382863
ACH-000458,0.15012535482955652
ACH-000459,0.17653950650724087
ACH-000460,-0.03925949157078305
ACH-000461,0.02149905119905832
ACH-000463,0.103540995068944
ACH-000464,0.03417804046283833
ACH-000466,0.03263226714215491
ACH-000467,0.052023986774699986
ACH-000468,0.019220913843016264
ACH-000469,-0.008373307552702455
ACH-000470,0.02044337611820638
ACH-000471,0.038953075316426534
ACH-000472,0.04087209945158996
ACH-000473,0.2379162034606033
ACH-000475,0.08621179696917992
ACH-000476,-0.018530730334503757
ACH-000477,-0.0634333506677403
ACH-000479,0.05204232127115276
ACH-000480,-0.013577192874141998
ACH-000481,0.10150171301357083
ACH-000483,0.03840590063918687
ACH-000484,0.11778918987706115
ACH-000485,0.03533426929010535
ACH-000486,0.03440491601317384
ACH-000487,0.06236605172420754
ACH-000488,-0.022540361234547723
ACH-000490,0.07665315066592687
ACH-000491,-0.023754754883018345
ACH-000495,-0.04232303197449381
ACH-000496,0.051484237488862605
ACH-000499,0.2129326276162466
ACH-000500,0.4386798954792089
ACH-000502,-0.07504112026890675
ACH-000503,-0.013775292009607136
ACH-000505,0.03359784636445054
ACH-000507,-0.19434275444080854
ACH-000510,0.049250390334040064
ACH-000511,0.047254927956891714
ACH-000512,-0.04057513578245225
ACH-000516,0.11340814433615864
ACH-000517,0.0026858069432179484
ACH-000518,-0.10723284103897604
ACH-000520,0.01949297855414689
ACH-000521,-0.12335623602275335
ACH-000522,-0.05637709601235626
ACH-000524,-0.006742561304863459
ACH-000527,0.031976758960147504
ACH-000528,0.0958634845362171
ACH-000537,-0.02572283681659616
ACH-000541,-0.10239197121802933
ACH-000542,-0.027065589214046063
ACH-000544,0.05710181583592142
ACH-000545,0.06831385275200427
ACH-000547,0.1487758645634663
ACH-000548,0.08086309016559284
ACH-000549,-0.08265922614525599
ACH-000550,-0.10831037397689104
ACH-000552,0.016974043463184697
ACH-000556,0.07397083734588454
ACH-000557,-0.11512903482268284
ACH-000569,-0.025360745159595046
ACH-000570,-0.07496902911581532
ACH-000571,0.030403892070602682
ACH-000573,0.0006383794132798322
ACH-000576,-0.017980776098043997
ACH-000579,0.002487914641568048
ACH-000580,0.03621659712103367
ACH-000584,0.10484815554728237
ACH-000585,0.07036976589920782
ACH-000588,0.10988248187143132
ACH-000589,-0.05841995672222875
ACH-000591,0.0512630835545939
ACH-000593,0.03612087187895845
ACH-000600,0.045961641982223335
ACH-000601,0.01018306875879168
ACH-000605,0.039152440530247926
ACH-000606,-0.01799430741546617
ACH-000608,-0.017442464448967045
ACH-000614,-0.0064661998953478616
ACH-000616,0.0421183915558207
ACH-000618,0.028867850312870383
ACH-000619,0.06334125593305102
ACH-000620,0.06949068170490512
ACH-000621,0.1084968093001265
ACH-000622,0.03578393812662665
ACH-000623,0.1207821721233914
ACH-000624,0.03234010485702405
ACH-000627,-0.00945892719936628
ACH-000630,0.03561644686056064
ACH-000631,-0.2396196261389959
ACH-000632,-0.00916495553400005
ACH-000633,0.07389332654406265
ACH-000637,-0.08289969964313998
ACH-000638,0.025930118882859426
ACH-000646,-0.04397027036124121
ACH-000647,0.0686087518087467
ACH-000648,-0.03241901993756418
ACH-000649,-9.510337206257602e-05
ACH-000651,-0.06943599578674417
ACH-000652,0.00816274064162585
ACH-000653,0.00749048990334824
ACH-000657,0.06521231674259978
ACH-000658,0.14328435694982744
ACH-000661,0.07716753175463542
ACH-000662,0.03484385432088145
ACH-000663,0.011308343724851164
ACH-000665,-0.04340794706905609
ACH-000671,-0.0002922524090673103
ACH-000672,-0.07880437457570068
ACH-000673,0.05055151628497024
ACH-000676,0.04040487889907906
ACH-000677,0.13450937603302462
ACH-000681,0.02025162230888192
ACH-000683,-0.07798883604539593
ACH-000684,-0.1485017831088842
ACH-000688,-0.07022885986768533
ACH-000693,0.093229688484763
ACH-000694,-0.05359865151686565
ACH-000695,0.045357439709768285
ACH-000696,0.12504370563033673
ACH-000697,0.013735548629899869
ACH-000699,0.05081392845905999
ACH-000701,0.01242491269107763
ACH-000706,0.0321397906705432
ACH-000711,0.07242927571581043
ACH-000713,0.05952962914795028
ACH-000714,0.08366052650155144
ACH-000718,-0.008596330697774351
ACH-000720,-0.0039475638009526335
ACH-000721,-0.010612771081800945
ACH-000724,0.08627599648813494
ACH-000725,0.03663436931297026
ACH-000732,-0.005747595433183603
ACH-000734,0.07309156292682073
ACH-000735,0.041347213838330295
ACH-000736,0.10412763451541793
ACH-000738,0.00900951835696461
ACH-000746,0.1451880151450788
ACH-000747,0.0709582601161678
ACH-000748,0.0005299446269100544
ACH-000753,0.014370734968927256
ACH-000756,-0.10016681368278883
ACH-000757,-0.14362979082288968
ACH-000758,-0.09360983416493296
ACH-000760,-0.019465070669253282
ACH-000762,0.14725031491356178
ACH-000763,0.06074929180424505
ACH-000764,0.13816949034915285
ACH-000765,0.021957888935613186
ACH-000766,-0.05303743709574712
ACH-000767,-0.1157703390779802
ACH-000768,0.14881924145701494
ACH-000769,0.08507622647893512
ACH-000770,0.004937442252928507
ACH-000771,-0.022070030542430712
ACH-000773,-0.05299036397720861
ACH-000776,0.0020473108687047927
ACH-000777,0.10880612771258827
ACH-000778,0.0030594639465848887
ACH-000781,0.012216373158491186
ACH-000782,-0.11580567152901575
ACH-000783,0.08052962979682399
ACH-000784,-0.024450079437636846
ACH-000785,0.009100022441523891
ACH-000787,-0.08545719260816151
ACH-000788,0.06436904411916064
ACH-000791,0.08990204186959617
ACH-000792,0.03853027897690768
ACH-000794,-0.016061163181674568
ACH-000796,0.09448719056665802
ACH-000798,0.07783506877511727
ACH-000799,0.14356512305561844
ACH-000800,0.09206712850375484
ACH-000802,0.006584154171995446
ACH-000804,0.18701454827074745
ACH-000805,0.018899676122808136
ACH-000809,0.04444928669810707
ACH-000810,-0.13434551654191595
ACH-000811,0.031410117829125304
ACH-000817,-0.04311035451796072
ACH-000819,-0.03692125576468162
ACH-000820,-0.21244195141416167
ACH-000821,0.008196705886674434
ACH-000822,0.05220056847879037
ACH-000823,0.0316072668299923
ACH-000824,-0.04079708478989296
ACH-000827,0.0937359618085872
ACH-000829,-0.03762905503056404
ACH-000831,-0.06468269801459349
ACH-000832,0.004953391853169636
ACH-000833,0.06484746340094527
ACH-000834,-0.018263402470471014
ACH-000835,0.030911666673374937
ACH-000836,-0.05340698993838767
ACH-000837,-0.05146290848892337
ACH-000838,0.0031566886265549502
ACH-000839,-0.05714024035535858
ACH-000840,0.0497350392124805
ACH-000841,0.08651833743374293
ACH-000843,-0.013716776213731529
ACH-000846,-0.1258477716420116
ACH-000847,-0.004337518131768528
ACH-000848,0.05273803921481579
ACH-000849,0.0023792690640663024
ACH-000851,0.00915185037801682
ACH-000855,0.01926634668657237
ACH-000856,0.13848495032420216
ACH-000858,0.015666190644856325
ACH-000859,-0.05916945000643675
ACH-000861,0.06188984428197001
ACH-000862,0.19688306865280175
ACH-000865,0.04015672330144788
ACH-000866,-0.002910200321693653
ACH-000867,0.026029743622468588
ACH-000869,-0.1288691518313449
ACH-000872,0.020386070855954043
ACH-000873,-0.01746989814958037
ACH-000876,0.02607404539769571
ACH-000878,0.15104471097318384
ACH-000880,-0.05363607910749756
ACH-000881,0.12159477825887385
ACH-000882,0.06127280512328856
ACH-000884,-0.061336864036869276
ACH-000885,0.02268713098768996
ACH-000887,0.056396739759655985
ACH-000889,-0.04540361104761127
ACH-000896,0.07000925665504999
ACH-000898,0.1214546301684434
ACH-000900,0.011787754275375827
ACH-000901,0.0005050754759185927
ACH-000905,0.061402811771705715
ACH-000906,-0.01690570086773585
ACH-000907,0.14281700992017052
ACH-000910,-0.008515408781245976
ACH-000911,0.10679565498968603
ACH-000912,-0.060830025135944224
ACH-000913,0.035297704745773484
ACH-000915,0.11883631693456433
ACH-000916,0.005199895121998839
ACH-000917,-0.048435349148556336
ACH-000920,-0.0021197950317098035
ACH-000921,-0.023700645939687414
ACH-000924,0.1008455262663177
ACH-000926,0.06346823034125405
ACH-000928,-0.025564993471902275
ACH-000929,-0.0229476428266262
ACH-000932,0.12653951796879792
ACH-000935,0.03840116276964347
ACH-000936,-0.06611191545015087
ACH-000937,-0.005277128018268475
ACH-000938,0.016079296372749772
ACH-000939,0.08811565337549923
ACH-000941,-0.04945851660920752
ACH-000943,0.08267804283975871
ACH-000946,0.07783095871086207
ACH-000947,0.029936265239230063
ACH-000948,0.06417928904394549
ACH-000950,-0.08047118477643213
ACH-000953,-0.02257659913091735
ACH-000954,-0.059806932465911414
ACH-000957,0.11457715714622127
ACH-000958,0.1292632384570288
ACH-000960,-0.03092800669473347
ACH-000963,-0.057475070446087476
ACH-000968,0.10161550649033604
ACH-000969,0.023478533113760768
ACH-000972,0.10811376352661113
ACH-000973,0.05639559698320557
ACH-000974,0.06960797588200934
ACH-000978,0.14581892765619614
ACH-000984,0.067613463763743
ACH-000986,0.032036587824770486
ACH-000988,0.005331691302776146
ACH-000993,-0.11811653837861848
ACH-000994,-0.07702213073828103
ACH-000996,0.007648230893950005
ACH-001001,0.11994589841113508
ACH-001020,-0.08570297216484264
ACH-001028,0.03949290016247189
ACH-001031,0.028841897750786844
ACH-001038,0.15632483514759768
ACH-001048,-0.031343568125181666
ACH-001050,-0.07922508969263804
ACH-001053,-0.06118258259067705
ACH-001054,0.061802157072595926
ACH-001061,0.013241553274851945
ACH-001067,0.03480233034974177
ACH-001075,0.14234877665956194
ACH-001096,0.1373150710862795
ACH-001111,-0.17276195694528232
ACH-001119,0.07518605926385755
ACH-001128,0.10017164359533316
ACH-001134,0.017359671441328127
ACH-001151,-0.024321644629101986
ACH-001163,0.01714712426052918
ACH-001164,0.12348297494523867
ACH-001183,0.010011795481208535
ACH-001192,0.02796845409294221
ACH-001193,0.0042513760028453935
ACH-001196,-0.05492768755391562
ACH-001197,0.02309683835108436
ACH-001205,0.021380814183141552
ACH-001211,0.07474904566601658
ACH-001212,0.12551821006490366
ACH-001228,-0.14363012554617474
ACH-001232,0.21921287920242116
ACH-001239,-0.03026613055136972
ACH-001270,-0.009656427285607965
ACH-001274,0.04283366330751222
ACH-001275,0.07424520841222758
ACH-001277,-0.18545846921431375
ACH-001278,0.1509842428613585
ACH-001280,0.06544905282801719
ACH-001283,0.07363801053067033
ACH-001289,-0.013281405350697129
ACH-001300,0.05611517361766465
ACH-001301,0.03977020435659348
ACH-001302,0.07601049002103555
ACH-001306,-0.0471368353557324
ACH-001318,0.07464187947576673
ACH-001322,-0.1105264233631638
ACH-001328,0.019341343823813816
ACH-001332,-0.17264813610767926
ACH-001336,0.057925891387610076
ACH-001346,0.06269155925087819
ACH-001353,0.07655909825264766
ACH-001354,-0.08532871201517615
ACH-001367,-0.014031371507162242
ACH-001368,0.04239167653086532
ACH-001374,0.2258081680922851
ACH-001377,0.06648745345190417
ACH-001380,-0.07546606956783893
ACH-001391,0.09624372009829213
ACH-001408,-0.03829338256882369
ACH-001430,-0.08703782914984856
ACH-001431,0.034644615481427506
ACH-001450,-0.13893587613225986
ACH-001496,0.016008212652485622
ACH-001500,0.06948705256717427
ACH-001523,-0.036739841119306664
ACH-001532,0.05865259107947199
ACH-001550,-0.053697890856661205
ACH-001552,-0.08453002116147
ACH-001554,0.034226138619720826
ACH-001654,-0.030409330710288077
ACH-001735,-0.016046406256997117
ACH-001736,-0.1832984421963662
ACH-001737,0.05398540369503161
ACH-001740,0.1483220877189929
ACH-001745,-0.031329600222568275
ACH-001765,0.02760096386678834
