,SSR1 (6745)
ACH-000004,-0.14640616310063295
ACH-000005,-0.12425201495956985
ACH-000007,-0.15468105088304762
ACH-000009,-0.06867006247286721
ACH-000011,-0.24712097702412214
ACH-000012,0.05965748506588421
ACH-000013,-0.07209433918364756
ACH-000014,-0.17579501086066526
ACH-000015,-0.10777755617808724
ACH-000017,-0.14325899835096725
ACH-000018,-0.0337859807628058
ACH-000019,0.07321271856198712
ACH-000021,0.05155493087582764
ACH-000022,-0.10646054762446228
ACH-000025,-0.15771591645714034
ACH-000028,0.10493221765073496
ACH-000030,-0.05147357146163907
ACH-000035,-0.004773192944722321
ACH-000036,-0.026278559444934388
ACH-000037,0.03545532968385495
ACH-000039,-0.2741432772830072
ACH-000040,-0.0851519308460107
ACH-000041,-0.060155061215431994
ACH-000042,-0.2454387515593014
ACH-000045,0.08821484901083967
ACH-000047,-0.12531972795311044
ACH-000052,-0.16664331758991355
ACH-000053,0.06201506877645758
ACH-000054,-0.007639403154289601
ACH-000055,0.12298321821136275
ACH-000060,-0.13324520995759245
ACH-000067,0.1110651706928895
ACH-000070,0.3987109610638106
ACH-000075,0.06513498286942075
ACH-000078,0.19708766773319855
ACH-000082,-0.08136295253076628
ACH-000085,-0.017468174493781363
ACH-000086,-0.010108072298677946
ACH-000087,-0.2147127864941741
ACH-000092,-0.06261509846460686
ACH-000095,-0.21460445128256425
ACH-000097,-0.16020256556622334
ACH-000098,-0.09137273989239247
ACH-000099,-0.07714544183364967
ACH-000108,-0.3849937014874664
ACH-000113,0.07373897931316384
ACH-000116,-0.016575426319280603
ACH-000118,-0.15705172551033786
ACH-000120,0.17561790223631502
ACH-000123,-0.35220058606558546
ACH-000127,-0.03646219537190689
ACH-000128,-0.34885450972496546
ACH-000132,0.016079383157225704
ACH-000133,-0.028351393405328724
ACH-000137,-0.16966091620608106
ACH-000138,-0.045387499098069495
ACH-000142,-0.05889292431530619
ACH-000143,-0.3153105731942992
ACH-000146,-0.05702806324637394
ACH-000148,0.06744969137699179
ACH-000150,-0.08487814955970288
ACH-000152,0.0309859332651904
ACH-000153,-0.5006252990029849
ACH-000159,0.0442278053253593
ACH-000160,0.07288530817921064
ACH-000163,0.10781163465381537
ACH-000167,0.050629651550085614
ACH-000168,0.1884598956212196
ACH-000169,-0.11225362845677588
ACH-000178,-0.08074897339835911
ACH-000183,0.059092492064665214
ACH-000188,-0.0856702317877844
ACH-000189,-0.23035119807042265
ACH-000190,-0.056681674144848364
ACH-000198,0.2773193597133733
ACH-000203,-0.17829271773408406
ACH-000204,-0.01846249120761536
ACH-000206,-0.3732945546272214
ACH-000207,-0.01609018669910623
ACH-000208,-0.11751951549973187
ACH-000210,0.1359624766535891
ACH-000211,-0.12836456705450616
ACH-000215,-0.05505541821843006
ACH-000221,0.17776472175549346
ACH-000222,-0.34372755323024085
ACH-000223,-0.014694967062147887
ACH-000226,-0.13198916122863907
ACH-000227,0.18183008127757525
ACH-000228,-0.13876113458768344
ACH-000231,-0.05868540622489087
ACH-000232,-0.2136310886937304
ACH-000233,0.14712449413296122
ACH-000234,-0.030993017867762013
ACH-000235,-0.0012410224217579515
ACH-000237,-0.3039629881857394
ACH-000238,-0.07023229953853835
ACH-000242,-0.03459648064226741
ACH-000243,-0.045624628829833085
ACH-000244,0.2874479559639749
ACH-000246,-0.11715978396646305
ACH-000248,-0.4575200860629165
ACH-000250,0.06404698436259985
ACH-000251,0.021325381538504055
ACH-000252,-0.028237927515914713
ACH-000253,-0.04296411706578673
ACH-000255,0.006084919967592009
ACH-000256,-0.019752498779321056
ACH-000257,0.15627366199476142
ACH-000258,-0.010375376987444892
ACH-000259,0.033028748014689524
ACH-000260,-0.13606004408305986
ACH-000261,-0.01805866972640721
ACH-000262,-0.3073837372462262
ACH-000263,0.13054363204657438
ACH-000264,0.03674984570096844
ACH-000265,-0.10500483570799073
ACH-000266,-0.14900694853188592
ACH-000272,-0.1770530523898976
ACH-000274,-0.18595805324713266
ACH-000277,-0.24183487076757906
ACH-000278,-0.12937523674655232
ACH-000279,-0.0721099203082908
ACH-000280,-0.19505426918093755
ACH-000281,0.055697277405845305
ACH-000288,0.032458913968232785
ACH-000291,-0.10047052492732143
ACH-000293,0.21337192933608934
ACH-000294,0.2265164572447565
ACH-000295,-0.02732814217869849
ACH-000296,-0.15237368738413753
ACH-000302,-0.16812480454204526
ACH-000304,0.10219795508955902
ACH-000307,-0.3306379616590657
ACH-000308,-0.04499344857501196
ACH-000310,-0.10162985973637624
ACH-000311,-0.11868273938422336
ACH-000312,-0.14753283631708128
ACH-000315,-0.22500171204586314
ACH-000316,-0.2335486532220475
ACH-000317,0.0013372212291399275
ACH-000318,-0.2103734291727287
ACH-000319,-0.0665826360247003
ACH-000320,0.11912465882384027
ACH-000322,-0.3416772612023598
ACH-000323,-0.11302916586483006
ACH-000324,-0.3187199501662406
ACH-000329,-0.032776456745468786
ACH-000330,-0.14896278087882098
ACH-000331,-0.30537685258595826
ACH-000332,-0.2191458628551608
ACH-000334,-0.01946000224590563
ACH-000335,-0.14819174316944891
ACH-000336,-0.3173484913679938
ACH-000337,0.034721785058878026
ACH-000338,-0.4216415006188548
ACH-000339,-0.1344973228481607
ACH-000341,-0.034232905943907606
ACH-000348,-0.09040344357904548
ACH-000350,-0.012342644111621998
ACH-000352,-0.012611673501598012
ACH-000356,-0.1039074203049823
ACH-000361,-0.10344222445023676
ACH-000362,0.0980589930825883
ACH-000363,0.18234836872151367
ACH-000364,-0.2875427754428382
ACH-000365,0.4233506429203781
ACH-000366,-0.09808065487734606
ACH-000368,-0.09520909838379044
ACH-000374,-0.4435148760378764
ACH-000375,0.02795733110766676
ACH-000376,-0.02271594134935528
ACH-000381,0.0693193210757632
ACH-000383,0.09984755544629463
ACH-000387,-0.022870211300743685
ACH-000389,-0.07726436478913994
ACH-000390,-0.2654270148545821
ACH-000393,0.1337552553188059
ACH-000395,-0.39109134663725337
ACH-000396,-0.17103977144680707
ACH-000397,-0.0465038394784386
ACH-000401,-0.034310393981844205
ACH-000402,-0.17457944087509947
ACH-000403,-0.0975199354495293
ACH-000404,0.1516774041257039
ACH-000406,-0.11548368649258467
ACH-000407,-0.016366021936664633
ACH-000408,0.09105635075669984
ACH-000410,0.07076667554781904
ACH-000411,-0.13651031371509276
ACH-000414,-0.32108019147311045
ACH-000415,-0.07629371557829905
ACH-000416,0.01766989919693416
ACH-000420,-0.1476686076461842
ACH-000421,-0.03965495954499877
ACH-000424,-0.18385371329145248
ACH-000425,0.012937229701709614
ACH-000426,0.18465802520206667
ACH-000427,-0.07231371597047835
ACH-000433,-0.016840041064917058
ACH-000435,-0.08147701633109444
ACH-000436,0.08385118505202926
ACH-000444,-0.19112450164601574
ACH-000445,-0.14857388526443446
ACH-000448,0.043326371749914896
ACH-000450,-0.2459285843344256
ACH-000452,-0.2364932631076509
ACH-000454,-0.21562520160156565
ACH-000458,-0.29091237399349834
ACH-000459,-0.11639373728485272
ACH-000460,-0.5957070377977993
ACH-000461,-0.10897909171206313
ACH-000463,-0.0872490114778175
ACH-000464,0.0823786076601313
ACH-000466,-0.12752246841946402
ACH-000467,0.025676140847611915
ACH-000468,-0.009284399347204604
ACH-000469,-0.0734297557638529
ACH-000470,-0.06108914201992241
ACH-000471,-0.4287760173147533
ACH-000472,0.030675597083216745
ACH-000473,-0.4195572523286669
ACH-000475,-0.227700103346412
ACH-000476,0.16521134455000505
ACH-000477,-0.0891458537516139
ACH-000479,-0.1807519795636264
ACH-000480,-0.05083087452537925
ACH-000481,0.012324697782865088
ACH-000483,-0.2346586522481337
ACH-000484,0.15868501523895262
ACH-000485,0.006670123944406161
ACH-000486,0.008601049393102491
ACH-000487,-0.2733085361733636
ACH-000488,-0.1185142590466902
