,MKLN1 (4289)
ACH-000004,0.1619695408016232
ACH-000005,0.0332179247431657
ACH-000007,-0.07110566867973038
ACH-000009,-0.1975830426245762
ACH-000011,-0.299370209125023
ACH-000012,-0.3001058150224834
ACH-000013,-0.11571754499729353
ACH-000014,-0.2581405343005292
ACH-000015,-0.1634231197462556
ACH-000017,-0.042898231328525896
ACH-000018,-0.12345577849703493
ACH-000019,-0.05869331374005616
ACH-000021,-0.2971753317807034
ACH-000022,-0.21221451422574025
ACH-000025,-0.013957111755216384
ACH-000028,-0.058837569962144176
ACH-000030,-0.1290851290626551
ACH-000035,-0.3346732814701709
ACH-000036,-0.14426364854206228
ACH-000037,-0.15904979375914546
ACH-000039,-0.3561531822784294
ACH-000040,-0.09637926866938952
ACH-000041,-0.30528180298672386
ACH-000042,-0.057666284112829876
ACH-000045,-0.0020346060213650013
ACH-000047,-0.04231422697815142
ACH-000052,-0.3049803130434252
ACH-000053,-0.044003495977127466
ACH-000054,-0.11597194306926095
ACH-000055,-0.18123341540567767
ACH-000060,-0.15818474338790148
ACH-000067,-0.02188819927102333
ACH-000070,0.05770035798585558
ACH-000075,-0.2557006652807464
ACH-000078,-0.2345456391176204
ACH-000082,-0.11956085050522215
ACH-000085,-0.2929512478571927
ACH-000086,0.04472423307729608
ACH-000087,-0.2507473054942865
ACH-000092,0.026239644245893225
ACH-000095,-0.25593881439218724
ACH-000097,0.02752971374869028
ACH-000098,-0.05640895561506432
ACH-000099,-0.25427256900612816
ACH-000108,-0.15144829866786386
ACH-000113,-0.2664363938310307
ACH-000116,-0.2679256478383513
ACH-000118,-0.2073491017901511
ACH-000120,-0.3150277713837413
ACH-000123,-0.017510779004299558
ACH-000127,-0.05506605714044648
ACH-000128,-0.11445288355522122
ACH-000132,-0.16581672406960285
ACH-000133,-0.1626586786692929
ACH-000137,-0.1921955351662276
ACH-000138,-0.1471385219178552
ACH-000142,-0.310192391122718
ACH-000143,-0.0155250111632493
ACH-000146,-0.2235545817275866
ACH-000148,-0.06924640760057016
ACH-000150,0.11674029885816893
ACH-000152,-0.27202153179184435
ACH-000153,-0.02936613681815457
ACH-000159,-0.13958507177659804
ACH-000160,-0.13168024834711814
ACH-000163,-0.043684059489200684
ACH-000167,-0.3927713178035048
ACH-000168,0.09633440344222158
ACH-000169,-0.18311586990301645
ACH-000178,-0.08728668818101733
ACH-000183,0.003078900642996945
ACH-000188,-0.14531651030836806
ACH-000189,-0.2936461719615713
ACH-000190,-0.12012158204035535
ACH-000198,-0.019137631942619485
ACH-000203,-0.6133959087895245
ACH-000204,-0.0692127591014744
ACH-000206,0.05239178882668533
ACH-000207,-0.16037298954502255
ACH-000208,-0.2029596982209323
ACH-000210,-0.049977988387037806
ACH-000211,-0.26581638340107083
ACH-000215,-0.1412040682197534
ACH-000221,0.041331759785896136
ACH-000222,-0.1204621413329285
ACH-000223,-0.09225804861554776
ACH-000226,-0.10041158503053303
ACH-000227,-0.07453461162372486
ACH-000228,-0.07982428768658653
ACH-000231,-0.10826988317924073
ACH-000232,-0.18800991545127815
ACH-000233,-0.16983214345067615
ACH-000234,-0.10452535720605327
ACH-000235,-0.14232706872687134
ACH-000237,-0.2757846068340506
ACH-000238,-0.19190190861846712
ACH-000242,-0.1698819986002729
ACH-000243,-0.11143005923147396
ACH-000244,-0.2721313094508129
ACH-000246,-0.2551745633428418
ACH-000248,0.15574492584520794
ACH-000250,-0.2946377888921349
ACH-000251,-0.09652621427488917
ACH-000252,-0.27127269705239715
ACH-000253,-0.21760904564136868
ACH-000255,-0.10073940020903792
ACH-000256,-0.17470789825458907
ACH-000257,-0.0562082265655693
ACH-000258,-0.10735498191956087
ACH-000259,-0.31568050886376425
ACH-000260,-0.14256345627311673
ACH-000261,-0.09772709571927417
ACH-000262,-0.09055433483492699
ACH-000263,0.006295193019799835
ACH-000264,-0.2404653782602996
ACH-000265,0.11692895917572838
ACH-000266,-0.13864276567968434
ACH-000272,-0.23082409665590656
ACH-000274,-0.059559342511967324
ACH-000277,-0.12749594584176407
ACH-000278,-0.2935123385903595
ACH-000279,-0.27468649853618776
ACH-000280,0.028948401798333762
ACH-000281,-0.16007709456857866
ACH-000288,-0.11669092234347116
ACH-000291,-0.29611483602525385
ACH-000293,-0.318077862300299
ACH-000294,0.06284793338447897
ACH-000295,-0.08261644786646974
ACH-000296,-0.23322548288028705
ACH-000302,-0.15460477270532955
ACH-000304,-0.10476794041401773
ACH-000307,-0.09546993642448466
ACH-000308,-0.3380139882955155
ACH-000310,-0.14709477159841894
ACH-000311,-0.010642266534083941
ACH-000312,-0.25139416482410104
ACH-000315,-0.03773906419155425
ACH-000316,-0.0691804038927451
ACH-000317,0.05421322597971722
ACH-000318,-0.15130648173757225
ACH-000319,-0.07648130440910407
ACH-000320,-0.1294804021166746
ACH-000322,-0.17922096421239392
ACH-000323,0.004431797265378653
