,ADORA2B (136)
ACH-000004,0.01248434843835695
ACH-000005,-0.3592644730136527
ACH-000007,0.003395741336128048
ACH-000009,-0.03683454438942147
ACH-000011,-0.2055214866827847
ACH-000012,-0.18264250014235506
ACH-000013,-0.16812337203393535
ACH-000014,-0.06636318013145122
ACH-000015,-0.11661728359356502
ACH-000017,0.10582289861466296
ACH-000018,-0.20707206206179374
ACH-000019,-0.0345327278324989
ACH-000021,-0.12751264800090048
ACH-000022,0.007821264815893573
ACH-000025,-0.07767976825309339
ACH-000028,-0.042468241561824716
ACH-000030,-0.014038149217139244
ACH-000035,-0.13978100100421767
ACH-000036,-0.0945681520742922
ACH-000037,-0.07082464108285673
ACH-000039,-0.17867660189483006
ACH-000040,-0.02748768458337078
ACH-000041,-0.2172428974710258
ACH-000042,-0.10732208011096812
ACH-000045,-0.04213213968255698
ACH-000047,-0.2586117962286761
ACH-000052,-0.333246600599516
ACH-000053,-0.05549647196910449
ACH-000054,-0.07682167128961732
ACH-000055,-0.15752872799035078
ACH-000060,0.08171499181841052
ACH-000067,-0.1158997980064436
ACH-000070,-0.002688312792422993
ACH-000075,-0.06505951196298553
ACH-000078,-0.06374403439529007
ACH-000082,-0.2113633579384936
ACH-000085,0.01473226255411027
ACH-000086,-0.048673838580696516
ACH-000087,-0.2313579867067558
ACH-000092,-0.011239531101645585
ACH-000095,-0.1149672275387733
ACH-000097,-0.2315494504970858
ACH-000098,-0.00700499631202877
ACH-000099,-0.07750641434288255
ACH-000108,-0.029527243079006463
ACH-000113,0.00445759713018946
ACH-000116,-0.113874073128985
ACH-000118,-0.0469747797635926
ACH-000120,-0.15061584603657893
ACH-000123,0.03356704803801472
ACH-000127,-0.008343444936170097
ACH-000128,-0.04643833638807757
ACH-000132,-0.17013711260860678
ACH-000133,-0.09854009881677513
ACH-000137,-0.021143774933112525
ACH-000138,-0.054048402635145744
ACH-000142,-0.26160493138164864
ACH-000143,-0.19370441883134515
ACH-000146,0.01715567365420555
ACH-000148,-0.1063158696118067
ACH-000150,0.04582031253822934
ACH-000152,-0.18176248557366312
ACH-000153,-0.5259186551322012
ACH-000159,-0.052240277365058436
ACH-000160,-0.002781357276137362
ACH-000163,-0.18106946031266236
ACH-000167,-0.27392396056893525
ACH-000168,0.047626694775597785
ACH-000169,-0.2872160112429799
ACH-000178,0.02432670871791567
ACH-000183,0.014075830933346476
ACH-000188,-0.11781613301426352
ACH-000189,-0.02908630046258895
ACH-000190,-0.14528983915591642
ACH-000198,-0.07277889262673376
ACH-000203,-0.20772269627761186
ACH-000204,0.06009486862117441
ACH-000206,0.015718085071526722
ACH-000207,-0.2616254459784274
ACH-000208,-0.01076681813166042
ACH-000210,-0.2411993629881136
ACH-000211,0.01991380540184809
ACH-000215,-0.1873348700210564
ACH-000221,-0.1158925253872595
ACH-000222,0.015069261085368357
ACH-000223,-0.050689129394584566
ACH-000226,-0.052685275390054014
ACH-000227,-0.07344514314844898
ACH-000228,-0.027433993978314718
ACH-000231,-0.18430969928555668
ACH-000232,-0.09119760621608176
ACH-000233,-0.0791026150188305
ACH-000234,0.07693023173511851
ACH-000235,-0.06928816525398042
ACH-000237,-0.12450538331920907
ACH-000238,-0.4356009317524036
ACH-000242,-0.06775906544533554
ACH-000243,-0.07870966732561416
ACH-000244,-0.2727451804242891
ACH-000246,-0.019243868346576005
ACH-000248,-0.1172465159093275
ACH-000250,-0.09148456643484383
ACH-000251,0.0570855707320443
ACH-000252,0.06513419131236578
ACH-000253,0.057488992793689075
ACH-000255,0.0008994025891454729
ACH-000256,-0.18624721171572312
ACH-000257,-0.12743542118595122
ACH-000258,-0.2628971081655269
ACH-000259,-0.11868799984796505
ACH-000260,-0.07378742013548148
ACH-000261,-0.042213015954221625
ACH-000262,0.04486215112431415
ACH-000263,-0.06129891340601638
ACH-000264,-0.14530638196602802
ACH-000265,-0.19626807280635367
ACH-000266,-0.1196019460700143
ACH-000272,-0.1308486397332617
ACH-000274,-0.07922625877120977
ACH-000277,-0.22368182202006706
ACH-000278,-0.13161480692460867
ACH-000279,-0.10359314274088746
ACH-000280,0.02603068857078066
ACH-000281,-0.06477920414848894
ACH-000288,-0.26567563904060953
ACH-000291,-0.010583555524578214
ACH-000293,0.02496958080414734
ACH-000294,-0.16118961273222304
ACH-000295,0.06471248930109202
ACH-000296,-0.27261298687423496
ACH-000302,-0.17192149053169242
ACH-000304,-0.01883883400089961
ACH-000307,0.03439295562852912
ACH-000308,-0.043871193917912034
ACH-000310,-0.04526098982828393
ACH-000311,-0.10885864843443538
ACH-000312,-0.22552409099308976
ACH-000315,0.1579445390391645
ACH-000316,-0.126373411190153
ACH-000317,0.3144096885992277
ACH-000318,-0.03924440719211445
ACH-000319,-0.0073960875025645065
ACH-000320,0.0787489857821711
ACH-000322,0.14547394301891667
ACH-000323,-0.18299635714326135
ACH-000324,-0.06922478501666349
ACH-000329,-0.009398319377974921
ACH-000330,-0.15358005581468753
ACH-000331,0.01276832005442652
ACH-000332,-0.1446679517386243
ACH-000334,-0.13959750229120335
ACH-000335,-0.0036424139910076776
ACH-000336,-0.1527409640741883
ACH-000337,0.057804581134930574
ACH-000338,-0.2337323361399253
ACH-000339,-0.1802556344041936
ACH-000341,-0.1964753051492153
ACH-000348,-0.13707957113741973
ACH-000350,-0.032164025555530794
ACH-000352,-0.21772947935624032
ACH-000356,-0.3807105833126809
ACH-000361,-0.23805229005164014
ACH-000362,-0.04143686111878883
ACH-000363,0.013742142806809913
ACH-000364,-0.1128674317559046
ACH-000365,0.05009111449862865
ACH-000366,-0.0383744633067135
ACH-000368,-0.010528991168302195
ACH-000374,0.03850684626758655
ACH-000375,-0.11529664945253068
ACH-000376,-0.0361274445156247
ACH-000381,-0.2413508062640257
ACH-000383,-0.14359169434318714
ACH-000387,-0.19567252360306767
ACH-000389,-0.14608975594616344
ACH-000390,-0.0254786464152549
ACH-000393,-0.13978358885599335
ACH-000395,-0.09391893979451442
ACH-000396,-0.2180616509455132
ACH-000397,0.001046421513071577
ACH-000401,0.15981837922554526
ACH-000402,-0.051469479800372316
ACH-000403,-0.19746840617973996
ACH-000404,0.08958475782615344
ACH-000406,-0.055868769307001284
ACH-000407,-0.11299951148448165
ACH-000408,-0.08711775689518975
ACH-000410,-0.13889182735228514
ACH-000411,-0.1116236587164628
ACH-000414,0.005100208871739626
ACH-000415,-0.2787670708510905
ACH-000416,-0.09271927881697707
ACH-000420,-0.2077042836705602
ACH-000421,-0.09451288336514482
ACH-000424,0.00362167516425269
ACH-000425,-0.029175455978350362
ACH-000426,-0.02464648102572916
ACH-000427,-0.2158567749977968
ACH-000433,-0.09949581497909007
ACH-000435,-0.4386647497785867
ACH-000436,0.1524321532231434
ACH-000444,-0.2303227147627843
ACH-000445,-0.2291827912367612
ACH-000448,-0.2363617200126561
ACH-000450,0.08646483933313781
ACH-000452,-0.11970673040844307
ACH-000454,-0.08561888744564823
ACH-000458,-0.07166575917115246
ACH-000459,0.041636505479389636
ACH-000460,-0.07680622402907643
ACH-000461,-0.1960733007139095
ACH-000463,-0.0649349306459091
ACH-000464,-0.04222429484493023
ACH-000466,-0.044991944725314786
ACH-000467,-0.06773805433343999
ACH-000468,-0.029949179441450657
ACH-000469,-0.053781831918334536
ACH-000470,-0.07104795997399525
ACH-000471,-0.1297143194212779
ACH-000472,-0.11879283171376807
ACH-000473,-0.3798596671177738
ACH-000475,-0.11100786398709613
ACH-000476,0.014269421116482368
ACH-000477,-0.2332406778283629
