,OGDHL (55753)
ACH-000004,-0.3123060934927748
ACH-000005,-0.110627261448556
ACH-000007,-0.29371707742029785
ACH-000009,-0.13052354171840358
ACH-000011,-0.3566504244690488
ACH-000012,-0.19083826838356868
ACH-000013,-0.08364027629117854
ACH-000014,-0.2432529122460772
ACH-000015,-0.1272930529621409
ACH-000017,-0.11100159206193208
ACH-000018,-0.19576429543013094
ACH-000019,-0.206042118956252
ACH-000021,-0.03347437472890368
ACH-000022,-0.14477375669236422
ACH-000025,-0.25815770985635833
ACH-000028,-0.2754513146701201
ACH-000030,-0.3552989794080996
ACH-000035,-0.39035135005397104
ACH-000036,-0.15969755398069976
ACH-000037,-0.033955790999533615
ACH-000039,-0.1173906366478336
ACH-000040,-0.27384757087489764
ACH-000041,-0.1240892058892592
ACH-000042,-0.16346126710452594
ACH-000045,-0.2148484127952106
ACH-000047,-0.07114372532578345
ACH-000052,-0.2093845322298908
ACH-000053,-0.07488419644763783
ACH-000054,-0.15172091959360956
ACH-000055,-0.18102274747832725
ACH-000060,-0.21422955892301568
ACH-000067,-0.3512910263742812
ACH-000070,-0.2479976701014243
ACH-000075,0.012698139645463765
ACH-000078,-0.17452372358656554
ACH-000082,-0.17092386935313794
ACH-000085,-0.03868387677922231
ACH-000086,-0.14800714384809072
ACH-000087,-0.3123230357056133
ACH-000092,-0.14500587282459898
ACH-000095,-0.16460228538749286
ACH-000097,-0.1468135103978919
ACH-000098,-0.1600176860378746
ACH-000099,-0.18431867285552306
ACH-000108,-0.23111994851544576
ACH-000113,-0.06281643070278617
ACH-000116,-0.11480056727704985
ACH-000118,-0.10359824933572144
ACH-000120,-0.14528222289304482
ACH-000123,-0.056813995904233534
ACH-000127,-0.1762759314355405
ACH-000128,-0.20418972030090812
ACH-000132,-0.15641694837429984
ACH-000133,-0.09322684931275883
ACH-000137,-0.08513461625749201
ACH-000138,-0.12882556026308312
ACH-000142,-0.14593960449532342
ACH-000143,-0.3406141646276994
ACH-000146,0.04811674757024878
ACH-000148,-0.07549442201311554
ACH-000150,-0.21334730923221573
ACH-000152,-0.27238186604062875
ACH-000153,0.09548709895679212
ACH-000159,-0.11874948915734293
ACH-000160,0.3169631137573081
ACH-000163,-0.2706814709708289
ACH-000167,1.1511480465440365
ACH-000168,-0.1680807114515098
ACH-000169,-0.02930211033513725
ACH-000178,-0.11236405007157432
ACH-000183,-0.3300875731306735
ACH-000188,-0.2426452512958705
ACH-000189,-0.3027664061158377
ACH-000190,0.3387633387116829
ACH-000198,-0.29598043597708
ACH-000203,-0.4304463776024053
ACH-000204,-0.024237611277998627
ACH-000206,-0.2601886197926367
ACH-000207,-0.2812766513783854
ACH-000208,-0.2232948030042784
ACH-000210,-0.0955225408976054
ACH-000211,-0.19769220366309165
ACH-000215,-0.1050615360773047
ACH-000221,0.003653672543431544
ACH-000222,-0.09049374428255852
ACH-000223,-0.14719834454076886
ACH-000226,-0.2808682927312749
ACH-000227,-0.10121613499678564
ACH-000228,-0.32095119833171065
ACH-000231,-0.16256032907481432
ACH-000232,-0.1679214325624096
ACH-000233,-0.14630851108894175
ACH-000234,0.002622994597104732
ACH-000235,-0.10385691392259916
ACH-000237,-0.0486135363029659
ACH-000238,-0.19780485690001895
ACH-000242,-0.3255964178438825
ACH-000243,-0.08693481374497124
ACH-000244,0.025210554163618826
ACH-000246,-0.18651609983900086
ACH-000248,-0.127251508816994
ACH-000250,-0.08427952781849529
ACH-000251,-0.2754972599602659
ACH-000252,-0.012082615189086134
ACH-000253,-0.03319937726240396
ACH-000255,-0.3267179922373337
ACH-000256,-0.13883680826460776
ACH-000257,-0.2898161684745285
ACH-000258,-0.3355296456908235
ACH-000259,-0.11286273739756875
ACH-000260,-0.2347996430635157
ACH-000261,-0.10791293971432712
ACH-000262,-0.20017529423878566
ACH-000263,-0.030914685734479763
ACH-000264,-0.1011879266985172
ACH-000265,-0.2844885098698104
ACH-000266,0.0021598199110925463
ACH-000272,-0.019211828946076138
ACH-000274,-0.06900300871847412
ACH-000277,-0.08694977083569552
ACH-000278,0.0046815571371169136
ACH-000279,-0.13676479443252246
ACH-000280,-0.10241883608822422
ACH-000281,-0.28821949692630816
ACH-000288,-0.12170232832915448
ACH-000291,-0.055864225723102914
ACH-000293,-0.1622369293590627
ACH-000294,-0.2242040397520982
ACH-000295,-0.011270325411919562
ACH-000296,-0.03258630506933462
ACH-000302,-0.06566546725599733
ACH-000304,-0.09289029100816604
ACH-000307,-0.1991231655401472
ACH-000308,-0.17308803139736018
ACH-000310,-0.13298705722191215
ACH-000311,-0.1037924774468353
ACH-000312,-0.1928828591471356
ACH-000315,-0.31766075081682305
ACH-000316,-0.03031425677247229
ACH-000317,-0.04929576485308225
ACH-000318,-0.10170131049118956
ACH-000319,-0.06964763285109969
ACH-000320,-0.11647302004711885
ACH-000322,-0.09509432999051667
ACH-000323,-0.34539055498008603
ACH-000324,-0.1233463900487274
ACH-000329,-0.16471136642194256
ACH-000330,-0.3206747965531949
ACH-000331,-0.2326953925926503
ACH-000332,-0.09064658733774587
ACH-000334,-0.38026825574855855
ACH-000335,-0.17741394407265335
ACH-000336,-0.14889752429726882
ACH-000337,-0.11534794529501435
ACH-000338,-0.1631401681784867
ACH-000339,-0.14105455674336215
ACH-000341,-0.12488683014358185
ACH-000348,-0.09951004542038074
ACH-000350,-0.06483589353363546
ACH-000352,0.048504976283870176
ACH-000356,-0.16661940371686734
ACH-000361,-0.3311927696241901
ACH-000362,-0.16084948530367948
ACH-000363,-0.03072111803186748
ACH-000364,-0.15388970409249042
ACH-000365,-0.13756130432283167
ACH-000366,-0.2061663795142112
ACH-000368,-0.17329233627665666
ACH-000374,-0.15958275003553254
ACH-000375,-0.1899895893821973
ACH-000376,-0.18230423894488965
ACH-000381,-0.13882529028324864
ACH-000383,-0.08843698222714699
ACH-000387,0.043963351613272805
ACH-000389,-0.1577361190877337
ACH-000390,-0.03705233395049062
ACH-000393,-0.13183464530950514
ACH-000395,-0.03648602833383213
ACH-000396,-0.15500629080484093
ACH-000397,-0.097464584253616
ACH-000401,-0.1435920470498542
ACH-000402,-0.410151650036113
ACH-000403,-0.19765046988498114
ACH-000404,-0.07160054176064701
ACH-000406,-0.1670743794333737
ACH-000407,-0.2776007141791473
ACH-000408,-0.054533986466315736
ACH-000410,-0.2301201612670382
ACH-000411,0.0033444033579334603
ACH-000414,-0.19505925641930025
