,C2orf27A (29798)
ACH-000004,-0.950555366650872
ACH-000005,-0.8523968586796575
ACH-000007,-0.4573073407331938
ACH-000009,-0.553591782416669
ACH-000011,-0.5591009460834665
ACH-000012,-0.72938465716831
ACH-000013,-0.5490927797017175
ACH-000014,-0.6061010995078798
ACH-000015,-0.4933219749508127
ACH-000017,-0.5419715101858444
ACH-000018,-0.6698194567029844
ACH-000019,-0.5220343248647467
ACH-000021,-0.7154883844376279
ACH-000022,-0.5736026098852093
ACH-000025,-0.6329757524271209
ACH-000028,-0.4902117937764314
ACH-000030,-0.6801443895353096
ACH-000035,-0.6525992130625955
ACH-000036,-0.5973054520058423
ACH-000037,-0.3566355006600371
ACH-000039,-0.4689210844197746
ACH-000040,-0.562429430248924
ACH-000041,-0.6280286528361076
ACH-000042,-0.5165860265760064
ACH-000045,-0.5327147217674357
ACH-000047,-0.5707600678402853
ACH-000052,-0.488455271672077
ACH-000053,-0.449106859899048
ACH-000054,-0.5676244716976186
ACH-000055,-0.8158707343723485
ACH-000060,-0.4764735123861636
ACH-000067,-0.7670511171172427
ACH-000070,-0.6681488561990134
ACH-000075,-0.4508676227557547
ACH-000078,-0.3536190163292763
ACH-000082,-0.4876059857483861
ACH-000085,-0.585134635773655
ACH-000086,-0.5659765954179524
ACH-000087,-0.4379442223157327
ACH-000092,-0.6052031270681993
ACH-000095,-0.4417035876267319
ACH-000097,-0.645175432375692
ACH-000098,-0.6233215216101845
ACH-000099,-0.5676941461840516
ACH-000108,-0.6244258466507231
ACH-000113,-0.4721426087895114
ACH-000116,-0.6330148306038549
ACH-000118,-0.5395552312347495
ACH-000120,-0.643520727830932
ACH-000123,-0.660769756194325
ACH-000127,-0.6005419935923562
ACH-000128,-0.2242712996904748
ACH-000132,-0.4581822719950777
ACH-000133,-0.6414488142626872
ACH-000137,-0.5364592227604221
ACH-000138,-0.5008048548026314
ACH-000142,-0.5450096221043724
ACH-000143,-0.7229474861638857
ACH-000146,-0.5583049349200199
ACH-000148,-0.6639361751759084
ACH-000150,-0.3975798006223064
ACH-000152,-0.7197659308160446
ACH-000153,-0.6330748616102521
ACH-000159,-0.6833963550104982
ACH-000160,-0.5654495082753017
ACH-000163,-0.5688753416502554
ACH-000167,-0.9303784543489784
ACH-000168,-0.2160643956943008
ACH-000169,-0.4205731212894192
ACH-000178,-0.6247329975667822
ACH-000183,-0.5429552099031604
ACH-000188,-0.7232950606553777
ACH-000189,-0.7451257708672381
ACH-000190,-0.44885056182358096
ACH-000198,-0.5865314976211089
ACH-000203,-0.4775668993167415
ACH-000204,-0.5584045553332235
ACH-000206,-0.3351456264069577
ACH-000207,-0.5274737405042796
ACH-000208,-0.7549527900104975
ACH-000210,-0.3152961591732888
ACH-000211,-0.4778503351650313
ACH-000215,-0.6644807207840694
ACH-000221,-0.7997629346704078
ACH-000222,-0.7865492339790117
ACH-000223,-0.5457356519011589
ACH-000226,-0.6078602053460694
ACH-000227,-0.5906096240299092
ACH-000228,-0.5862588160437469
ACH-000231,-0.3293280158862877
ACH-000232,-0.5908966010818267
ACH-000233,-0.4803560407667508
ACH-000234,-0.6507959050239723
ACH-000235,-0.4283051093455241
ACH-000237,-0.4074886831850927
ACH-000238,-0.5272470832575221
ACH-000242,-0.7358657461303063
ACH-000243,-0.52043039525758
ACH-000244,-0.4415961438801407
ACH-000246,-0.6402461430503996
ACH-000248,-0.547524767940769
ACH-000250,-0.4503109517629514
ACH-000251,-0.3237580465375652
ACH-000252,-0.7673679054106672
ACH-000253,-0.4181365555320329
ACH-000255,-0.5616820172565337
ACH-000256,-0.6037920252819865
ACH-000257,-0.7717144012161822
ACH-000258,-0.5850885948695345
ACH-000259,-0.659677202140344
ACH-000260,-0.70850379892103
ACH-000261,-0.6156471987142915
ACH-000262,-0.5454083924831531
ACH-000263,-0.4717887747458094
ACH-000264,-0.6053676372871779
ACH-000265,-0.5622918149781579
ACH-000266,-0.5823437932348691
ACH-000272,-0.7007942789750295
ACH-000274,-0.6524683413490682
ACH-000277,-0.43740356594538987
ACH-000278,-0.6097885973049842
ACH-000279,-0.6436625270137706
ACH-000280,-0.5199203433228582
ACH-000281,-0.6663113366908545
ACH-000288,-0.6795962445110231
ACH-000291,-0.6742599816824044
ACH-000293,-0.2754392119089721
ACH-000294,-0.7452753149485971
ACH-000295,-0.5246071410873567
ACH-000296,-0.6898927964891717
ACH-000302,-0.5652573335346118
ACH-000304,-0.5850787295514757
ACH-000307,-0.5421781071163134
ACH-000308,-0.5797281062608507
ACH-000310,-0.4488450137144556
ACH-000311,-0.6308294878344177
ACH-000312,-0.4704069040896404
ACH-000315,-0.7482528771955851
ACH-000316,-0.6207740806023657
ACH-000317,-0.5266298407388738
ACH-000318,-0.7265208737096928
ACH-000319,-0.4367040301593516
ACH-000320,-0.6065992222559499
ACH-000322,-0.6110960107072391
ACH-000323,-0.5876037389483226
ACH-000324,-0.5478446332468615
ACH-000329,-0.4552015223861639
ACH-000330,-0.5097385489701535
ACH-000331,-0.5004038811499303
ACH-000332,-0.5776553595215878
ACH-000334,-1.07021785483953
ACH-000335,-0.6855991758423353
ACH-000336,-0.8087664974619427
ACH-000337,-0.6111517093462104
ACH-000338,-0.6940953350597837
ACH-000339,-0.5184930673214584
ACH-000341,-0.6586285719003443
ACH-000348,-0.4192494502760532
ACH-000350,-0.5682528066932677
ACH-000352,-0.6163194921907665
ACH-000356,-0.4464316279286177
ACH-000361,-0.666322878169801
ACH-000362,-0.6597121743414586
ACH-000363,-0.4749195390928554
ACH-000364,-0.5845011725446243
ACH-000365,-0.5588968489848966
ACH-000366,-0.5581060237435532
ACH-000368,-0.5974476041052345
ACH-000374,-0.5173386281084397
ACH-000375,-0.5456628809094554
ACH-000376,-0.6367949530656539
ACH-000381,-0.6845641032503501
ACH-000383,-0.3996357239155232
ACH-000387,-0.8988486701039341
ACH-000389,-0.6918008225936632
ACH-000390,-0.6761913005099836
ACH-000393,-0.5934810035684833
ACH-000395,-0.6594209034087972
ACH-000396,-0.7182632334045046
ACH-000397,-0.8285793744154238
ACH-000401,-0.483657596140257
ACH-000402,-0.7263167662812245
ACH-000403,-0.6334093318340112
ACH-000404,-0.616616478085022
ACH-000406,-0.6100100929835153
ACH-000407,-0.6370056021555758
ACH-000408,-0.6613452350496839
ACH-000410,-0.5394728517606234
ACH-000411,-0.6779228187510379
ACH-000414,-0.5859622637596698
ACH-000415,-0.5127286969087875
ACH-000416,-0.5902079776190254
ACH-000420,-0.5661441279186091
ACH-000421,-0.5460341079043797
ACH-000424,-0.5406430806316379
ACH-000425,-0.5426614980358961
ACH-000426,-0.9607631098488408
ACH-000427,-0.3938289455964945
ACH-000433,-0.5008293474056105
ACH-000435,-0.5485835197476417
ACH-000436,-0.6159105175449004
ACH-000444,-0.5405517306134282
ACH-000445,-0.609420854118725
ACH-000448,-0.6701871614987959
ACH-000450,-0.6271376268829748
ACH-000452,-0.5659134928979388
ACH-000454,-0.7271123072031681
ACH-000458,-0.4828707067378944
ACH-000459,-0.5898191418251295
ACH-000460,-0.6050936540909999
ACH-000461,-0.5994214655180137
ACH-000463,-0.5759026040264021
ACH-000464,-0.5071953949354451
ACH-000466,-0.7064178990136362
ACH-000467,-0.5555906757918966
ACH-000468,-0.5839735073997145
ACH-000469,-0.7432238818998638
ACH-000470,-0.6280303270353119
ACH-000471,-0.8403395266747268
ACH-000472,-0.6035946192429437
ACH-000473,-0.5394302053752557
ACH-000475,-0.5940104495181023
ACH-000476,-0.5242521693302037
ACH-000477,-0.5892146071606134
ACH-000479,-0.6966240461540427
ACH-000480,-0.5291679193614794
ACH-000481,-0.7089350356708867
ACH-000483,-0.3818525185277838
ACH-000484,-0.7579040571742802
ACH-000485,-0.679316563791447
ACH-000486,-0.3901516976770811
ACH-000487,-0.482697665098661
ACH-000488,-0.38203649087725705
ACH-000490,-0.5983791735651305
ACH-000491,-0.5962480562524467
ACH-000495,-0.7200647243113376
ACH-000496,-0.4025686484486886
ACH-000499,-0.6863442250913531
ACH-000500,-0.8352876364404455
ACH-000502,-0.4807592227254017
ACH-000503,-0.844170280013956
ACH-000505,-0.4250492198807919
ACH-000507,-0.6825799662532036
ACH-000510,-0.6006134187671961
ACH-000511,-0.6143657816594631
ACH-000512,-0.2769982550218369
ACH-000516,-0.41169112928635576
ACH-000517,-0.6169009200285155
ACH-000518,-0.5870406694308432
ACH-000520,-0.6551476404267861
ACH-000521,-0.6186279000193105
ACH-000522,-0.663902138597594
ACH-000524,-0.4604980635564332
ACH-000527,-0.5852477257498411
ACH-000528,-0.6231732309897373
ACH-000537,-0.6049507129078175
ACH-000541,-0.6390248930121305
ACH-000542,-0.5829138220477741
ACH-000544,-0.7312585289020834
ACH-000545,-0.6187989884480902
ACH-000547,-0.6052469175400238
ACH-000548,-0.5372386192759462
ACH-000549,-0.5717234079863778
ACH-000550,-0.36831683844244095
ACH-000552,-0.4787737555596809
ACH-000556,-0.546140361394606
ACH-000557,-0.6242965798889762
ACH-000569,-0.7757918498680163
ACH-000570,-0.6975247882040106
ACH-000571,-0.6382598452842624
ACH-000573,-0.6106153222727178
ACH-000576,-0.7045611271365974
ACH-000579,-0.481437759256187
