,C2orf27A (29798)
ACH-000580,-0.8185355907872041
ACH-000584,-0.6289924653298744
ACH-000585,-0.4158998642413195
ACH-000588,-0.7602887347942484
ACH-000589,-0.426578821324656
ACH-000591,-0.5360060515384204
ACH-000593,-0.3354921956905257
ACH-000600,-0.619544837829587
ACH-000601,-0.4825870569489611
ACH-000605,-0.4891637580368303
ACH-000606,-0.5383354434469289
ACH-000608,-0.6475482564973385
ACH-000614,-0.3527361127073871
ACH-000616,-0.5772932659685127
ACH-000618,-0.3231076516279786
ACH-000619,-0.4814221997257054
ACH-000620,-0.5534464165098812
ACH-000621,-0.5884540132799503
ACH-000622,-0.5170489503854523
ACH-000623,-0.6304771769483127
ACH-000624,-0.640380574735072
ACH-000627,-0.5043255528171253
ACH-000630,-0.5653221157594176
ACH-000631,-0.368419463554636
ACH-000632,-0.5892800957058714
ACH-000633,-0.6856115604328012
ACH-000637,-0.5841014035407021
ACH-000638,-0.6047308800199328
ACH-000646,-0.5712583609765339
ACH-000647,-0.5743610468167308
ACH-000648,-0.7767298143357687
ACH-000649,-0.6078906822758509
ACH-000651,-0.6138553255205405
ACH-000652,-0.5777663095799758
ACH-000653,-0.661513766727334
ACH-000657,-0.4675552747389768
ACH-000658,-0.5414079151878415
ACH-000661,-0.5423012393459377
ACH-000662,-0.7905179629468532
ACH-000663,-0.6283102699470703
ACH-000665,-0.489437969330026
ACH-000671,-0.663985929308079
ACH-000672,-0.3831396057059698
ACH-000673,-0.5167345039239127
ACH-000676,-0.6622483642796996
ACH-000677,-0.6153672881311041
ACH-000681,-0.6496871830850508
ACH-000683,-0.4731639840633226
ACH-000684,-0.6330220648134618
ACH-000688,-0.6082102423376513
ACH-000693,-0.4984579952034666
ACH-000694,-0.5624082544763694
ACH-000695,-0.3503704478220745
ACH-000696,-0.6095996301817019
ACH-000697,-0.7416124494193989
ACH-000699,-0.5346890473002103
ACH-000701,-0.6881161136027943
ACH-000706,-0.5937227427997226
ACH-000711,-0.597234835812459
ACH-000713,-0.5786008678382882
ACH-000714,-0.5474173590250568
ACH-000718,-0.7037960152998389
ACH-000720,-0.5191564784163719
ACH-000721,-0.645546145272619
ACH-000724,-0.5162950347581869
ACH-000725,-0.5932391901981902
ACH-000732,-0.4221460805392636
ACH-000734,-0.5437931986177221
ACH-000735,-0.502947099866913
ACH-000736,-0.6256447300228111
ACH-000738,-0.5858714528918224
ACH-000746,-0.8236794359294837
ACH-000747,-0.5537983893006354
ACH-000748,-0.6323418967888735
ACH-000753,-0.5419692167437292
ACH-000756,-0.521304033645519
ACH-000757,-0.6373300723248913
ACH-000758,-0.4622706060865608
ACH-000760,-0.3774904283197809
ACH-000762,-0.6006064081488249
ACH-000763,-0.6239351689890298
ACH-000764,-0.5973782495089089
ACH-000765,-0.4668769144398854
ACH-000766,-0.7216596538728979
ACH-000767,-0.42866581559848377
ACH-000768,-0.6857390809487809
ACH-000769,-0.6360581761085943
ACH-000770,-0.5258359080799593
ACH-000771,-0.4919966711045897
ACH-000773,-0.5528235933109563
ACH-000776,-0.5065288647240918
ACH-000777,-0.6419842303540332
ACH-000778,-0.5048617256707023
ACH-000781,-0.4912246680445257
ACH-000782,-0.36034602443804803
ACH-000783,-0.2437905058026361
ACH-000784,-0.6338256589903755
ACH-000785,-0.4001633602840761
ACH-000787,-0.6214587029039034
ACH-000788,-0.6054979929527302
ACH-000791,-0.6373971651315272
ACH-000792,-0.4125992197172536
ACH-000794,-0.4054867191723859
ACH-000796,-0.6354325747649157
ACH-000798,-0.8395275489190115
ACH-000799,-0.6293358168145626
ACH-000800,-0.19888526447646535
ACH-000802,-0.476935261395452
ACH-000804,-0.3517434704492734
ACH-000805,-0.5741352764825384
ACH-000809,-0.6458792796159232
ACH-000810,-0.8838196527579404
ACH-000811,-0.5025881867728385
ACH-000817,-0.5932743853051706
ACH-000819,-0.5013553397662345
ACH-000820,-0.6827129976686133
ACH-000821,-0.7518691188343392
ACH-000822,-0.5605808276438945
ACH-000823,-0.5117330038567606
ACH-000824,-0.4600126160493528
ACH-000827,-0.4768103813574677
ACH-000829,-0.5205591189814698
ACH-000831,-0.6939474078328024
ACH-000832,-0.4368527814659963
ACH-000833,-0.7052785538911727
ACH-000834,-0.4578281081365012
ACH-000835,-0.7796378166159867
ACH-000836,-0.5109662537831388
ACH-000837,-0.5003218430065702
ACH-000838,-0.7426607971770627
ACH-000839,-0.5478541573613722
ACH-000840,-0.32773938532502755
ACH-000841,-0.4430000616018193
ACH-000843,-0.43948066648517137
ACH-000846,-0.4445748152314949
ACH-000847,-0.507012347615638
ACH-000848,-0.5714728175786299
ACH-000849,-0.4752404732726554
ACH-000851,-0.6743636635001701
ACH-000855,-0.4688440968794716
ACH-000856,-0.5406398211891196
ACH-000858,-0.561941715081532
ACH-000859,-0.553428084856157
ACH-000861,-0.7068675425203383
ACH-000862,-0.5338992533759402
ACH-000865,-0.5445331246368407
ACH-000866,-0.523336815083562
ACH-000867,-0.6466495469757813
ACH-000869,-0.6196133930622759
ACH-000872,-0.3917487189804698
ACH-000873,-0.6566759296591875
ACH-000876,-0.6009414670539169
ACH-000878,-0.6826284889425889
ACH-000880,-0.6512249974397676
ACH-000881,-0.43065187737274696
ACH-000882,-0.6560912756959721
ACH-000884,-0.5471800645285423
ACH-000885,-0.4858762339192692
ACH-000887,-0.6120037191436489
ACH-000889,-0.6790935128312061
ACH-000896,-0.5321581198144483
ACH-000898,-0.6570037928244541
ACH-000900,-0.4498395926689759
ACH-000901,-0.5980552424189919
ACH-000905,-0.2986038565486673
ACH-000906,-0.4729309158188673
ACH-000907,-0.8210340434888959
ACH-000910,-0.561226409542697
ACH-000911,-0.4630153107762244
ACH-000912,-0.5350024602309998
ACH-000913,-0.2956740203626588
ACH-000915,-0.4769055016737412
ACH-000916,-0.921970853382624
ACH-000917,-0.6151299198190845
ACH-000920,-0.43208329713292976
ACH-000921,-0.675567735549683
ACH-000924,-0.4407243794076963
ACH-000926,-0.6203689415862619
ACH-000928,-0.6810550100528466
ACH-000929,-0.5198252988609636
ACH-000932,-0.6786303995765177
ACH-000935,-0.7302754754889415
ACH-000936,-0.5688770103124674
ACH-000937,-0.5803351623067866
ACH-000938,-0.582412677439652
ACH-000939,-0.6331192214180933
ACH-000941,-0.7357085525694674
ACH-000943,-0.5749919563049148
ACH-000946,-0.5180425699791417
ACH-000947,-0.679608902030265
ACH-000948,-0.5598336462901572
ACH-000950,-0.4526016623519439
ACH-000953,-0.4521283044586603
ACH-000954,-0.5015474945850555
ACH-000957,-0.4532927430483768
ACH-000958,-0.3096533952587665
ACH-000960,-0.5566666698093948
ACH-000963,-0.6703695219735327
ACH-000968,-0.5841710520794721
ACH-000969,-0.4748201235628122
ACH-000972,-0.6062588251941363
ACH-000973,-0.4351515196713379
ACH-000974,-0.4927155796823672
ACH-000978,-0.2358526098687585
ACH-000984,-0.5123453497054359
ACH-000986,-0.5600320157299942
ACH-000988,-0.4973081820232737
ACH-000993,-0.4490064214216464
ACH-000994,-0.5154719803812668
ACH-000996,-0.6163152708650597
ACH-001001,-0.3397505224504431
ACH-001020,-0.6378391806381964
ACH-001028,-0.6537490241064511
ACH-001031,-0.5859808195013022
ACH-001038,-0.6265162491424289
ACH-001048,-0.6888038618318281
ACH-001050,-0.4151020767291313
ACH-001053,-0.5533960965789857
ACH-001054,-0.6740192869900392
ACH-001061,-0.6225060550524537
ACH-001067,-0.5854457718743327
ACH-001075,-0.4876672430302653
ACH-001096,-0.4038887921014197
ACH-001111,-0.6467941982229133
ACH-001119,-0.6259298045395472
ACH-001128,-0.5640618889458988
ACH-001134,-0.7212080674777103
ACH-001151,-0.4286118762103336
ACH-001163,-0.5549616097393306
ACH-001164,-0.6044656108093859
ACH-001183,-0.4630382241568205
ACH-001192,-0.6436208868568131
ACH-001193,-0.6688861182643636
ACH-001196,-0.6069335512208142
ACH-001197,-0.6030063283961099
ACH-001205,-0.40333257590238536
ACH-001211,-0.7232938219999094
ACH-001212,-0.7165368417399678
ACH-001228,-0.2756193537772335
ACH-001232,-0.6874971695283248
ACH-001239,-0.4944751500130212
ACH-001270,-0.6643019040539578
ACH-001274,-0.6474708251103383
ACH-001275,-0.4347859090133113
ACH-001277,-0.5421414847811369
ACH-001278,-0.4343254233555551
ACH-001280,-0.6920022313039816
ACH-001283,-0.5622268071575077
ACH-001289,-0.4269817344054554
ACH-001300,-0.4953427409745348
ACH-001301,-0.6193861562636008
ACH-001302,-0.7260805655928394
ACH-001306,-0.4770038775944146
ACH-001318,-0.7152387446317828
ACH-001322,-0.4678412162351366
ACH-001328,-0.5568969987677113
ACH-001332,-0.6289152597320686
ACH-001336,-0.7394366560174047
ACH-001346,-0.5523922460900907
ACH-001353,-0.5131349784316821
ACH-001354,-0.13880093348717662
ACH-001367,-0.7649362225063864
ACH-001368,-0.6372692616348152
ACH-001374,-0.6141312201147016
ACH-001377,-0.5600072564855653
ACH-001380,-0.6376447224716608
ACH-001391,-0.5556765456820962
ACH-001408,-0.4199137622228533
ACH-001430,-0.3917046264386613
ACH-001431,-0.3602982163242969
ACH-001450,-0.43852765336488775
ACH-001496,-0.5559155245331042
ACH-001500,-0.5536585585118781
ACH-001523,-0.5555691770419654
ACH-001532,-0.5726447283038981
ACH-001550,-0.5840066167487642
ACH-001552,-0.5825173471533933
ACH-001554,-0.5440412250908913
ACH-001654,-0.6584953687755143
ACH-001735,-0.4718885590725563
ACH-001736,-0.5723181851007013
ACH-001737,-0.8460043244313735
ACH-001740,-0.6389251742462724
ACH-001745,-0.6195683874148102
ACH-001765,-0.559258403081895
