,DHFRL1 (200895)
ACH-000004,-0.3558212185566356
ACH-000005,-0.1299391806308295
ACH-000007,-0.25422468866059866
ACH-000009,-0.2312183438655017
ACH-000011,-0.5189911028488527
ACH-000012,-0.29238054746731823
ACH-000013,-0.07654284803873385
ACH-000014,-0.15656488680428182
ACH-000015,-0.2584656627666396
ACH-000017,-0.27384882898504964
ACH-000018,-0.16866172267946053
ACH-000019,-0.3110290568780668
ACH-000021,-0.22779654028676355
ACH-000022,-0.23845668209615106
ACH-000025,-0.2857905648200491
ACH-000028,-0.3570675172211964
ACH-000030,-0.4025557907825632
ACH-000035,-0.17364238361288806
ACH-000036,-0.2678081583535617
ACH-000037,-0.03221639762411758
ACH-000039,-0.1686363984894788
ACH-000040,-0.14545707390775467
ACH-000041,-0.3845689279536665
ACH-000042,-0.3357464189089673
ACH-000045,-0.23710773472581684
ACH-000047,-0.24011450570274984
ACH-000052,-0.1748026296682017
ACH-000053,-0.3106866631451463
ACH-000054,-0.09644805995521716
ACH-000055,0.038254131460965034
ACH-000060,-0.024019431061625848
ACH-000067,-0.3786929851007663
ACH-000070,-0.4470694749845766
ACH-000075,-0.3614362064443914
ACH-000078,-0.5142762200493153
ACH-000082,-0.10992153982560583
ACH-000085,-0.06485784806462701
ACH-000086,-0.07291289527991578
ACH-000087,-0.21979759063043688
ACH-000092,-0.3640498558279179
ACH-000095,-0.506254206697986
ACH-000097,-0.3836346465307512
ACH-000098,0.030230589545044893
ACH-000099,-0.3628481489810517
ACH-000108,-0.4031699693738232
ACH-000113,-0.11327810310739078
ACH-000116,-0.2016596696191914
ACH-000118,0.043316872463047336
ACH-000120,-0.1816863362704932
ACH-000123,-0.15799267311764467
ACH-000127,-0.41963981240203024
ACH-000128,-0.2834308886460318
ACH-000132,-0.175127066084622
ACH-000133,-0.23621346609900096
ACH-000137,-0.26837363146651205
ACH-000138,-0.3037303166848269
ACH-000142,-0.1892306769434506
ACH-000143,-0.2430686542056634
ACH-000146,-0.31184927240219834
ACH-000148,0.008813010504645039
ACH-000150,0.15411997458456222
ACH-000152,-0.0902580040340162
ACH-000153,-0.20398015194724467
ACH-000159,-0.29058711594907666
ACH-000160,-0.1282967682490361
ACH-000163,-0.21089513008269595
ACH-000167,-0.2653658243463693
ACH-000168,-0.43750337641789694
ACH-000169,-0.11369324527692652
ACH-000178,-0.2681009010420679
ACH-000183,-0.412481477112453
ACH-000188,-0.24738474615638525
ACH-000189,-0.3616440439787564
ACH-000190,-0.19971156770147655
ACH-000198,-0.1775025181581982
ACH-000203,-0.5969836987179911
ACH-000204,-0.25633842238178
ACH-000206,-0.1690408626776885
ACH-000207,-0.3669086715518257
ACH-000208,0.1362682084520767
ACH-000210,-0.1469305703294506
ACH-000211,-0.1599703362357111
ACH-000215,-0.19664487156511487
ACH-000221,-0.1117694794260916
ACH-000222,-0.3998404412531974
ACH-000223,-0.2662084724365317
ACH-000226,-0.32286397466574546
ACH-000227,-0.4467556969029021
ACH-000228,-0.1856566361342514
ACH-000231,-0.19177135900154554
ACH-000232,-0.2314017602801484
ACH-000233,-0.29455740211797843
ACH-000234,-0.3073186783818459
ACH-000235,-0.3630079023306645
ACH-000237,-0.10593105158980262
ACH-000238,-0.10580089988338474
ACH-000242,-0.17786185002156008
ACH-000243,-0.12589502675036118
ACH-000244,0.06312070194391038
ACH-000246,-0.08141583930256062
ACH-000248,-0.2799914176420551
ACH-000250,-0.2273753593186629
ACH-000251,-0.18945706988369596
ACH-000252,-0.08069818380865902
ACH-000253,-0.3509275026874246
ACH-000255,-0.1345902744549341
ACH-000256,0.12002238749762124
ACH-000257,-0.3623556847146206
ACH-000258,-0.2644161530922173
ACH-000259,-0.3834870744288431
ACH-000260,-0.0976189753299286
ACH-000261,-0.20018998323917284
ACH-000262,-0.20203651125199373
ACH-000263,-0.2776928522782857
ACH-000264,-0.25876874620361456
ACH-000265,0.04167945743712357
ACH-000266,-0.2525401742320622
ACH-000272,-0.36902148212194535
ACH-000274,-0.2523713346837932
ACH-000277,-0.2647087728376685
ACH-000278,-0.2770340283706461
ACH-000279,-0.47089554814773404
ACH-000280,-0.18395272255269374
ACH-000281,-0.0605849044862237
ACH-000288,-0.10295833975952133
ACH-000291,-0.2650109622248344
ACH-000293,-0.11147006237202307
ACH-000294,-0.4352536234483432
ACH-000295,-0.2898888452270432
ACH-000296,-0.15904058959211795
ACH-000302,-0.194343062267432
ACH-000304,-0.3344096151752141
ACH-000307,-0.33992286353281553
ACH-000308,-0.23043833947094866
ACH-000310,-0.30023588872795953
ACH-000311,-0.22723723840058074
ACH-000312,-0.1999886801283308
ACH-000315,-0.541574139208291
ACH-000316,-0.0459557585160205
ACH-000317,-0.6127683134777391
ACH-000318,-0.2311203234453449
ACH-000319,-0.1945389981337846
ACH-000320,-0.19025827841253798
ACH-000322,-0.17605284173160154
ACH-000323,-0.2720845524536498
ACH-000324,-0.07280295000675806
ACH-000329,-0.27815147847614125
ACH-000330,-0.3340547414936235
ACH-000331,-0.20051218899658266
ACH-000332,-0.10626971760753287
ACH-000334,-0.3714074995211417
