,CASD1 (64921)
ACH-000004,0.33685790157150064
ACH-000005,0.3425291817401434
ACH-000007,-0.16204989592349187
ACH-000009,0.1155097087698341
ACH-000011,0.16871104443068935
ACH-000012,0.09617189697372182
ACH-000013,0.07253853143553736
ACH-000014,0.04389857111940408
ACH-000015,0.11883367865418905
ACH-000017,0.07725762449794381
ACH-000018,-0.0304883872993964
ACH-000019,-0.06503912477839371
ACH-000021,0.03361616468097536
ACH-000022,0.15985501328047874
ACH-000025,0.1025751536762834
ACH-000028,0.13043306616773892
ACH-000030,0.1644686975128248
ACH-000035,-0.18664593239554012
ACH-000036,0.09859181713294764
ACH-000037,0.15298186104520525
ACH-000039,0.11181658267567517
ACH-000040,0.2301818970078884
ACH-000041,0.04019203482258865
ACH-000042,-0.006393104496059762
ACH-000045,0.14972534978758958
ACH-000047,0.1980726074890518
ACH-000052,0.08100639447821105
ACH-000053,0.056862265394179615
ACH-000054,0.16485014997095354
ACH-000055,0.2374019464984831
ACH-000060,0.12923811128538107
ACH-000067,0.02532288707075523
ACH-000070,0.08135716837974966
ACH-000075,0.09308505947105968
ACH-000078,0.272841017220261
ACH-000082,0.010493386982253435
ACH-000085,0.3705235715442407
ACH-000086,0.017680724180991016
ACH-000087,0.10517283406235976
ACH-000092,0.09192519515644616
ACH-000095,0.10592061494066436
ACH-000097,0.12473287633490268
ACH-000098,0.056777100706494214
ACH-000099,0.16893750755392434
ACH-000108,0.10748287412042848
ACH-000113,0.1395619771902597
ACH-000116,0.12253329575825248
ACH-000118,0.15591120520462945
ACH-000120,-0.023702272169981414
ACH-000123,0.19529584517044765
ACH-000127,0.09233409563409864
ACH-000128,0.13666097643558314
ACH-000132,-0.01963244823640301
ACH-000133,0.05695109687038059
ACH-000137,0.06881681290426839
ACH-000138,0.05822861360602706
ACH-000142,0.3474819288800283
ACH-000143,0.06779968878208635
ACH-000146,0.08093276599907567
ACH-000148,0.05540136394316185
ACH-000150,0.07972256838883136
ACH-000152,0.1683478612638956
ACH-000153,0.20567098019141852
ACH-000159,0.07521095197794145
ACH-000160,0.11124473259910936
ACH-000163,0.059886509115753515
ACH-000167,-0.28881138214336405
ACH-000168,0.1903208626993271
ACH-000169,0.16121029102600148
ACH-000178,0.08780008715991562
ACH-000183,-0.16323890500159674
ACH-000188,0.05651928722567773
ACH-000189,0.10609219775213326
ACH-000190,0.11274537525555055
ACH-000198,0.16093861897433284
ACH-000203,0.10000430667756499
ACH-000204,0.15072483896421607
ACH-000206,0.19045441562972093
ACH-000207,-0.03456674715932901
ACH-000208,0.419372747459568
ACH-000210,0.2442185766756983
ACH-000211,0.043919140136708015
ACH-000215,0.17484391354283954
ACH-000221,0.12457091329580545
ACH-000222,-0.2314387238302978
ACH-000223,0.09994347120851428
ACH-000226,0.0998105620369234
ACH-000227,-0.024931509526427927
ACH-000228,0.041853792447126184
ACH-000231,0.054042663607681805
ACH-000232,0.09556505620817758
ACH-000233,0.1626326028026891
ACH-000234,0.14053313055812375
ACH-000235,0.08409439811078126
ACH-000237,0.10007356997231052
ACH-000238,0.15600776419337667
ACH-000242,0.1524417513146336
ACH-000243,0.09283329699194566
ACH-000244,0.3879542318979807
ACH-000246,0.07100346954442044
ACH-000248,0.10367031504136352
ACH-000250,0.14270931856801847
ACH-000251,0.0885369199599922
ACH-000252,-0.054024709025572784
ACH-000253,0.09064178837159802
ACH-000255,0.10147563360635244
ACH-000256,0.16422532384013788
ACH-000257,0.09929060990280664
ACH-000258,0.23742739141473435
ACH-000259,0.09268067948616901
ACH-000260,0.11873245343590902
ACH-000261,0.08835724552557858
ACH-000262,0.14494166019697405
ACH-000263,0.13888391095988953
ACH-000264,0.04968838601432474
ACH-000265,0.17275418545695675
ACH-000266,0.023662732115593183
ACH-000272,0.17755346904087518
ACH-000274,0.045055145719304385
ACH-000277,0.05101577847873071
ACH-000278,0.15947446248187186
ACH-000279,0.04323089621544415
ACH-000280,0.16766747120655592
ACH-000281,0.05974758600758669
ACH-000288,0.038359714670708034
ACH-000291,0.08877425678683462
ACH-000293,0.05801994225798913
ACH-000294,0.2087702294622846
ACH-000295,0.05971726840326042
ACH-000296,0.1779854242449291
ACH-000302,0.15413825611977747
ACH-000304,0.1309652465406344
ACH-000307,-0.054272622824094695
ACH-000308,0.18833656241583524
ACH-000310,0.13062387326520125
ACH-000311,0.2792742359984722
ACH-000312,0.12759737177156766
ACH-000315,-0.07266235284742872
ACH-000316,0.0694736640109271
ACH-000317,0.08527742014959172
ACH-000318,-0.06685308731353687
ACH-000319,0.1633880780235184
ACH-000320,0.06910914973728129
ACH-000322,-0.025035365495560586
ACH-000323,0.3719927410115591
ACH-000324,0.03979272958083945
ACH-000329,0.2346486936296765
ACH-000330,0.12834830665972705
ACH-000331,0.16894603698136876
ACH-000332,0.13024499438847714
ACH-000334,0.051656352834679814
ACH-000335,0.0021439551968341574
ACH-000336,0.3587280777499531
ACH-000337,-0.0510719514049194
ACH-000338,0.6257087263101316
ACH-000339,0.09241444010905082
ACH-000341,-0.0774506907012104
ACH-000348,-0.017624970107274256
ACH-000350,0.16601223611316412
ACH-000352,0.17257947183489913
ACH-000356,0.18306234622148512
ACH-000361,0.06371760267681413
ACH-000362,0.06976873854612603
ACH-000363,-0.008975410831148273
ACH-000364,0.028577483294470362
ACH-000365,0.15257778220905993
ACH-000366,0.06849672662169329
ACH-000368,0.06622339015362573
ACH-000374,0.033850715047569355
ACH-000375,0.12286292492250503
ACH-000376,0.014228245234450803
ACH-000381,0.006544860357110225
ACH-000383,0.1624924742606966
ACH-000387,0.12241775555322085
ACH-000389,0.12106729444962792
ACH-000390,0.17816945478206894
ACH-000393,0.05664216404611589
ACH-000395,0.08481561022969344
ACH-000396,-0.05304850033809768
ACH-000397,0.1439555076865523
ACH-000401,0.03254049731702748
ACH-000402,0.3035282703081028
ACH-000403,0.00849144686280045
ACH-000404,0.1399097667492917
ACH-000406,0.05229045933987024
ACH-000407,0.10588201435586776
ACH-000408,0.3337557001484359
ACH-000410,0.14111916037944874
ACH-000411,0.09991959759497472
ACH-000414,0.05274055216331145
ACH-000415,0.0816331028773774
ACH-000416,-0.00984685629050689
ACH-000420,-0.008788535143135906
ACH-000421,0.03790645297727988
ACH-000424,-0.012441755003755259
ACH-000425,0.07862968620325213
ACH-000426,0.03242994690230895
ACH-000427,0.07809998239274983
ACH-000433,0.18438543193690765
ACH-000435,-0.04803233837264202
ACH-000436,-0.10468972389277892
ACH-000444,0.021310381823024888
ACH-000445,-0.0004922751233455382
ACH-000448,0.02392585077092539
ACH-000450,0.2278803120635551
ACH-000452,0.1977655796775736
ACH-000454,0.15545896047066954
ACH-000458,0.06321112166275404
ACH-000459,0.10252888182513566
ACH-000460,0.15582244029661013
ACH-000461,-0.11566186169085607
ACH-000463,0.019777426047990654
ACH-000464,0.04532675027318586
ACH-000466,-0.011528918833283913
ACH-000467,0.040688567551055314
ACH-000468,0.19005261885482572
ACH-000469,0.10654351423035452
ACH-000470,0.19054997446334027
ACH-000471,0.10529966060234487
ACH-000472,0.04917371647858021
ACH-000473,0.1397130283315753
ACH-000475,0.04784256145604052
ACH-000476,0.059801552453533566
ACH-000477,0.1438672987226907
ACH-000479,-0.17398279440780184
ACH-000480,0.010849449541189831
ACH-000481,0.013249205383636695
ACH-000483,0.033030801299190976
ACH-000484,0.2981706176419797
ACH-000485,0.09831996502982712
ACH-000486,0.09383685590233096
ACH-000487,0.07201023265878301
ACH-000488,0.07696175460115469
ACH-000490,0.13438435639667998
ACH-000491,0.030262785630961225
ACH-000495,0.03799851184189063
ACH-000496,0.2222254212705704
ACH-000499,-0.012154121209872878
ACH-000500,0.296575842120371
ACH-000502,0.09389370785280007
ACH-000503,0.06837245096288141
ACH-000505,0.0806738223265359
ACH-000507,0.06061171635447413
ACH-000510,0.09293875610129447
ACH-000511,-0.0030956161702534193
ACH-000512,0.23671187272040695
ACH-000516,0.19674375748286396
ACH-000517,0.1023436190278282
ACH-000518,-0.037962980297398634
ACH-000520,0.17222044719022486
ACH-000521,-0.11144629511185013
ACH-000522,0.12466232142610925
ACH-000524,0.12355671190500896
ACH-000527,0.062401291212961466
ACH-000528,0.13380167616723992
ACH-000537,0.10737031237916626
ACH-000541,0.14686565863904272
ACH-000542,0.0013795574017162074
ACH-000544,0.07348360007181899
ACH-000545,0.06937062446398648
ACH-000547,0.3201820195152589
ACH-000548,0.15563407987592398
ACH-000549,-0.008978469980370295
ACH-000550,0.06477696450617018
ACH-000552,-0.06335326508663489
ACH-000556,0.15470364019186794
ACH-000557,0.09709690624253553
ACH-000569,0.21908695851580207
ACH-000570,0.053062573246379065
ACH-000571,0.3249539349591978
ACH-000573,0.15336915070973986
ACH-000576,0.2018367983531514
ACH-000579,0.08341543459776367
ACH-000580,0.08209287067974362
ACH-000584,0.027369528100312103
ACH-000585,0.2737302561340653
ACH-000588,-0.02260683946486738
ACH-000589,0.006208139292172011
ACH-000591,0.31942333402408
ACH-000593,0.2251240738899384
ACH-000600,0.006534361817364219
ACH-000601,0.1559197327080939
ACH-000605,0.010248924615766852
ACH-000606,0.1348606181084864
ACH-000608,0.07415534988047144
ACH-000614,0.10484177715033936
ACH-000616,0.1864721107742656
ACH-000618,0.05370693358473181
ACH-000619,0.007936690449704801
ACH-000620,0.035797990967902066
ACH-000621,0.13433325476437447
ACH-000622,0.0346854278421132
ACH-000623,0.06275201530698821
ACH-000624,0.10696782276284078
ACH-000627,0.131630318652284
ACH-000630,0.07326231530250829
ACH-000631,0.326020592068772
ACH-000632,0.1959968657473969
ACH-000633,0.10599179420776662
ACH-000637,0.24888672549263516
ACH-000638,0.19949076704779348
ACH-000646,0.16533735404131214
ACH-000647,0.13640694891448948
ACH-000648,0.2618582945575592
ACH-000649,0.07911889372050514
ACH-000651,0.06695095602938328
ACH-000652,0.24577195764701906
ACH-000653,0.08954548028521628
ACH-000657,0.17594518398723935
ACH-000658,-0.02658572641063574
ACH-000661,0.03485397290301464
ACH-000662,-0.022123436151034574
ACH-000663,0.14429964225833924
ACH-000665,0.11384622435706322
ACH-000671,-0.017539921425610745
ACH-000672,0.06730012603300636
ACH-000673,0.11080374698990024
ACH-000676,0.09381529263227796
ACH-000677,0.10164420419943686
ACH-000681,0.15100075556702697
ACH-000683,0.06826218690824958
ACH-000684,0.11510812403166534
ACH-000688,0.002985255183710366
ACH-000693,0.07726409973954984
ACH-000694,0.09329271434529217
ACH-000695,0.012002654843387688
ACH-000696,-0.06041582016782605
ACH-000697,-0.040078228261999936
ACH-000699,0.10801220488445043
ACH-000701,-0.05491989195692167
ACH-000706,0.17031081146630628
ACH-000711,0.0715942616141994
ACH-000713,0.19803927529222407
ACH-000714,0.14972418852431665
ACH-000718,0.1548871836608494
ACH-000720,0.12141711031268798
ACH-000721,0.09629769414497266
ACH-000724,0.09267423400915753
ACH-000725,0.17093272633463213
