,LACTB (114294)
ACH-000004,-0.1280180030725578
ACH-000005,-0.123632350779752
ACH-000007,-0.2843245480891895
ACH-000009,-0.10818593059504016
ACH-000011,-0.20544533825796896
ACH-000012,-0.2440348564806737
ACH-000013,-0.15765279343778754
ACH-000014,-0.23276077729455505
ACH-000015,-0.16682001898648982
ACH-000017,-0.13125145647426853
ACH-000018,-0.1615978796341222
ACH-000019,-0.2441974571191172
ACH-000021,-0.14862988471796618
ACH-000022,-0.15158124757953725
ACH-000025,-0.11153161869037204
ACH-000028,-0.13581676746053814
ACH-000030,-0.09432087093345824
ACH-000035,-0.1551860612226477
ACH-000036,-0.017583807426646343
ACH-000037,0.0066908382275286185
ACH-000039,-0.10083996546129434
ACH-000040,-0.058578338210006076
ACH-000041,-0.10638024592026976
ACH-000042,-0.09837500397582223
ACH-000045,-0.03103162268642168
ACH-000047,-0.13884715982282494
ACH-000052,-0.27565599332764396
ACH-000053,-0.006774049167031186
ACH-000054,-0.2728668254841071
ACH-000055,-0.16897320331981158
ACH-000060,-0.1321888858904467
ACH-000067,-0.14704616318898614
ACH-000070,-0.3165541411250582
ACH-000075,-0.1479114723549699
ACH-000078,-0.1037616217138984
ACH-000082,-0.1609719976592567
ACH-000085,-0.008586264964726044
ACH-000086,-0.16397904611292724
ACH-000087,-0.18551768275955827
ACH-000092,-0.06130255179138022
ACH-000095,-0.22379485672795907
ACH-000097,-0.19351602733677134
ACH-000098,-0.2365227738830236
ACH-000099,-0.1330538280235356
ACH-000108,-0.13741496380092794
ACH-000113,-0.1808841112603657
ACH-000116,-0.2975420363017511
ACH-000118,-0.02918161324631328
ACH-000120,-0.22667808655905144
ACH-000123,-0.21426973898465967
ACH-000127,-0.1994556236777705
ACH-000128,-0.12407774848059075
ACH-000132,-0.27516757671138103
ACH-000133,-0.07664100980563669
ACH-000137,-0.2557669601099001
ACH-000138,0.0020957145061743787
ACH-000142,-0.12204583725564992
ACH-000143,-0.33960109570064617
ACH-000146,-0.11319171524969958
ACH-000148,-0.17043436693697653
ACH-000150,0.01866164846844972
ACH-000152,-0.20592569161767066
ACH-000153,-0.2436654234431184
ACH-000159,-0.20127208441958294
ACH-000160,-0.23735589084062836
ACH-000163,-0.034564755867320884
ACH-000167,-0.18397265106186547
ACH-000168,-0.15737085866691072
ACH-000169,-0.2133733050956612
ACH-000178,-0.1362314228918578
ACH-000183,-0.12571446271990866
ACH-000188,-0.16544930687481565
ACH-000189,0.08555655350483406
ACH-000190,0.007660404876242591
ACH-000198,-0.08120774705836134
ACH-000203,-0.7398061030126332
ACH-000204,-0.019516207424748126
ACH-000206,0.02922054572181441
ACH-000207,-0.07689848824749987
ACH-000208,-0.4567325082813194
ACH-000210,0.0882205461899626
ACH-000211,-0.1915822173222144
ACH-000215,-0.19664160779722215
ACH-000221,-0.1856195228598319
ACH-000222,-0.13154901899627353
ACH-000223,-0.23627376603431904
ACH-000226,-0.0766486650048102
ACH-000227,-0.09515278459509872
ACH-000228,-0.3120380949971692
ACH-000231,-0.20990641298326554
ACH-000232,-0.1609318688455636
ACH-000233,-0.07539669533259369
ACH-000234,-0.228477029996187
ACH-000235,-0.17017421234627456
ACH-000237,-0.13569951036019293
ACH-000238,-0.010415868027495504
ACH-000242,-0.11883210018021917
ACH-000243,-0.10001500007895682
ACH-000244,-0.07399952990453587
ACH-000246,-0.14198490225708812
ACH-000248,-0.34179305948178096
ACH-000250,-0.3148271877864916
ACH-000251,0.08340994462785316
ACH-000252,-0.24911043455124365
ACH-000253,-0.1691334523933728
ACH-000255,-0.14849839715719965
ACH-000256,-0.2347744025737452
ACH-000257,-0.2189778475060208
ACH-000258,-0.11349464684916755
ACH-000259,-0.155016383090245
ACH-000260,-0.17381939325520965
ACH-000261,-0.19208853028080988
ACH-000262,-0.06648495549608009
ACH-000263,-0.1971204914789585
ACH-000264,-0.20567006335725552
ACH-000265,-0.3190073177326717
ACH-000266,-0.18089390421402365
ACH-000272,-0.2294553256359625
ACH-000274,-0.2398838637130366
ACH-000277,-0.20074493708023955
ACH-000278,-0.06678660883137193
ACH-000279,-0.08423577147333762
ACH-000280,-0.071536380591827
ACH-000281,0.044038731718432325
ACH-000288,-0.14151193000128945
ACH-000291,-0.19502714027652734
ACH-000293,-0.1874875973870355
ACH-000294,-0.08245687026481921
ACH-000295,-0.03420820686590692
ACH-000296,-0.27851599643521396
ACH-000302,-0.13599121386321875
ACH-000304,-0.1842738084246276
ACH-000307,-0.20264352264450292
ACH-000308,-0.19954966167392896
ACH-000310,-0.2504976953210367
ACH-000311,-0.1521138832726936
ACH-000312,-0.022276727558795523
ACH-000315,-0.10463032071952537
ACH-000316,-0.036260086149918616
ACH-000317,0.01646498225853071
ACH-000318,-0.15270594278365662
ACH-000319,-0.12294010764175566
ACH-000320,-0.0936340845556568
ACH-000322,-0.06115301130905108
ACH-000323,-0.0111490521488061
ACH-000324,-0.2281014369065993
ACH-000329,-0.1669566922967565
ACH-000330,-0.07006567431093025
ACH-000331,-0.2442146217383239
ACH-000332,-0.12207532739094228
ACH-000334,0.06638170936981895
ACH-000335,-0.11635137703290092
ACH-000336,0.13274384277894316
ACH-000337,0.010982451752407262
ACH-000338,0.47735496582346404
ACH-000339,-0.05285934272780793
ACH-000341,-0.17531064898922666
ACH-000348,-0.07607168605616751
ACH-000350,-0.10506499472495036
ACH-000352,-0.14891788215421967
ACH-000356,-0.14791062158465731
ACH-000361,-0.02242285870031532
ACH-000362,-0.010324487354941741
ACH-000363,-0.09595982181249547
ACH-000364,-0.1895335464944072
ACH-000365,-0.06845914093999017
ACH-000366,-0.0475782017042742
ACH-000368,-0.04465841896251877
ACH-000374,-0.13096182613532206
ACH-000375,-0.24938861326613085
ACH-000376,-0.06378828105129937
ACH-000381,-0.0001818743007486777
ACH-000383,-0.14827292516051202
ACH-000387,-0.09022836112156388
ACH-000389,-0.2338387001185684
ACH-000390,-0.11331315498596685
ACH-000393,-0.15806875660506767
ACH-000395,0.013417490125585723
ACH-000396,-0.06757806849970327
ACH-000397,-0.09213158004943282
ACH-000401,-0.09126913145950144
ACH-000402,0.06337035270022484
ACH-000403,-0.09065273131049804
ACH-000404,-0.4784586147443133
ACH-000406,-0.04124612921130814
ACH-000407,-0.21431840055274648
ACH-000408,-0.04335468176002357
ACH-000410,-0.24528750117413076
ACH-000411,-0.3109736823553749
ACH-000414,-0.22659563378405875
ACH-000415,-0.16174690901157598
ACH-000416,-0.17700363849758047
ACH-000420,-0.19112092048983773
ACH-000421,-0.16021123698071796
ACH-000424,-0.118079929017905
ACH-000425,-0.21271853845299468
ACH-000426,0.031050299458414164
ACH-000427,-0.13995415064398467
ACH-000433,-0.10270098491846423
ACH-000435,-0.7246894475182941
ACH-000436,-0.15144254330210985
ACH-000444,0.052946214663571335
ACH-000445,-0.14939944624167795
ACH-000448,-0.16329937186503493
ACH-000450,0.012615268252578785
ACH-000452,-0.13485210034390754
ACH-000454,-0.022100463453713158
ACH-000458,-0.11649373099875245
ACH-000459,0.018696426603075814
ACH-000460,0.020341194047636218
ACH-000461,-0.1538022007312558
ACH-000463,-0.19770406713046249
ACH-000464,-0.3206764871047853
ACH-000466,-0.08543675254450153
ACH-000467,0.007213266268824563
ACH-000468,-0.2309997753797721
ACH-000469,-0.14386324717603227
ACH-000470,-0.3208028756604316
ACH-000471,-0.039310883439934274
ACH-000472,-0.09573430045040908
ACH-000473,-0.21682659861413625
ACH-000475,-0.2019693983276823
ACH-000476,-0.2025178100788297
ACH-000477,-0.050030474259035056
ACH-000479,-0.4988174053671207
ACH-000480,0.027287454745121183
ACH-000481,-0.21765512383080887
ACH-000483,-0.26341255751578546
ACH-000484,-0.10872437194016372
ACH-000485,-0.17762671000779715
ACH-000486,-0.2375468115689841
ACH-000487,-0.19763112990517148
ACH-000488,-0.1717613618283054
ACH-000490,-0.19851840043460486
ACH-000491,-0.21162286886027776
ACH-000495,-0.17996431299284002
ACH-000496,-0.11892238018563282
ACH-000499,-0.12191904161037075
ACH-000500,-0.014909245258274443
ACH-000502,-0.08879021594070385
ACH-000503,0.00799468403385043
ACH-000505,-0.14035477844394434
ACH-000507,0.06548944093594697
ACH-000510,-0.22434030461561869
ACH-000511,-0.07899568598754307
ACH-000512,0.049200544916243344
ACH-000516,-0.13250186560391555
ACH-000517,-0.13157251775584375
ACH-000518,-0.011616741859067529
ACH-000520,-0.11590756204007716
ACH-000521,-0.05203310893102028
ACH-000522,-0.20118100122542928
ACH-000524,-0.2858759157607447
ACH-000527,-0.17359556344549906
ACH-000528,-0.09089765949328997
ACH-000537,-0.31085704879412784
ACH-000541,0.2171853287212301
ACH-000542,-0.14903848473983558
ACH-000544,-0.010516968202743008
ACH-000545,-0.2552597571839427
ACH-000547,-0.10634988517444137
ACH-000548,-0.1918444684369396
ACH-000549,-0.1908309300825144
ACH-000550,-0.046759562445519764
ACH-000552,0.09711934513577916
ACH-000556,-0.09198260369873623
ACH-000557,-0.16441040693397618
ACH-000569,-0.2894474666171564
ACH-000570,-0.10389332470286257
ACH-000571,-0.13205742497443038
ACH-000573,-0.15824938556841922
ACH-000576,-0.09270492502044797
ACH-000579,-0.08929097222436229
ACH-000580,-0.0721164842222149
ACH-000584,-0.14404616365994774
ACH-000585,-0.1640597323421792
ACH-000588,-0.12149413863355203
ACH-000589,-0.10931471426223488
ACH-000591,-0.04702922469459354
ACH-000593,-0.1808327352912581
ACH-000600,-0.2341013751877637
ACH-000601,-0.15423164306939305
ACH-000605,-0.1979407701789072
ACH-000606,-0.1491809051847675
ACH-000608,-0.0752442019073624
ACH-000614,-0.1345167631234269
ACH-000616,-0.0169204599493623
ACH-000618,-0.01041756039271162
ACH-000619,-0.02098637462392168
ACH-000620,-0.15155219073460294
ACH-000621,-0.08798074451425329
ACH-000622,-0.041132057484977363
ACH-000623,-0.1657209016355822
ACH-000624,-0.2336072150045204
ACH-000627,-0.08442148176752982
ACH-000630,-0.14434555545090613
ACH-000631,-0.12010301456869997
ACH-000632,-0.20337237734221908
ACH-000633,-0.10828788963859086
ACH-000637,-0.10475509555291317
ACH-000638,-0.22593614041005802
ACH-000646,0.016520035141430484
ACH-000647,-0.11714158547818225
ACH-000648,-0.03099547529314472
ACH-000649,-0.13371461792371606
ACH-000651,-0.12636043221305568
ACH-000652,-0.18521708614290414
ACH-000653,-0.10491074515498942
ACH-000657,-0.14128687517116725
ACH-000658,-0.14882012752545432
ACH-000661,-0.0876232791406963
ACH-000662,-0.4638312093160816
ACH-000663,-0.1417857953926496
ACH-000665,-0.1648136276416015
ACH-000671,0.0023135888789746787
ACH-000672,-0.25437032534809634
ACH-000673,-0.1122816806809671
ACH-000676,-0.11421149444585035
ACH-000677,-0.12555683522217798
ACH-000681,-0.20625861252032116
ACH-000683,-0.1903862627358505
ACH-000684,-0.3316082507633812
ACH-000688,-0.19479958329173766
ACH-000693,-0.20624259656711688
ACH-000694,-0.15676758492574036
ACH-000695,0.07799525198785848
ACH-000696,-0.20921634906497089
ACH-000697,-0.09109804082001208
ACH-000699,-0.11926201348290047
ACH-000701,-0.030454241233219957
ACH-000706,-0.16157024401039172
ACH-000711,-0.12550294223113806
ACH-000713,-0.004511254000281165
ACH-000714,-0.2369581565626466
ACH-000718,-0.09863163694006602
ACH-000720,-0.26400195925758463
ACH-000721,-0.29658192824226626
ACH-000724,-0.0719776713680919
ACH-000725,-0.2269844215196109
ACH-000732,-0.13566431479525218
ACH-000734,-0.13781808364089665
ACH-000735,-0.13645015699181234
ACH-000736,-0.18600280123130955
ACH-000738,-0.1857237190627059
ACH-000746,-0.14683211290123713
ACH-000747,-0.2788472045564772
ACH-000748,-0.08223217140945956
ACH-000753,-0.1491464623889407
ACH-000756,-0.1960185290521384
ACH-000757,-0.35494963423608034
ACH-000758,-0.10959903957110367
ACH-000760,-0.10397945024067323
ACH-000762,-0.2635925719656022
ACH-000763,-0.06467340471442212
ACH-000764,-0.33696129915612216
ACH-000765,-0.07161886792441577
ACH-000766,-0.21626178201728002
ACH-000767,-0.1675123358868296
ACH-000768,-0.22334581975838055
ACH-000769,-0.21866698661753328
ACH-000770,-0.04994189723693849
ACH-000771,-0.17428088391071808
ACH-000773,-0.10576329065514004
ACH-000776,-0.061451938815849864
ACH-000777,-0.21514137589382498
ACH-000778,-0.07815646525638775
ACH-000781,-0.1808107114492992
ACH-000782,-0.1903167460684154
ACH-000783,-0.13133431341393811
ACH-000784,-0.16491128705140634
ACH-000785,-0.1921396617781348
ACH-000787,-0.1381649916793353
ACH-000788,-0.19895631545583087
ACH-000791,-0.0600840291713195
ACH-000792,-0.16202470181764853
ACH-000794,-0.2520728798829236
ACH-000796,-0.03365544497125681
ACH-000798,-0.17784646214323038
ACH-000799,-0.15951074909756893
ACH-000800,-0.255176646449106
ACH-000802,-0.23393008314531005
ACH-000804,0.020954485004805262
ACH-000805,-0.21940836062169605
ACH-000809,-0.12437951390965625
ACH-000810,-0.039127212614559634
ACH-000811,-0.12692869170194607
ACH-000817,0.01450270733541358
ACH-000819,-0.12864266592541584
ACH-000820,-0.0435661560319256
ACH-000821,-0.4616506937518146
ACH-000822,-0.1817190669784519
ACH-000823,-0.056459389794589004
ACH-000824,-0.14778933526790244
ACH-000827,-0.38799429618227704
ACH-000829,0.12088163519809768
ACH-000831,-0.08445031543442617
ACH-000832,-0.2265700055508603
ACH-000833,0.10406448964168173
ACH-000834,-0.24805250461181136
ACH-000835,-0.16952306471678594
ACH-000836,-0.2348110198189645
ACH-000837,-0.08028123805980507
ACH-000838,-0.06731514185889015
ACH-000839,0.0020310158284780853
ACH-000840,-0.15750306932408556
ACH-000841,-0.2674787723162141
ACH-000843,-0.07130014293058021
ACH-000846,-0.04134963295517263
ACH-000847,-0.21185284561611856
ACH-000848,0.06528106645493302
ACH-000849,-0.12181362995420188
ACH-000851,-0.14104098673588986
ACH-000855,0.1211598114058599
ACH-000856,-0.08091114600799484
ACH-000858,-0.1255822395835681
ACH-000859,-0.04805624753991063
ACH-000861,-0.09854349196916176
ACH-000862,-0.03330905673306618
ACH-000865,-0.07558708460923283
ACH-000866,-0.12833630495105208
ACH-000867,-0.17699318844680167
ACH-000869,-0.13881540669828424
ACH-000872,-0.2109588585088304
ACH-000873,-0.19061247420757213
ACH-000876,-0.37697323118075504
ACH-000878,-0.006481274645117217
ACH-000880,-0.17314177234669506
ACH-000881,-0.21412017962556615
ACH-000882,-0.0472752297935326
ACH-000884,-0.17543193270270174
ACH-000885,-0.16094274013385634
ACH-000887,-0.22297860234811034
ACH-000889,0.02170533006551596
ACH-000896,-0.2626963711687565
ACH-000898,-0.2378258883623017
ACH-000900,-0.3319473598391248
ACH-000901,-0.15235547657285564
ACH-000905,-0.232989967014394
ACH-000906,-0.11537703084021846
ACH-000907,-0.08541816953848176
ACH-000910,-0.14280928682353258
ACH-000911,-0.19118850698315693
ACH-000912,-0.08882764573064668
ACH-000913,-0.193415822277162
ACH-000915,-0.1792598950924777
ACH-000916,-0.2788866836581507
ACH-000917,-0.04559022041008875
ACH-000920,-0.22152997173304856
ACH-000921,-0.16679713326763668
ACH-000924,-0.14434068392052826
ACH-000926,-0.12831930137934602
ACH-000928,-0.0001933870111176068
ACH-000929,0.02329507370426811
ACH-000932,-0.08112924409215609
ACH-000935,-0.10818655201146027
ACH-000936,-0.0794283195814513
ACH-000937,-0.10142578619224417
ACH-000938,0.07216786439496563
ACH-000939,-0.3041585711037996
ACH-000941,-0.1220645283845306
ACH-000943,-0.11676543717189602
ACH-000946,-0.2584615165691443
ACH-000947,-0.1162502566803796
ACH-000948,-4.2617093195045426e-05
ACH-000950,-0.4636148272194062
ACH-000953,-0.06148134669782983
ACH-000954,-0.014439534820914663
ACH-000957,-0.09432356597596127
ACH-000958,-0.10606252690770074
ACH-000960,-0.137005676541745
ACH-000963,-0.20656715099412112
ACH-000968,-0.0808624983946627
ACH-000969,-0.2399250164331445
ACH-000972,-0.5092701505828505
ACH-000973,-0.17017625489372853
ACH-000974,-0.2489425786873864
ACH-000978,-0.4596522982677333
ACH-000984,-0.11835700392767685
ACH-000986,-0.1704571647954788
ACH-000988,-0.3142164473475542
ACH-000993,-0.27620527722617266
ACH-000994,0.10511820899012138
ACH-000996,-0.35727506362676736
ACH-001001,-0.17284186616399466
ACH-001020,-0.061723576681339015
ACH-001028,-0.2521043211195549
ACH-001031,-0.16809023076764967
ACH-001038,-0.2725479898685933
ACH-001048,-0.16766859826281327
ACH-001050,-0.2072022834350806
ACH-001053,-0.32784631254137425
ACH-001054,-0.18252396864619905
ACH-001061,-0.029237492534885938
ACH-001067,-0.17945284987840207
ACH-001075,-0.3004276584288161
ACH-001096,-0.132657752437665
ACH-001111,0.002662407978556117
ACH-001119,-0.17551386107885847
ACH-001128,-0.1286635959870845
ACH-001134,-0.08996500746662098
ACH-001151,-0.21286224998575787
ACH-001163,-0.3082244633569925
ACH-001164,-0.03941211292415929
ACH-001183,-0.021028380589329418
ACH-001192,-0.008653723593092483
ACH-001193,-0.06653983059521723
ACH-001196,-0.11652208591469147
ACH-001197,0.04379230598673542
ACH-001205,0.10696308647265704
ACH-001211,-0.1723461433715707
ACH-001212,-0.13986503168683095
ACH-001228,-0.13681054909680512
ACH-001232,-0.2404649224010328
ACH-001239,-0.0980234935544987
ACH-001270,-0.26678726987670914
ACH-001274,-0.15112092865297594
ACH-001275,-0.033985963002515364
ACH-001277,-0.3952438886555529
ACH-001278,-0.23822614593105226
ACH-001280,0.002324571108248003
ACH-001283,-0.3285817541711061
ACH-001289,-0.11297011980211775
ACH-001300,-0.19520514120921845
ACH-001301,0.017860909158629756
ACH-001302,-0.13223985380004105
ACH-001306,-0.07450304508277647
ACH-001318,-0.11904302457399565
ACH-001322,-0.21691984438867948
ACH-001328,-0.12814626995510073
ACH-001332,0.03531910391591346
ACH-001336,-0.12511571734969482
ACH-001346,-0.2024838991753068
ACH-001353,-0.11983756930187353
ACH-001354,-0.41252029965272935
ACH-001367,0.10847284793652323
ACH-001368,-0.17211851233730718
ACH-001374,0.0791199002333323
ACH-001377,-0.11353579380095885
ACH-001380,-0.19888237501292252
ACH-001391,-0.2730209467377118
ACH-001408,-0.10957012873494792
ACH-001430,0.01625235583169005
ACH-001431,-0.3188664474696512
ACH-001450,-0.002877134061349301
ACH-001496,-0.07104577989585388
ACH-001500,-0.13329303980762772
ACH-001523,-0.07554255371967727
ACH-001532,-0.17986046947263404
ACH-001550,-0.24241303079795826
ACH-001552,-0.19309660937338205
ACH-001554,-0.20865758742428697
ACH-001654,-0.1458650810007647
ACH-001735,-0.003637494052957786
ACH-001736,-0.065530891549577
ACH-001737,-0.6197117977756643
ACH-001740,0.046800778806807185
ACH-001745,-0.14795499193928566
ACH-001765,-0.0781645996955219
