,HNRNPUL2 (221092)
ACH-000004,-0.2262658564129447
ACH-000005,-0.043063196904933716
ACH-000007,-0.14240150127000764
ACH-000009,-0.1994901128693102
ACH-000011,-0.2693963249146691
ACH-000012,-0.5017767203775088
ACH-000013,-0.3472277335808685
ACH-000014,-0.04061819617115323
ACH-000015,-0.22461699305810734
ACH-000017,-0.3952113843402711
ACH-000018,-0.2988575926955725
ACH-000019,-0.2966106427952356
ACH-000021,-0.34052725534095823
ACH-000022,-0.3409649216455886
ACH-000025,-0.4334395058118928
ACH-000028,-0.4204874888949761
ACH-000030,-0.23016074129172365
ACH-000035,-0.18828727517568625
ACH-000036,-0.2623402280326185
ACH-000037,-0.3590985334029779
ACH-000039,-0.675277469477271
ACH-000040,-0.4558183797568189
ACH-000041,-0.19829438676509634
ACH-000042,-0.31127367528690303
ACH-000045,-0.426635871539708
ACH-000047,-0.22644514130259946
ACH-000052,-0.5438625207012866
ACH-000053,-0.2805582248222692
ACH-000054,-0.3909702953534297
ACH-000055,-0.2243212816219797
ACH-000060,-0.4060690033266384
ACH-000067,-0.27700810453008434
ACH-000070,-0.4887688642043414
ACH-000075,-0.5867601345794718
ACH-000078,-0.30857846658547605
ACH-000082,-0.34205453733599617
ACH-000085,-0.5403932401779855
ACH-000086,-0.5064439861873838
ACH-000087,-0.6243003802949018
ACH-000092,-0.3347150820425163
ACH-000095,-0.2520707929122121
ACH-000097,-0.3423201720490927
ACH-000098,-0.3011933264315466
ACH-000099,-0.27593934383540203
ACH-000108,-0.08025635944286205
ACH-000113,-0.3010100028470081
ACH-000116,-0.33449321486074524
ACH-000118,-0.3554079492322067
ACH-000120,-0.1692540938616457
ACH-000123,-0.2796573563344176
ACH-000127,-0.2312829228422739
ACH-000128,-0.2443118718922931
ACH-000132,-0.4527545433282643
ACH-000133,-0.3324459323474011
ACH-000137,-0.4446393991086624
ACH-000138,-0.3788303304177736
ACH-000142,-0.2599452157603125
ACH-000143,-0.006838404267568115
ACH-000146,-0.3026243648823218
ACH-000148,-0.349701037605768
ACH-000150,-0.3779565737995729
ACH-000152,-0.2028735347605045
ACH-000153,-0.3294442937105068
ACH-000159,-0.27102338964855177
ACH-000160,-0.4953575393169042
ACH-000163,-0.281299905460497
ACH-000167,-0.4276898038167122
ACH-000168,-0.3814050418785771
ACH-000169,-0.30919698864628825
ACH-000178,-0.2854720222941499
ACH-000183,-0.425495108418428
ACH-000188,-0.309052911450391
ACH-000189,-0.4707330752385626
ACH-000190,-0.3902612259398204
ACH-000198,-0.15999188386647334
ACH-000203,-0.27217933855981663
ACH-000204,-0.3647527401774723
ACH-000206,-0.4679894307706826
ACH-000207,-0.27292517876056305
ACH-000208,-0.1682114754224175
ACH-000210,-0.29251836028250777
ACH-000211,-0.3687111975145518
ACH-000215,-0.38389329455676413
ACH-000221,-0.3656283409709393
