,GP5 (2814)
ACH-000004,-0.042376605845768835
ACH-000005,-0.0438022470976298
ACH-000007,0.1535355725647665
ACH-000009,0.022396867863550152
ACH-000011,-0.09587091357717813
ACH-000012,0.041093096317059236
ACH-000013,-0.00019792957782500825
ACH-000014,-0.031427910595620334
ACH-000015,0.013477448711478759
ACH-000017,0.001850232519924552
ACH-000018,-0.17109141957254986
ACH-000019,0.1962902633153654
ACH-000021,0.03489580729927461
ACH-000022,0.1527207240227942
ACH-000025,-0.010659480100825822
ACH-000028,-0.06410123281289433
ACH-000030,0.015707537986222812
ACH-000035,0.11374495563486182
ACH-000036,-0.04766590625054301
ACH-000037,0.04664246842185308
ACH-000039,0.044042902989908365
ACH-000040,0.1244762623149807
ACH-000041,0.0034020312216842554
ACH-000042,0.039815561201367686
ACH-000045,0.06438895382578479
ACH-000047,0.050900640694712486
ACH-000052,0.15807656394435254
ACH-000053,0.06918830497302808
ACH-000054,0.029342980429066974
ACH-000055,0.09184140078092404
ACH-000060,-0.06314192211210419
ACH-000067,0.022472267419936333
ACH-000070,-0.010013709939534349
ACH-000075,0.2295735822411169
ACH-000078,0.05636666814535955
ACH-000082,0.10811229072693478
ACH-000085,0.033932854317966075
ACH-000086,0.06317648899437059
ACH-000087,0.2654686614799149
ACH-000092,-0.0239357449560429
ACH-000095,0.05954344585451825
ACH-000097,0.056569463518582185
ACH-000098,0.1544538953411229
ACH-000099,0.07439707302311503
ACH-000108,-0.01358724779674466
ACH-000113,0.05403644426802661
ACH-000116,0.056530762618529164
ACH-000118,0.09392606121785524
ACH-000120,0.05738818713449671
ACH-000123,0.051769069059032426
ACH-000127,-0.0021599604480647726
ACH-000128,0.03355922588934436
ACH-000132,0.2074553230655564
ACH-000133,0.10757932658993524
ACH-000137,0.17566127111553445
ACH-000138,0.05637543589292748
ACH-000142,-0.05507515642027752
ACH-000143,-0.13231676186905555
ACH-000146,0.02490555639439704
ACH-000148,0.18568851667862865
ACH-000150,0.0785426518345697
ACH-000152,0.08285770707831673
ACH-000153,0.2296251264707355
ACH-000159,0.003644399763595004
ACH-000160,-0.006780422829896567
ACH-000163,0.0030143176853896897
ACH-000167,-0.18371585340565647
ACH-000168,0.030801005111718637
ACH-000169,0.05413203840428523
ACH-000178,0.0025438069019614548
ACH-000183,0.06127950377675204
ACH-000188,0.06592298750955447
ACH-000189,-0.070841532009761
ACH-000190,0.18794734887491973
ACH-000198,0.059127847928723866
ACH-000203,-0.10560915920826994
ACH-000204,0.0657349119302445
ACH-000206,-0.09310937611403038
ACH-000207,0.184497154126879
ACH-000208,-0.03652293395181841
ACH-000210,-0.02569000838724407
ACH-000211,0.0735255508230457
ACH-000215,0.13156560327774805
ACH-000221,0.0392663371023279
ACH-000222,0.07199912851699974
ACH-000223,-0.07663125340425207
ACH-000226,0.11620525250450882
ACH-000227,-0.06421402434515817
ACH-000228,0.045922577352947816
ACH-000231,0.07911447864113003
ACH-000232,-0.16426795878025865
ACH-000233,0.04424232784744751
ACH-000234,-0.02692488943398692
ACH-000235,0.03193579529790588
ACH-000237,0.008424716524787624
ACH-000238,-0.023041001369460284
ACH-000242,0.19690498276462465
ACH-000243,0.025699652444593817
ACH-000244,0.05745096988416061
ACH-000246,0.034941507715228706
ACH-000248,0.09339065084404104
