,LMNA (4000)
ACH-000004,-0.0743104604920418
ACH-000005,-0.12098950494589004
ACH-000007,-0.10942998469569408
ACH-000009,-0.2950888134242225
ACH-000011,0.07240078565987798
ACH-000012,-0.19272578482822855
ACH-000013,-0.17818588867770807
ACH-000014,-0.2392049600368029
ACH-000015,-0.0878442022057228
ACH-000017,0.21183576757545045
ACH-000018,-0.16413064725436052
ACH-000019,0.028594174266418006
ACH-000021,-0.07191488569694104
ACH-000022,0.0038877769624793344
ACH-000025,-0.13505857616322173
ACH-000028,-0.05193769122236189
ACH-000030,-0.08744881447603473
ACH-000035,0.016870743187599426
ACH-000036,-0.5942316662814742
ACH-000037,0.11518110490973653
ACH-000039,-0.033767443037944635
ACH-000040,-0.25130093431050643
ACH-000041,0.08427484357475959
ACH-000042,0.266876091341541
ACH-000045,-0.13259367874189404
ACH-000047,0.043039669718202486
ACH-000052,-0.2013657352512221
ACH-000053,0.037816360754484385
ACH-000054,-0.018666480426551568
ACH-000055,-0.14372486520478567
ACH-000060,0.17377568352765366
ACH-000067,-0.4693875334389167
ACH-000070,-0.014083670879141115
ACH-000075,-0.10044985514756416
ACH-000078,-0.03617726449161324
ACH-000082,0.09001301519991481
ACH-000085,-0.05030862006805468
ACH-000086,-0.2487340310035563
ACH-000087,-0.14949329587335589
ACH-000092,-0.048739669280842134
ACH-000095,-0.09405157300467652
ACH-000097,-0.015617252245866563
ACH-000098,-0.3709322836866297
ACH-000099,-0.04884441419255438
ACH-000108,0.020314415067311613
ACH-000113,-0.1055577246782165
ACH-000116,-0.10687425764859396
ACH-000118,-0.18467094881577895
ACH-000120,-0.28396510317453355
ACH-000123,-0.1869774186330984
ACH-000127,0.015382798546074956
ACH-000128,-0.131024686094296
ACH-000132,-0.05872960619439579
ACH-000133,-0.2423209633793465
ACH-000137,-0.06263922926335967
ACH-000138,0.007535451693333224
ACH-000142,0.06770540070102839
ACH-000143,-0.08754901045005704
ACH-000146,0.08402340024873063
ACH-000148,-0.3047266302624018
ACH-000150,-0.6001740379834497
ACH-000152,-0.016687626892348945
ACH-000153,-0.2788291121725915
ACH-000159,-0.03712756735804503
ACH-000160,-0.06319960276688368
ACH-000163,-1.093377401023993
ACH-000167,0.11422324781547499
ACH-000168,0.01823765722741797
ACH-000169,0.10109935331428377
ACH-000178,-0.012141456128884592
ACH-000183,-0.13669805876784616
ACH-000188,-0.41675137907484733
ACH-000189,-0.4175294365769751
ACH-000190,-0.1960332523452492
ACH-000198,-0.04379282403784683
ACH-000203,0.1672946638931033
ACH-000204,-0.18681138178925927
ACH-000206,0.04147480608726874
ACH-000207,0.21419446112181756
ACH-000208,-0.31618092600370434
ACH-000210,-0.05933676480393496
ACH-000211,-0.07065144623242778
ACH-000215,-0.5105355988130867
ACH-000221,-0.18967995109420585
ACH-000222,0.06598344105263146
ACH-000223,0.1317809395525079
ACH-000226,-0.09701324114092584
ACH-000227,-0.027674094210021472
ACH-000228,0.18683971232108249
ACH-000231,-0.2338696782039684
ACH-000232,-0.07541538981059256
ACH-000233,0.01896164563647346
ACH-000234,-0.002854994723180484
ACH-000235,-0.0921633226132027
ACH-000237,-0.09502288680921367
ACH-000238,-0.004534044495773521
ACH-000242,-0.09547907435090787
ACH-000243,-0.0225271832487973
ACH-000244,-0.13449881030444716
ACH-000246,-0.02421786973881311
ACH-000248,-0.018464616521803687
ACH-000250,0.004334906705068397
ACH-000251,-0.5930744602669479
ACH-000252,0.18938163189793566
ACH-000253,0.08445368070144886
ACH-000255,-0.4482035265435316
ACH-000256,0.016720617884930504
ACH-000257,0.10466450961691533
ACH-000258,-0.02893480290027055
ACH-000259,-0.11355354826678032
ACH-000260,0.024461014582555073
ACH-000261,0.04802343305170256
ACH-000262,-0.1663610518779521
ACH-000263,0.1499013949409911
ACH-000264,-0.10211493685763733
ACH-000265,-0.09586223434587783
ACH-000266,-0.09342345772937397
ACH-000272,-0.03366351312729116
ACH-000274,0.03528550784382045
ACH-000277,0.1448847030411581
ACH-000278,-0.03413407336598765
ACH-000279,0.12567538187365934
ACH-000280,0.0015783225451467759
ACH-000281,0.07690974606264459
ACH-000288,-0.4289332002868627
ACH-000291,-0.008140440608884856
ACH-000293,0.2054035254769799
ACH-000294,0.010560815258920806
ACH-000295,-0.047942448232032316
ACH-000296,-0.13664030882375788
ACH-000302,0.03171345435352379
ACH-000304,0.018283357798223317
ACH-000307,0.0675698005685462
ACH-000308,0.03284518158968916
ACH-000310,-0.05872794975517508
ACH-000311,-0.09201952138743867
ACH-000312,-0.08258007284651114
ACH-000315,-0.17622731739386288
ACH-000316,0.15336230683656
ACH-000317,-0.03616530957092751
ACH-000318,-0.2376892789199784
ACH-000319,-0.9195435652423359
ACH-000320,-0.02886688859207019
ACH-000322,-0.05783499345430487
ACH-000323,-0.2812850234722081
ACH-000324,-0.19164973689945053
ACH-000329,0.00715019202321757
ACH-000330,-0.11531202139799995
ACH-000331,-0.1649704850254736
ACH-000332,-0.008834626628599048
ACH-000334,-0.03543994146722157
ACH-000335,0.0788248580766253
ACH-000336,-0.2710453926080819
ACH-000337,-0.30434276856138515
ACH-000338,-0.3822502577420256
ACH-000339,-0.2965430899386685
ACH-000341,-0.08472202682246566
ACH-000348,-0.12094193011910648
ACH-000350,0.1402827652775583
ACH-000352,0.08571830538379155
ACH-000356,-0.16385130418703986
ACH-000361,-0.3963198016817572
ACH-000362,-0.1404074386435865
ACH-000363,0.10370186483800976
ACH-000364,-0.2198778618174312
ACH-000365,-0.059579414399373615
ACH-000366,0.023385860458682826
ACH-000368,-0.6755472844678526
ACH-000374,-0.055485773904838935
ACH-000375,-0.11747913671148368
ACH-000376,-0.3113579831587413
ACH-000381,-0.07752212221413936
ACH-000383,0.0006297544954361398
ACH-000387,-0.06841474642682825
ACH-000389,-0.17367859162293942
ACH-000390,-0.11171646267009076
ACH-000393,-0.3735886432357573
ACH-000395,0.039002971221798084
ACH-000396,-0.12529267036944952
ACH-000397,0.011523130763064141
ACH-000401,-0.24126447827771105
