,PIBF1 (10464)
ACH-000004,0.18767478733272752
ACH-000005,-0.010954893827578641
ACH-000007,-0.059572488922894865
ACH-000009,0.013664859614607429
ACH-000011,0.2465662004568992
ACH-000012,0.2444879966975108
ACH-000013,-0.06001048468184976
ACH-000014,0.026397642604705868
ACH-000015,-0.0223246915934952
ACH-000017,-0.06339258743600287
ACH-000018,0.003313767702608714
ACH-000019,0.11371253484869455
ACH-000021,-0.04195972137605769
ACH-000022,0.13565373109450735
ACH-000025,0.04467279444289899
ACH-000028,0.12288043575401995
ACH-000030,0.06125409488554603
ACH-000035,0.07295963329993277
ACH-000036,-0.08564313939942186
ACH-000037,-0.0061459361534226
ACH-000039,0.17614170392028514
ACH-000040,0.04609880266311278
ACH-000041,0.08819173862970499
ACH-000042,-0.07497893436407227
ACH-000045,0.17062100233405886
ACH-000047,-0.07145386020509058
ACH-000052,0.017413208292295902
ACH-000053,0.07573415512630109
ACH-000054,-0.025232277965971196
ACH-000055,0.03683473617365801
ACH-000060,-0.025145347278265076
ACH-000067,-0.05191412429550942
ACH-000070,0.2743091165013057
ACH-000075,-0.22029723656126687
ACH-000078,-0.1942281333058601
ACH-000082,0.09276001603641816
ACH-000085,-0.02168290498905388
ACH-000086,0.008355545634421391
ACH-000087,-0.07507406450258276
ACH-000092,0.06584223925934392
ACH-000095,-0.07896389123088372
ACH-000097,0.017028896809982937
ACH-000098,0.05361779797759346
ACH-000099,-0.2038310108855061
ACH-000108,-0.09696443826878252
ACH-000113,-0.09656120123760577
ACH-000116,-0.017236380165442728
ACH-000118,0.062497581275875826
ACH-000120,0.10794010924682433
ACH-000123,0.11701325919559225
ACH-000127,0.038725369455030564
ACH-000128,0.12596137391461418
ACH-000132,0.0655095437970058
ACH-000133,0.06705387556300538
ACH-000137,0.15988118735096332
ACH-000138,0.08753145782337116
ACH-000142,0.06906155410627901
ACH-000143,0.17679834142854525
ACH-000146,-0.0677350758922032
ACH-000148,0.07633283414552862
ACH-000150,0.1776326295254402
ACH-000152,-0.06919181533449348
ACH-000153,0.06890370010292553
ACH-000159,-0.0922572613929272
ACH-000160,0.18819056153021432
ACH-000163,-0.21240539814961454
ACH-000167,-0.03376777838524713
ACH-000168,0.010802978896063816
ACH-000169,0.13029990473926192
ACH-000178,0.02262295180211088
ACH-000183,0.327861973564603
ACH-000188,0.03271265794713535
ACH-000189,-0.05217397283909104
ACH-000190,-0.4838299179571308
ACH-000198,-0.004546262510489501
ACH-000203,0.5244559112695755
ACH-000204,-0.2502699005023385
ACH-000206,-0.12453858548859074
ACH-000207,-0.09830707532400026
ACH-000208,0.0930162308325162
ACH-000210,-0.2343328575561125
ACH-000211,0.08070650722272524
ACH-000215,0.06237685222194175
ACH-000221,0.2651549093991714
ACH-000222,-0.060711549182055874
ACH-000223,0.0692774957928311
ACH-000226,0.04402757964773536
ACH-000227,0.3777051944359363
ACH-000228,0.08239533673142832
ACH-000231,0.08479302289654443
ACH-000232,-0.10787903592012313
ACH-000233,0.037230968636376385
ACH-000234,0.07338215945148731
ACH-000235,0.02944093863945435
ACH-000237,-0.018014398792069425
ACH-000238,0.16540261738037934
ACH-000242,0.2537835167910665
ACH-000243,0.017818402300949273
ACH-000244,0.1985117412103425
ACH-000246,-0.053923367090232655
ACH-000248,-0.06479435710041043
ACH-000250,-0.0484891145116185
ACH-000251,0.13939644277185936
ACH-000252,0.11630763017654705
ACH-000253,-0.0280595334552315
ACH-000255,0.10723771590751598
ACH-000256,-0.016056942273459603
ACH-000257,0.20271816561814346
ACH-000258,0.07372256344964842
ACH-000259,0.02656834613539043
ACH-000260,0.04657566682593968
ACH-000261,0.054342987043571364
ACH-000262,-0.03344255573378431
ACH-000263,0.0894126668838511
ACH-000264,0.02260714736149364
ACH-000265,0.0238191528689061
ACH-000266,0.02399567449671101
ACH-000272,0.04054874971131478
ACH-000274,-0.023211055081994336
ACH-000277,0.2445942356791384
ACH-000278,0.08719456715971215
ACH-000279,0.17108485694302975
ACH-000280,-0.02511025688957607
ACH-000281,0.013355330603915342
ACH-000288,-0.09102379777468987
ACH-000291,-0.05788757358253024
ACH-000293,0.017425821682413918
ACH-000294,0.1684370585372634
ACH-000295,-0.2466245771062345
ACH-000296,-0.13468544261637327
ACH-000302,-0.14128098745353146
ACH-000304,-0.3020347661975581
ACH-000307,-0.022327724523071173
ACH-000308,0.011106544088017156
ACH-000310,0.07412251185703274
ACH-000311,0.14091138773160564
ACH-000312,0.06223936518997475
ACH-000315,0.21656075115301007
ACH-000316,0.14672248047351796
ACH-000317,0.2559487047114488
ACH-000318,0.024017426521290883
ACH-000319,0.1443595291945748
ACH-000320,0.20727149671135256
ACH-000322,-0.18034703828655368
ACH-000323,-0.033906388444968016
ACH-000324,0.13296053163719293
ACH-000329,0.1175637497779481
ACH-000330,0.16365136974079794
ACH-000331,0.010708353137875238
ACH-000332,0.018210229858916915
ACH-000334,0.06876881875828632
ACH-000335,0.194047838493698
ACH-000336,-0.11788741319379785
ACH-000337,0.09412031663352652
ACH-000338,0.04413850773399367
ACH-000339,0.0060987925303174215
ACH-000341,0.11611630641723335
ACH-000348,0.0023393709485479345
ACH-000350,-0.0060138116077776025
ACH-000352,0.08871638105256288
ACH-000356,0.1083797362548635
ACH-000361,0.05687150363746012
ACH-000362,0.15403597364626415
ACH-000363,-0.004993444489585045
ACH-000364,0.10871660119871912
ACH-000365,0.08364627090032319
ACH-000366,-0.016063422294859322
ACH-000368,0.11141783103333028
ACH-000374,0.016705529398384555
ACH-000375,-0.013312265392896
ACH-000376,0.03897612952631325
ACH-000381,-0.0007022391436193782
ACH-000383,-0.08995680249615448
ACH-000387,0.20838864700779666
ACH-000389,-0.08102273265627283
ACH-000390,0.0073288135711587765
ACH-000393,0.021415469884280357
ACH-000395,0.20991609312141868
ACH-000396,-0.3178523312923285
ACH-000397,0.01922906946374428
ACH-000401,0.04190948719599786
ACH-000402,0.1050220913305483
ACH-000403,-0.13120945927915914
ACH-000404,-0.4112853253213961
ACH-000406,0.08341159161841122
ACH-000407,-0.015009081222258606
ACH-000408,0.005114267367976512
ACH-000410,0.027266956825927408
ACH-000411,-0.01613723312003702
ACH-000414,-0.09680518927267978
ACH-000415,-0.07787355070133016
ACH-000416,-0.053576498880704315
ACH-000420,-0.10615713003103848
ACH-000421,-0.04845475132029303
ACH-000424,0.045059164763155496
ACH-000425,-0.0866906646658355
ACH-000426,0.13811048739146511
