,RPL37A (6168)
ACH-000004,-0.7222427561622086
ACH-000005,-0.9363090268245612
ACH-000007,-1.2686565110894783
ACH-000009,-0.9356137223728992
ACH-000011,-0.7717845927252236
ACH-000012,-0.9309226981371236
ACH-000013,-0.8445813647827628
ACH-000014,-0.8841441113689423
ACH-000015,-0.8711614459357504
ACH-000017,-0.5902039631819039
ACH-000018,-1.3005153627639183
ACH-000019,-0.91878714773152
ACH-000021,-0.9643110699478512
ACH-000022,-0.7528936833178703
ACH-000025,-0.9975693790499641
ACH-000028,-0.9138172032825216
ACH-000030,-0.9684701016438588
ACH-000035,-0.6131755352029696
ACH-000036,-1.087220840136122
ACH-000037,-0.6945796590157698
ACH-000039,-0.7143231974981858
ACH-000040,-1.0263265718175154
ACH-000041,-0.8234307820260495
ACH-000042,-0.9123993951732812
ACH-000045,-0.7470957274595532
ACH-000047,-1.0564493530536196
ACH-000052,-1.0945320613342808
ACH-000053,-0.8723436886668219
ACH-000054,-1.1074434500933978
ACH-000055,-0.9717923618490892
ACH-000060,-0.8616312348616008
ACH-000067,-1.0326600783187456
ACH-000070,-0.986906792821386
ACH-000075,-1.1015089594323293
ACH-000078,-0.8774815126443571
ACH-000082,-1.0185984623432196
ACH-000085,-0.8686941454609718
ACH-000086,-0.9373272060255228
ACH-000087,-0.8368291730595884
ACH-000092,-0.9232148955062648
ACH-000095,-0.9214049220136644
ACH-000097,-1.1021714947694656
ACH-000098,-0.8881902953931653
ACH-000099,-0.6234601491103572
ACH-000108,-0.8748258045266957
ACH-000113,-0.9569298202010544
ACH-000116,-0.890566194373644
ACH-000118,-0.9568635662814902
ACH-000120,-1.0062676691349368
ACH-000123,-0.958346093008254
ACH-000127,-0.9179799075172264
ACH-000128,-0.8803227294027348
ACH-000132,-1.0490912571046318
ACH-000133,-1.0358185707264649
ACH-000137,-0.8704476272221082
ACH-000138,-0.8727668473289398
ACH-000142,-0.6638776104045457
ACH-000143,-0.8343978068639581
ACH-000146,-0.9847499260541129
ACH-000148,-0.9708013683634495
ACH-000150,-0.7541966060679502
ACH-000152,-1.0970830130936908
ACH-000153,-0.8628463657983125
ACH-000159,-0.9882105124098848
ACH-000160,-1.000491752886739
ACH-000163,-1.1724126216297672
ACH-000167,-0.40284561799564417
ACH-000168,-0.861655954836958
ACH-000169,-0.8393147797133494
ACH-000178,-0.9695939238041368
ACH-000183,-0.9411398156844673
ACH-000188,-1.0198240315643208
ACH-000189,-1.2700166018436505
ACH-000190,-0.6339974830648826
ACH-000198,-0.9964287490025392
ACH-000203,-0.9556625181009292
ACH-000204,-1.0858217532123706
ACH-000206,-0.7275870124549403
ACH-000207,-0.9430736392345624
ACH-000208,-0.7907402284438693
ACH-000210,-1.0172265471094692
ACH-000211,-1.137126330640487
ACH-000215,-0.9126194279604536
ACH-000221,-0.9843186941350266
ACH-000222,-1.239721899814658
ACH-000223,-0.6178519889751837
ACH-000226,-0.901490648072574
ACH-000227,-1.0670722893850697
ACH-000228,-0.7594755073137172
ACH-000231,-1.1694473672210906
ACH-000232,-0.9056872409373028
ACH-000233,-0.8648598830222711
ACH-000234,-1.0252952967970004
ACH-000235,-0.8470455319496452
ACH-000237,-0.9589821869470992
ACH-000238,-0.7403215905178426
ACH-000242,-1.0682349950438923
ACH-000243,-0.7674984143942906
ACH-000244,-0.8109667779325391
ACH-000246,-0.7750711167235105
ACH-000248,-0.9727284530531624
ACH-000250,-1.106833707278549
ACH-000251,-0.9631916363344704
ACH-000252,-0.9316508176612605
ACH-000253,-0.9926839524472744
ACH-000255,-0.8944622855249295
ACH-000256,-0.8201258099910792
ACH-000257,-0.8625846629368938
ACH-000258,-1.1347938149109742
ACH-000259,-0.8711318060907456
ACH-000260,-0.6750374179838615
ACH-000261,-0.849989692559558
ACH-000262,-0.5618192649451038
ACH-000263,-0.7743163395647441
ACH-000264,-0.8482039327529926
ACH-000265,-0.8284175666589568
ACH-000266,-0.9942620618388288
ACH-000272,-1.1069706378435558
ACH-000274,-0.985919761366776
ACH-000277,-0.5128770855541193
ACH-000278,-0.8521257401546231
ACH-000279,-0.5380561330412742
ACH-000280,-1.0854089171283996
ACH-000281,-0.9061719394936852
ACH-000288,-1.050690366961598
ACH-000291,-1.1908072546238535
ACH-000293,-0.8569714310100154
ACH-000294,-0.7211513745509049
ACH-000295,-1.07880662242779
ACH-000296,-0.816519363483841
ACH-000302,-0.8128632779150193
ACH-000304,-0.7697870515198716
ACH-000307,-0.8757435492726436
ACH-000308,-1.0802278959334228
ACH-000310,-1.043657698983125
ACH-000311,-0.9239396395484756
ACH-000312,-0.9313175784901252
ACH-000315,-0.5518943144661103
ACH-000316,-1.0409117883729355
ACH-000317,-0.5497590458011444
ACH-000318,-0.8470679706236731
ACH-000319,-0.9080701321560448
ACH-000320,-0.9446600669696406
ACH-000322,-0.9209027512743796
ACH-000323,-0.8578650127437487
ACH-000324,-1.0138043290713832
ACH-000329,-1.271116556600691
ACH-000330,-0.805027828550525
ACH-000331,-0.7424684262501446
ACH-000332,-0.9552833068359744
ACH-000334,-0.8787918239145001
ACH-000335,-1.0037323693544198
ACH-000336,-0.8412560443138608
ACH-000337,-0.8304225639326598
ACH-000338,-1.2936552447020115
ACH-000339,-0.8407742745017895
ACH-000341,-1.157655376817266
ACH-000348,-0.8543837580485861
ACH-000350,-0.7846354123803343
ACH-000352,-0.8486835363305478
ACH-000356,-0.6517787369411858
ACH-000361,-0.8330983445746242
ACH-000362,-0.8963317584162119
ACH-000363,-0.8505625341160857
ACH-000364,-0.951111590806138
ACH-000365,-0.8875779307462096
ACH-000366,-0.8975842695307831
ACH-000368,-1.13364664618783
ACH-000374,-0.6960326684920979
ACH-000375,-0.7610464971212162
ACH-000376,-0.9601292665368852
ACH-000381,-0.7198512495616171
ACH-000383,-1.0015745714037312
ACH-000387,-0.8121329292198957
ACH-000389,-1.2802347962302767
ACH-000390,-0.8627750273105991
ACH-000393,-0.9299035613443816
ACH-000395,-0.8182908570179028
ACH-000396,-0.9252053964040956
ACH-000397,-0.8654085879454027
ACH-000401,-0.7403851227002494
ACH-000402,-0.935834962309498
ACH-000403,-0.9910852807423964
ACH-000404,-1.080891159786478
ACH-000406,-0.9303688226924092
ACH-000407,-1.2167957113097745
ACH-000408,-0.7285380155383258
ACH-000410,-0.8836938441994253
ACH-000411,-0.9526546736405994
ACH-000414,-0.8517828932203686
ACH-000415,-0.9024927467453514
ACH-000416,-0.9606638194763524
ACH-000420,-0.8056224588154433
ACH-000421,-0.8796833521283494
ACH-000424,-0.9758697696646612
ACH-000425,-0.5421528097368683
ACH-000426,-0.7412576443534721
ACH-000427,-0.8464895681309692
ACH-000433,-0.9573938048602288
ACH-000435,-0.6007096153127932
ACH-000436,-1.156929123985475
ACH-000444,-1.0619922322668705
ACH-000445,-1.0065368441509537
ACH-000448,-1.0418769082860178
ACH-000450,-0.8681613673456077
ACH-000452,-0.8943471838423627
ACH-000454,-0.6796133085928793
ACH-000458,-1.0683496005671351
ACH-000459,-0.7037840248917835
ACH-000460,-0.8590836480961349
ACH-000461,-0.7918164847656763
ACH-000463,-0.9502474766643341
ACH-000464,-0.6696691220329974
ACH-000466,-0.7775625647839312
ACH-000467,-1.0483091262038349
ACH-000468,-0.9857495900163455
ACH-000469,-1.1551608297856684
ACH-000470,-0.8070102842311825
ACH-000471,-1.0011310474029504
ACH-000472,-0.873263022508736
ACH-000473,-0.940019538986682
ACH-000475,-0.9927138268377268
ACH-000476,-0.951410377777976
ACH-000477,-0.666352106181103
ACH-000479,-1.1584650058693993
ACH-000480,-1.0493970342723034
ACH-000481,-0.7264298025579129
ACH-000483,-0.7185063204056891
ACH-000484,-0.8066124359730347
ACH-000485,-1.0919375386331545
ACH-000486,-0.8579069994380175
ACH-000487,-0.8218677125262719
ACH-000488,-0.9164825626659592
ACH-000490,-1.124067016691905
ACH-000491,-0.9557835007689754
ACH-000495,-1.0316880997741846
ACH-000496,-0.820605165557552
ACH-000499,-0.9423668411707125
ACH-000500,-0.2749618847311052
