,EML3 (256364)
ACH-000004,-0.05750981986107631
ACH-000005,-0.21301567738765986
ACH-000007,0.10822804035738576
ACH-000009,-0.0173988281208521
ACH-000011,0.0051833795494755095
ACH-000012,-0.05978377025450439
ACH-000013,-0.02724022939558293
ACH-000014,-0.09034207360643826
ACH-000015,0.08510142971674813
ACH-000017,0.07839846941826217
ACH-000018,0.03407217732673645
ACH-000019,-0.046877672376617364
ACH-000021,-0.11874413586327408
ACH-000022,0.05619462805376094
ACH-000025,-0.15649160943479487
ACH-000028,-0.12394203474722736
ACH-000030,0.0248607864702344
ACH-000035,-0.01203820208868703
ACH-000036,-0.10446069303593508
ACH-000037,-0.01628220853126624
ACH-000039,-0.11464434604090057
ACH-000040,-0.1100384439466082
ACH-000041,0.08997434742044558
ACH-000042,-0.2101656406569121
ACH-000045,0.038316770961094884
ACH-000047,-0.08685588177851501
ACH-000052,-0.16936237273514024
ACH-000053,-0.04754073049888667
ACH-000054,-0.06474543195874216
ACH-000055,-0.11624640530857334
ACH-000060,-0.1956965010010519
ACH-000067,0.10969619286517356
ACH-000070,0.12050128578264108
ACH-000075,0.21698704167012786
ACH-000078,0.011448092171678585
ACH-000082,-0.19891182381474426
ACH-000085,-0.009074898790969026
ACH-000086,-0.018340308072796
ACH-000087,-0.2394425106884873
ACH-000092,-0.06496742309296306
ACH-000095,-0.10002522889118924
ACH-000097,-0.00441898118431267
ACH-000098,-0.08404317151422047
ACH-000099,0.06154137679253565
ACH-000108,-0.04379232226833733
ACH-000113,0.002932239553372811
ACH-000116,-0.10366401845977324
ACH-000118,-0.029187602920301512
ACH-000120,-0.07679473908509643
ACH-000123,-0.009980436104076128
ACH-000127,-0.05535218294822677
ACH-000128,-0.04259847900902919
ACH-000132,-0.17749956051355556
ACH-000133,-0.042399918463933435
ACH-000137,0.04915310643335892
ACH-000138,-0.037144301667712605
ACH-000142,-0.010863622153523666
ACH-000143,0.021435325721282456
ACH-000146,-0.004452257341837478
ACH-000148,0.046420550875985817
ACH-000150,-0.21365205425114908
ACH-000152,0.04136303347786235
ACH-000153,-0.06627957898603178
ACH-000159,0.07877625889738818
ACH-000160,0.04230665498410991
ACH-000163,-0.1911378428538965
ACH-000167,-0.07942845854021496
ACH-000168,-0.17290195620019724
ACH-000169,-0.059536267169658326
ACH-000178,-0.018059238554498282
ACH-000183,0.07233783186837185
ACH-000188,-0.18061620360571304
ACH-000189,-0.14246503250683928
ACH-000190,0.12832448087290854
ACH-000198,-0.07866513843701907
ACH-000203,0.12263449695169652
ACH-000204,-0.10796157489421322
ACH-000206,0.06384450004093398
ACH-000207,-0.04330150272438717
ACH-000208,-0.19716961804068192
ACH-000210,-0.06332439972168946
ACH-000211,-0.09660155733638187
ACH-000215,-0.021604371966779574
ACH-000221,-0.05556500451523818
ACH-000222,0.0987047317939366
ACH-000223,-0.07895114519365007
ACH-000226,-0.11579640457205576
ACH-000227,-0.019982576682523203
ACH-000228,-0.2489415197177085
ACH-000231,0.04486263412614179
ACH-000232,-0.1318291385854081
ACH-000233,0.05186645984191867
ACH-000234,0.02662522528178848
ACH-000235,-0.17251003351209698
ACH-000237,-0.007945076697499321
ACH-000238,0.03872801961598705
ACH-000242,0.5373283959296857
ACH-000243,-0.1082260795450576
ACH-000244,-0.2681499367246779
ACH-000246,0.02184607501743252
ACH-000248,0.09118332598204278
ACH-000250,-0.1811496199731057
ACH-000251,0.034813872546581914
ACH-000252,0.011864481071581641
ACH-000253,0.036285181049127216
ACH-000255,-0.004918674550394748
ACH-000256,-0.28061131466912914
ACH-000257,0.0891352663486029
