,DTX4 (23220)
ACH-000004,0.04071950986068111
ACH-000005,-0.047867860637977724
ACH-000007,0.0743588287310226
ACH-000009,0.11328311358701935
ACH-000011,0.07411531497098017
ACH-000012,0.05099768337257237
ACH-000013,0.08633422672695902
ACH-000014,0.16138862371894078
ACH-000015,0.09061673812750687
ACH-000017,-0.14504187587895667
ACH-000018,0.08788540250878152
ACH-000019,0.24667496806679085
ACH-000021,-0.06935342100188191
ACH-000022,-0.01981687611802061
ACH-000025,-0.011330387008294506
ACH-000028,0.051738076862747465
ACH-000030,0.015181488409784854
ACH-000035,0.024271494687072237
ACH-000036,0.05603695627598634
ACH-000037,-0.19923913203214808
ACH-000039,0.09209832725842468
ACH-000040,-0.02437687527610712
ACH-000041,0.200890421619918
ACH-000042,0.018954999697615882
ACH-000045,-0.017487638309422945
ACH-000047,0.04980446656562569
ACH-000052,0.0786405724432637
ACH-000053,-0.08327385257372495
ACH-000054,0.015304106262979431
ACH-000055,0.014511766546998576
ACH-000060,-0.0381695982894124
ACH-000067,0.036087651097463834
ACH-000070,0.002843791877619935
ACH-000075,-0.2491592303674146
ACH-000078,0.1306677174044758
ACH-000082,-0.1630682873246653
ACH-000085,-0.08610639390455224
ACH-000086,-0.038221658853319
ACH-000087,0.03227245177920166
ACH-000092,-0.023509212386887413
ACH-000095,-0.03076435498667952
ACH-000097,-0.008588797020141233
ACH-000098,-0.08984274319562363
ACH-000099,-0.015290565544230156
ACH-000108,0.035965328951103326
ACH-000113,0.037333170833741484
ACH-000116,-0.005711305924284284
ACH-000118,-0.0997397724587537
ACH-000120,0.14119455827195562
ACH-000123,0.01789792876860589
ACH-000127,0.017855090280448682
ACH-000128,0.06706625536988706
ACH-000132,-0.025888029747273132
ACH-000133,0.003470957771999736
ACH-000137,-0.08193197207718794
ACH-000138,-0.11922047196582805
ACH-000142,-0.16210921671835124
ACH-000143,0.05674476237920914
ACH-000146,0.002489865176182177
ACH-000148,0.0581599298002104
ACH-000150,0.0386464254921683
ACH-000152,0.08083450006271828
ACH-000153,0.13431315497715735
ACH-000159,0.06189285080941916
ACH-000160,0.0070767023292594424
ACH-000163,0.034404722745169536
ACH-000167,-0.16212354024571354
ACH-000168,-0.00811181213443131
ACH-000169,0.06260664879296032
ACH-000178,-0.0077777179885692846
ACH-000183,0.06621098066266043
ACH-000188,-0.1410999811856533
ACH-000189,-0.04973616686175991
ACH-000190,0.07709156155959558
ACH-000198,-0.07320256573233358
ACH-000203,0.024527384914558917
ACH-000204,-0.06253722470035157
ACH-000206,0.29292538180889904
ACH-000207,-0.06892373109159025
ACH-000208,0.007445743723210956
ACH-000210,-0.21201052671076467
ACH-000211,-0.032583172604505675
ACH-000215,-0.03219832572518444
ACH-000221,-0.07487635093517693
ACH-000222,-0.10343104399511728
ACH-000223,-0.09082890969759803
ACH-000226,-0.09376261138308016
ACH-000227,0.0040471490782572036
ACH-000228,0.08110175227206302
ACH-000231,-0.035829407835743995
ACH-000232,0.000643306694554482
ACH-000233,0.06331366930025396
ACH-000234,0.06868424472048883
ACH-000235,0.025747449941079126
ACH-000237,0.0218924794900636
ACH-000238,0.10647065395865232
ACH-000242,-0.07625845143878801
ACH-000243,0.05849392133385348
ACH-000244,-0.17792858491246288
ACH-000246,-0.005842559538315304
ACH-000248,-0.05081376420989779
ACH-000250,0.02258299994717746
ACH-000251,-0.0943443145958588
ACH-000252,0.057408573622281
ACH-000253,-0.06124820733334543
ACH-000255,0.02863951823523062
ACH-000256,-0.3270143823238558
ACH-000257,0.08637304856538976
ACH-000258,0.04186312363542813
ACH-000259,0.09231794526995107
ACH-000260,-0.01356742593704479
ACH-000261,0.00560041030751451
ACH-000262,0.03514478686539761
ACH-000263,0.18818805841620587
ACH-000264,0.08230907922856577
ACH-000265,-0.08054617255586596
ACH-000266,-0.006980303686946841
ACH-000272,0.0007065454530496356
ACH-000274,0.10076369347169747
ACH-000277,-0.07177205646573312
ACH-000278,0.13090794384095172
ACH-000279,-0.12942682872102196
ACH-000280,0.11053234021255766
ACH-000281,0.039786825288578014
ACH-000288,0.00039216575092235667
ACH-000291,0.07700125634146711
ACH-000293,-0.0205279849319087
ACH-000294,-0.08652038901103022
ACH-000295,-0.09535835746980464
ACH-000296,0.1168738579788774
ACH-000302,0.10576154917653888
ACH-000304,0.2404520112678905
ACH-000307,-0.018527129811897664
ACH-000308,-0.04533781829132129
ACH-000310,0.0999040346566354
ACH-000311,0.05931417438299074
ACH-000312,0.10159567835123014
ACH-000315,0.12700636385109193
