,PBLD (64081)
ACH-000542,-0.17683552871953448
ACH-000544,-0.1982547717673612
ACH-000545,-0.31933456749289163
ACH-000547,-0.24087101110978965
ACH-000548,-0.16795188642354852
ACH-000549,-0.20641413497183875
ACH-000550,-0.250227001349787
ACH-000552,-0.19916737811428012
ACH-000556,-0.33359936650523303
ACH-000557,-0.08839476240942756
ACH-000569,-0.696847752202909
ACH-000570,-0.2397050777903384
ACH-000571,-0.18787855622661556
ACH-000573,-0.10712187133976173
ACH-000576,-0.21025305032395844
ACH-000579,-0.052838611166689815
ACH-000580,-0.11940845290901428
ACH-000584,-0.059871017527200615
ACH-000585,-0.2015643435599934
ACH-000588,-0.1731713341481538
ACH-000589,-0.14193150325129367
ACH-000591,-0.3896647180237741
ACH-000593,-0.24483133227998116
ACH-000600,-0.18539133772397864
ACH-000601,-0.09117902034532137
ACH-000605,-0.05420372425051873
ACH-000606,-0.2506406423842093
ACH-000608,-0.21649177356275665
ACH-000614,-0.06314061014732776
ACH-000616,-0.2858797689565885
ACH-000618,-0.34342809643084626
ACH-000619,-0.32718427588176185
ACH-000620,-0.10878286018857253
ACH-000621,-0.13266678486831826
ACH-000622,-0.2639709966729923
ACH-000623,-0.252161206258723
ACH-000624,-0.14680420968867347
ACH-000627,-0.2548650885727132
ACH-000630,-0.4592770839212391
ACH-000631,-0.4151623867575128
ACH-000632,-0.1432196348024236
ACH-000633,-0.12490681428526106
ACH-000637,-0.0950185289065261
ACH-000638,-0.24311497018975
ACH-000646,-0.14442848990635462
ACH-000647,-0.2557615871687547
ACH-000648,-0.14785014936893864
ACH-000649,-0.27913605349539744
ACH-000651,-0.16572258597515807
ACH-000652,-0.2129809477819568
ACH-000653,-0.04949391429350457
ACH-000657,-0.18253436629133746
ACH-000658,-0.09921464009105847
ACH-000661,-0.11387851002180815
ACH-000662,0.026791153711479658
ACH-000663,-0.10911339812620817
ACH-000665,-0.27108543175896105
ACH-000671,-0.1670001534324763
ACH-000672,-0.3223236629228972
ACH-000673,-0.1967371746301668
ACH-000676,-0.2254311414000505
ACH-000677,-0.24551635800197705
ACH-000681,0.10758438589864286
ACH-000683,-0.14526797587395854
ACH-000684,-0.2657191558917087
ACH-000688,-0.2718046676212297
ACH-000693,-0.29141771744139594
ACH-000694,-0.1871788733984356
ACH-000695,-0.17357298272565505
ACH-000696,-0.11553690327829075
ACH-000697,-0.4581753500226589
ACH-000699,-0.18473027622267807
ACH-000701,-0.26255142998589664
ACH-000706,-0.3194821645332561
ACH-000711,-0.2685505808362882
ACH-000713,-0.14740198447407596
ACH-000714,-0.25831505106088365
ACH-000718,-0.16112250670557812
ACH-000720,-0.24239289297077554
ACH-000721,-0.16532192973700713
ACH-000724,-0.08655116085692714
ACH-000725,-0.1573520056012615
ACH-000732,-0.3923310899214123
ACH-000734,-0.14196899580697134
ACH-000735,-0.2567416826748798
ACH-000736,-0.4108979757245764
ACH-000738,-0.21890613574816298
ACH-000746,-0.12538134523247685
ACH-000747,-0.3528296049444293
ACH-000748,-0.247185762279498
ACH-000753,-0.19064372886787748
ACH-000756,-0.11941123054105016
ACH-000757,-0.09421849474261523
ACH-000758,-0.3138043349727777
ACH-000760,-0.1104418729985452
ACH-000762,-0.2789755487926401
ACH-000763,0.031936767147419866
ACH-000764,0.010037032628211122
ACH-000765,-0.1517240089183735
ACH-000766,-0.22933426113636016
ACH-000767,-0.21750062905101805
ACH-000768,-0.24148579426163305
ACH-000769,-0.12469060869240588
ACH-000770,-0.2223017058398677
ACH-000771,-0.10074932919036957
ACH-000773,-0.2961636167224497
ACH-000776,-0.19186684549213107
ACH-000777,-0.1654141517870765
ACH-000778,-0.1860707644872439
ACH-000781,-0.1521877964109185
ACH-000782,-0.2577978258166808
ACH-000783,-0.14588861941476572
ACH-000784,-0.1412454354939299
ACH-000785,-0.14288765755020896
ACH-000787,-0.15283819199726145
ACH-000788,-0.18638510596545854
ACH-000791,-0.1847865612643282
ACH-000792,-0.0985059830274481
ACH-000794,-0.188293919275177
ACH-000796,-0.2617458300350878
ACH-000798,-0.33849151420461604
ACH-000799,-0.3081774974206673
ACH-000800,-0.09903472582304314
ACH-000802,-0.08047321166257153
ACH-000804,-0.07708711331317776
ACH-000805,-0.2704279145269323
ACH-000809,-0.15497364626749474
ACH-000810,-0.2334480299943154
ACH-000811,-0.25857686153151344
ACH-000817,-0.35988214349888936
ACH-000819,-0.223515591361128
ACH-000820,-0.14975970405800618
ACH-000821,-0.4711764220850009
ACH-000822,-0.2334011777944395
ACH-000823,-0.033978557521739124
ACH-000824,-0.23262813627255385
ACH-000827,-0.14435311083104113
ACH-000829,-0.30086451802436737
ACH-000831,-0.24670153947904186
ACH-000832,-0.26792644253969616
ACH-000833,-0.4262427365747517
ACH-000834,-0.16614141351893072
ACH-000835,-0.22466973845802
ACH-000836,-0.2277927988116397
ACH-000837,-0.2711300113466659
ACH-000838,-0.2353849305065939
ACH-000839,-0.2535158591262765
ACH-000840,-0.11081050169434813
ACH-000841,-0.08406378815294725
ACH-000843,-0.15835670740860394
ACH-000846,-0.004648123045188496
ACH-000847,-0.3398962298278699
ACH-000848,-0.3025322586890658
ACH-000849,-0.21098107885636253
ACH-000851,-0.14343394841598986
ACH-000855,-0.16218058492871418
ACH-000856,-0.13429135995385835
ACH-000858,-0.2435373445948565
ACH-000859,-0.4605995485734414
ACH-000861,-0.2987153814482366
ACH-000862,-0.2276623041880554
ACH-000865,-0.2554026559049176
ACH-000866,-0.1929975960240887
ACH-000867,-0.1466714938177523
ACH-000869,-0.1894586242506425
ACH-000872,-0.14735380310258067
ACH-000873,-0.35175977788927537
ACH-000876,-0.161911897226604
ACH-000878,-0.2334628293924147
ACH-000880,-0.2575098723428143
ACH-000881,-0.207573333236738
ACH-000882,-0.13946758798313022
ACH-000884,-0.19551545056914946
ACH-000885,-0.08640212103678974
ACH-000887,-0.1759370824311237
ACH-000889,-0.1829389471272425
ACH-000896,-0.31529942532715743
ACH-000898,-0.26028029615329595
ACH-000900,-0.06076991786489215
ACH-000901,-0.1960021741697836
ACH-000905,-0.2676228765424568
ACH-000906,-0.05754254341615845
ACH-000907,-0.3345411378563439
ACH-000910,-0.10183851324231652
ACH-000911,-0.21711324061670226
ACH-000912,-0.1139799672804153
ACH-000913,-0.22410863797490926
ACH-000915,-0.2472882056284111
ACH-000916,-0.4430272802559824
ACH-000917,-0.030116397985995736
ACH-000920,-0.22404932727341487
ACH-000921,-0.2643242868651504
ACH-000924,-0.19531384602989352
ACH-000926,-0.1341602594492242
ACH-000928,-0.19160559959987689
ACH-000929,-0.1937676861256
ACH-000932,-0.1989165672255993
ACH-000935,-0.4450872380916722
ACH-000936,-0.3806334407643824
ACH-000937,-0.15937243611320512
ACH-000938,0.019489040627981864
ACH-000939,-0.2559420185351161
ACH-000941,-0.056928854346527176
ACH-000943,-0.18621979650782156
ACH-000946,-0.12361681592548615
ACH-000947,-0.19991637518760866
ACH-000948,-0.06792440592595554
ACH-000950,-0.22778077399221194
ACH-000953,-0.11137694190532206
ACH-000954,-0.5078006532198748
ACH-000957,-0.21873186849719398
ACH-000958,-0.1122565528721242
ACH-000960,-0.2027997584288961
ACH-000963,-0.09323990960102473
ACH-000968,-0.25028533783105145
ACH-000969,-0.4553291656415717
ACH-000972,-0.4931516531254821
ACH-000973,-0.3064690346627943
ACH-000974,-0.21192875188707389
ACH-000978,-0.25892826163476457
ACH-000984,-0.2015442675271348
ACH-000986,-0.1558856892770139
ACH-000988,-0.2522178252555691
ACH-000993,-0.2200756792622422
ACH-000994,-0.3507958380764205
ACH-000996,-0.27259533055465435
ACH-001001,-0.14170415584069074
ACH-001020,-0.2068580834735413
ACH-001028,-0.2462825122197037
ACH-001031,-0.203446053234584
ACH-001038,-0.215285081626194
ACH-001048,-0.3333753637527499
ACH-001050,-0.18733293044910826
ACH-001053,-0.35645494871843725
ACH-001054,-0.18956042721286928
ACH-001061,-0.2250871154963404
ACH-001067,-0.09332470387206436
ACH-001075,-0.2447775205737647
ACH-001096,-0.21128588450311064
ACH-001111,-0.3026003145260244
ACH-001119,-0.16739329616282286
ACH-001128,-0.1716760243599167
ACH-001134,-0.2457383259150645
ACH-001151,-0.19103972388952808
ACH-001163,-0.2790841729856645
ACH-001164,-0.18791200794167787
ACH-001183,-0.07978505763859757
ACH-001192,-0.4001353203199273
ACH-001193,-0.04290663228071538
ACH-001196,-0.3974963735359697
ACH-001197,-0.15938707486236778
ACH-001205,-0.2935675539886873
ACH-001211,-0.39161025624801693
ACH-001212,-0.30582046422675546
ACH-001228,-0.08150096759055718
ACH-001232,-0.3714554122878861
ACH-001239,-0.1377390883970014
ACH-001270,-0.4463910955065221
ACH-001274,-0.2294179561684742
ACH-001275,-0.18398290112680224
ACH-001277,-0.0489822258373729
ACH-001278,-0.18795785476853366
ACH-001280,-0.2503012461744943
ACH-001283,-0.11713644283112196
ACH-001289,-0.1440746325805433
ACH-001300,-0.2338255953297148
ACH-001301,-0.08771319582145175
ACH-001302,-0.28137615336429656
ACH-001306,-0.3181011822083037
ACH-001318,-0.21015730277278566
ACH-001322,-0.14525915856086788
ACH-001328,-0.335722621321359
ACH-001332,-0.004061869529384933
ACH-001336,-0.15021651647019185
ACH-001346,-0.3284968932102101
ACH-001353,-0.1586080017428663
ACH-001354,-0.048280544014043816
ACH-001367,-0.03674497034352702
ACH-001368,-0.16062197780230328
ACH-001374,-0.3689966080216039
ACH-001377,-0.14529060172632358
ACH-001380,-0.1339370689572421
ACH-001391,-0.1690408735038027
ACH-001408,-0.05598163960082039
ACH-001430,-0.1680877828295675
ACH-001431,-0.19419453093500397
ACH-001450,-0.1781369621033828
ACH-001496,-0.3334269243466741
ACH-001500,-0.1420858027683682
ACH-001523,-0.2639780274152302
ACH-001532,-0.14187677534582255
ACH-001550,-0.19762436335029798
ACH-001552,-0.06962957723794096
ACH-001554,-0.2463797790439962
ACH-001654,-0.19229123087342664
ACH-001735,-0.17413650043455253
ACH-001736,-0.06960332312880067
ACH-001737,-0.19203516364720172
ACH-001740,-0.16273710676932476
ACH-001745,-0.1901137385146559
ACH-001765,-0.14556007747834174
