,GINS2 (51659)
ACH-000004,-1.6120505742410838
ACH-000005,-2.0753885533239127
ACH-000007,-1.3406410850450106
ACH-000009,-1.4716250565454367
ACH-000011,-1.4306490281504265
ACH-000012,-1.4727164220761069
ACH-000013,-1.5798175056003336
ACH-000014,-1.6935950709783938
ACH-000015,-1.4663132571897777
ACH-000017,-1.412254322287935
ACH-000018,-1.2708121507573509
ACH-000019,-1.3876685286205246
ACH-000021,-1.5523997583340048
ACH-000022,-1.5700023678132102
ACH-000025,-1.2541748363155245
ACH-000028,-1.318943125835899
ACH-000030,-1.5980701773093793
ACH-000035,-1.4922627740379533
ACH-000036,-1.272977026151742
ACH-000037,-0.6064590732920278
ACH-000039,-1.5870936498273218
ACH-000040,-1.4593536041337252
ACH-000041,-1.4644609391682486
ACH-000042,-1.45515405180873
ACH-000045,-1.5824393830319528
ACH-000047,-1.416497257367514
ACH-000052,-1.338649365436931
ACH-000053,-1.406853429791696
ACH-000054,-1.5070655067404717
ACH-000055,-1.5004492473592672
ACH-000060,-1.4070591138954898
ACH-000067,-1.5271026386388176
ACH-000070,-1.2061511174489343
ACH-000075,-1.331471032688742
ACH-000078,-1.5237794990433715
ACH-000082,-1.4524341733880672
ACH-000085,-1.420088234800727
ACH-000086,-1.3449806747883908
ACH-000087,-1.3843816789200971
ACH-000092,-1.5662799973822596
ACH-000095,-1.5584010206340932
ACH-000097,-1.4206993238274943
ACH-000098,-1.6279445050382326
ACH-000099,-1.40992588246169
ACH-000108,-1.3648781700727537
ACH-000113,-1.296531277091744
ACH-000116,-1.4160406045426923
ACH-000118,-1.3282663931345815
ACH-000120,-1.6402328586113724
ACH-000123,-1.334773194174819
ACH-000127,-1.3732536178397328
ACH-000128,-1.4446446718052872
ACH-000132,-1.4862344963244285
ACH-000133,-1.3608629731989204
ACH-000137,-1.7580838733555035
ACH-000138,-1.5084961389856844
ACH-000142,-1.2867098198685842
ACH-000143,-1.5331173718614477
ACH-000146,-1.7359795623081735
ACH-000148,-1.5970857264469829
ACH-000150,-1.4832370808911612
ACH-000152,-1.5147103342937485
ACH-000153,-1.7346013743732915
ACH-000159,-1.18363105668336
ACH-000160,-1.5494319294049363
ACH-000163,-1.6800011528039351
ACH-000167,-2.6847222550958256
ACH-000168,-1.5242244463881318
ACH-000169,-1.6260965574545516
ACH-000178,-1.4727060638880378
ACH-000183,-1.5781577363324375
ACH-000188,-1.4538270442007388
ACH-000189,-1.5443850498202378
ACH-000190,-1.4031801712382783
ACH-000198,-1.4563192951441242
ACH-000203,-1.5878838384176206
ACH-000204,-1.6513929782432504
ACH-000206,-1.8407042687947757
ACH-000207,-1.6236394185559797
ACH-000208,-1.420522837633745
ACH-000210,-1.3886440819935064
ACH-000211,-1.4107322383164498
ACH-000215,-1.5693280473876454
ACH-000221,-1.7024357461012158
ACH-000222,-1.4049733292917062
ACH-000223,-1.3697286897947902
ACH-000226,-1.3014508021701532
ACH-000227,-1.4416214246867014
ACH-000228,-1.4774481210956605
ACH-000231,-1.4703220411963116
ACH-000232,-1.6675403775890312
ACH-000233,-1.5055540650360382
ACH-000234,-1.1456865411962762
ACH-000235,-1.4391122711300068
ACH-000237,-1.4336515835378132
ACH-000238,-1.4625138207343102
ACH-000242,-1.2672463995809842
ACH-000243,-1.4305389199965943
ACH-000244,-1.5213651870170017
ACH-000246,-1.3547883784497752
ACH-000248,-1.3386735159840388
ACH-000250,-1.353385336201424
ACH-000251,-1.3240349670562146
ACH-000252,-1.5120317724911732
ACH-000253,-1.3496935344092813
ACH-000255,-1.4885976801431804
ACH-000256,-1.5663113665140374
ACH-000257,-1.3005865335133513
ACH-000258,-1.7338822286573738
ACH-000259,-1.6232748040862943
ACH-000260,-1.5317519857036823
ACH-000261,-1.5663128658963807
ACH-000262,-1.592154570364407
ACH-000263,-1.3789376470331351
ACH-000264,-1.541669842760229
ACH-000265,-1.3805402246962801
ACH-000266,-1.542779450780651
ACH-000272,-1.3983836250676247
ACH-000274,-1.4656188033957616
ACH-000277,-1.4139972359322297
ACH-000278,-1.4650287002200082
ACH-000279,-1.6038674878703532
ACH-000280,-1.5216756453504294
ACH-000281,-1.33743822190275
ACH-000288,-1.5694047202422476
ACH-000291,-1.5957202796845784
ACH-000293,-1.6106394133361432
ACH-000294,-1.8492267644434288
ACH-000295,-1.6323463030986132
ACH-000296,-1.7476101786655536
ACH-000302,-1.5419957196771186
ACH-000304,-1.7616947060903492
ACH-000307,-1.4170501540150875
ACH-000308,-1.7232582089699158
ACH-000310,-1.637212687566307
ACH-000311,-1.5480109331587444
ACH-000312,-1.4105156295939234
ACH-000315,-1.3216194264685135
ACH-000316,-1.7436791734102324
ACH-000317,-1.5944861768405842
ACH-000318,-1.6064605361923123
ACH-000319,-1.5244852448927615
ACH-000320,-1.6514886745178052
ACH-000322,-1.3579270907283283
ACH-000323,-1.6227496420787175
ACH-000324,-1.4541059998979329
ACH-000329,-1.663043814640108
ACH-000330,-1.5911022750668355
ACH-000331,-1.3625909382714114
ACH-000332,-1.4829387793359958
ACH-000334,-1.7692557679386212
ACH-000335,-1.506246332920816
ACH-000336,-1.7265818576014555
ACH-000337,-1.573227759785579
ACH-000338,-1.4217122206510349
ACH-000339,-1.5190377775089874
ACH-000341,-1.1587472512466763
ACH-000348,-1.5623004168308994
ACH-000350,-1.4624740109794565
ACH-000352,-1.426240526306065
ACH-000356,-1.623057786705797
ACH-000361,-1.4837568303946789
ACH-000362,-1.6130119024045033
ACH-000363,-1.6454130919173022
ACH-000364,-1.526703523048098
ACH-000365,-1.6973457805140901
ACH-000366,-1.482309617245084
ACH-000368,-1.6072589218604016
ACH-000374,-1.5412077009203529
ACH-000375,-1.4319597747174768
ACH-000376,-1.53561621590523
ACH-000381,-1.3827275808264703
ACH-000383,-1.62476281295832
ACH-000387,-1.8978721036079536
ACH-000389,-1.5606422901698351
ACH-000390,-1.5132993651099065
ACH-000393,-1.594821504746934
ACH-000395,-1.2752085353158498
ACH-000396,-1.5022330327586109
ACH-000397,-1.4023171507813892
ACH-000401,-1.276823284006163
ACH-000402,-1.81940038905593
ACH-000403,-1.4877703089717174
ACH-000404,-1.4594047537165344
ACH-000406,-1.808249165940583
ACH-000407,-1.5794584028882468
ACH-000408,-1.4870887610743009
ACH-000410,-1.3891768797034674
ACH-000411,-1.514336644500592
ACH-000414,-1.5992835406836183
ACH-000415,-1.5133322966065288
ACH-000416,-1.486899744413203
ACH-000420,-1.386626993406826
ACH-000421,-1.4041473553081427
ACH-000424,-1.2891727738600751
ACH-000425,-1.5062217070511836
ACH-000426,-1.8384675807017985
ACH-000427,-1.426868320227494
ACH-000433,-1.2558374554474976
ACH-000435,-1.4264901708969306
ACH-000436,-1.5495237729242075
ACH-000444,-1.4012301013974235
ACH-000445,-1.5413787045205267
ACH-000448,-1.3572383629861602
ACH-000450,-1.6331817256568186
ACH-000452,-1.6994447784749087
ACH-000454,-1.3866963619647097
ACH-000458,-1.6026619691917785
ACH-000459,-1.7055019587765032
ACH-000460,-1.4524615652238348
ACH-000461,-1.414702108513594
ACH-000463,-1.4163464250105717
ACH-000464,-1.3092472259897583
ACH-000466,-1.5303877427792012
ACH-000467,-1.590812219618499
ACH-000468,-1.5535469372102668
ACH-000469,-1.5617405155871007
ACH-000470,-1.7654000877526688
ACH-000471,-1.5376418110695496
ACH-000472,-1.5441503256187232
ACH-000473,-1.6747945961754205
ACH-000475,-1.5982668470139614
ACH-000476,-1.4432963059099844
ACH-000477,-1.3374470488167771
ACH-000479,-1.4410097771132813
ACH-000480,-1.570332845426826
ACH-000481,-1.7164103864284876
ACH-000483,-1.5567540900383126
ACH-000484,-1.6915579210633294
ACH-000485,-1.4591270937854126
ACH-000486,-1.237902782306826
ACH-000487,-1.6882581155816296
ACH-000488,-1.2589718333692028
ACH-000490,-1.1813412013726838
ACH-000491,-1.5170050403400883
ACH-000495,-1.5647122124964137
ACH-000496,-1.5913209997452966
ACH-000499,-1.4805288013552458
ACH-000500,-1.4323017048131204
ACH-000502,-1.2994378541605454
ACH-000503,-1.4936534300821858
ACH-000505,-1.351882862069378
ACH-000507,-1.4471342656844548
ACH-000510,-1.4943745750301116
ACH-000511,-1.4962089760503452
ACH-000512,-1.3865686588716044
ACH-000516,-1.4264435028036158
ACH-000517,-1.5965351970387809
ACH-000518,-1.6002716172227958
ACH-000520,-1.4084751048195046
ACH-000521,-1.4228088225364541
ACH-000522,-1.583295036019796
ACH-000524,-1.5599328592457469
ACH-000527,-1.3854326477752128
ACH-000528,-1.542906870801846
ACH-000537,-1.7653397747787003
ACH-000541,-1.4732265390909915
ACH-000542,-1.4747989878432632
ACH-000544,-1.4753019957622997
ACH-000545,-1.4052012244511125
ACH-000547,-1.8099383187196625
ACH-000548,-1.7419765614496114
ACH-000549,-1.0118809029286406
ACH-000550,-1.3921958185516914
ACH-000552,-1.5896246607634936
ACH-000556,-1.2966730261411863
ACH-000557,-1.8365856500570747
ACH-000569,-1.352172407095477
ACH-000570,-1.5962217051130123
ACH-000571,-1.6313486824312446
ACH-000573,-1.5838760717706761
ACH-000576,-1.491743940870644
ACH-000579,-1.3655013137157546
ACH-000580,-1.5473726329503432
ACH-000584,-1.5217663072478096
ACH-000585,-1.6078019508196406
ACH-000588,-1.4341968902198317
ACH-000589,-1.2886230514009551
ACH-000591,-1.4026753870434845
ACH-000593,-1.328085859567364
ACH-000600,-1.3934015249650136
ACH-000601,-1.3982629589333422
ACH-000605,-1.615858844948059
ACH-000606,-1.351388298187263
ACH-000608,-1.3683891424412666
ACH-000614,-1.383021998955526
ACH-000616,-1.262134611146153
ACH-000618,-1.3817908018508145
ACH-000619,-1.4318678207235962
ACH-000620,-1.5743127907346184
ACH-000621,-1.7770086930486946
ACH-000622,-1.6746414931841782
ACH-000623,-1.5979209913964598
ACH-000624,-1.5768619211435373
ACH-000627,-1.2566380942103954
ACH-000630,-1.3989385548988171
ACH-000631,-1.356835889842382
ACH-000632,-1.6197799066126382
ACH-000633,-1.086387728492541
ACH-000637,-1.5988572687590996
ACH-000638,-1.5256666734192628
ACH-000646,-1.2489655811496296
ACH-000647,-1.438509741536894
ACH-000648,-1.506143746442462
ACH-000649,-1.4803115164162868
ACH-000651,-1.6104990771979053
ACH-000652,-1.7439525877270612
ACH-000653,-1.368108974610064
ACH-000657,-1.5445021673741903
ACH-000658,-1.5680179806382202
ACH-000661,-1.6197821727535828
ACH-000662,-1.542758393140991
ACH-000663,-1.2932825989192678
ACH-000665,-1.3471751114580923
ACH-000671,-1.6296700743301054
ACH-000672,-1.6159780451628536
ACH-000673,-1.3414221364993115
ACH-000676,-1.4028072781703922
ACH-000677,-1.2137342791220898
ACH-000681,-1.4852281607896916
ACH-000683,-1.4425794674986976
ACH-000684,-1.6674802314566788
ACH-000688,-2.0184119595611683
ACH-000693,-1.5817160806953798
ACH-000694,-1.445184708258492
ACH-000695,-1.4737373923956238
ACH-000696,-1.3152839439973771
ACH-000697,-1.1608327495777346
ACH-000699,-1.6027488968031074
ACH-000701,-1.517358729260174
ACH-000706,-1.5513251210100911
ACH-000711,-1.4099561600428083
ACH-000713,-1.5079060153596102
ACH-000714,-1.3627665739531067
ACH-000718,-1.4861393261160907
ACH-000720,-1.5417608652308608
ACH-000721,-1.4927382408708694
ACH-000724,-1.678062783188924
ACH-000725,-1.6157302964147484
ACH-000732,-1.3173847731726291
ACH-000734,-1.6118667226240395
ACH-000735,-1.3094889280902566
ACH-000736,-1.489849306104999
ACH-000738,-1.457638483686453
ACH-000746,-1.5969535802919834
ACH-000747,-1.3338153852841863
ACH-000748,-1.6222522409141398
ACH-000753,-1.5593779683371216
ACH-000756,-1.5900730363558404
ACH-000757,-1.4146006309047636
ACH-000758,-1.5007552315201775
ACH-000760,-1.4961447851944865
ACH-000762,-1.6094393006267378
ACH-000763,-1.8659976149101627
ACH-000764,-1.4524374569333425
ACH-000765,-1.3877686080611746
ACH-000766,-1.4995533148791131
ACH-000767,-1.6686202905021417
ACH-000768,-1.6288428972121336
ACH-000769,-1.5841333358369327
ACH-000770,-1.6219235090870476
ACH-000771,-1.3692617092383168
ACH-000773,-1.3504592389096135
ACH-000776,-1.4500268510271013
ACH-000777,-1.4829348347780134
ACH-000778,-2.059527117268554
ACH-000781,-1.6779890845082153
ACH-000782,-1.4348085980843628
ACH-000783,-1.5518845764473908
ACH-000784,-1.3196264810127727
ACH-000785,-1.9267247026062373
ACH-000787,-1.3862578693453045
ACH-000788,-1.434206637183426
ACH-000791,-1.3999448903736469
ACH-000792,-1.5567493724117991
ACH-000794,-1.4114539683823868
ACH-000796,-1.6575761970916458
ACH-000798,-1.2930241591725546
ACH-000799,-1.212009106823933
ACH-000800,-1.7618140672750964
ACH-000802,-1.4076072950081815
ACH-000804,-1.6109709836715076
ACH-000805,-1.3690725572392792
ACH-000809,-1.4564143954984206
ACH-000810,-1.4370641781546036
ACH-000811,-1.4806719627415024
ACH-000817,-1.6568599848903989
ACH-000819,-1.409924779327662
ACH-000820,-1.7941127316125705
ACH-000821,-1.943694422502333
ACH-000822,-1.6689313481887902
ACH-000823,-1.405892696056632
ACH-000824,-1.5662211829807842
ACH-000827,-1.4046779823698092
ACH-000829,-1.5656904584246982
ACH-000831,-1.5067572812822931
ACH-000832,-1.350211903211498
ACH-000833,-1.5873726752607775
ACH-000834,-1.3572238989161165
ACH-000835,-1.4171552169916934
ACH-000836,-1.5609383813607685
ACH-000837,-1.5282142771047655
ACH-000838,-1.5865679337070548
ACH-000839,-1.275018880801855
ACH-000840,-1.3618274198039066
ACH-000841,-1.4443078951682593
ACH-000843,-1.5112070393693116
ACH-000846,-1.5400649981794383
ACH-000847,-1.3432847655325149
ACH-000848,-1.4781638533254695
ACH-000849,-1.356913502165668
ACH-000851,-1.5542245976243243
ACH-000855,-1.2543127500465423
ACH-000856,-1.3866523185264794
ACH-000858,-1.3349824529647458
ACH-000859,-1.432251426322845
ACH-000861,-1.6098378190143965
ACH-000862,-1.4548311511586889
ACH-000865,-1.4000816357378598
ACH-000866,-1.6300018299858396
ACH-000867,-1.4521480411676533
ACH-000869,-1.5407145355320764
ACH-000872,-1.689669414887614
ACH-000873,-1.3298044915584395
ACH-000876,-1.4500644848009168
ACH-000878,-1.4521220110359174
ACH-000880,-1.5462711076254956
ACH-000881,-1.6461911198336705
ACH-000882,-1.5880631642597525
ACH-000884,-1.6274997183246591
ACH-000885,-1.4420898151402433
ACH-000887,-1.3446510071797997
ACH-000889,-1.4622961395457623
ACH-000896,-1.4683613498191928
ACH-000898,-1.4779750016504736
ACH-000900,-1.3302978740100873
ACH-000901,-1.6424207092999947
ACH-000905,-1.4931242673939942
ACH-000906,-1.5499928633213966
ACH-000907,-1.3428355101296692
ACH-000910,-1.764651404107307
ACH-000911,-1.354892808916056
ACH-000912,-1.465362358363293
ACH-000913,-1.5109678268590785
ACH-000915,-1.433994852746779
ACH-000916,-1.483396021320622
ACH-000917,-1.4059013226596522
ACH-000920,-1.4089854679969198
ACH-000921,-1.4620967093240556
ACH-000924,-1.4471855726688865
ACH-000926,-1.7124045743171858
ACH-000928,-1.539383042757822
ACH-000929,-1.5927719705181338
ACH-000932,-1.3173118622774054
ACH-000935,-1.5311002142934518
ACH-000936,-1.4612476722889476
ACH-000937,-1.6503784863974682
ACH-000938,-1.6099541592219055
ACH-000939,-1.6863823908761264
ACH-000941,-1.3976279968719785
ACH-000943,-1.7287941302455954
ACH-000946,-1.2925745189125613
ACH-000947,-1.5450293120837866
ACH-000948,-1.3755734803365944
ACH-000950,-1.5649712535693892
ACH-000953,-1.4390325379150168
ACH-000954,-1.4894419446691751
ACH-000957,-1.46919991249323
ACH-000958,-1.5458950342602955
ACH-000960,-1.7337700162660343
ACH-000963,-0.9738299727919424
ACH-000968,-1.5844554047673245
ACH-000969,-1.5024231880404038
ACH-000972,-1.4888875810245406
ACH-000973,-1.5576346702485355
ACH-000974,-1.2965004083301113
ACH-000978,-1.5023165279637205
ACH-000984,-1.4155580467760869
ACH-000986,-1.3263204132776276
ACH-000988,-1.7050253111101874
ACH-000993,-1.5027204700885275
ACH-000994,-1.4094442186818628
ACH-000996,-1.4058326027025403
ACH-001001,-1.5488966546618324
ACH-001020,-1.578096902983139
ACH-001028,-1.5447904725882642
ACH-001031,-1.5139546057268258
ACH-001038,-1.5933358411560958
ACH-001048,-1.4775977253287504
ACH-001050,-1.6289398236814587
ACH-001053,-1.4334542987049983
ACH-001054,-1.3927724637293109
ACH-001061,-1.462467527028035
ACH-001067,-1.3385408105463446
ACH-001075,-1.361028039025426
ACH-001096,-1.525203666578595
ACH-001111,-1.865620694379914
ACH-001119,-1.4441967133724314
ACH-001128,-1.2699212443944352
ACH-001134,-1.325353254180767
