,TPTE (7179)
ACH-000160,-0.2365799033095488
ACH-000163,-0.25362708467379463
ACH-000167,-0.3437723044489272
ACH-000168,-0.3732360359843913
ACH-000169,-0.24227985633282126
ACH-000178,-0.2011404753181464
ACH-000183,-0.23903612358117626
ACH-000188,-0.2587219327479267
ACH-000189,-0.31012428451734303
ACH-000190,-0.006558268891541923
ACH-000198,-0.13106810940843264
ACH-000203,-0.3333213395655377
ACH-000204,-0.0024253146178109465
ACH-000206,-0.016845824463222404
ACH-000207,-0.2239302639497282
ACH-000208,-0.18036694626836025
ACH-000210,-0.273342662868868
ACH-000211,-0.13627097213100678
ACH-000215,-0.2134590919962826
ACH-000221,-0.2189265473848583
ACH-000222,-0.1656286661445322
ACH-000223,-0.1883661255302769
ACH-000226,-0.20335262097499765
ACH-000227,-0.2157856041553842
ACH-000228,-0.2712864418935996
ACH-000231,-0.13821355126015744
ACH-000232,-0.3631737658772372
ACH-000233,-0.16449045022506711
ACH-000234,-0.1965437064933556
ACH-000235,-0.13047128628142066
ACH-000237,-0.16883179826793646
ACH-000238,-0.22613628566733826
ACH-000242,-0.430230507454848
ACH-000243,-0.22361724276434572
ACH-000244,-0.1946036136727732
ACH-000246,-0.21889625667551216
ACH-000248,-0.10936506856900373
ACH-000250,-0.15463366571321516
ACH-000251,-0.1601089766788077
ACH-000252,-0.4234462921340279
ACH-000253,-0.2441056012132022
ACH-000255,-0.3170624919133572
ACH-000256,-0.10017423716856567
ACH-000257,-0.21437221723538968
ACH-000258,-0.330606696476302
ACH-000259,-0.24810001478469415
ACH-000260,-0.11912340181210115
ACH-000261,-0.13944689484360728
ACH-000262,-0.13730768562087636
ACH-000263,-0.07538692563117423
ACH-000264,-0.3248280913057396
ACH-000265,-0.2729487634158507
ACH-000266,-0.2512696271176432
ACH-000272,-0.2046941680728916
ACH-000274,-0.13208910364152388
ACH-000277,-0.036087566529647765
ACH-000278,-0.25738077870093096
ACH-000279,-0.2343131543461186
ACH-000280,-0.26361851221550026
ACH-000281,-0.15528372557367914
ACH-000288,-0.20384570624752726
ACH-000291,-0.19950172192214455
ACH-000293,-0.14024295114943433
ACH-000294,-0.23664883038924595
ACH-000295,-0.030429720034311308
ACH-000296,-0.2369294970491373
ACH-000302,-0.32982868200478216
ACH-000304,-0.4365429714368252
ACH-000307,-0.22022249926029855
ACH-000308,-0.2461754959054711
ACH-000310,-0.18337898442123587
ACH-000311,-0.19504867855928334
ACH-000312,-0.07278622511393343
ACH-000315,-0.1492180674878905
ACH-000316,-0.08745745208522428
ACH-000317,-0.18682620763006505
ACH-000318,-0.14689394523973054
ACH-000319,-0.09346031930124084
ACH-000320,-0.3677794322058139
ACH-000322,-0.012757081322741958
ACH-000323,-0.08050834413988989
ACH-000324,-0.17648264759496754
ACH-000329,-0.2540931768942033
ACH-000330,-0.11783971534629598
ACH-000331,-0.09089363137552124
ACH-000332,-0.07956089245296193
ACH-000334,-0.3474412501276156
ACH-000335,-0.028937826340048906
ACH-000336,-0.23729607671099456
ACH-000337,-0.2872381699313369
ACH-000338,-0.37789023048422415
ACH-000339,-0.2235489613581752
ACH-000341,-0.14934838989345606
ACH-000348,-0.1415745574213907
ACH-000350,-0.1369074977504241
ACH-000352,-0.1353250214996944
ACH-000356,-0.20089820211685394
ACH-000361,-0.10450101636852092
ACH-000362,-0.20433183489353268
ACH-000363,-0.11619892892385952
ACH-000364,-0.2298099323198104
ACH-000365,-0.2689180841352065
ACH-000366,-0.061549334012874324
ACH-000368,-0.2014904533772269
ACH-000374,-0.1862702737161676
ACH-000375,-0.1705811196242662
ACH-000376,-0.2400006036673977
ACH-000381,-0.30944695628637475
ACH-000383,-0.1695669769648298
ACH-000387,-0.23362691575360603
ACH-000389,-0.010227305721519876
ACH-000390,-0.3535936365181101
ACH-000393,-0.2286475421408264
ACH-000395,-0.2749693319833121
ACH-000396,-0.42402585039139934
ACH-000397,-0.2769253431935122
ACH-000401,-0.2534121785537051
ACH-000402,0.040429917540229766
ACH-000403,-0.2004634852271737
ACH-000404,-0.075044443314282
ACH-000406,-0.1346757068012995
ACH-000407,-0.15266682134887793
ACH-000408,-0.2364732787893364
ACH-000410,-0.22646117331694304
ACH-000411,-0.2861498132995764
ACH-000414,-0.33481594443562673
ACH-000415,-0.2190591255561904
ACH-000416,-0.1221681529335985
ACH-000420,-0.2283892325776077
ACH-000421,-0.2569484962362561
ACH-000424,-0.06774052110278549
ACH-000425,-0.1715215111154127
ACH-000426,-0.00013676127740775822
ACH-000427,-0.17905835947591384
ACH-000433,-0.19223439275872628
ACH-000435,-0.2309098596879696
ACH-000436,-0.08823202131900311
ACH-000444,-0.16365632842416494
ACH-000445,-0.1520253603792111
ACH-000448,-0.2971050615745089
ACH-000450,-0.3507921644210289
ACH-000452,-0.16215949667356697
ACH-000454,-0.257958863487021
ACH-000458,-0.19761853570347807
ACH-000459,-0.2627709384489495
ACH-000460,-0.17395776244632086
ACH-000461,-0.23504046902075956
ACH-000463,-0.13176308587263375
ACH-000464,-0.247819280921992
ACH-000466,-0.3999790676678016
ACH-000467,-0.13007720983947016
ACH-000468,-0.24305814156651054
ACH-000469,-0.14278909860198588
ACH-000470,-0.2050331438963055
ACH-000471,-0.21556035960496991
ACH-000472,-0.2717087526708221
ACH-000473,-0.15212560704142414
ACH-000475,-0.1516574821668087
ACH-000476,-0.14031378414736909
ACH-000477,-0.13917358998300824
ACH-000479,-0.3950655678548817
ACH-000480,0.03163095225430092
ACH-000481,-0.10659103790840807
ACH-000483,-0.18111821805134296
ACH-000484,-0.2619301112079877
ACH-000485,-0.10801302933288323
ACH-000486,-0.21084319045927213
ACH-000487,-0.08015381910291043
ACH-000488,-0.13291106466084615
ACH-000490,-0.15028856751750902
ACH-000491,-0.2254220912032673
ACH-000495,-0.17897651275882878
ACH-000496,-0.1232179448377982
ACH-000499,-0.23453203421715485
ACH-000500,-0.3092378920879761
ACH-000502,-0.26699376714614603
ACH-000503,-0.12553402500742686
ACH-000505,-0.3117992731834652
ACH-000507,-0.189726876889529
ACH-000510,-0.20551356181512664
ACH-000511,-0.19315185781364447
ACH-000512,-0.2474285894708816
ACH-000516,-0.18771527269909544
ACH-000517,-0.13407628402578536
ACH-000518,-0.2587684511096027
ACH-000520,-0.2478536216337485
ACH-000521,-0.12790657445414222
ACH-000522,-0.15395069449395654
ACH-000524,-0.2131186151625443
ACH-000527,-0.2741154618592439
ACH-000528,-0.19792358041465452
ACH-000537,-0.24499909645218784
ACH-000541,0.033462604524375016
ACH-000542,-0.2805911850486894
ACH-000544,-0.0948952667259306
ACH-000545,-0.2915998010536248
ACH-000547,-0.1628253413388845
ACH-000548,-0.16226540169639286
ACH-000549,-0.18753153773723547
ACH-000550,-0.2462422227211709
ACH-000552,-0.15736191113862752
ACH-000556,-0.18831582549889853
ACH-000557,-0.18746019840143804
ACH-000569,-0.05115559647184351
ACH-000570,-0.19638485409523565
ACH-000571,-0.12057934180007825
ACH-000573,-0.21905750813475608
ACH-000576,-0.24966269974586144
ACH-000579,-0.13666050838235547
ACH-000580,-0.3610632396431469
ACH-000584,-0.4228211439685877
ACH-000585,-0.25512803993763
ACH-000588,-0.1629915790599898
ACH-000589,-0.34744492554050066
ACH-000591,-0.2078189177218608
ACH-000593,-0.09134711110879612
ACH-000600,-0.17014069983902133
ACH-000601,-0.2953340599847241
ACH-000605,-0.20630528829564088
ACH-000606,-0.35068536840994496
ACH-000608,-0.19283177131546486
ACH-000614,-0.2577089710786788
ACH-000616,-0.4079058442087039
ACH-000618,-0.14712951029785448
ACH-000619,-0.19644744251859048
ACH-000620,-0.19725642714954614
ACH-000621,-0.25641115374019363
ACH-000622,-0.2528313291602235
ACH-000623,-0.2623790610660657
ACH-000624,-0.14375787548921468
ACH-000627,-0.2966829913709306
ACH-000630,-0.16444047867039108
ACH-000631,-0.1606791634740492
ACH-000632,-0.1780189818838129
ACH-000633,-0.21275987569497595
ACH-000637,-0.14730833437213495
ACH-000638,-0.1165962245538104
ACH-000646,-0.18558162791295096
ACH-000647,-0.1362209978012803
ACH-000648,-0.2818309831708714
ACH-000649,-0.09472155235444042
ACH-000651,-0.1937485530172148
ACH-000652,-0.11459705790654867
ACH-000653,-0.21340869916434568
ACH-000657,-0.16104781781401772
ACH-000658,-0.2354710738336427
ACH-000661,-0.1228069628856313
ACH-000662,-0.4644914162275285
ACH-000663,-0.317860060020265
ACH-000665,-0.11901021802930947
ACH-000671,-0.24556380081845625
ACH-000672,0.046499032773973915
ACH-000673,-0.2456044197113072
ACH-000676,-0.15325059665040058
ACH-000677,-0.28593172982861303
ACH-000681,-0.13977510262003526
ACH-000683,-0.13861518895701627
ACH-000684,-0.1616894729179393
ACH-000688,-0.2789227184640661
ACH-000693,-0.311538016675239
ACH-000694,-0.22320012673436826
ACH-000695,-0.12283724593327752
ACH-000696,-0.3096585954014761
ACH-000697,-0.2631660369739077
ACH-000699,-0.18538150567854475
ACH-000701,-0.13539215008646147
ACH-000706,-0.2703913017059974
ACH-000711,-0.12849938381765344
ACH-000713,-0.11352867512993785
ACH-000714,-0.27050631526358604
ACH-000718,-0.23381510079804216
ACH-000720,-0.1485305313009826
ACH-000721,-0.2415567185378995
ACH-000724,-0.18116462114677648
ACH-000725,-0.1802798721467296
ACH-000732,-0.14240221777640916
ACH-000734,-0.21292525709806068
ACH-000735,-0.21169785515695475
ACH-000736,-0.21877014298371789
ACH-000738,-0.18224164639268267
ACH-000746,-0.24270522683722145
ACH-000747,-0.07521931067129538
ACH-000748,-0.13829984232698056
ACH-000753,-0.2429718990477916
ACH-000756,-0.28516540040983124
ACH-000757,-0.1130635593882092
ACH-000758,-0.2341985750536978
ACH-000760,-0.10680123058083643
ACH-000762,-0.3175543024456383
ACH-000763,-0.2518818299584347
ACH-000764,-0.2380256301427813
ACH-000765,-0.05650635695754797
ACH-000766,-0.31531416204416457
ACH-000767,-0.13518416642363967
ACH-000768,-0.1881891923306392
ACH-000769,-0.19021052819916467
ACH-000770,-0.18724643655633266
ACH-000771,-0.11159711557245136
ACH-000773,-0.3495202676923689
ACH-000776,-0.2845765841602128
ACH-000777,-0.21490404718500736
ACH-000778,-0.19533339966089874
ACH-000781,-0.19427362728934136
ACH-000782,-0.2712377682277678
ACH-000783,-0.1266710373093399
ACH-000784,-0.15215218776023426
ACH-000785,-0.20595615952917626
ACH-000787,-0.2605453882212035
ACH-000788,-0.10665101646784587
ACH-000791,-0.16604982876487848
ACH-000792,-0.23321347500168235
ACH-000794,-0.0680149166551828
ACH-000796,-0.2681658870177894
ACH-000798,-0.2241919478212086
ACH-000799,-0.24178779286737986
ACH-000800,-0.2611262456302099
ACH-000802,-0.17146343886893078
ACH-000804,-0.20759623297757246
ACH-000805,-0.1573084382367552
ACH-000809,-0.11310147681221325
ACH-000810,-0.15087758181919614
ACH-000811,-0.1584509840831047
ACH-000817,-0.11472746587409832
ACH-000819,-0.13980997241001827
ACH-000820,-0.2301506317127752
ACH-000821,-0.21108560263415588
ACH-000822,0.015799351019731223
ACH-000823,-0.2526660870087269
ACH-000824,-0.031822504650428136
ACH-000827,-0.15784688335593722
ACH-000829,-0.22677816819812344
ACH-000831,-0.5392215911129978
ACH-000832,-0.15555213943254514
ACH-000833,-0.3881299058323884
ACH-000834,-0.2203144933631013
ACH-000835,-0.18000800293397162
ACH-000836,-0.07611615057726481
ACH-000837,-0.3027258172035727
ACH-000838,-0.00695850856534861
ACH-000839,-0.37386759014723
ACH-000840,-0.16384426903396246
ACH-000841,-0.15498137709197993
ACH-000843,-0.2269186870325632
ACH-000846,-0.015254241575183309
ACH-000847,-0.2612487312951319
ACH-000848,-0.24375914268910345
ACH-000849,-0.5022326208317879
ACH-000851,-0.3162459056409624
ACH-000855,-0.10005487494549624
ACH-000856,-0.1527421825539708
ACH-000858,-0.13392268409694574
ACH-000859,-0.1452220673850782
ACH-000861,-0.2208838235084344
ACH-000862,-0.16761587551811047
ACH-000865,-0.2284223800818275
ACH-000866,-0.2005671421831174
ACH-000867,-0.10372317347715723
ACH-000869,-0.3290176130814275
ACH-000872,-0.14766741926742186
ACH-000873,-0.2977816090112678
ACH-000876,-0.17911610335317976
ACH-000878,-0.21851568691320974
ACH-000880,-0.180537223072798
ACH-000881,-0.26724235005933256
ACH-000882,-0.2287647580994639
ACH-000884,-0.08607450147125667
ACH-000885,-0.3221605455734767
ACH-000887,-0.18685489877861144
ACH-000889,-0.20015101529750945
ACH-000896,-0.08778470998755772
ACH-000898,-0.14644086280915006
ACH-000900,-0.18162616341147333
ACH-000901,-0.11877139194390425
ACH-000905,-0.16814725132899572
ACH-000906,-0.1331880604940935
ACH-000907,-0.3788416480896082
ACH-000910,-0.04432550196305052
ACH-000911,-0.193265999329428
ACH-000912,-0.2761618004301917
ACH-000913,-0.02286379647699625
ACH-000915,-0.13495170353793873
ACH-000916,0.059185842258281426
ACH-000917,-0.2917877066660529
ACH-000920,-0.09846479572673668
ACH-000921,-0.1695745569142471
ACH-000924,-0.13295002030286732
ACH-000926,-0.23174905376596336
ACH-000928,-0.08494423068682083
ACH-000929,-0.145314535458759
ACH-000932,-0.16702121721221455
ACH-000935,-0.2775105120944746
ACH-000936,-0.1847031975657815
ACH-000937,-0.2524938528976708
ACH-000938,-0.34552522957155857
ACH-000939,-0.15649164594799705
ACH-000941,-0.11690643501876488
ACH-000943,-0.08436603439959002
ACH-000946,-0.4425389329065129
ACH-000947,-0.2934060283230701
ACH-000948,-0.2253767831797964
ACH-000950,-0.2083387652088964
ACH-000953,-0.2426399503023678
ACH-000954,-0.11984830804541895
ACH-000957,-0.2677287258411581
ACH-000958,-0.1466963522514532
ACH-000960,-0.2594792178403955
ACH-000963,-0.3562645327692665
ACH-000968,-0.16092688002512914
ACH-000969,-0.18611393704370174
ACH-000972,-0.13708365152514787
ACH-000973,-0.13860450694259555
ACH-000974,-0.22462650362164507
ACH-000978,-0.2823198918820495
ACH-000984,-0.1764534062285376
ACH-000986,-0.13041411704355876
ACH-000988,-0.235680703524116
ACH-000993,-0.112540101133
ACH-000994,-0.2294856332089168
ACH-000996,-0.11012323820184804
ACH-001001,-0.14455324099356706
ACH-001020,-0.41069266743354377
ACH-001028,-0.0862523768804383
ACH-001031,-0.2030489755662594
ACH-001038,-0.10060927114279633
ACH-001048,-0.2739387350856781
ACH-001050,-0.3311672559374171
ACH-001053,-0.1999950853263628
ACH-001054,-0.04407323137522917
ACH-001061,-0.1328796985707845
ACH-001067,-0.32824466745256115
ACH-001075,-0.3266075445700469
ACH-001096,-0.28729360954927224
ACH-001111,-0.07150298775344212
ACH-001119,-0.018028276350189325
ACH-001128,-0.21939184810474655
ACH-001134,-0.18041655111110586
ACH-001151,-0.12528917016998842
ACH-001163,-0.20621828477923584
ACH-001164,-0.4256057553815543
ACH-001183,-0.18987589082392328
ACH-001192,-0.22095205724054467
ACH-001193,-0.1530254324253783
ACH-001196,-0.2572320116997304
ACH-001197,-0.2962971555669463
ACH-001205,-0.30756332124380104
ACH-001211,-0.2605147681630993
ACH-001212,-0.05294356565878446
ACH-001228,-0.184150843885174
ACH-001232,-0.24397335003752374
ACH-001239,-0.1542584679303373
ACH-001270,-0.08131554525486168
ACH-001274,-0.2951153175247865
ACH-001275,-0.0561001774050108
ACH-001277,-0.2386625256960479
ACH-001278,-0.19321715975776316
ACH-001280,-0.3330967783605973
ACH-001283,-0.10534811529849332
ACH-001289,-0.28539749047976365
ACH-001300,-0.31580480823660395
ACH-001301,-0.3500727370517169
ACH-001302,-0.3456569617516597
ACH-001306,-0.2420575383151813
ACH-001318,-0.16702987659214394
ACH-001322,-0.0010189750429035623
ACH-001328,-0.15057015117599815
ACH-001332,-0.07021368354251226
ACH-001336,-0.37482709109433976
ACH-001346,-0.21176304478129734
ACH-001353,-0.3104746876248302
ACH-001354,-0.3638850047816978
ACH-001367,-0.07239693089987963
ACH-001368,-0.1944594838928815
ACH-001374,0.015425559764580496
ACH-001377,-0.3675973333415432
ACH-001380,-0.2100191534774244
ACH-001391,-0.2921206673429739
ACH-001408,-0.190576483516684
ACH-001430,-0.10415012800194044
ACH-001431,-0.23411385660977824
ACH-001450,-0.06854299151590065
ACH-001496,-0.12608850717538014
ACH-001500,-0.19006261448826528
ACH-001523,-0.4031361719218212
ACH-001532,-0.2893109265245738
ACH-001550,-0.20591602061662412
ACH-001552,-0.16454174768351948
ACH-001554,-0.22317851025300364
ACH-001654,-0.20491783675610145
ACH-001735,-0.2955034811283927
ACH-001736,-0.1522387137316188
ACH-001737,0.05663219443414766
ACH-001740,-0.2569909853732619
ACH-001745,-0.1177996874718863
ACH-001765,-0.174831555879895
