,DIS3L2 (129563)
ACH-000004,-0.046269924368771406
ACH-000005,0.2857103157071218
ACH-000007,0.030625384893728912
ACH-000009,0.1246713005389815
ACH-000011,0.08489052975075116
ACH-000012,0.08762017897411288
ACH-000013,0.09462275817027273
ACH-000014,0.18636262127581968
ACH-000015,0.10764327643082873
ACH-000017,0.18638639692823825
ACH-000018,0.1273271958894007
ACH-000019,0.0035371536250507376
ACH-000021,0.14515786942895595
ACH-000022,0.09866882542198327
ACH-000025,0.04038638446206595
ACH-000028,0.0004608805635506414
ACH-000030,0.05204560994430673
ACH-000035,0.05977575821553933
ACH-000036,0.034229429992663235
ACH-000037,0.04482000870698551
ACH-000039,0.16436344884098014
ACH-000040,-0.3478218666777715
ACH-000041,0.20958076933434824
ACH-000042,0.06905834077446495
ACH-000045,0.022059486433665097
ACH-000047,0.08624197180446552
ACH-000052,0.08214688464307429
ACH-000053,0.05977436891697304
ACH-000054,-0.011816886264233538
ACH-000055,0.010944322685984062
ACH-000060,0.2755806156351045
ACH-000067,0.018367167241365726
ACH-000070,0.3369548116795858
ACH-000075,-0.40494220547590265
ACH-000078,0.16458204425201411
ACH-000082,0.05377028574578577
ACH-000085,-0.11957497921607126
ACH-000086,0.10395365903919727
ACH-000087,-0.10298519480819328
ACH-000092,0.16494696051253274
ACH-000095,0.14897047511157893
ACH-000097,0.08947625541438209
ACH-000098,0.04435047449078243
ACH-000099,0.16491764574137052
ACH-000108,0.06432697885075887
ACH-000113,0.04329905179389437
ACH-000116,0.18277991244293024
ACH-000118,0.13635626520974048
ACH-000120,0.1640589163665523
ACH-000123,0.1424601690785677
ACH-000127,0.09951567416904912
ACH-000128,0.04917475153579577
ACH-000132,0.24377436281683246
ACH-000133,0.017660128848687798
ACH-000137,0.14091465872650855
ACH-000138,0.05774869497098777
ACH-000142,0.06381403893102333
ACH-000143,0.2298852400455611
ACH-000146,0.0996775890871661
ACH-000148,0.1397465915625862
ACH-000150,0.12560121495665416
ACH-000152,0.031889672678942896
ACH-000153,0.11162214023045997
ACH-000159,0.12040948967875137
ACH-000160,0.08629865708621758
ACH-000163,0.14150140748894735
ACH-000167,0.11635798538016978
ACH-000168,0.2362844488994552
ACH-000169,0.1728825030946081
ACH-000178,0.18455794808653128
ACH-000183,0.022584470447545284
ACH-000188,0.01696289469900131
ACH-000189,0.2126493140143363
ACH-000190,0.109741280006896
ACH-000198,0.08550963251159233
ACH-000203,0.18252349961281705
ACH-000204,0.09898574480540556
ACH-000206,0.005534976778743192
ACH-000207,0.16292592601311542
ACH-000208,0.18226909427240146
ACH-000210,-0.0350593104095235
ACH-000211,-0.3359452918856059
ACH-000215,0.10510532519421567
ACH-000221,-0.009720695236540415
ACH-000222,0.14723422490656835
ACH-000223,0.06603817082696356
ACH-000226,-0.02730401948376617
ACH-000227,-0.06365702777283498
ACH-000228,-0.021534515683531763
ACH-000231,0.1457677666006035
ACH-000232,0.11843976613437783
ACH-000233,0.09105566542604623
ACH-000234,0.14902121538296134
ACH-000235,0.061350597883144425
ACH-000237,0.08115396748421867
ACH-000238,0.1507558165170891
ACH-000242,-0.3021219885337355
ACH-000243,0.05533846328473141
ACH-000244,-0.0220424516436126
ACH-000246,0.11255018778968062
ACH-000248,0.20742338661978368
ACH-000250,0.10195783888336947
ACH-000251,0.05666963406110754
ACH-000252,-0.04081845992493103
ACH-000253,0.06426805441555375
ACH-000255,0.013956713973196954
ACH-000256,0.05228414929330318
ACH-000257,0.3875857644921222
ACH-000258,0.2374518129653269
ACH-000259,0.06477252643442624
ACH-000260,0.20237939049213569
ACH-000261,0.0617089946617148
ACH-000262,0.09943442557969356
ACH-000263,-0.022725400072538603
ACH-000264,0.05715741999465782
ACH-000265,0.06085784867346442
ACH-000266,0.17864431070046435
ACH-000272,0.11540191128597167
ACH-000274,-0.0013602262578359635
ACH-000277,0.13873905280290838
ACH-000278,0.08777474557166788
ACH-000279,0.19450534759190025
ACH-000280,0.13621391162686045
ACH-000281,0.0786014045824893
ACH-000288,0.12356856143904335
ACH-000291,-0.006787840732743572
ACH-000293,0.1766918619851046
ACH-000294,-0.0338789967862994
ACH-000295,0.12395735434072158
ACH-000296,0.08055399016024721
ACH-000302,0.24200224256071784
ACH-000304,0.06655774771075408
ACH-000307,0.10729090893494594
ACH-000308,0.11256318447285564
ACH-000310,0.1620615578391865
ACH-000311,0.06287623303483708
ACH-000312,0.2374785441313297
ACH-000315,0.3074904454912491
ACH-000316,0.08496908294610782
ACH-000317,0.011850892670303571
ACH-000318,0.06486469459293008
ACH-000319,0.1340159477987373
ACH-000320,-0.00017415756354153926
ACH-000322,0.08475538351360158
ACH-000323,0.2573125082397867
ACH-000324,0.09031291460128496
ACH-000329,0.03035317840023811
ACH-000330,0.2102835115660797
ACH-000331,-0.12760203643056722
ACH-000332,0.07868833248336696
ACH-000334,0.17083753099304114
ACH-000335,-0.044229862940753116
ACH-000336,0.08510823352919528
ACH-000337,-0.17837439644997574
ACH-000338,-0.22067384305302412
ACH-000339,0.06749835321410394
ACH-000341,0.020815683746827268
ACH-000348,0.07388924035731856
ACH-000350,0.10448727091906586
ACH-000352,0.16510218578223906
ACH-000356,0.05212394632407817
ACH-000361,0.19771544624143508
ACH-000362,0.17465590724695487
ACH-000363,0.20963573885149775
ACH-000364,0.006348578732771571
ACH-000365,0.2330439828428449
ACH-000366,0.2253322693161752
ACH-000368,0.06582733962630426
ACH-000374,0.08591884510255042
ACH-000375,-0.06316915071951326
ACH-000376,0.03642603422956794
ACH-000381,0.07513061464268858
ACH-000383,0.007697631380128133
ACH-000387,-0.019477223626918755
ACH-000389,-0.14858318878550247
ACH-000390,0.013204114485216259
ACH-000393,0.009715005795965176
ACH-000395,0.10423390884030384
ACH-000396,0.3297775724516649
ACH-000397,0.17791734561714775
ACH-000401,-0.2619201365859836
ACH-000402,0.08220598133040499
ACH-000403,0.025168125112961976
ACH-000404,-0.052326289215921945
ACH-000406,0.12710604310081375
ACH-000407,0.02085077655860788
ACH-000408,0.11203083058692233
ACH-000410,0.14115624520078576
ACH-000411,0.049086814475085935
ACH-000414,0.08587608375830817
ACH-000415,0.04127293240113462
ACH-000416,-0.2293857302086197
ACH-000420,0.07791875708928145
ACH-000421,0.022979394685522167
ACH-000424,0.03465019648243889
ACH-000425,0.019949776657270515
ACH-000426,0.017398925828072148
ACH-000427,0.16116967478693908
ACH-000433,-0.14925121936995558
ACH-000435,-0.2535856333615737
ACH-000436,0.20341850637338474
ACH-000444,0.11638898119954035
ACH-000445,0.18530934526340906
ACH-000448,-0.001882156574728302
ACH-000450,0.1212137125922395
ACH-000452,0.09282029848743352
ACH-000454,0.28101799056769144
ACH-000458,0.18745675873428835
ACH-000459,-0.03367286503234409
ACH-000460,0.11410161142356445
ACH-000461,0.08166450175808901
ACH-000463,0.11326002401759128
ACH-000464,0.06413561946432468
ACH-000466,0.16056012403256606
ACH-000467,0.1367485349247717
ACH-000468,0.07014108154836156
ACH-000469,0.08802462329287132
ACH-000470,0.06394507977610271
ACH-000471,0.06769517555182845
ACH-000472,0.013190341072966634
ACH-000473,0.1264623044574455
ACH-000475,0.2436830054539857
ACH-000476,0.04039095925793393
ACH-000477,-0.04541600156568814
ACH-000479,-0.05107329460649145
ACH-000480,0.14029936538468693
ACH-000481,0.17526640351840914
ACH-000483,0.14483643993328268
ACH-000484,0.051364780984226734
ACH-000485,-0.04282916519567343
ACH-000486,-0.014820786081282178
ACH-000487,0.08582611422693986
ACH-000488,0.11344892250560686
ACH-000490,-0.02376986197009465
ACH-000491,0.11285662859341268
ACH-000495,0.18352936962418515
ACH-000496,-0.07774278019706672
ACH-000499,-0.07551410715460223
ACH-000500,0.4738224218688996
ACH-000502,0.2039546769566707
ACH-000503,0.2772547556578819
ACH-000505,0.127773009181166
ACH-000507,0.05733602824060281
ACH-000510,0.05862148591689545
ACH-000511,0.06701303612328803
ACH-000512,0.15882503710285614
ACH-000516,0.18112855733213126
ACH-000517,0.05622113436411046
ACH-000518,0.20663569693748227
ACH-000520,0.04116645223352599
ACH-000521,0.11719163635488425
ACH-000522,0.20090722018284002
ACH-000524,0.16313648735120526
ACH-000527,0.16398694002526612
ACH-000528,0.08877109316045348
ACH-000537,0.013082185999238657
ACH-000541,-0.0006281661524290657
ACH-000542,0.11679673622067432
ACH-000544,-0.04620838878749665
ACH-000545,0.06782393004896875
ACH-000547,-0.25932600000205724
ACH-000548,-0.06352124162995032
ACH-000549,0.11900263997362492
ACH-000550,0.007886059287980437
ACH-000552,0.10648017665106273
ACH-000556,0.18507611527661846
ACH-000557,0.12539972910827518
ACH-000569,-0.3612434070949783
ACH-000570,0.1232895146585272
ACH-000571,0.08298002476748999
ACH-000573,0.10207994696175857
ACH-000576,0.20802629863472236
ACH-000579,0.013745630796776362
ACH-000580,0.050876971063522375
ACH-000584,0.14903770213087536
ACH-000585,-0.1873562931986557
ACH-000588,0.2971718162074312
ACH-000589,0.03715894535975961
ACH-000591,0.0034378645067262873
ACH-000593,0.010508558138678036
ACH-000600,0.1520126253960431
ACH-000601,-0.18553312519295287
ACH-000605,0.16679742300745484
ACH-000606,0.13283161312645564
ACH-000608,0.08777833997496634
ACH-000614,0.05600838772980122
ACH-000616,0.04265684494936449
ACH-000618,0.0823250858043692
ACH-000619,-0.0020985782951366515
ACH-000620,0.02429022752454818
ACH-000621,0.07791559491940322
ACH-000622,0.15986150407330965
ACH-000623,0.07614611402821753
ACH-000624,0.07637847216557306
ACH-000627,-0.12346246051024723
ACH-000630,-0.017152421593788072
ACH-000631,-0.23017408693508395
ACH-000632,0.08256905080683798
ACH-000633,0.15571569878942704
ACH-000637,0.2878724810857827
ACH-000638,0.19631217855531696
ACH-000646,0.1628173633545142
ACH-000647,0.08583392697577312
ACH-000648,0.12991571287888004
ACH-000649,0.025246576846908446
ACH-000651,0.17323248390368154
ACH-000652,0.14326122754618012
ACH-000653,0.044935170154933125
ACH-000657,0.09308979949748733
ACH-000658,0.025188173544420576
ACH-000661,0.15879644910206706
ACH-000662,0.0763934426978546
ACH-000663,0.15131240166154947
