,RGCC (28984)
ACH-000004,-0.3092580519904402
ACH-000005,-0.3582100949152319
ACH-000007,-0.184402686779834
ACH-000009,-0.07016135743680643
ACH-000011,-0.0643424278516035
ACH-000012,-0.19247417523324384
ACH-000013,-0.16709283048226786
ACH-000014,-0.10546302692112633
ACH-000015,-0.05510822367061805
ACH-000017,-0.04722209800246968
ACH-000018,-0.09510315384056392
ACH-000019,-0.3225254482646259
ACH-000021,-0.1070395480712688
ACH-000022,-0.02790984164113831
ACH-000025,-0.030854947371573894
ACH-000028,-0.06403995601630316
ACH-000030,-0.15843363327291976
ACH-000035,-0.07755612959344968
ACH-000036,0.0632592975864053
ACH-000037,-0.1203174496984139
ACH-000039,-0.16477297565102678
ACH-000040,-0.0395287580069974
ACH-000041,-0.08450826106932982
ACH-000042,-0.09659984040164307
ACH-000045,0.06665830487650784
ACH-000047,-0.22148221410930696
ACH-000052,-0.1731018700383113
ACH-000053,-0.07847858168956916
ACH-000054,-0.02213838774628816
ACH-000055,-0.1096738893229616
ACH-000060,-0.10857630716966206
ACH-000067,-0.32572334313825524
ACH-000070,-0.033026568243130744
ACH-000075,-0.35906444161768825
ACH-000078,-0.20534448649753728
ACH-000082,-0.13756683513745238
ACH-000085,-0.0679212762335271
ACH-000086,-0.1266324364662002
ACH-000087,-0.2614886086385261
ACH-000092,-0.04459370756517695
ACH-000095,-0.1375596258915605
ACH-000097,-0.19277374994545074
ACH-000098,-0.06202096242616863
ACH-000099,-0.16884574911084724
ACH-000108,-0.024576737399418683
ACH-000113,-0.0214644202439928
ACH-000116,-0.11428995041264638
ACH-000118,-0.10501453671784064
ACH-000120,-0.11435843358253316
ACH-000123,-0.0050613312080095675
ACH-000127,-0.05110328131230514
ACH-000128,-0.12838430427554529
ACH-000132,-0.22899721568035397
ACH-000133,-0.13885913200061553
ACH-000137,-0.011725012074401159
ACH-000138,-0.1371276963899967
ACH-000142,-0.059212122101560176
ACH-000143,0.09141780547465377
ACH-000146,-0.034079174135849884
ACH-000148,-0.171809889472076
ACH-000150,-0.21142471935541554
ACH-000152,-0.07286962883165539
ACH-000153,0.16017192035396374
ACH-000159,-0.2452774770674137
ACH-000160,0.04583618650201776
ACH-000163,-0.12761355747637632
ACH-000167,0.006015619528377701
ACH-000168,0.03134364764842928
ACH-000169,-0.11538224923352798
ACH-000178,0.01989031753235855
ACH-000183,-0.028523241360609942
ACH-000188,-0.1535531557034664
ACH-000189,-0.2725220366827828
ACH-000190,-0.22047805142157906
ACH-000198,-0.09032125913524616
ACH-000203,-0.20999975094177756
ACH-000204,-0.11883554169918414
ACH-000206,0.002252418421005832
ACH-000207,0.1366940547187966
ACH-000208,0.3536538498636038
ACH-000210,-0.3049832179461213
ACH-000211,-0.11279833682918873
ACH-000215,-0.10651164899969501
ACH-000221,-0.183276594585864
ACH-000222,-0.06572052676801482
ACH-000223,-0.18665713302701464
ACH-000226,-0.10558370934087058
ACH-000227,0.06492172344748484
ACH-000228,-0.12233245351478456
ACH-000231,-0.09286579386138404
ACH-000232,-0.0568938067797454
ACH-000233,-0.07030029731350157
ACH-000234,-0.2354809542547052
ACH-000235,-0.005043823130617412
ACH-000237,-0.210739631077838
ACH-000238,-0.2232290147099329
ACH-000242,0.08019656818754081
ACH-000243,-0.06911245072307695
ACH-000244,0.15725639226907634
ACH-000246,-0.1511991950969711
ACH-000248,-0.1347468994083512
ACH-000250,-0.13568816690731195
ACH-000251,-0.0843283192774599
ACH-000252,-0.20006911612539952
ACH-000253,-0.2242259389725826
ACH-000255,-0.09616863569280856
ACH-000256,-0.03273683547241441
ACH-000257,0.07919795175142465
ACH-000258,-0.23521641559550105
ACH-000259,0.006128461452401209
ACH-000260,-0.034117855862844354
ACH-000261,0.11802565017848725
ACH-000262,-0.08918437993375278
ACH-000263,-0.21860007386289346
ACH-000264,-0.10804243803635616
ACH-000265,-0.03132773915391012
ACH-000266,-0.12932266382721927
ACH-000272,-0.01788047072719974
ACH-000274,-0.1931634300038025
ACH-000277,-0.2208866962736584
ACH-000278,-0.1032986399493624
ACH-000279,0.003925059529897439
ACH-000280,-0.15643670166726673
ACH-000281,-0.12891009364317396
ACH-000288,-0.10527326376622298
ACH-000291,-0.008033478039971769
ACH-000293,-0.05189308843821348
ACH-000294,-0.1481143174020987
ACH-000295,-0.11281344670866594
ACH-000296,-0.3249587695348882
ACH-000302,-0.1130916837011025
ACH-000304,-0.15877475622208914
ACH-000307,-0.03722236229830789
ACH-000308,-0.07998825878614098
ACH-000310,-0.28327663231406225
ACH-000311,-0.15182197459242774
ACH-000312,0.035527198289188336
ACH-000315,-0.013288940947488486
ACH-000316,-0.0318295426339386
ACH-000317,-0.16592120322570034
ACH-000318,-0.11436465581121487
ACH-000319,0.10797793681298863
ACH-000320,-0.1524524736255836
ACH-000322,-0.14336810455767554
ACH-000323,-0.14485004685583502
ACH-000324,-0.10117780744898472
ACH-000329,-0.08134596553356029
ACH-000330,0.039112980816045965
ACH-000331,-0.1754507924722504
ACH-000332,-0.07884170989417677
ACH-000334,0.08218370527353168
ACH-000335,-0.10522964835398367
ACH-000336,-0.14444204564929444
ACH-000337,0.045101401702880864
ACH-000338,-0.2070725838379529
ACH-000339,-0.06484195887064803
ACH-000341,-0.06562789107495832
ACH-000348,-0.11500358274468853
ACH-000350,-0.01718059366637095
ACH-000352,-0.12151845915623527
ACH-000356,-0.004662690466487061
ACH-000361,-0.01276041800719187
ACH-000362,0.029744030830502626
ACH-000363,-0.10886547187553387
ACH-000364,-0.012009702612965842
ACH-000365,-0.15011818653469108
ACH-000366,0.008487148825622813
ACH-000368,0.028819953662839407
ACH-000374,-0.11248751725400999
ACH-000375,-0.2380888482524545
ACH-000376,-0.16362596584704406
ACH-000381,-0.1723953768018145
ACH-000383,-0.1485184789644797
ACH-000387,-0.05134514092017257
ACH-000389,0.09054235314824106
ACH-000390,-0.16377355045448969
ACH-000393,-0.043120177823788255
ACH-000395,-0.16955554209977378
ACH-000396,-0.15053690347937687
ACH-000397,-0.1617215792305436
ACH-000401,-0.19836434960034052
ACH-000402,-0.3879151690106339
ACH-000403,-0.24299049660342475
ACH-000404,-0.01076604458020414
ACH-000406,-0.117611043749328
ACH-000407,0.038047744045851324
ACH-000408,-0.17587808139555924
ACH-000410,-0.17486010099733104
ACH-000411,-0.15166585063939594
ACH-000414,-0.08081110937496339
ACH-000415,-0.30234815912661656
ACH-000416,-0.14086537501812485
ACH-000420,-0.12670152231597612
ACH-000421,-0.06244199495521361
ACH-000424,-0.27287929586042403
ACH-000425,-0.17868291279017595
ACH-000426,-0.20206035811742967
ACH-000427,-0.05484456838779653
ACH-000433,-0.12110781424820374
ACH-000435,-0.22670162514079334
ACH-000436,-0.17214971816813154
ACH-000444,-0.2097157882956424
ACH-000445,-0.061417116067543076
ACH-000448,-0.07997935591517827
ACH-000450,-0.3150883116553293
ACH-000452,-0.11696098296530245
ACH-000454,-0.06827002470206725
ACH-000458,-0.15249176093634206
ACH-000459,0.028126795662298136
ACH-000460,-0.2257774790968545
ACH-000461,-0.0990920284601239
ACH-000463,-0.2805217809314772
ACH-000464,-0.16884471488186228
ACH-000466,-0.1710732627486237
ACH-000467,-0.15033319010883986
ACH-000468,-0.11346555371482245
ACH-000469,-0.0663884027429237
ACH-000470,0.020316756267108053
ACH-000471,-0.09064489460951923
ACH-000472,-0.12189314582253448
ACH-000473,-0.21312100999264247
ACH-000475,-0.1704001626862056
ACH-000476,-0.2002777863699501
ACH-000477,-0.1189076552529325
ACH-000479,0.15453451629563875
ACH-000480,-0.2455222149600501
ACH-000481,-0.1594985587514702
ACH-000483,-0.07115108147554636
ACH-000484,-0.17354043158774762
ACH-000485,-0.22892000790176706
ACH-000486,-0.13723556812949247
ACH-000487,-0.11476863465553686
ACH-000488,-0.10995929072077484
ACH-000490,-0.22635595088225044
ACH-000491,-0.2166169841137505
ACH-000495,0.04963811846596218
ACH-000496,-0.11064178085483913
ACH-000499,0.07305055926396882
ACH-000500,-0.11958141352218178
ACH-000502,-0.0458839207055933
ACH-000503,-0.35242670202974835
ACH-000505,-0.053006258120204736
ACH-000507,-0.18933061013496674
ACH-000510,-0.08719281813557378
ACH-000511,-0.0325018412854851
ACH-000512,0.1614700753819922
ACH-000516,-0.12179876465112364
ACH-000517,-0.09190128942589527
ACH-000518,-0.1676033705803673
ACH-000520,-0.23139572016526155
ACH-000521,-0.13037622573134253
ACH-000522,-0.16232547840498088
ACH-000524,-0.16162674153140674
ACH-000527,-0.09475211583538466
ACH-000528,-0.20886426354799376
ACH-000537,-0.08550076273900975
ACH-000541,-0.19329163033662128
ACH-000542,-0.11839388197649126
ACH-000544,-0.2372159907791688
ACH-000545,-0.049953245681276084
ACH-000547,0.07673138978338936
ACH-000548,-0.06516478743400947
ACH-000549,-0.037123110137168784
ACH-000550,-0.10032887666378416
ACH-000552,-0.2259607920491878
ACH-000556,-0.1604226548459553
ACH-000557,-0.14892688412609262
ACH-000569,-0.08109390094399661
ACH-000570,-0.15117643372746425
ACH-000571,-0.06997255018367719
ACH-000573,-0.07949708497718604
ACH-000576,-0.0735602656334014
