,GATSL3 (652968)
ACH-000004,-0.01439400116021544
ACH-000005,-0.3580722644291838
ACH-000007,0.05838811655327693
ACH-000009,-0.07691099016751146
ACH-000011,0.05006772027700604
ACH-000012,-0.17563661775306116
ACH-000013,-0.08302922933806972
ACH-000014,-0.04489275745565174
ACH-000015,-0.1094068864871269
ACH-000017,-0.11035144406218736
ACH-000018,-0.07213148910629279
ACH-000019,-0.10937245246036446
ACH-000021,-0.04277636544445789
ACH-000022,0.011033630546312432
ACH-000025,-0.004148654198290093
ACH-000028,-0.0022162016773040034
ACH-000030,-0.0911392161038941
ACH-000035,-0.1923981944839752
ACH-000036,-0.02584045642844561
ACH-000037,-0.07892525990851157
ACH-000039,0.19772310932094447
ACH-000040,0.12099414282387315
ACH-000041,0.04091336642586242
ACH-000042,-0.3023891686578487
ACH-000045,-0.042662778218113
ACH-000047,-0.11629766448806605
ACH-000052,0.11836767457874438
ACH-000053,-0.02584158981951411
ACH-000054,-0.03659139902365454
ACH-000055,0.15076648121158145
ACH-000060,-0.19145996810692395
ACH-000067,-0.15580147319930224
ACH-000070,-0.057571331827805675
ACH-000075,-0.13644473606727095
ACH-000078,0.060713830181681874
ACH-000082,0.017909359219237506
ACH-000085,0.0278891688155267
ACH-000086,0.02825764051741727
ACH-000087,0.09997344888039464
ACH-000092,-0.20596031575060406
ACH-000095,0.022765856661043853
ACH-000097,0.025310848834202492
ACH-000098,-0.130157541941485
ACH-000099,-0.07175018733232856
ACH-000108,0.11168685274339783
ACH-000113,0.024541665042792545
ACH-000116,0.014981308365290888
ACH-000118,0.04131619234280546
ACH-000120,-0.02529346127575613
ACH-000123,-0.08390976577325307
ACH-000127,0.07558598070070924
ACH-000128,0.005691612695632048
ACH-000132,-0.1360173380460975
ACH-000133,-0.01582508454050236
ACH-000137,-0.13224541468614676
ACH-000138,0.16561689591817486
ACH-000142,0.03649483952861406
ACH-000143,-0.0373567271244101
ACH-000146,-0.03648047574989678
ACH-000148,0.038953677995075625
ACH-000150,0.026683938819126625
ACH-000152,0.0679169919253948
ACH-000153,0.20953071845723864
ACH-000159,0.11920607993932222
ACH-000160,-0.09283826307394087
ACH-000163,-0.0879470673441327
ACH-000167,0.11732651569138187
ACH-000168,-0.0650227670835377
ACH-000169,-0.06249184593635716
ACH-000178,0.038907205814854885
ACH-000183,-0.045381024006621064
ACH-000188,0.010543593651290338
ACH-000189,-0.07289035395709302
ACH-000190,0.017992717892140943
ACH-000198,0.06007297953492857
ACH-000203,-0.05076306805101459
ACH-000204,-0.031476710279389856
ACH-000206,0.07816530823375002
ACH-000207,-0.09272561213932684
ACH-000208,0.08439068127951321
ACH-000210,-0.0965869584947757
ACH-000211,0.10230898507669166
ACH-000215,0.01351859467072763
ACH-000221,-0.20798623839310135
ACH-000222,-0.011337320902020958
ACH-000223,-0.1402449019041022
ACH-000226,-0.004112892570588946
ACH-000227,0.057633918295517624
ACH-000228,0.04987938278476499
ACH-000231,-0.058031796312051465
ACH-000232,-0.12136814288686895
ACH-000233,-0.1118274319465536
ACH-000234,0.041247439228060734
ACH-000235,-0.0034746378769813964
ACH-000237,-0.06645008756640929
ACH-000238,-0.10411178241422957
ACH-000242,0.10829337503700263
ACH-000243,-0.04093501542468076
ACH-000244,0.09244551423165054
ACH-000246,0.08207967708801449
ACH-000248,0.04054551536984468
ACH-000250,0.03600757091522594
ACH-000251,0.00029997799614897623
ACH-000252,-0.04064265920856447
ACH-000253,0.005434214104122547
ACH-000255,-0.08411417724613589
ACH-000256,-0.3414206430570977
ACH-000257,0.23684386607247576
ACH-000258,0.02782759169865217
ACH-000259,-0.01763376793529197
ACH-000260,-0.04478300653118664
ACH-000261,0.007906712600320396
ACH-000262,0.1107556873839634
ACH-000263,0.0597631078774684
ACH-000264,-0.2311819361605342
ACH-000265,0.00937996073747234
ACH-000266,-0.023209588372753
ACH-000272,-0.15302001169074225
ACH-000274,-0.09246808717044333
ACH-000277,0.0817333047288683
ACH-000278,0.01307634242172595
ACH-000279,0.026684275139363483
ACH-000280,0.007796199551971905
ACH-000281,-0.002325825597987052
ACH-000288,-0.0482773460176372
ACH-000291,-0.013326922271237236
ACH-000293,-0.16983935075847162
ACH-000294,0.012316256196240695
ACH-000295,0.027430736853308862
ACH-000296,-0.033615504735491464
ACH-000302,-0.1334924670529168
ACH-000304,-0.023141829943766984
ACH-000307,-0.05971059779907319
ACH-000308,-0.09668264089889476
ACH-000310,0.03260439860934145
ACH-000311,0.11823788169696875
ACH-000312,-0.06614685080630607
ACH-000315,-0.1673408995590276
ACH-000316,-0.0033090509622091245
ACH-000317,0.07811326955286302
ACH-000318,-0.1394704748854467
ACH-000319,-0.08230044056798673
ACH-000320,0.02867780308343215
ACH-000322,-0.1023072278339932
ACH-000323,-0.09795667414052812
ACH-000324,-0.1317830648786212
ACH-000329,0.13242529133854955
ACH-000330,0.039782952595995486
ACH-000331,0.1766108720559883
ACH-000332,0.011273899482081929
ACH-000334,-0.18956500116746314
ACH-000335,-0.15069705483974366
ACH-000336,0.07535505309058932
ACH-000337,-0.035827044003409685
ACH-000338,0.5696323173971698
ACH-000339,-0.029360904478979412
ACH-000341,0.00036744271475702884
ACH-000348,0.06140772792075394
ACH-000350,-0.04574251966818387
ACH-000352,0.10141940524722723
ACH-000356,-0.06536850181238643
ACH-000361,0.09202404279630734
ACH-000362,-0.0046927331976418935
ACH-000363,-0.009046378944299448
ACH-000364,0.06443508042002738
ACH-000365,-0.024754254963900598
ACH-000366,0.02785551371328125
ACH-000368,-0.17144763330706778
ACH-000374,0.053394700011859066
ACH-000375,-0.11790666318260548
ACH-000376,-0.05195495666571938
ACH-000381,-0.13448491256344952
ACH-000383,0.04608664221456395
ACH-000387,-0.06223564277465536
ACH-000389,-0.12095561836720928
ACH-000390,-0.036960911908357486
ACH-000393,-0.05616830362278734
ACH-000395,0.03617374631313082
ACH-000396,0.2459820409485633
ACH-000397,-0.08408143149282969
ACH-000401,-0.2079236725199021
ACH-000402,-0.006561153722679253
ACH-000403,-0.12516552158875668
ACH-000404,0.01950349320590424
ACH-000406,-0.0370409675151696
ACH-000407,-0.12038387443250292
ACH-000408,-0.21954625153899296
ACH-000410,-0.0026336352628349357
ACH-000411,0.04807561392854834
ACH-000414,0.15797155184748046
ACH-000415,-0.04082652011588564
ACH-000416,-0.07801533237604982
ACH-000420,-0.1585602080047231
ACH-000421,-0.21722684296256128
ACH-000424,0.14023825026351006
ACH-000425,-0.15445601272493706
ACH-000426,0.12915484355796025
ACH-000427,0.06505508448180403
ACH-000433,-0.1505798313478934
ACH-000435,0.026057670373121605
ACH-000436,0.08349206798703866
ACH-000444,0.07589665544254068
ACH-000445,0.005154166518893381
ACH-000448,-0.10107707406165001
ACH-000450,0.08942713050762822
ACH-000452,-0.0022476604750568336
ACH-000454,-0.2269232629580358
ACH-000458,-0.06801685175506593
ACH-000459,-0.01665863213370328
ACH-000460,0.002096820212331876
ACH-000461,-0.051800128859963664
ACH-000463,-0.05277873906277872
ACH-000464,-0.09580372277287924
ACH-000466,-0.06550035984751124
ACH-000467,-0.05924447787108397
ACH-000468,-0.15874272101554865
ACH-000469,-0.06376852861960462
ACH-000470,-0.19958180226641511
ACH-000471,-0.07846523638658008
ACH-000472,-0.044281817104195986
ACH-000473,-0.09085205673442152
ACH-000475,-0.10557351159122562
ACH-000476,0.08060167320760975
ACH-000477,-0.07502384813695337
ACH-000479,-0.14139088513054188
ACH-000480,-0.00769426625701659
ACH-000481,-0.05403015789181631
ACH-000483,-0.090308209475666
ACH-000484,0.058184813580018875
ACH-000485,0.07628190159841021
ACH-000486,-0.02782464630979117
ACH-000487,-0.07489822375393218
ACH-000488,-0.12290345288898195
ACH-000490,-0.03655798655751995
ACH-000491,-0.013876961427848928
ACH-000495,0.03442016165570392
ACH-000496,0.016005003348409614
ACH-000499,-0.11023986962976803
ACH-000500,0.110020172372784
ACH-000502,-0.0012792635774855098
ACH-000503,-0.08958862403954654
ACH-000505,-0.0664267988653176
ACH-000507,-0.014136773439105453
ACH-000510,-0.062382351298189885
ACH-000511,-0.0552137828585832
