,ARIH2 (10425)
ACH-000004,-0.027513090957529074
ACH-000005,0.08890125471209284
ACH-000007,0.011913402009044685
ACH-000009,0.17981566529933932
ACH-000011,0.3218230234776485
ACH-000012,-0.05589564619942244
ACH-000013,-0.09599488870671176
ACH-000014,0.2834024190404366
ACH-000015,0.3546808806587413
ACH-000017,-0.10199862081695564
ACH-000018,0.11617916639251187
ACH-000019,0.059345523299137073
ACH-000021,-0.10886221168263772
ACH-000022,-0.011546459718867393
ACH-000025,0.08957807805416286
ACH-000028,0.1249929554554965
ACH-000030,-0.2707099257441278
ACH-000035,0.1302803119806866
ACH-000036,0.1281776031454943
ACH-000037,-0.02490801059534089
ACH-000039,-0.09763372166399542
ACH-000040,0.17919427189125114
ACH-000041,0.10529197058478523
ACH-000042,0.18618744611066715
ACH-000045,-0.07096638452358492
ACH-000047,0.30202729301367603
ACH-000052,0.13253942993072096
ACH-000053,-0.02384119463670531
ACH-000054,-0.06613008703223328
ACH-000055,0.12554202235257506
ACH-000060,0.6742211785390784
ACH-000067,0.3652890775789158
ACH-000070,-0.1651914360100933
ACH-000075,0.0351280521804454
ACH-000078,-0.2220477612353264
ACH-000082,0.08308914065969565
ACH-000085,-0.055658825482670087
ACH-000086,-0.008796695100590791
ACH-000087,0.14368965612862447
ACH-000092,-0.1829974900361331
ACH-000095,0.0146105812949486
ACH-000097,-0.1953697775097685
ACH-000098,0.2763551109714306
ACH-000099,0.2277681840165319
ACH-000108,0.2591506758999137
ACH-000113,0.22559303838223105
ACH-000116,-0.08225231147358869
ACH-000118,0.08647233882037983
ACH-000120,0.2493396262175207
ACH-000123,0.07185030977865499
ACH-000127,-0.1366676922394381
ACH-000128,0.05477434069056955
ACH-000132,0.1530709034921359
ACH-000133,0.028544897627079374
ACH-000137,0.2809577098811999
ACH-000138,0.3256355165160545
ACH-000142,-0.09311776233661946
ACH-000143,0.5025996433925356
ACH-000146,0.007364534859198438
ACH-000148,0.04660172767988045
ACH-000150,-0.14527568030034804
ACH-000152,0.09060213554449624
ACH-000153,0.10303251414512846
ACH-000159,0.1630379832196274
ACH-000160,-0.09932025272187882
ACH-000163,-0.09542371001762584
ACH-000167,0.3858085428205018
ACH-000168,-0.0769413364422649
ACH-000169,0.02501262662917925
ACH-000178,0.21173113685160014
ACH-000183,0.09888290556021848
ACH-000188,-0.13012999500615774
