,SPPL2A (84888)
ACH-000004,0.06393090264409944
ACH-000005,-0.013090252515166441
ACH-000007,0.20388859180609134
ACH-000009,0.2564138718301955
ACH-000011,0.2495434606399527
ACH-000012,0.19564729827941224
ACH-000013,0.2442502016011277
ACH-000014,0.2763620067606192
ACH-000015,0.276360707467358
ACH-000017,0.22097265202321908
ACH-000018,0.3125517187864528
ACH-000019,0.3854106909406448
ACH-000021,0.24970444680218365
ACH-000022,0.3151615516916583
ACH-000025,0.3022110547585996
ACH-000028,0.31602856245226085
ACH-000030,0.31643414456290186
ACH-000035,0.23722188873816485
ACH-000036,0.3102391734625425
ACH-000037,0.3738404260653074
ACH-000039,0.3656044307593752
ACH-000040,0.3875793253297713
ACH-000041,0.32686788721697874
ACH-000042,0.23020100656128076
ACH-000045,0.19385163780197776
ACH-000047,0.3257488014363029
ACH-000052,0.14703930976028193
ACH-000053,-0.0198686202185049
ACH-000054,0.2701928313464244
ACH-000055,0.3234912802875366
ACH-000060,0.3611953939670941
ACH-000067,0.10321646379535274
ACH-000070,0.2306921284819529
ACH-000075,0.1933340710421831
ACH-000078,0.34330234259054043
ACH-000082,0.2385615436058561
ACH-000085,0.3765260222694068
ACH-000086,0.28172786083915496
ACH-000087,0.4280325010541152
ACH-000092,0.2932789544025624
ACH-000095,0.30611472797751776
ACH-000097,0.23403394615212514
ACH-000098,0.2720201832111981
ACH-000099,0.3650646213245047
ACH-000108,0.22407160223886924
ACH-000113,0.2478476589308793
ACH-000116,0.1961983155975719
ACH-000118,0.2454724148817219
ACH-000120,0.288317705346646
ACH-000123,0.250875886443498
ACH-000127,0.3018633131043841
ACH-000128,0.3443454800051073
ACH-000132,0.14324474224185044
ACH-000133,0.2370156779044156
ACH-000137,0.2941749723371403
ACH-000138,0.23031963254871302
ACH-000142,0.3367065866074995
ACH-000143,0.3164934840269314
ACH-000146,0.29106237526346856
ACH-000148,0.21934228317664767
ACH-000150,0.16813664097381134
ACH-000152,0.21181785456390884
ACH-000153,0.0578962519722848
ACH-000159,0.2980366307415371
ACH-000160,0.25899285055166177
ACH-000163,0.25454666604387616
ACH-000167,0.4563156841639461
ACH-000168,0.0636599273566996
ACH-000169,0.34833835510610456
ACH-000178,0.262105583519788
ACH-000183,0.38665315096128505
ACH-000188,0.2494994585314585
ACH-000189,0.2550398229931698
ACH-000190,0.22845868048438825
ACH-000198,0.14538122476968085
ACH-000203,-0.010123891636950648
ACH-000204,0.20306861192733594
ACH-000206,0.3536603937461205
ACH-000207,0.2080124250751864
ACH-000208,0.12904022418366584
ACH-000210,0.1357230292318999
ACH-000211,0.2357622483441226
ACH-000215,0.4176408255728707
ACH-000221,0.19506744028263495
ACH-000222,0.246588606944612
ACH-000223,0.22855264927009464
ACH-000226,0.20605935484767465
ACH-000227,0.3147891726471168
ACH-000228,0.06877297765078924
ACH-000231,0.26814764720144
ACH-000232,0.2771305468947111
ACH-000233,0.21677684420378013
ACH-000234,0.23799304780498695
ACH-000235,0.1842087526269088
ACH-000237,0.2928475607857989
ACH-000238,0.31090823505120785
ACH-000242,0.1852429983737272
ACH-000243,0.2291664060475388
ACH-000244,0.2974277034544145
ACH-000246,0.2867374384545999
ACH-000248,0.1831932968733651
ACH-000250,0.2645172467310193
ACH-000251,0.2323624898765473
ACH-000252,0.28016946810495386
ACH-000253,0.25393716321983184
ACH-000255,0.1217529886114136
ACH-000256,0.2828042380650652
ACH-000257,0.07215789764517991
ACH-000258,0.2709813631073945
ACH-000259,0.2978090031380628
ACH-000260,0.2875693454873553
ACH-000261,0.27990334767898345
ACH-000262,0.2213618065112752
ACH-000263,0.1764709092624668
ACH-000264,0.3039914864300857
ACH-000265,0.09879360775994413
ACH-000266,0.16096715697147568
ACH-000272,0.2601550664729993
ACH-000274,0.2417224070675177
ACH-000277,0.3436889247635428
ACH-000278,0.33555301861521825
ACH-000279,0.2897146056377364
ACH-000280,0.3596778147098142
ACH-000281,0.313437457951152
ACH-000288,0.1570841254641263
ACH-000291,0.3845812595132455
ACH-000293,0.2459803008542347
ACH-000294,0.19034429075243575
ACH-000295,0.07126234002227252
ACH-000296,0.22313002728698988
ACH-000302,0.2100253305437612
ACH-000304,0.3213978355779328
ACH-000307,0.16122649891608656
ACH-000308,0.2924229210797857
ACH-000310,0.4129643914281641
ACH-000311,0.310120492127201
ACH-000312,0.2908714924910129
ACH-000315,-0.27176195753985105
ACH-000316,0.2632776563829397
ACH-000317,0.33617169131978164
ACH-000318,0.2355054721042166
ACH-000319,0.09608292181484787
ACH-000320,0.18377918853573846
ACH-000322,0.3188550906190495
ACH-000323,0.2728073336382861
ACH-000324,0.2592072701988793
ACH-000329,0.3586070487865522
ACH-000330,0.27581079511998696
ACH-000331,0.3974101966926703
ACH-000332,0.26471219559537
ACH-000334,0.006485005499868975
ACH-000335,0.1502844002070236
ACH-000336,0.2117593170548622
ACH-000337,0.13695602691142794
ACH-000338,-0.3775227264071995
ACH-000339,0.33654216996821673
ACH-000341,0.2736677318860927
ACH-000348,0.2821159028451169
ACH-000350,0.1274071156870439
ACH-000352,0.12979194687853365
ACH-000356,0.3661094575055166
ACH-000361,0.2757462335494549
ACH-000362,0.26747831090273594
ACH-000363,0.243520014477642
ACH-000364,0.2416443708596639
ACH-000365,0.25724950790227924
ACH-000366,0.19918396438654595
ACH-000368,0.14212026845444448
ACH-000374,0.32218761776966515
ACH-000375,0.20192223929721334
ACH-000376,0.22333206178364307
ACH-000381,0.3902141390754362
ACH-000383,0.2544334089021637
ACH-000387,0.20927553662330853
ACH-000389,0.38617546009804826
ACH-000390,0.26719031909088325
ACH-000393,0.27545131841000026
ACH-000395,0.2570853990765057
ACH-000396,0.1690574533448236
ACH-000397,0.3007621440736451
ACH-000401,0.1014316623832386
ACH-000402,0.09907641593949992
ACH-000403,0.18741488264509268
ACH-000404,0.5046170298157063
ACH-000406,0.3724899081940216
ACH-000407,0.18746301989186887
ACH-000408,0.10209605276306308
ACH-000410,0.2620344194236301
ACH-000411,0.3409590765496884
ACH-000414,0.2557404202072575
ACH-000415,0.3510918329916609
ACH-000416,0.35327143275813905
ACH-000420,0.2497050604947892
ACH-000421,0.2037491017874987
ACH-000424,0.34478959149045363
ACH-000425,0.3190362168870202
ACH-000426,0.12630306064882155
ACH-000427,0.22644427425587146
ACH-000433,0.38882414707023577
ACH-000435,0.30120263320718066
ACH-000436,0.18868050496004465
ACH-000444,0.1726779401826949
ACH-000445,0.3378151942016224
ACH-000448,0.14946203368125735
ACH-000450,0.3202416226024208
ACH-000452,0.2507997598163688
ACH-000454,0.375569722573314
ACH-000458,0.28617753098908605
ACH-000459,0.2735144429213066
ACH-000460,0.19698273258100146
ACH-000461,0.20285017985988615
