,ZNF705G (100131980)
ACH-000004,0.2715390025928372
ACH-000005,-0.09518749145653507
ACH-000007,0.16096684717691093
ACH-000009,0.09993722751229238
ACH-000011,0.09934874692210297
ACH-000012,0.05599084107077143
ACH-000013,0.14524461279045942
ACH-000014,-0.019040542311077883
ACH-000015,0.12838898384590533
ACH-000017,0.09136501148337044
ACH-000018,0.20363516840945015
ACH-000019,0.017627099610449785
ACH-000021,0.11984999295354568
ACH-000022,0.14728385205223554
ACH-000025,0.03957446682179672
ACH-000028,0.2438367099323578
ACH-000030,0.15898537701172966
ACH-000035,0.2433313238008832
ACH-000036,0.06185675935671881
ACH-000037,0.11308886222385282
ACH-000039,0.06757566413891439
ACH-000040,0.09348791184689638
ACH-000041,0.03263138952425746
ACH-000042,0.08274547225019463
ACH-000045,0.012077126969721316
ACH-000047,0.18758878803748347
ACH-000052,0.15311017227496365
ACH-000053,0.17922378093349306
ACH-000054,0.14621275945851175
ACH-000055,0.07108745200015887
ACH-000060,0.03146227076552585
ACH-000067,0.20940165765379573
ACH-000070,0.20538960405907494
ACH-000075,0.06711810632001647
ACH-000078,0.09321343669722937
ACH-000082,0.059419086583222924
ACH-000085,0.11751276491058102
ACH-000086,0.057866336319976175
ACH-000087,0.2609051554003467
ACH-000092,0.19145322625144046
ACH-000095,0.284304204338873
ACH-000097,-0.03025217215876508
ACH-000098,0.18658300377081544
ACH-000099,0.13861917257939926
ACH-000108,0.2074298515799839
ACH-000113,-0.02826540875083145
ACH-000116,0.10548637667099753
ACH-000118,0.07520743615191856
ACH-000120,0.09177830283928956
ACH-000123,0.2762928280398808
ACH-000127,0.19798700668896524
ACH-000128,-0.00322395817615838
ACH-000132,0.20277677208806827
ACH-000133,0.11375424188914444
ACH-000137,0.2105258130601788
ACH-000138,0.16104103726227095
ACH-000142,0.1909818893835253
ACH-000143,0.2133790432936339
ACH-000146,0.1492130861354966
ACH-000148,0.25907259885159184
ACH-000150,0.018730938688055955
ACH-000152,0.23609273904430134
ACH-000153,-0.18624813436727405
ACH-000159,0.1892910587730568
ACH-000160,0.17940715259341167
ACH-000163,0.11348329676508552
ACH-000167,-0.09466280223337052
ACH-000168,0.1968939362376651
ACH-000169,0.1689925882541174
ACH-000178,0.1926964115245597
ACH-000183,0.2183261014488361
ACH-000188,0.005494888963116874
ACH-000189,-0.136165752670568
ACH-000190,0.013327526087143514
ACH-000198,0.11365014621975662
ACH-000203,-0.19320801247716224
ACH-000204,0.3006995096586311
ACH-000206,0.16491760273929978
ACH-000207,0.0923350502954441
ACH-000208,0.18595406507253925
ACH-000210,0.29716267571513616
ACH-000211,0.048885423691281
ACH-000215,0.06859425325014935
ACH-000221,0.19150470832540112
ACH-000222,0.0597434994374167
ACH-000223,0.09890286393739016
ACH-000226,0.056085512672328836
ACH-000227,0.2557267819653663
ACH-000228,-0.1274722833161298
ACH-000231,0.17067618523317488
ACH-000232,0.04527998820382488
ACH-000233,0.03550538119202792
ACH-000234,0.16103437826675734
ACH-000235,0.17936511363372046
ACH-000237,0.2288894530311217
ACH-000238,0.0640038077380589
ACH-000242,-0.0968843136402726
ACH-000243,0.13578543115125247
ACH-000244,0.013367650625215331
ACH-000246,0.11821734867272997
ACH-000248,0.15312890328838222
ACH-000250,0.14305455083560614
ACH-000251,0.3285971959945906
ACH-000252,0.05807586033051643
ACH-000253,0.2034407646480408
ACH-000255,0.03280382572288983
ACH-000256,0.14799731350291245
ACH-000257,0.4255694947081813
ACH-000258,-0.04600396176343388
ACH-000259,0.11779034729458727
ACH-000260,0.13315519713754975
ACH-000261,0.07855417596811749
ACH-000262,0.26246194274179124
ACH-000263,0.012630682190731213
ACH-000264,0.10183807607776156
ACH-000265,0.15470219165387064
ACH-000266,0.14183895372639072
ACH-000272,0.1519720390873324
ACH-000274,0.09212363836664073
ACH-000277,0.13780653341953342
ACH-000278,0.22443989417759144
ACH-000279,0.1283356270071032
ACH-000280,0.22712917515133066
ACH-000281,0.0038956143722970976
ACH-000288,0.1914353930796639
ACH-000291,0.20344264027757772
ACH-000293,0.35753132558663764
ACH-000294,0.1572908395379121
ACH-000295,0.12916310038457512
ACH-000296,-0.08401373660836199
ACH-000302,0.16703888474265924
ACH-000304,0.12715361371058231
ACH-000307,0.14559412672367994
ACH-000308,0.08831127878854468
ACH-000310,0.27258338539463123
ACH-000311,0.1585364799162985
ACH-000312,0.1481117075940043
ACH-000315,0.2596525773080185
ACH-000316,0.16452775194673788
ACH-000317,0.18059939873098185
ACH-000318,0.06298626801670891
ACH-000319,0.06163941029374735
ACH-000320,0.10507920223448322
ACH-000322,0.04344694295339014
ACH-000323,0.26822872374411977
ACH-000324,0.09897525036435384
ACH-000329,0.15753797448846485
ACH-000330,0.10467014359074364
ACH-000331,0.16407221855851764
ACH-000332,0.1107560767458962
