,DAZL (1618)
ACH-000004,-0.04343881777333671
ACH-000005,0.1853209205520012
ACH-000007,-0.2009509764006985
ACH-000009,0.05120629695726837
ACH-000011,0.07872387634617163
ACH-000012,0.050414207301227865
ACH-000013,0.0940900207180982
ACH-000014,0.03749961036834466
ACH-000015,0.027404003596546617
ACH-000017,0.06973479296763367
ACH-000018,0.04078849474406334
ACH-000019,0.006908442626254127
ACH-000021,0.012831499941426095
ACH-000022,0.11245057301137344
ACH-000025,-0.12094135578774948
ACH-000028,-0.04197542109018389
ACH-000030,0.06745116423089896
ACH-000035,0.19201051577942926
ACH-000036,-0.2241177575400212
ACH-000037,-0.0911610461568
ACH-000039,0.1206670900547308
ACH-000040,0.04270279849365745
ACH-000041,0.004423689114146015
ACH-000042,-0.11152101334905486
ACH-000045,0.0197175956710695
ACH-000047,0.055189652191554105
ACH-000052,0.11783859137517685
ACH-000053,-0.09063556772463104
ACH-000054,-0.10455922980137752
ACH-000055,-0.0249268425117702
ACH-000060,-0.0431634686083462
ACH-000067,-0.11127144624316876
ACH-000070,-0.12944875857079832
ACH-000075,-0.2131420708785211
ACH-000078,-0.21201884388775166
ACH-000082,0.08672226887088448
ACH-000085,0.013551562034644641
ACH-000086,-0.020237761740670736
ACH-000087,-0.1742201516990538
ACH-000092,-0.1679255528470169
ACH-000095,-0.15195827667290562
ACH-000097,0.029299763547974183
ACH-000098,-0.0957853203697097
ACH-000099,-0.13418062982469814
ACH-000108,-0.05522741495019697
ACH-000113,-0.15938972803040616
ACH-000116,0.0389291337097433
ACH-000118,-0.042164704877824866
ACH-000120,-0.06464955777492813
ACH-000123,-0.07945008995129886
ACH-000127,-0.0074637351253354425
ACH-000128,0.0801284370192618
ACH-000132,-0.077476130721567
ACH-000133,-0.07640577361029341
ACH-000137,0.05124021625444637
ACH-000138,0.009139534650772814
ACH-000142,0.01180641093503683
ACH-000143,-0.10583726164217268
ACH-000146,-0.006274172403756687
ACH-000148,0.0387823763617204
ACH-000150,-0.2798067283827941
ACH-000152,-0.08271818892939832
ACH-000153,-0.08522676385295651
ACH-000159,-0.05287883493664164
ACH-000160,-0.04944035211884463
ACH-000163,-0.0276662988708951
ACH-000167,0.3687753099643216
ACH-000168,0.16118281196926731
ACH-000169,0.006520824454716895
ACH-000178,-0.03819802200927204
ACH-000183,0.0148411001166297
ACH-000188,-0.023270042934754872
ACH-000189,-0.054157055294684696
ACH-000190,-0.3782643306635395
ACH-000198,-0.018673806412564036
ACH-000203,-0.1980613601549878
ACH-000204,-0.0787985013690452
ACH-000206,-0.3786811846735582
ACH-000207,0.15058753608708705
ACH-000208,-0.1412061271861496
ACH-000210,0.2801611780431433
ACH-000211,-0.11199536786206424
ACH-000215,0.032908656641313705
ACH-000221,0.08977674784325379
ACH-000222,-0.06081000849943026
ACH-000223,-0.034924118246561844
ACH-000226,-0.037051797792560494
ACH-000227,-0.17594174473020968
ACH-000228,0.011232538162080759
ACH-000231,0.009569289527371716
ACH-000232,-0.09228354399804048
ACH-000233,-0.11576370175619187
ACH-000234,-0.07190611325780114
ACH-000235,0.053797717861160985
ACH-000237,-0.046031083178894185
ACH-000238,-0.016182881381905437
ACH-000242,-0.2330811717660645
ACH-000243,-0.03863772685573196
ACH-000244,-0.12295480105385755
ACH-000246,-0.02825758600017408
ACH-000248,0.09123145713418736
ACH-000250,0.06320293239085513
ACH-000251,0.011352323309053029
ACH-000252,0.03934725021128098
ACH-000253,-0.12809733721313465
ACH-000255,-0.08931318736188519
ACH-000256,0.010460271560007152
ACH-000257,-0.18947760509955525
ACH-000258,0.10305373256948304
ACH-000259,-0.0060644179980076365
ACH-000260,0.046489213457606836
ACH-000261,0.137562522805356
ACH-000262,0.0076019033704288
ACH-000263,0.035883809559082144
ACH-000264,-0.045998157109280666
ACH-000265,0.053202913789954766
ACH-000266,-0.013911022185995915
ACH-000272,0.127751573833827
ACH-000274,-0.13115388740539816
ACH-000277,-0.14202109467471913
ACH-000278,-0.1075326364616852
ACH-000279,0.08221842855371997
ACH-000280,-0.08778567674683438
ACH-000281,0.08174838898013632
ACH-000288,0.02122643692403689
ACH-000291,-0.04664660461393495
ACH-000293,-0.12645557484542924
ACH-000294,0.043781677732726135
ACH-000295,0.11022487799516774
ACH-000296,-0.16307830251785316
ACH-000302,0.08822204528188166
ACH-000304,-0.07371307732182128
ACH-000307,0.032238845919531245
ACH-000308,-0.002581324723477333
ACH-000310,-0.12224982645857475
ACH-000311,0.04882007089826587
ACH-000312,-0.016219002003478186
ACH-000315,0.1690991569354916
ACH-000316,0.0566658808039503
ACH-000317,0.18328427134396252
ACH-000318,0.17638143515621585
ACH-000319,-0.0036293897888678814
ACH-000320,0.08668569970510875
ACH-000322,-0.1717322493901399
ACH-000323,-0.13189319746651582
ACH-000324,0.03015117481385072
ACH-000329,-0.02549504192773509
ACH-000330,0.0036929258135061428
