,MDH2 (4191)
ACH-000718,-0.058066532548038736
ACH-000720,-0.11588785204118113
ACH-000721,-0.42165667763409176
ACH-000724,-0.1860651148895558
ACH-000725,-0.3931375801621262
ACH-000732,-0.11270343126708254
ACH-000734,-0.2576179574691466
ACH-000735,-0.23315187710182864
ACH-000736,-0.21958424958723136
ACH-000738,-0.27954282244367873
ACH-000746,-0.6563606976503976
ACH-000747,-0.4339773165714601
ACH-000748,-0.11498783636883204
ACH-000753,-0.1501135660952161
ACH-000756,-0.1392006841679155
ACH-000757,-0.14250243297631224
ACH-000758,-0.26508316747880994
ACH-000760,-0.19647889476214436
ACH-000762,-0.20859760493678672
ACH-000763,-0.03174054425229705
ACH-000764,-0.02580426724157329
ACH-000765,-0.23103314225303
ACH-000766,-0.17255021909523233
ACH-000767,-0.2255293597547473
ACH-000768,-0.2277203978742769
ACH-000769,-0.4190331433601132
ACH-000770,-0.061618383747533485
ACH-000771,-0.12923899711687506
ACH-000773,-0.3078459067277093
ACH-000776,-0.15186416604545366
ACH-000777,-0.016625264613585537
ACH-000778,-0.26358903179276044
ACH-000781,0.059329506496535574
ACH-000782,-0.2791959371678869
ACH-000783,-0.1398724391253312
ACH-000784,-0.13845552388426927
ACH-000785,-0.01733822540885831
ACH-000787,-0.1398219239161302
ACH-000788,-0.23300359037867266
ACH-000791,-0.2998957511630611
ACH-000792,0.05063536640490182
ACH-000794,-0.27422161897736635
ACH-000796,-0.17841647411798442
ACH-000798,-0.2556884477179577
ACH-000799,-0.30120804600224593
ACH-000800,-0.1905759259110837
ACH-000802,-0.21953761882348471
ACH-000804,-0.3957716314143676
ACH-000805,-0.02130479421093449
ACH-000809,-0.3399459520934556
ACH-000810,-0.033678597254579695
ACH-000811,-0.304007673385846
ACH-000817,-0.06504116922157442
ACH-000819,-0.0740847492630508
ACH-000820,-0.1255124153842465
ACH-000821,-0.14897526472232228
ACH-000822,-0.23654819733234025
ACH-000823,-0.3569455922531246
ACH-000824,-0.061413915248575035
ACH-000827,-0.1625744562405881
ACH-000829,-0.4791466203199373
ACH-000831,-0.327461382670344
ACH-000832,-0.25631455580942386
ACH-000833,-0.383341793856374
ACH-000834,-0.33710011610246976
ACH-000835,-0.13413225918620714
ACH-000836,0.11514061286745993
ACH-000837,-0.054331197028721384
ACH-000838,0.027879816269518926
ACH-000839,-0.15184153377186513
ACH-000840,-0.27197076526120284
ACH-000841,-0.11412529924028507
ACH-000843,-0.4476049308699489
ACH-000846,-0.34394818307071146
ACH-000847,-0.18025578132169054
ACH-000848,-0.28118165301767445
ACH-000849,-0.14528379317681026
ACH-000851,-0.2753532963007809
ACH-000855,-0.32011045179322345
ACH-000856,-0.15175336391047808
ACH-000858,-0.1759880793543017
ACH-000859,-0.13957292580033448
ACH-000861,-0.2228217455058628
ACH-000862,-0.2159747393199989
ACH-000865,-0.19901379419263224
ACH-000866,0.01741775404872168
ACH-000867,-0.1318147373945598
ACH-000869,-0.39500916337325936
ACH-000872,0.02507840352489361
ACH-000873,-0.15805296954834608
ACH-000876,-0.1002503604221088
ACH-000878,0.06234229493146307
ACH-000880,0.1506375407752819
ACH-000881,-0.08712117992365014
ACH-000882,-0.14378237919385156
ACH-000884,-0.36750976179761774
ACH-000885,-0.8679070699384319
ACH-000887,-0.3109306370451534
ACH-000889,-0.4320043809314284
ACH-000896,-0.20122890998989826
ACH-000898,-0.23331917610968544
ACH-000900,-0.2430185393174184
ACH-000901,-0.2840555202433565
ACH-000905,-0.09886921441452988
ACH-000906,-0.16660579470727332
ACH-000907,-0.2716340378885531
ACH-000910,-0.4698501990640678
ACH-000911,-0.30005291323943606
ACH-000912,-0.08145070522926988
ACH-000913,-0.17965742218132072
ACH-000915,-0.3690752195305099
ACH-000916,-0.5759468719118801
ACH-000917,-0.2071885631426019
ACH-000920,-0.09521662685669696
ACH-000921,-0.2186669029976168
ACH-000924,-0.17140423833327784
ACH-000926,-0.2803009364948563
ACH-000928,-0.3778950575298316
ACH-000929,-0.1592807163924367
ACH-000932,-0.2532063417726181
ACH-000935,-0.34876751313247184
ACH-000936,-0.13044474582996093
ACH-000937,-0.1629404283572144
ACH-000938,-0.08146094718229592
ACH-000939,-0.3011446615169102
ACH-000941,-0.37857466218779545
ACH-000943,-0.7391951765224946
ACH-000946,-0.39777318743989215
ACH-000947,-0.4493214803305479
ACH-000948,-0.23529363484432855
ACH-000950,-0.20087151511988668
ACH-000953,-0.2920486306488482
ACH-000954,-0.20452136023631629
ACH-000957,-0.4389952854186875
ACH-000958,-0.17209116215926046
ACH-000960,-0.4602630649508921
ACH-000963,-0.4191912898506196
ACH-000968,-0.2677965104281217
ACH-000969,-0.6264186740178829
ACH-000972,-0.4418968014883174
ACH-000973,-0.19110426735251493
ACH-000974,-0.12721843808104188
ACH-000978,-0.4057589072532217
ACH-000984,-0.22125013851097114
ACH-000986,-0.06662041906347818
ACH-000988,-0.13415404671982176
ACH-000993,-0.09900161999753926
ACH-000994,-0.4903132552913103
ACH-000996,0.005216189109426886
ACH-001001,-0.4766342716554153
ACH-001020,0.09845094711401486
ACH-001028,-0.11646680020623584
ACH-001031,-0.2271904053287205
ACH-001038,-0.4091768843623422
ACH-001048,-0.1840180480817304
ACH-001050,-0.08490314786288858
ACH-001053,-0.0479978071618694
ACH-001054,-0.09550319761322552
ACH-001061,-0.1799478128197116
ACH-001067,-0.09781547813211566
ACH-001075,-0.05631563824415865
ACH-001096,-0.26681738319289056
ACH-001111,-0.5723790359491665
ACH-001119,-0.24640099596711734
ACH-001128,-0.2967713013028601
ACH-001134,-0.052430895673104265
ACH-001151,-0.1662232678293448
ACH-001163,-0.2530363881689013
ACH-001164,-0.1418821611824468
ACH-001183,-0.10574920130448187
ACH-001192,-0.4288102918405005
ACH-001193,-0.2311033140765724
ACH-001196,-0.17124933999340944
ACH-001197,-0.28192160693745233
ACH-001205,0.04162306731702144
ACH-001211,-0.267262081049771
ACH-001212,-0.16507157313436865
ACH-001228,-0.24261105751620984
ACH-001232,-0.2915029153682928
ACH-001239,-0.12469664187783147
ACH-001270,-0.21463902285572425
ACH-001274,-0.24512086234906424
ACH-001275,-0.15447037170059916
ACH-001277,-0.034568192590547824
ACH-001278,-0.22561018211831474
ACH-001280,-0.16337609390596805
ACH-001283,0.2116245680029928
ACH-001289,-0.3406872525657512
ACH-001300,0.07660644584776949
ACH-001301,-0.06487208997027089
ACH-001302,-0.020916946375040275
ACH-001306,-0.21449763283186749
ACH-001318,-0.12271353731081518
ACH-001322,0.3002973101620373
ACH-001328,-0.21172703162461626
ACH-001332,-0.4183956055393268
ACH-001336,-0.21460495515608224
ACH-001346,-0.18916631909586956
ACH-001353,-0.3126844604122876
ACH-001354,-0.1560125998827785
ACH-001367,-0.4050324838201057
ACH-001368,-0.15282329427309538
ACH-001374,-0.14962346294898438
ACH-001377,-0.02557260251956433
ACH-001380,-0.14412276785671674
ACH-001391,-0.18678077272972807
ACH-001408,-0.13077405083496285
ACH-001430,-0.02043918203584435
ACH-001431,-0.002766560178134677
ACH-001450,-0.33195888797840684
ACH-001496,-0.17252716820172506
ACH-001500,-0.23613328801101502
ACH-001523,-0.28077467794509003
ACH-001532,-0.3979916881267354
ACH-001550,-0.21963159590729567
ACH-001552,-0.3379874325108244
ACH-001554,-0.3019103455093557
ACH-001654,-0.04123553412826517
ACH-001735,-0.026345983872449585
ACH-001736,-0.518668253017742
ACH-001737,0.23266036561242065
ACH-001740,-0.29519054965805513
ACH-001745,-0.4900548397715999
ACH-001765,-0.11928084317424252
