,RCVRN (5957)
ACH-000414,-0.0821746835862332
ACH-000415,-0.18050672982215046
ACH-000416,-0.06391939772378513
ACH-000420,-0.060959397873416615
ACH-000421,-0.044192084260339035
ACH-000424,-0.05120973590594509
ACH-000425,-0.00034485359268838654
ACH-000426,-0.15174905534067826
ACH-000427,-0.2539882097883294
ACH-000433,0.0914822200887241
ACH-000435,0.015484964695792832
ACH-000436,-0.041224736357463376
ACH-000444,-0.030292996106472445
ACH-000445,-0.3537113093343616
ACH-000448,-0.1966014854549889
ACH-000450,-0.020141724834076842
ACH-000452,-0.07310207779388445
ACH-000454,-0.2921242982690506
ACH-000458,-0.025108765893923444
ACH-000459,-0.027874699853742992
ACH-000460,-0.04349969360674767
ACH-000461,0.04516393783951559
ACH-000463,-0.056554957570252314
ACH-000464,-0.1729680252295138
ACH-000466,-0.02040555830906091
ACH-000467,-0.2358578079953945
ACH-000468,-0.24285588312329545
ACH-000469,-0.2355895383244744
ACH-000470,0.051660420480973364
ACH-000471,-0.2412180855899703
ACH-000472,-0.157665596838113
ACH-000473,-0.12294526825152866
ACH-000475,-0.016982834996922217
ACH-000476,-0.09397233610278576
ACH-000477,0.03858643925570477
ACH-000479,0.0044677336657443925
ACH-000480,-0.09789607567841056
ACH-000481,-0.03264368963722518
ACH-000483,-0.23577913475782586
ACH-000484,-0.036018555683701124
ACH-000485,-0.03066838069995641
ACH-000486,-0.10311488839417574
ACH-000487,-0.13112584244205186
ACH-000488,-0.09964219568839433
ACH-000490,-0.02062867102412389
ACH-000491,-0.12194767912494688
ACH-000495,0.04380196037322608
ACH-000496,-0.3411343828829662
ACH-000499,0.02009066182278401
ACH-000500,0.1411605617056555
ACH-000502,-0.06380979067929504
ACH-000503,-0.17802045854887658
ACH-000505,-0.2164742602414505
ACH-000507,-0.051385554852475486
ACH-000510,-0.10473156032711274
ACH-000511,-0.13758618521061702
ACH-000512,-0.03707413447074047
ACH-000516,-0.07635528192200787
ACH-000517,-0.07350591544825523
ACH-000518,-0.09363950811702144
ACH-000520,0.016161055013531354
ACH-000521,-0.2163342380115676
ACH-000522,-0.07196501832647002
ACH-000524,-0.07773450330751003
ACH-000527,-0.17213373321527464
ACH-000528,-0.2516049108592865
ACH-000537,-0.07798104399012852
ACH-000541,-0.14433410966886193
ACH-000542,-0.1093015649972975
ACH-000544,-0.3558677598802546
ACH-000545,-0.03846171863074927
ACH-000547,-0.1912099055547162
ACH-000548,-0.17100346811187314
ACH-000549,-0.2160798281513995
ACH-000550,-0.34686176513234496
ACH-000552,-0.01043722702906378
ACH-000556,-0.16970786093497964
ACH-000557,0.019279020431613
ACH-000569,-0.10507108706006801
ACH-000570,-0.28687020897562304
ACH-000571,-0.1114019290368304
ACH-000573,-0.2615129063682754
ACH-000576,-0.07090006040278538
ACH-000579,-0.09402825432524392
ACH-000580,-0.05908639814862615
ACH-000584,-0.14260445487509546
ACH-000585,-0.18220652583565947
ACH-000588,-0.07442493071465818
ACH-000589,-0.09448289433970812
ACH-000591,-0.15939888712187902
ACH-000593,-0.17873837848702942
ACH-000600,0.08398615599258738
ACH-000601,-0.11409107764759585
ACH-000605,-0.25726798369012643
ACH-000606,-0.10755759956429653
ACH-000608,-0.06672085529433648
ACH-000614,-0.03348047788980027
ACH-000616,-0.07894014908554682
ACH-000618,-0.13878895274730824
ACH-000619,-0.014015508630027323
ACH-000620,-0.19624793881837768
ACH-000621,-0.2512045416053467
ACH-000622,0.06788294418951799
ACH-000623,-0.18879542826372456
ACH-000624,-0.14626143640124895
ACH-000627,-0.251435205139005
ACH-000630,-0.07668808238009395
ACH-000631,-0.1929066993098054
ACH-000632,-0.18602313511701973
ACH-000633,-0.16986870230725976
ACH-000637,0.03401552844898453
ACH-000638,-0.1033085232469263
ACH-000646,-0.2836188879762756
ACH-000647,-0.029066491168289767
ACH-000648,-0.18831826160256698
ACH-000649,-0.02076718610207072
ACH-000651,-0.09965881267200677
ACH-000652,-0.1534903908041995
ACH-000653,-0.05191675380164385
ACH-000657,-0.1192700536070118
ACH-000658,-0.045014981926049295
ACH-000661,-0.14344878354802068
ACH-000662,-0.3750993197016249
ACH-000663,0.009029987455459094
ACH-000665,0.014262537259477974
ACH-000671,-0.0662814549042052
ACH-000672,-0.04907263269191866
ACH-000673,-0.20255557046267145
ACH-000676,-0.11817133639365113
ACH-000677,-0.041827414790754
ACH-000681,-0.18207358099497312
ACH-000683,0.002796414772137893
ACH-000684,-0.1671389272772929
ACH-000688,-0.1880398528943224
ACH-000693,0.02118850588294558
ACH-000694,-0.013408821821059269
ACH-000695,-0.24395196118943466
ACH-000696,-0.06350772488318149
ACH-000697,-0.12977053498262334
ACH-000699,-0.10102969013398458
ACH-000701,-0.15297151235894005
ACH-000706,-0.02655526318386775
ACH-000711,-0.1428079773807993
ACH-000713,-0.4080391224310332
ACH-000714,-0.06539404720822801
ACH-000718,-0.16529402828587553
ACH-000720,-0.1828592707076572
ACH-000721,-0.10288397968962656
ACH-000724,-0.17725447604249875
ACH-000725,0.09185229525451616
ACH-000732,0.06156073356995283
ACH-000734,0.056919169290809125
ACH-000735,-0.20550062868208185
ACH-000736,-0.1862080583183487
ACH-000738,-0.1057999162514806
ACH-000746,-0.04309484121179388
ACH-000747,0.050671968336444405
ACH-000748,0.07549509261710755
ACH-000753,-0.18144287347436933
ACH-000756,-0.09579120758898976
ACH-000757,-0.071236488490941
ACH-000758,-0.06881524713446087
ACH-000760,-0.0415988605300843
ACH-000762,-0.02102456570018297
ACH-000763,-0.06577054202083657
ACH-000764,-0.13969652704559346
ACH-000765,-0.014916332586418312
ACH-000766,-0.13855834973010742
ACH-000767,-0.020150619687528726
ACH-000768,-0.1521182197753697
ACH-000769,-0.16279564963011056
ACH-000770,-0.16107420510424547
ACH-000771,-0.2258290924295317
ACH-000773,-0.13785943529937206
ACH-000776,-0.07199482871527585
ACH-000777,-0.14524921100878366
ACH-000778,-0.2379211196446083
ACH-000781,-0.11871200045510892
ACH-000782,-0.040589087832010345
ACH-000783,-0.17847578670749256
ACH-000784,-0.12688554584029693
ACH-000785,-0.1113310704513002
ACH-000787,-0.06513834774816826
ACH-000788,-0.14895716796975636
ACH-000791,-0.1937342252245942
ACH-000792,-0.11797843529897895
ACH-000794,-0.07903167777424787
ACH-000796,-0.14253212884957345
ACH-000798,-0.12018527322941328
ACH-000799,-0.2863204374768718
ACH-000800,-0.2188958501271382
ACH-000802,-0.21837486516176696
ACH-000804,-0.11901603099422167
ACH-000805,0.025319871582957072
ACH-000809,-0.10934590442152152
ACH-000810,0.11531224518161022
ACH-000811,-0.1685786418437593
ACH-000817,-0.09236052695264037
ACH-000819,-0.13887992476135091
ACH-000820,-0.2573629150315203
ACH-000821,-0.1754472205618727
ACH-000822,-0.16931232266228255
ACH-000823,-0.14197487181830468
ACH-000824,-0.06828518580985718
ACH-000827,-0.18557685908002772
ACH-000829,-0.20651674930479325
ACH-000831,0.02936135602941538
ACH-000832,-0.017168292524601003
ACH-000833,-0.19055516972395956
ACH-000834,-0.051376506243824734
ACH-000835,-0.0007242308722807897
ACH-000836,-0.04970951884474943
ACH-000837,-0.1745276909766838
ACH-000838,-0.1188778020451694
ACH-000839,-0.3031514780478929
ACH-000840,0.009786894309794751
ACH-000841,0.042155176504565975
ACH-000843,-0.050854161260879084
ACH-000846,-0.2854679436428659
ACH-000847,-0.0976260091211862
ACH-000848,-0.18509662984108405
ACH-000849,-0.07511679444748076
ACH-000851,-0.10503585727734213
ACH-000855,-0.09388362148419213
ACH-000856,-0.04775173198261334
ACH-000858,-0.1670768225043483
ACH-000859,-0.049260012687124335
ACH-000861,-0.18119863362015406
ACH-000862,-0.10929919495828004
ACH-000865,-0.056883852829729124
ACH-000866,-0.17216961646789505
ACH-000867,-0.13603455753128058
ACH-000869,-0.10765449822761798
ACH-000872,-0.1115613305861754
ACH-000873,-0.09414448949160542
ACH-000876,-0.08696778940147636
ACH-000878,-0.2457708432786574
ACH-000880,0.10227315265310026
ACH-000881,-0.09568616451315363
ACH-000882,-0.0968444887310074
ACH-000884,-0.03278940760217497
ACH-000885,-0.11636064307480988
ACH-000887,-0.17818423172840409
ACH-000889,-0.09214758151310144
ACH-000896,-0.011682064495171071
ACH-000898,0.032953133764096545
ACH-000900,0.12022969669405233
ACH-000901,-0.12369178864896754
ACH-000905,-0.08400117444617944
ACH-000906,-0.021783052402380182
ACH-000907,-0.1874382173646013
ACH-000910,-0.1597236497290537
ACH-000911,-0.14449777542057785
ACH-000912,-0.09730794430017843
ACH-000913,-0.004439942268999572
ACH-000915,-0.24742753018743935
ACH-000916,-0.3080735843294201
ACH-000917,-0.06535915987552199
ACH-000920,-0.2176604035886104
ACH-000921,0.005549744013603057
ACH-000924,-0.020389178816345967
ACH-000926,-0.2272958594177901
ACH-000928,0.022410524711954014
ACH-000929,0.18504484311397
ACH-000932,-0.04103037141305477
ACH-000935,-0.16133589379742294
ACH-000936,0.0691594945504113
ACH-000937,-0.21951848772077026
ACH-000938,-0.09427356162002593
ACH-000939,-0.13807975048542664
ACH-000941,-0.1594578369694115
ACH-000943,-0.05241138825053657
ACH-000946,-0.005100126367871197
ACH-000947,-0.139483730534072
ACH-000948,0.02488954090467107
ACH-000950,-0.2133373816166424
ACH-000953,-0.18635388710342685
ACH-000954,-0.4050659967995165
ACH-000957,-0.2399488626142553
ACH-000958,-0.15225597643339686
ACH-000960,-0.0513289858620676
ACH-000963,0.23850693808862236
ACH-000968,-0.009628689841873506
ACH-000969,-0.12404380195874752
ACH-000972,-0.15616045093255812
ACH-000973,0.01553223763030046
ACH-000974,0.08554401619456374
ACH-000978,-0.04321694003408992
ACH-000984,-0.21903716229245732
ACH-000986,-0.1305210287675359
ACH-000988,-0.059361796795623076
ACH-000993,-0.1965560581584844
ACH-000994,-0.006324592719307326
ACH-000996,-0.10081109925156832
ACH-001001,-0.08294450252642871
ACH-001020,0.13715690643119754
ACH-001028,-0.0911784714357707
ACH-001031,-0.093398725771193
ACH-001038,-0.11037879739615378
ACH-001048,-0.17148247330993754
ACH-001050,-0.18759435849677186
ACH-001053,-0.07099338725924427
ACH-001054,-0.09705852295587007
ACH-001061,-0.10852565107314333
ACH-001067,-0.05617388995804014
ACH-001075,-0.15645394800460768
ACH-001096,-0.06729379565716836
ACH-001111,-0.29647932448311537
ACH-001119,-0.010564419249699064
ACH-001128,-0.01883576834501544
ACH-001134,-0.11642178640955135
ACH-001151,-0.09847656867716524
ACH-001163,-0.12356911499825535
ACH-001164,0.05288084513921475
ACH-001183,-0.08739017532952778
ACH-001192,-0.2434233384337801
ACH-001193,-0.16972395893044578
ACH-001196,-0.2197022078449326
ACH-001197,-0.008956231623934061
ACH-001205,0.12506838010887691
ACH-001211,-0.2529628993846709
ACH-001212,-0.36022368031909896
ACH-001228,-0.08751352338428224
ACH-001232,-0.2956819552977918
ACH-001239,-0.04396308539031047
ACH-001270,-0.1693659019819889
ACH-001274,-0.0950313811313445
ACH-001275,-0.22563769762823824
ACH-001277,-0.14573871474284486
ACH-001278,-0.04372717018004122
ACH-001280,-0.0732602428388965
ACH-001283,-0.14579158222868266
ACH-001289,-0.07763375480482987
ACH-001300,-0.05678096691739111
ACH-001301,0.14918984735434382
ACH-001302,-0.02222709445094768
ACH-001306,-0.3246010271483071
ACH-001318,-0.221490092899546
ACH-001322,0.03552265528557383
ACH-001328,-0.14199331772730506
ACH-001332,-0.10682043895030896
ACH-001336,0.001275569902435139
ACH-001346,-0.014668254252377647
ACH-001353,-0.04082681890861329
ACH-001354,-0.18931861970096
ACH-001367,-0.10801368471526664
ACH-001368,-0.08375075848855659
ACH-001374,-0.18756980243566304
ACH-001377,-0.10134063168729232
ACH-001380,-0.07994750709000144
ACH-001391,-0.15516753068598885
ACH-001408,-0.12132348434504013
ACH-001430,-0.2259260490419019
ACH-001431,-0.1238326965358461
ACH-001450,-0.36489350743622856
ACH-001496,-0.1607825414145711
ACH-001500,-0.06309501037111798
ACH-001523,-0.13363628793680185
ACH-001532,-0.18816393614100504
ACH-001550,-0.04653609422215612
ACH-001552,-0.1944847469093932
ACH-001554,-0.07321115166046648
ACH-001654,-0.07473394512395767
ACH-001735,-0.21707174580121047
ACH-001736,-0.13356816837804866
ACH-001737,-0.22564181061615746
ACH-001740,-0.18426880824145
ACH-001745,-0.06488911566481341
ACH-001765,-0.13220416593619594
