,ASTN2 (23245)
ACH-000004,-0.07909928531029528
ACH-000005,0.2264377438788565
ACH-000007,-0.00010662556163492206
ACH-000009,-0.08544161060917174
ACH-000011,-0.035637625682700035
ACH-000012,0.058882949290792026
ACH-000013,0.0967599146739779
ACH-000014,0.0987564046184131
ACH-000015,-0.0258907413852306
ACH-000017,0.0766776532360641
ACH-000018,0.08178720665759875
ACH-000019,-0.0029229408454380388
ACH-000021,0.012969646153612164
ACH-000022,0.07471013753966796
ACH-000025,-0.01484519546205826
ACH-000028,-0.0424173045106449
ACH-000030,-0.0049826720837647465
ACH-000035,-0.016439417538516514
ACH-000036,-0.02902916754573618
ACH-000037,-0.10543292386412767
ACH-000039,-0.03529836763840899
ACH-000040,-0.03240489902079308
ACH-000041,-0.10510367227035576
ACH-000042,-0.07656919780324595
ACH-000045,0.015349093521154766
ACH-000047,0.047749528952206216
ACH-000052,-0.3637342307411132
ACH-000053,0.01668344715869405
ACH-000054,0.008271933268992197
ACH-000055,-0.09389910347828236
ACH-000060,0.01964654380810681
ACH-000067,-0.12793095017514458
ACH-000070,0.18680455299664492
ACH-000075,0.01147757920353886
ACH-000078,-0.11684185760098376
ACH-000082,0.0844395647106773
ACH-000085,0.006417229623043932
ACH-000086,0.02714033214261617
ACH-000087,0.027213509090620477
ACH-000092,0.02068706418477465
ACH-000095,-0.07481922304637803
ACH-000097,-0.034370632042984614
ACH-000098,0.06327870664192692
ACH-000099,-0.000595890860262168
ACH-000108,0.049277224623114686
ACH-000113,0.023513638439843068
ACH-000116,0.06631762440890374
ACH-000118,0.0034596847735789537
ACH-000120,0.1555996749024756
ACH-000123,0.04862079323842365
ACH-000127,0.025263673005072654
ACH-000128,-0.03201248708209622
ACH-000132,-0.06881901867339242
ACH-000133,-0.14832656218425322
ACH-000137,0.021579821337585986
ACH-000138,-0.07043365623631323
ACH-000142,0.04945053094947744
ACH-000143,-0.09508384713012212
ACH-000146,0.08951372080955287
ACH-000148,0.023192568831336524
ACH-000150,0.08881002884213016
ACH-000152,-0.012473786493385316
ACH-000153,0.3763590654884884
ACH-000159,-0.016195465074691277
ACH-000160,0.004418110878452504
ACH-000163,-0.14518493951129582
ACH-000167,0.1226634448757591
ACH-000168,0.014788274918384097
ACH-000169,0.0547772192281558
ACH-000178,-0.0945466727575315
ACH-000183,0.018618591452274662
ACH-000188,-0.01169802385277715
ACH-000189,0.4482675724646073
ACH-000190,-0.2190388590118303
ACH-000198,-0.037403348367432025
ACH-000203,-0.2790812659436692
ACH-000204,0.18781771623446794
ACH-000206,-0.020858697145920736
ACH-000207,0.11447873553835967
ACH-000208,-0.17125590219778453
ACH-000210,0.20356892467481708
ACH-000211,-0.07230747681578986
ACH-000215,0.05716310013970743
ACH-000221,0.010871395383439656
ACH-000222,-0.003989534697371076
ACH-000223,-0.0892021678480776
ACH-000226,-0.11231061409631576
ACH-000227,-0.15569410679156356
ACH-000228,-0.019025700284334025
ACH-000231,-0.03811801734330637
ACH-000232,-0.050844098383165684
ACH-000233,-0.022848010735426184
ACH-000234,0.0009838615699856214
ACH-000235,-0.0036538069574710797
ACH-000237,0.07648163744722057
ACH-000238,-0.04131593662721395
ACH-000242,0.19664423317627375
ACH-000243,0.01902684772054633
ACH-000244,-0.054996789829856
ACH-000246,-0.08906245651499667
ACH-000248,0.06742138905902388
ACH-000250,-0.13054428698659892
ACH-000251,0.118675729035562
ACH-000252,0.2633068194751048
ACH-000253,0.03625202656619448
ACH-000255,-0.004129571900018317
ACH-000256,-0.13474733299429162
ACH-000257,-0.14053753184301776
ACH-000258,-0.2332506410215609
ACH-000259,0.02243390259090644
ACH-000260,-0.07394773474733557
ACH-000261,-0.004147683098940052
ACH-000262,0.10669096634693867
ACH-000263,0.3192676985759881
ACH-000264,0.0092347506784259
ACH-000265,-0.002923525787243236
ACH-000266,0.020211361685733904
ACH-000272,-0.08619853172091788
ACH-000274,-0.05814008659517469
ACH-000277,0.10609359601783763
ACH-000278,0.06805542067592453
ACH-000279,0.004309240076659856
ACH-000280,0.1542851466748998
ACH-000281,-0.07199554740751753
ACH-000288,0.07769967650456064
ACH-000291,0.031245382181443862
ACH-000293,0.060877458463101136
ACH-000294,0.033867324522628334
ACH-000295,-0.10031899559486987
ACH-000296,0.06063166256486924
ACH-000302,0.07680993645080864
ACH-000304,0.2637354877580915
ACH-000307,0.02872036165080858
ACH-000308,-0.10944468456825517
ACH-000310,-0.006996842462377756
ACH-000311,0.07936341824916196
ACH-000312,-0.020850548451563988
ACH-000315,0.12621583641071404
ACH-000316,0.04602960574029229
ACH-000317,-0.21638673054113453
ACH-000318,0.06781311111798563
ACH-000319,0.0928695129647068
ACH-000320,-0.0722885193271198
ACH-000322,-0.047704744631043364
ACH-000323,-0.16073750085305213
ACH-000324,-0.001252698830450326
ACH-000329,-0.0035209023048498717
ACH-000330,0.17441413324431676
ACH-000331,-0.03782185020022122
ACH-000332,0.005507133765292707
ACH-000334,-0.07000615174328079
ACH-000335,0.2258836998541723
ACH-000336,0.16025988975325195
ACH-000337,-0.195986489557392
ACH-000338,0.02378338795966904
ACH-000339,-0.07472287156956488
ACH-000341,0.08906904220620318
ACH-000348,-0.07678656598449274
ACH-000350,-0.0031738110535458426
ACH-000352,0.11574625833513665
ACH-000356,0.16614537574875354
ACH-000361,-0.11466210660964996
ACH-000362,0.02160610065855973
ACH-000363,-0.01082994948729042
ACH-000364,-0.004282410792172615
ACH-000365,-0.10761320384249946
ACH-000366,-0.03681721551330098
ACH-000368,0.010417588118761595
ACH-000374,-0.00657209602944367
ACH-000375,-0.07340229381293707
ACH-000376,0.12823658946370764
ACH-000381,0.0037797355236017906
ACH-000383,0.019559020610283046
ACH-000387,-0.04813276464083944
ACH-000389,0.015278780723439547
ACH-000390,-0.24623542643793514
ACH-000393,0.09750469588694452
ACH-000395,-0.16014313281807166
ACH-000396,-0.24047048014466416
