,LIMS1 (3987)
ACH-000004,-0.2298128710177112
ACH-000005,-0.22974003608172736
ACH-000007,-0.5408020260386416
ACH-000009,-0.34608096673411043
ACH-000011,-0.6668667944866764
ACH-000012,-0.4350764578605605
ACH-000013,-0.2888569822786234
ACH-000014,-0.4977107577603946
ACH-000015,-0.3787012933777555
ACH-000017,-0.5428470069778186
ACH-000018,-0.7660706297794411
ACH-000019,-0.2681741735694437
ACH-000021,-0.5714726899662192
ACH-000022,-0.33860371792282296
ACH-000025,-0.4947250899123533
ACH-000028,-0.1512468781767111
ACH-000030,-0.6879496089998283
ACH-000035,-0.3701622490334252
ACH-000036,-0.3748849588784816
ACH-000037,-0.2946927857077102
ACH-000039,-0.21080052316141049
ACH-000040,-0.5722345462047028
ACH-000041,-0.10139859019384524
ACH-000042,-0.234816906727192
ACH-000045,-0.3483552660284945
ACH-000047,-0.5806667122235418
ACH-000052,-0.3060114114978224
ACH-000053,-0.2444762813143861
ACH-000054,-0.7806237215616273
ACH-000055,-0.26478008400902897
ACH-000060,-0.5648182040379617
ACH-000067,-0.4969848115383735
ACH-000070,-0.20659811557503094
ACH-000075,-0.34599701677292233
ACH-000078,-0.3606245369224028
ACH-000082,-0.4347227394337917
ACH-000085,-0.6806648857926476
ACH-000086,-0.29023358818226525
ACH-000087,-0.4424853653252023
ACH-000092,-0.45625257382384704
ACH-000095,-0.1932580115598144
ACH-000097,-0.4811965229664748
ACH-000098,-0.6188021955711106
ACH-000099,-0.11622572307234184
ACH-000108,-0.5259429277197643
ACH-000113,-0.3258765756547435
ACH-000116,-0.27578875902755345
ACH-000118,-0.5063103046494266
ACH-000120,-0.4105801793316765
ACH-000123,-0.24670330841551666
ACH-000127,-0.7676574278219589
ACH-000128,-0.4470639038799724
ACH-000132,-0.4873402528290887
ACH-000133,-0.4452248606006719
ACH-000137,-0.4122667186747229
ACH-000138,-0.5903806244670148
ACH-000142,-0.45612821571592205
ACH-000143,-0.295580727940145
ACH-000146,-0.27025061809860085
ACH-000148,-0.21520703746282446
ACH-000150,-0.6126452209512627
ACH-000152,-0.3101837128635899
ACH-000153,-0.18952778981185656
ACH-000159,-0.3332812201457913
ACH-000160,-0.43019459774453617
ACH-000163,-0.4758093443281538
ACH-000167,-0.8674155408827626
ACH-000168,-0.27433985309646064
ACH-000169,-0.21215286908424255
ACH-000178,-0.5990467569020007
ACH-000183,-0.3006244034170977
ACH-000188,-0.34540797718970884
ACH-000189,-0.6639728504107111
ACH-000190,-0.4840104857398234
ACH-000198,-0.19414868472385466
ACH-000203,-0.5739885695428716
ACH-000204,-0.13703253833756676
ACH-000206,-0.14496692336625228
ACH-000207,-0.3932666448894622
