,CGB2 (114336)
ACH-000004,-0.011595449114864678
ACH-000005,-0.1316077911907988
ACH-000007,-0.15240580741767898
ACH-000009,-0.10244261250886404
ACH-000011,0.04271350148027437
ACH-000012,-0.07000288540337403
ACH-000013,-0.3092431175367438
ACH-000014,-0.08419115935492574
ACH-000015,-0.15768185973298465
ACH-000017,0.05050318057702368
ACH-000018,-0.04291046676124501
ACH-000019,-0.03845747445872908
ACH-000021,-0.17187429710944147
ACH-000022,-0.2021125531733562
ACH-000025,0.031263052833739716
ACH-000028,-0.038796699751421665
ACH-000030,-0.19763330703434487
ACH-000035,0.018638202855410343
ACH-000036,-0.015008620604546115
ACH-000037,0.008605734504245876
ACH-000039,-0.0901746684207357
ACH-000040,-0.05040079906399008
ACH-000041,-0.04680343050166225
ACH-000042,0.017656319031324544
ACH-000045,-0.23198933374658495
ACH-000047,-0.2095077427946215
ACH-000052,-0.08543629910665214
ACH-000053,-0.2227466431099957
ACH-000054,-0.13589402770460687
ACH-000055,-0.16648293082723736
ACH-000060,0.04537392147383351
ACH-000067,-0.07267527367625892
ACH-000070,-0.15117475308582606
ACH-000075,0.09673342728786274
ACH-000078,-0.2125342418594431
ACH-000082,-0.06801862848623266
ACH-000085,-0.06023256719389184
ACH-000086,-0.1709259478443275
ACH-000087,-0.009422291523179213
ACH-000092,-0.2271074748374196
ACH-000095,-0.042148437163313984
ACH-000097,-0.12411701298231725
ACH-000098,-0.1907144751181304
ACH-000099,-0.1280136390227612
ACH-000108,-0.21572011246996053
ACH-000113,-0.027888432337492237
ACH-000116,0.013365278623752785
ACH-000118,-0.12190579369051535
ACH-000120,-0.09678862224726162
ACH-000123,-0.07418901017155895
ACH-000127,0.015265577514183656
ACH-000128,-0.010779598887513066
ACH-000132,-0.05303482896893212
ACH-000133,-0.11536103506974815
ACH-000137,-0.26368285387930684
ACH-000138,-0.2133736894007619
ACH-000142,-0.1292299179412229
ACH-000143,-0.032894013886986366
ACH-000146,-0.2231378932158657
ACH-000148,-0.00032485730521680963
ACH-000150,-0.07877750823303033
ACH-000152,-0.08520971810524716
ACH-000153,-0.21659577909918268
ACH-000159,-0.05887004561574748
ACH-000160,-0.12478041970514366
ACH-000163,-0.03980882282357733
ACH-000167,-0.2406734574640201
ACH-000168,-0.12110858247649887
ACH-000169,0.004802648638653749
ACH-000178,-0.13096327794317186
ACH-000183,-0.06362950463819053
ACH-000188,-0.1939930175889453
ACH-000189,-0.1408115375125982
ACH-000190,-0.038650952442087716
ACH-000198,0.007723560527981583
ACH-000203,-0.052038392007439184
ACH-000204,-0.043373413737934366
ACH-000206,-0.2472006385870753
ACH-000207,-0.03721817752054433
ACH-000208,0.0819920248938469
ACH-000210,-0.1310538834515114
ACH-000211,-0.07096202235884028
ACH-000215,-0.09373540452492936
ACH-000221,-0.07203840471020144
ACH-000222,-0.23122451646146835
ACH-000223,0.06053276708629555
ACH-000226,-0.07472453131421787
ACH-000227,0.0334435697487217
ACH-000228,-0.0629471544284293
ACH-000231,0.06426507028081631
ACH-000232,-0.04084923230810399
ACH-000233,-0.11152512238034598
