,CD200R1L (344807)
ACH-000004,-0.07149455965815697
ACH-000005,-0.13057917718124826
ACH-000007,-0.038589935338282345
ACH-000009,-0.10182004209559603
ACH-000011,-0.11241699854596676
ACH-000012,0.07663638881472673
ACH-000013,-0.11043797422198656
ACH-000014,-0.12699909420564495
ACH-000015,0.048873815795145235
ACH-000017,-0.14241631913149652
ACH-000018,-0.04844660674291916
ACH-000019,-0.15462444903428482
ACH-000021,-0.14649627929847467
ACH-000022,-0.08158890566365536
ACH-000025,-0.10319114793998034
ACH-000028,-0.12886281250554485
ACH-000030,-0.07853432357167875
ACH-000035,0.030892926415760538
ACH-000036,-0.006366658630560333
ACH-000037,-0.06800705227651395
ACH-000039,-0.034074802527242085
ACH-000040,-0.09793272641418982
ACH-000041,0.012199671473324195
ACH-000042,0.0006055458256395798
ACH-000045,-0.08014517586870509
ACH-000047,-0.11001765084378827
ACH-000052,0.06514202078113097
ACH-000053,-0.072017615861812
ACH-000054,-0.21708405818820045
ACH-000055,0.009417450514267569
ACH-000060,-0.10270550634791237
ACH-000067,-0.06578577039371933
ACH-000070,-0.04919034999385897
ACH-000075,-0.3426535007934544
ACH-000078,-0.08844703688075482
ACH-000082,-0.014783129748285625
ACH-000085,-0.04341648907922297
ACH-000086,-0.14915423046826765
ACH-000087,0.18652995811349946
ACH-000092,-0.2313485309231228
ACH-000095,-0.12281334584900575
ACH-000097,-0.1265689618376188
ACH-000098,0.02130618109017807
ACH-000099,-0.03566647272335518
ACH-000108,-0.1557264213509433
ACH-000113,-0.11156735725966847
ACH-000116,-0.012994041052248606
ACH-000118,-0.18562331031185106
ACH-000120,-0.01978289757518931
ACH-000123,-0.19586916384100536
ACH-000127,-0.06112712631702796
ACH-000128,-0.17260533918351248
ACH-000132,-0.22378814985214715
ACH-000133,-0.18263705514333528
ACH-000137,-0.12407629397301975
ACH-000138,-0.14406025059051886
ACH-000142,0.05492658172091521
ACH-000143,-0.04227746908779133
ACH-000146,0.025927104547173317
ACH-000148,-0.07193089057311483
ACH-000150,0.11687611585551498
ACH-000152,-0.28618405023522125
ACH-000153,-0.06968639742611192
ACH-000159,-0.09054323386995193
ACH-000160,-0.16363080449296954
ACH-000163,0.03820206142474186
ACH-000167,-0.278684297812101
ACH-000168,-0.29827769773224555
ACH-000169,-0.08223609503374985
ACH-000178,-0.13257436093692945
ACH-000183,-0.03247756886765124
ACH-000188,-0.038238662728385296
ACH-000189,-0.11629997625736806
ACH-000190,-0.05524305268131117
ACH-000198,-0.10753332732480264
ACH-000203,-0.2393472976990498
ACH-000204,-0.025574028905563626
ACH-000206,-0.2522212717704977
ACH-000207,-0.01580318808710712
ACH-000208,0.022591568423854902
ACH-000210,-0.13778717056185044
ACH-000211,-0.05077117131821154
ACH-000215,-0.032258334128068805
ACH-000221,-0.19773234125441214
ACH-000222,-0.13618706708057915
ACH-000223,-0.12326848119593788
ACH-000226,-0.03983104385955264
ACH-000227,-0.08169136782196043
ACH-000228,-0.2453410630931852
ACH-000231,-0.16809518099221304
ACH-000232,-0.0963133654649086
ACH-000233,-0.01861357805051632
ACH-000234,-0.03577548303717617
ACH-000235,-0.10844935608892874
ACH-000237,-0.05042804944850154
ACH-000238,-0.09769365800717976
ACH-000242,0.4124716821158989
ACH-000243,-0.03377770837869586
ACH-000244,-0.42484975375302986
ACH-000246,-0.01984061152199289
ACH-000248,-0.04489193498378002
ACH-000250,-0.1106615952303344
ACH-000251,-0.15748072739249885
ACH-000252,-0.009817899014960735
ACH-000253,-0.1142284401468517
ACH-000255,-3.7776445449970894e-05
ACH-000256,-0.15099255546438473
ACH-000257,-0.21660305569535665
ACH-000258,0.005052251480904602
ACH-000259,-0.140224175371906
ACH-000260,-0.1007273380205492
ACH-000261,-0.11693517540046755
ACH-000262,-0.16143090176169084
ACH-000263,-0.15248016852551635
ACH-000264,-0.182058517769332
ACH-000265,-0.13360572608101395
ACH-000266,-0.12123380021559327
ACH-000272,-0.12646425747955628
ACH-000274,-0.13666355631528296
ACH-000277,-0.11489311934231546
ACH-000278,-0.032471074135830086
ACH-000279,-0.20175646427865904
ACH-000280,-0.13207103018882524
ACH-000281,0.006193972833124927
ACH-000288,-0.14600652257900956
ACH-000291,-0.012493015752335164
ACH-000293,-0.13243647561396438
ACH-000294,0.00849389472790079
ACH-000295,-0.05231322885155335
ACH-000296,-0.2613285700092849
ACH-000302,-0.11827098891850064
ACH-000304,-0.21228244363915574
ACH-000307,-0.08123500419042105
ACH-000308,-0.10311511165282053
ACH-000310,-0.07354871653955243
ACH-000311,0.03776011955411352
ACH-000312,-0.05152676226172176
ACH-000315,0.025837688797375268
ACH-000316,0.03321584329157317
ACH-000317,-0.18068255792174048
ACH-000318,0.029663636554385718
ACH-000319,-0.04318726705620598
ACH-000320,0.05016861646090042
ACH-000322,-0.016875585387520153
ACH-000323,-0.3479544384868161
ACH-000324,-0.17671630778959568
ACH-000329,-0.09339915065034003
ACH-000330,-0.17284138044262526
ACH-000331,-0.07060705728091335
ACH-000332,-0.05994423190395923
ACH-000334,-0.1523612612751346
ACH-000335,-0.11181115182088357
ACH-000336,-0.4550173770641077
ACH-000337,-0.18712165006833248
ACH-000338,-0.7263568570065952
ACH-000339,-0.16719982760943744
ACH-000341,-0.032734086176645374
ACH-000348,-0.13968430992490147
ACH-000350,-0.08826076897581846
ACH-000352,-0.03670396661026806
ACH-000356,-0.13297817801397596
ACH-000361,-0.06798065883190971
ACH-000362,-0.053346438166701794
ACH-000363,-0.12057179092739315
ACH-000364,-0.1657116807115977
ACH-000365,-0.1127404727552435
ACH-000366,-0.01136404993449852
ACH-000368,-0.2277686182068633
ACH-000374,0.005556636774806031
ACH-000375,-0.18352644017413616
ACH-000376,-0.08767224182703763
ACH-000381,0.009888691153009232
ACH-000383,-0.06498697338807183
ACH-000387,-0.10228069480392406
ACH-000389,-0.0382837374574776
ACH-000390,0.016294728430018564
ACH-000393,-0.11646294449840687
ACH-000395,0.10396912856918383
ACH-000396,0.06059645302663616
ACH-000397,-0.2479284646731873
ACH-000401,0.011821284090051893
ACH-000402,-0.00012319548613022114
ACH-000403,-0.11460464465413372
ACH-000404,-0.1052457428800525
ACH-000406,-0.11321491751228956
ACH-000407,-0.031004383289680762
ACH-000408,0.0222128388839523
ACH-000410,-0.17499572975318994
ACH-000411,-0.11669065116517854
ACH-000414,-0.15143483808335015
ACH-000415,-0.10795203896172584
ACH-000416,-0.030227437924111974
ACH-000420,-0.0025067244760002693
ACH-000421,-0.14143261427717946
ACH-000424,-0.11721358088618572
ACH-000425,-0.0059048932943872355
ACH-000426,-0.13861232879753574
ACH-000427,-0.12353083533822352
ACH-000433,-0.0798347331769575
ACH-000435,-0.005268724930473661
ACH-000436,-0.18225944394362165
ACH-000444,-0.17202953342092636
ACH-000445,-0.01970446965986632
ACH-000448,-0.09046507443895124
ACH-000450,-0.09912514517928354
ACH-000452,-0.16816961360533084
ACH-000454,0.048159716336232915
ACH-000458,-0.001212120500698022
ACH-000459,-0.040148204423553165
ACH-000460,-0.13072300745282175
ACH-000461,0.0388694035713411
ACH-000463,-0.22063542162214184
ACH-000464,-0.22402746860795827
ACH-000466,-0.07219383373214586
ACH-000467,-0.14955772570178102
ACH-000468,-0.0981641454545882
ACH-000469,0.01685799860307151
ACH-000470,-0.24137174294325026
ACH-000471,-0.09023077071303202
ACH-000472,-0.024691612730875032
ACH-000473,-0.07258279042493734
ACH-000475,-0.12568080777709265
ACH-000476,-0.1287311590056738
ACH-000477,-0.09092508877936896
ACH-000479,-0.22867100381441244
ACH-000480,-0.19405284478885332
ACH-000481,-0.20288294997130227
ACH-000483,-0.07064947071934026
ACH-000484,-0.1475991864285028
ACH-000485,0.013165024374104209
ACH-000486,-0.12077583689124055
ACH-000487,0.01836609362138757
ACH-000488,-0.2121343302395192
ACH-000490,-0.0569217331731306
ACH-000491,0.10612834738999632
ACH-000495,-0.17799050139039296
ACH-000496,-0.03688545908455206
ACH-000499,0.033318173996490265
ACH-000500,0.8008932064799079
ACH-000502,-0.15972125981112653
ACH-000503,0.06952316111160688
ACH-000505,-0.1536806917062868
ACH-000507,-0.13132958778322515
ACH-000510,-0.05413324610304995
ACH-000511,-0.10813590198183168
ACH-000512,0.10997256082691274
ACH-000516,-0.048070255084047185
ACH-000517,-0.08888985328193877
ACH-000518,-0.15114317309199873
ACH-000520,-0.2828424364577357
ACH-000521,-0.053950717380167885
ACH-000522,-0.01181552072619783
ACH-000524,-0.1486490497868967
ACH-000527,-0.18751719420803886
ACH-000528,-0.1820500526344622
ACH-000537,-0.1624920827166079
ACH-000541,0.10523545581772592
ACH-000542,-0.1932531577274856
ACH-000544,-0.10329517287462134
ACH-000545,-0.0907095231698613
ACH-000547,-0.03354171959654627
ACH-000548,-0.08826416921992641
ACH-000549,-0.24319185426965906
ACH-000550,0.015454792012573994
ACH-000552,-0.0905559148689936
ACH-000556,-0.05709874626209459
ACH-000557,-0.0566025313229752
ACH-000569,-0.2794449419719161
ACH-000570,-0.08409860547255114
ACH-000571,0.0275623765205315
ACH-000573,-0.028672691124054062
ACH-000576,-0.14699491028033124
ACH-000579,0.1545360850629784
ACH-000580,-0.000826005757194193
ACH-000584,-0.12186489092806975
ACH-000585,-0.179404521507212
ACH-000588,0.014752796616203075
ACH-000589,0.0427654376571855
ACH-000591,-0.18614962967185625
ACH-000593,0.06074293090811934
ACH-000600,0.04525118893923449
ACH-000601,-0.15532732700320726
ACH-000605,-0.2065416093042623
ACH-000606,0.07369569135685608
ACH-000608,-0.12879206802113913
ACH-000614,-0.11694621431737028
ACH-000616,-0.1442399570919251
ACH-000618,-0.1260866788925668
ACH-000619,-0.09506505744464827
ACH-000620,-0.13546860152409265
ACH-000621,-0.1345287629170563
ACH-000622,-0.027707585261225975
ACH-000623,-0.1277435630457569
ACH-000624,-0.037629284183691616
ACH-000627,-0.06178818380360015
ACH-000630,-0.1445536771235983
ACH-000631,-0.3047902035711158
ACH-000632,0.06217980583846831
ACH-000633,-0.07282963641423887
ACH-000637,-0.16814124042527595
ACH-000638,-0.0261756625635549
ACH-000646,-0.20342661915228846
ACH-000647,-0.035283899403913035
ACH-000648,-0.009553755733596462
ACH-000649,-0.11843155367435824
ACH-000651,-0.0016338747953910046
ACH-000652,-0.08369491120895214
ACH-000653,-0.09813573023684756
ACH-000657,-0.09682036071416744
ACH-000658,-0.08403319523919157
ACH-000661,0.062255901526903724
ACH-000662,-0.07482461063837703
ACH-000663,-0.1160307374283053
ACH-000665,-0.10431262362169696
ACH-000671,-0.16797637423224066
ACH-000672,-0.10625273062662814
ACH-000673,-0.05761196692583472
ACH-000676,-0.1517291694467636
ACH-000677,-0.15943715973103906
ACH-000681,-0.039544272833531575
ACH-000683,-0.05416467883036239
ACH-000684,-0.0629878990970524
ACH-000688,-0.3623796787033653
ACH-000693,-0.09646094181646096
ACH-000694,0.0183985618426928
ACH-000695,-0.06960306577478198
ACH-000696,-0.12025894327487928
ACH-000697,-0.2449704469028588
ACH-000699,-0.10241191996057714
ACH-000701,-0.17218047481489324
ACH-000706,-0.23864511210182246
ACH-000711,-0.12187773425693825
ACH-000713,-0.1608330108263083
ACH-000714,-0.03629467323386446
ACH-000718,-0.17898193642652424
ACH-000720,-0.08580538866711446
ACH-000721,-0.1703115332879096
ACH-000724,-0.18227382409667228
ACH-000725,-0.01726095144065197
ACH-000732,-0.08814505132725603
ACH-000734,-0.2163311304899807
ACH-000735,-0.27919495424167323
ACH-000736,-0.057308531220545925
ACH-000738,-0.08127557463429932
ACH-000746,-0.06469059301739602
ACH-000747,-0.14549145349480622
ACH-000748,-0.09036251927926298
ACH-000753,-0.09135918392202023
ACH-000756,-0.16564282425707305
ACH-000757,-0.21299887198146106
ACH-000758,-0.1962752099879152
ACH-000760,0.03830538354199649
ACH-000762,0.06278073367786524
ACH-000763,-0.1568315098864438
ACH-000764,-0.3962414602219872
ACH-000765,-0.13314215441020774
ACH-000766,-0.08415250223823703
ACH-000767,-0.06426544835757514
ACH-000768,-0.08173804003991693
ACH-000769,-0.07979559772826683
ACH-000770,-0.12932092083839475
ACH-000771,-0.09703616064216856
ACH-000773,-0.0348156779762596
ACH-000776,-0.1707101876529409
ACH-000777,-0.02527900298701561
ACH-000778,-0.20608879135726785
ACH-000781,-0.06380217813824607
ACH-000782,0.2003045609973617
ACH-000783,-0.1439789337168673
ACH-000784,-0.029329580807308176
ACH-000785,-0.04810434046520682
ACH-000787,-0.05024796636933927
ACH-000788,-0.16013859118326942
ACH-000791,-0.025466170523527253
ACH-000792,-0.13128696300380002
ACH-000794,-0.03513151696536405
ACH-000796,-0.10860461314265464
ACH-000798,0.14750604257057753
ACH-000799,-0.1301512220268705
ACH-000800,-0.07104605674271122
ACH-000802,-0.05090932884622326
ACH-000804,-0.00813155085949
ACH-000805,0.1298822180849185
ACH-000809,-0.06107364821250681
ACH-000810,-0.10911973826552762
ACH-000811,-0.13373998152796465
ACH-000817,0.07104069518195276
ACH-000819,-0.12589833403990036
ACH-000820,0.002684992832664592
ACH-000821,-0.212976599420626
ACH-000822,0.11873171339439045
ACH-000823,-0.07463830360543755
ACH-000824,-0.0021921433840816087
ACH-000827,-0.05418458151044639
ACH-000829,-0.2952695793656665
ACH-000831,-0.2846137454039533
ACH-000832,-0.03486050101581602
ACH-000833,0.10974534938289417
ACH-000834,-0.013749525870391884
ACH-000835,-0.20823784427422465
ACH-000836,-0.10578422623801746
ACH-000837,-0.07061444096212502
ACH-000838,0.04769610016707923
ACH-000839,-0.08522499342556925
ACH-000840,-0.007995948949788709
ACH-000841,-0.11199038265143943
ACH-000843,-0.000646901572696011
ACH-000846,-0.11298629097657308
ACH-000847,-0.14649252571752688
ACH-000848,-0.00047870509157646994
ACH-000849,-0.15891362301885315
ACH-000851,0.09606959713244924
ACH-000855,-0.21011079297738827
ACH-000856,-0.2392889769235737
ACH-000858,-0.09367426253424888
ACH-000859,0.08468216166994531
ACH-000861,-0.11792309922552102
ACH-000862,-0.2100071168959628
ACH-000865,-0.046625152150557216
ACH-000866,-0.11671862661175228
ACH-000867,-0.07110156833558719
ACH-000869,0.043196285560613466
ACH-000872,-0.18551382018516116
ACH-000873,0.011283948408969804
ACH-000876,-0.11240309341266294
ACH-000878,-0.05657529469843215
ACH-000880,-0.009153903935679731
ACH-000881,-0.14860419399296715
ACH-000882,-0.09922714602567567
ACH-000884,-0.016363791507515872
ACH-000885,-0.16967043284935418
ACH-000887,-0.09485411898207208
ACH-000889,-0.16380530393053228
ACH-000896,-0.12139909299727215
ACH-000898,-0.11526079150997147
ACH-000900,-0.011597268291157495
ACH-000901,-0.09514933914303818
ACH-000905,-0.2355738859714361
ACH-000906,-0.11916182853350413
ACH-000907,-0.19881938241956967
ACH-000910,-0.10237253104952547
ACH-000911,-0.013459631982565293
ACH-000912,-0.0792283575878873
ACH-000913,-0.1137783432293606
ACH-000915,-0.10254558415232083
ACH-000916,-0.1220714454241737
ACH-000917,-0.0530626244214571
ACH-000920,-0.17994928473052849
ACH-000921,-0.09911331912833003
ACH-000924,-0.1283075137405903
ACH-000926,-0.06943013767829162
ACH-000928,-0.014746404335430056
ACH-000929,0.20747651809182469
ACH-000932,-0.0772032509956737
ACH-000935,-0.037609396641110966
ACH-000936,-0.08708426354724898
ACH-000937,-0.09642845770726624
ACH-000938,-0.12227784258754736
ACH-000939,0.04065075856033597
ACH-000941,-0.15170736100170915
ACH-000943,-0.04826110449152062
ACH-000946,-0.1674138967420008
ACH-000947,-0.11845925075030768
ACH-000948,-0.08850653857578981
ACH-000950,0.03433079671254095
ACH-000953,-0.020920396333235787
ACH-000954,0.03594364509778507
ACH-000957,-0.13492367078081746
ACH-000958,-0.06264086084356718
ACH-000960,-0.07067607701364846
ACH-000963,-0.19752739371102127
ACH-000968,-0.09036948781704264
ACH-000969,-0.13795234096079462
ACH-000972,-0.2110262606797258
ACH-000973,-0.14005219868961535
ACH-000974,-0.137138998719526
ACH-000978,-0.05170573135416602
ACH-000984,-0.19797426924968747
ACH-000986,-0.014823071943165822
ACH-000988,-0.07351875128379988
ACH-000993,-0.0974118376036838
ACH-000994,-0.2662877249108384
ACH-000996,-0.04096542970788785
ACH-001001,-0.04648934549970697
ACH-001020,-0.1965517104377496
ACH-001028,-0.109198861324046
ACH-001031,-0.1123994548744056
ACH-001038,-0.12707720072683085
ACH-001048,-0.1978680741908323
ACH-001050,-0.058451724956338186
ACH-001053,-0.24701843620813796
ACH-001054,0.07890443494956033
ACH-001061,-0.07005936424572519
ACH-001067,-0.052091472139309286
ACH-001075,0.029742460170132393
ACH-001096,-0.19563062097819328
ACH-001111,0.02427881557204315
ACH-001119,-0.20487653422009056
ACH-001128,-0.08063013354303028
ACH-001134,-0.1991714948394888
ACH-001151,-0.135676425826273
ACH-001163,0.07182410015442092
ACH-001164,-0.3804921156969144
ACH-001183,-0.18981145739257965
ACH-001192,-0.06844218460726065
ACH-001193,-0.06254411902930229
ACH-001196,-0.1633592536240434
ACH-001197,-0.11407222036078918
ACH-001205,-0.1416102129630087
ACH-001211,-0.02717384170680231
ACH-001212,-0.01840420693711577
ACH-001228,-0.11405541732304834
ACH-001232,-0.13287985988359038
ACH-001239,-0.1272441389958298
ACH-001270,-0.2926965644573001
ACH-001274,-0.14374076776196326
ACH-001275,-0.13353302420866126
ACH-001277,-0.2016481626545644
ACH-001278,-0.18972775440603384
ACH-001280,-0.02568676365167617
ACH-001283,0.010260678599010436
ACH-001289,-0.10822254967857624
ACH-001300,-0.10749002566604443
ACH-001301,-0.11735576927128395
ACH-001302,0.10464447003144578
ACH-001306,-0.20005772454973653
ACH-001318,-0.03289579281382803
ACH-001322,0.0021180477326965073
ACH-001328,-0.02176279679682494
ACH-001332,0.04130607124799196
ACH-001336,-0.12647980017228572
ACH-001346,-0.1526820727343194
ACH-001353,-0.1512573566148592
ACH-001354,-0.03292521394409528
ACH-001367,0.2139538412941075
ACH-001368,-0.060050068507049165
ACH-001374,-0.31716729747187233
ACH-001377,-0.201424776080258
ACH-001380,-0.18960304315058726
ACH-001391,-0.12732831754676796
ACH-001408,-0.0243626849669943
ACH-001430,-0.033549602699770316
ACH-001431,-0.07614997412046973
ACH-001450,0.0
ACH-001496,-0.0581993094346981
ACH-001500,-0.1485210987305706
ACH-001523,0.010126053251702785
ACH-001532,-0.1922865287524946
ACH-001550,-0.10850816758962893
ACH-001552,-0.0297493821265454
ACH-001554,-0.02879919639264085
ACH-001654,-0.04413772925566427
ACH-001735,-0.0821479589580569
ACH-001736,-0.034349741762563384
ACH-001737,-0.24140206249957144
ACH-001740,-0.04034681612380516
ACH-001745,-0.14825122354180292
ACH-001765,-0.07429896582672761
