,PRPF40A (55660)
ACH-000183,-0.7576972545985439
ACH-000188,-0.8019804139886185
ACH-000189,-0.5180737210377032
ACH-000190,-0.725776436860048
ACH-000198,-0.580169913221138
ACH-000203,-0.7366432097201095
ACH-000204,-0.8371513360772836
ACH-000206,-0.7843720638872318
ACH-000207,-0.8299357705513101
ACH-000208,-0.9653354406952124
ACH-000210,-0.6892956981013115
ACH-000211,-0.7944971963788591
ACH-000215,-0.6166649964501795
ACH-000221,-0.6947587641030984
ACH-000222,-0.6401779823217997
ACH-000223,-0.8941659041081785
ACH-000226,-0.7667921716942081
ACH-000227,-0.579901635759245
ACH-000228,-0.690253869091686
ACH-000231,-1.035825731660347
ACH-000232,-0.3799292573685912
ACH-000233,-0.6801461941381325
ACH-000234,-0.6868539643717742
ACH-000235,-0.7248491365525322
ACH-000237,-0.931870270439266
ACH-000238,-1.0999954006615178
ACH-000242,-0.5051333764481
ACH-000243,-0.8058528120578812
ACH-000244,-0.8400875952836778
ACH-000246,-0.6967772748628299
ACH-000248,-0.8414645613353514
ACH-000250,-0.9237713925149996
ACH-000251,-0.6953510508447618
ACH-000252,-0.7881106497927954
ACH-000253,-0.7119696589446893
ACH-000255,-1.0836948402179185
ACH-000256,-0.5777505719462265
ACH-000257,-0.5632196441857671
ACH-000258,-1.0793731132472737
ACH-000259,-0.9476392194467972
ACH-000260,-0.8192964842590094
ACH-000261,-0.7443356170762355
ACH-000262,-0.4729421512937682
ACH-000263,-0.7348258857311047
ACH-000264,-0.6622675006741529
ACH-000265,-0.6850647300041485
ACH-000266,-0.8829747384450061
ACH-000272,-0.503316675646031
ACH-000274,-0.6674386390167731
ACH-000277,-0.9575697709956555
ACH-000278,-0.8716286742619473
ACH-000279,-0.8385226073248228
ACH-000280,-1.0199915994213316
ACH-000281,-0.5746832604792581
ACH-000288,-0.7794686391644156
ACH-000291,-0.49005010731827403
ACH-000293,-0.6528449889966329
ACH-000294,-0.6576308860360245
ACH-000295,-0.6605638568409319
ACH-000296,-0.8319527350866804
ACH-000302,-0.7296899290315112
ACH-000304,-0.5051557538710105
ACH-000307,-0.7198244900744428
ACH-000308,-0.7222935656266313
ACH-000310,-0.8532054810728565
ACH-000311,-0.8242701934002403
ACH-000312,-0.7334626167763449
ACH-000315,-0.8733071333365916
ACH-000316,-0.9009863061138376
ACH-000317,-0.7914986227613705
ACH-000318,-0.708002602815496
ACH-000319,-0.6639302493715391
ACH-000320,-0.6906725794904953
ACH-000322,-0.7197977039576687
ACH-000323,-0.4936258677801961
ACH-000324,-0.8879699677460459
ACH-000329,-0.7904746420502426
ACH-000330,-0.8409300184950609
ACH-000331,-0.7668580141347825
ACH-000332,-0.7148268539699779
ACH-000334,-0.7592536256510105
ACH-000335,-0.7701358372373807
ACH-000336,-0.3912594987738176
ACH-000337,-1.1345431766257241
ACH-000338,-0.4055363139160731
ACH-000339,-0.9323209668239709
ACH-000341,-0.5772360496536324
ACH-000348,-0.5570401375300572
ACH-000350,-0.5748322380583799
ACH-000352,-0.7918536581808349
ACH-000356,-0.6155810851553505
ACH-000361,-0.4981309932626508
ACH-000362,-0.6018513148424001
ACH-000363,-0.6991847600795144
ACH-000364,-0.8257569462883168
ACH-000365,-0.6551619432246221
ACH-000366,-0.597061720640806
ACH-000368,-0.6754642239475825
ACH-000374,-0.8073752210505051
ACH-000375,-0.7002186758227115
ACH-000376,-0.665912459319067
ACH-000381,-0.7574432131618087
ACH-000383,-0.6485376724934455
ACH-000387,-0.4732446589758567
ACH-000389,-0.6341382051726441
ACH-000390,-0.7821695103283951
ACH-000393,-0.7204424808535594
ACH-000395,-0.7498591845628471
ACH-000396,-0.7760225588907831
ACH-000397,-0.6871442591551239
ACH-000401,-0.5678086453343046
ACH-000402,-0.9338063138163772
ACH-000403,-0.6419235585739176
ACH-000404,-0.7586131943642113
ACH-000406,-0.627909056408013
ACH-000407,-0.7967944435505107
ACH-000408,-0.8413905651204259
ACH-000410,-0.90705348658434
ACH-000411,-0.7579522723224266
ACH-000414,-1.041989761573389
ACH-000415,-1.0282845137703605
ACH-000416,-0.7288457615993922
ACH-000420,-0.7941819113831965
ACH-000421,-0.6904645413529915
ACH-000424,-0.6300168509287294
ACH-000425,-0.4737774081730517
ACH-000426,-0.6882638033666449
ACH-000427,-0.9819499387670888
ACH-000433,-0.5929162273785079
ACH-000435,-0.4385744053158564
ACH-000436,-0.7918594940901957
ACH-000444,-0.9688218272528182
ACH-000445,-0.8602695840325941
ACH-000448,-0.7225652548644981
ACH-000450,-0.6407256499640334
ACH-000452,-0.6754114332602429
ACH-000454,-0.82705289503386
ACH-000458,-0.9829714462967888
ACH-000459,-0.6957420369242638
ACH-000460,-0.8539249337261317
ACH-000461,-0.6328275166991161
ACH-000463,-0.6789317537763511
ACH-000464,-0.7812663890626228
ACH-000466,-0.857561026216602
ACH-000467,-0.8127476385334701
ACH-000468,-0.9054532554331972
ACH-000469,-0.5721834657479459
ACH-000470,-0.4814054855246778
ACH-000471,-0.58443952239381
ACH-000472,-0.9113315236791024
ACH-000473,-0.8987653290987713
ACH-000475,-0.7886080776854802
ACH-000476,-0.6624313499870262
ACH-000477,-0.4924097362427699
ACH-000479,-0.6755167998230491
ACH-000480,-0.5827022950238395
ACH-000481,-0.6516628520139992
ACH-000483,-0.7559002132096888
ACH-000484,-0.77637256380968
ACH-000485,-0.6152581420897355
ACH-000486,-0.9232849619184096
ACH-000487,-0.7315369413939427
ACH-000488,-0.9505683406849066
ACH-000490,-0.8130061135796057
ACH-000491,-0.4779111642318447
ACH-000495,-0.8529674294011785
ACH-000496,-0.6712741168339481
ACH-000499,-0.6923187869310116
ACH-000500,-0.8164512956116331
ACH-000502,-0.7669787760258583
ACH-000503,-1.1826954313540534
ACH-000505,-0.7246652212169491
ACH-000507,-0.6402277507126416
ACH-000510,-0.95547673558692
ACH-000511,-0.8974130368476346
ACH-000512,-0.5912612556988579
ACH-000516,-0.8627735773414849
ACH-000517,-0.6629589667345648
ACH-000518,-0.9100448731398124
ACH-000520,-0.3588929634086343
ACH-000521,-0.7948441590393523
ACH-000522,-0.8287667230774446
ACH-000524,-0.5758192190886418
ACH-000527,-0.7615732312269826
ACH-000528,-0.9725298630341652
ACH-000537,-0.771945017722184
ACH-000541,-0.5120738096307421
ACH-000542,-1.0122768746983564
ACH-000544,-0.8950686811394202
ACH-000545,-0.8094650635709508
ACH-000547,-0.647942790469872
ACH-000548,-0.9843572054915436
ACH-000549,-0.7969064357056493
ACH-000550,-0.8132084462156604
ACH-000552,-0.6487483903055511
ACH-000556,-0.7945488369850656
ACH-000557,-0.4600265769008808
ACH-000569,-0.5644184410235298
ACH-000570,-0.6554742403785284
ACH-000571,-0.5862498062828772
ACH-000573,-0.7394347302021512
ACH-000576,-0.7775644112062571
ACH-000579,-0.4947959366232605
ACH-000580,-0.9906282208497008
ACH-000584,-0.6619551752618468
ACH-000585,-0.9053291936680008
ACH-000588,-0.8270179576794493
ACH-000589,-0.8660053547823745
ACH-000591,-0.7124537163332448
ACH-000593,-0.7368002376492413
ACH-000600,-0.44541954119076704
ACH-000601,-0.6561506025630711
ACH-000605,-0.9967519325644856
ACH-000606,-0.8148984317565839
ACH-000608,-0.6745394861840418
ACH-000614,-0.7117391766248282
ACH-000616,-0.8029872507361715
ACH-000618,-0.9775533450303112
ACH-000619,-0.7304895933659573
ACH-000620,-0.6482294302708536
ACH-000621,-0.8075469806373041
ACH-000622,-0.8274865699751159
ACH-000623,-0.7108285196306238
ACH-000624,-0.7334187995610406
ACH-000627,-0.8148853526740291
ACH-000630,-0.6862822331582961
ACH-000631,-0.5752233884464458
ACH-000632,-0.7966562436337394
ACH-000633,-0.8897343030233884
ACH-000637,-1.0179205123760426
ACH-000638,-0.7281179349431565
ACH-000646,-0.4874463263309407
ACH-000647,-0.6801257750020503
ACH-000648,-0.7355487008232128
ACH-000649,-0.7075336533440848
ACH-000651,-0.6150089916600341
ACH-000652,-0.6289008295370013
ACH-000653,-0.9400735316987452
ACH-000657,-0.7238319835138235
ACH-000658,-0.5965504395823328
ACH-000661,-0.7800924954687627
ACH-000662,-0.6307725291252854
ACH-000663,-0.9143421417729226
ACH-000665,-0.63718884301949
ACH-000671,-0.6197506685020214
ACH-000672,-0.8500754382924016
ACH-000673,-0.8144250718507122
ACH-000676,-0.7385090922002117
ACH-000677,-0.8879731273390283
ACH-000681,-0.5905119538025984
ACH-000683,-0.8244901794177631
ACH-000684,-0.6930968752695983
ACH-000688,-1.1192213761826502
ACH-000693,-0.8978365843883165
ACH-000694,-0.7839615980280688
ACH-000695,-0.7919879464120207
ACH-000696,-0.9022261941830266
ACH-000697,-0.6043585331709084
ACH-000699,-0.9700751362079372
ACH-000701,-0.7329174682060832
ACH-000706,-0.9088512464597664
ACH-000711,-0.8947861345540525
ACH-000713,-0.8026584192333766
ACH-000714,-0.5619488183879965
ACH-000718,-0.9829776755345908
ACH-000720,-0.7497180998617984
ACH-000721,-0.7905701135693839
ACH-000724,-1.00891063371718
ACH-000725,-0.8748443107575732
ACH-000732,-0.8315904687440407
ACH-000734,-0.8725199872598212
ACH-000735,-0.9220373848384368
ACH-000736,-0.5193994307601579
ACH-000738,-0.8005862986231348
ACH-000746,-0.4471768656297529
ACH-000747,-0.8690906922551126
ACH-000748,-0.7209169487111128
ACH-000753,-0.8440025674496581
ACH-000756,-0.805619423350821
ACH-000757,-0.7854742582414709
ACH-000758,-0.7846280324238121
ACH-000760,-0.9074778649129542
ACH-000762,-0.8723066560059132
ACH-000763,-0.8419661177342082
ACH-000764,-0.7289591368167067
ACH-000765,-0.8153451486867782
ACH-000766,-0.7524231921455906
ACH-000767,-0.4966598730773559
ACH-000768,-1.167181099432762
ACH-000769,-0.7544376322455866
ACH-000770,-0.6242363977312595
ACH-000771,-0.7940761963679214
ACH-000773,-0.6205006507341756
ACH-000776,-0.7588693265611309
ACH-000777,-0.9322519292542502
ACH-000778,-1.2594619818270554
ACH-000781,-0.5351158300321824
ACH-000782,-0.8625018842512998
ACH-000783,-0.6019326788783905
ACH-000784,-0.7987355060232765
ACH-000785,-0.6672928736225029
ACH-000787,-0.6909237498256031
ACH-000788,-0.8550052803914582
ACH-000791,-0.7430286327570009
ACH-000792,-0.8465234024233478
ACH-000794,-1.001986180198243
ACH-000796,-0.8114217088483802
ACH-000798,-0.4567271483401428
ACH-000799,-0.7527102915714134
ACH-000800,-0.540622915108284
ACH-000802,-0.8108115805247095
ACH-000804,-0.8122678673037149
ACH-000805,-0.7362637651595829
ACH-000809,-0.7256373140241833
ACH-000810,-0.7144315821354903
ACH-000811,-0.7000439804906007
ACH-000817,-0.6818794500067965
ACH-000819,-0.6665782438815139
ACH-000820,-0.8022092400276281
ACH-000821,-0.5585017115503115
ACH-000822,-0.7343244461266022
ACH-000823,-0.9930666143918588
ACH-000824,-0.4535754573271574
ACH-000827,-0.7582735094027309
ACH-000829,-0.5088368752628374
ACH-000831,-0.6852603619911309
ACH-000832,-0.6453294244568599
ACH-000833,-0.720893623449105
ACH-000834,-0.9298283838023575
ACH-000835,-0.7813960158914469
ACH-000836,-0.8544275731386609
ACH-000837,-0.9654424609166182
ACH-000838,-0.6280344294788055
ACH-000839,-0.702212032830929
ACH-000840,-0.7231233553029057
ACH-000841,-0.7579618512990155
ACH-000843,-0.9551415104478004
ACH-000846,-0.5736500641600685
ACH-000847,-1.0857912629018835
ACH-000848,-0.581322383409898
ACH-000849,-0.6634496815377809
ACH-000851,-0.6557777915571301
ACH-000855,-0.9436785041678134
ACH-000856,-0.5356282029509309
ACH-000858,-0.9017147469345428
ACH-000859,-0.8308374630173556
ACH-000861,-0.7322207526250605
ACH-000862,-0.7849470795189212
ACH-000865,-0.9094399088824002
ACH-000866,-0.8556512422882709
ACH-000867,-0.8735772623582858
ACH-000869,-1.0031686042116694
ACH-000872,-0.8387838882559406
ACH-000873,-0.6797080068498365
ACH-000876,-1.0960646133321832
ACH-000878,-0.8040188172492571
ACH-000880,-0.7543702373389649
ACH-000881,-0.9423406970919748
ACH-000882,-0.7570833128902593
ACH-000884,-0.791802547560229
ACH-000885,-0.7373925142645716
ACH-000887,-0.9059705474461424
ACH-000889,-1.0429942444924043
ACH-000896,-0.9664318817178448
ACH-000898,-0.7674604100403565
ACH-000900,-0.6419833215715319
ACH-000901,-0.6631783755784459
ACH-000905,-0.7167829390004129
ACH-000906,-0.7674926991166436
ACH-000907,-0.6356106029432597
ACH-000910,-0.8611731222415596
ACH-000911,-0.6097134498836773
ACH-000912,-0.7750394759337578
ACH-000913,-0.8192246304434652
ACH-000915,-0.5266963639623427
ACH-000916,-0.7946903374626642
ACH-000917,-0.8356053926589971
ACH-000920,-0.7222332401725577
ACH-000921,-0.8303383585575397
ACH-000924,-0.8298793564848139
ACH-000926,-0.5147962756691078
ACH-000928,-0.8277086890071037
ACH-000929,-0.8595315027051587
ACH-000932,-0.8020871939696621
ACH-000935,-0.5783553552333365
ACH-000936,-0.7771591729495408
ACH-000937,-0.4611102207192359
ACH-000938,-0.8869865100239288
ACH-000939,-0.7296508805122444
ACH-000941,-0.8658096139863655
ACH-000943,-0.6917470540938311
ACH-000946,-0.6536572137443497
ACH-000947,-0.7268751726500032
ACH-000948,-0.6981726749453635
ACH-000950,-0.7385287764798917
ACH-000953,-0.7896031682922472
ACH-000954,-0.424140798004325
ACH-000957,-0.7255870807124964
ACH-000958,-0.549782758639724
ACH-000960,-0.7708276676078728
ACH-000963,-0.7311640523986519
ACH-000968,-0.8910638957292497
ACH-000969,-0.7192628291071831
ACH-000972,-0.451124171854965
ACH-000973,-0.7791119820688681
ACH-000974,-0.8199579500312767
ACH-000978,-0.5003674465961004
ACH-000984,-0.6507310105037585
ACH-000986,-0.6409473823598962
ACH-000988,-0.8365745567995735
ACH-000993,-0.7909025948843257
ACH-000994,-0.6396446058557471
ACH-000996,-0.8029891826752732
ACH-001001,-0.6760656917821936
ACH-001020,-0.8961033884237233
ACH-001028,-0.9339818058163188
ACH-001031,-0.6833707952330451
ACH-001038,-0.7822083547335624
ACH-001048,-0.5138409448240409
ACH-001050,-0.8315466742581326
ACH-001053,-0.4376032137886021
ACH-001054,-0.6835736339330494
ACH-001061,-0.7992994751344582
ACH-001067,-1.0089781258105277
ACH-001075,-0.7121743025771152
ACH-001096,-0.8300597335817238
ACH-001111,-0.7000384405637948
ACH-001119,-0.8727564822970453
ACH-001128,-0.7347416630229681
ACH-001134,-0.7109026580308141
ACH-001151,-0.5989413925855911
ACH-001163,-0.7207359345164479
ACH-001164,-0.9370272700552392
ACH-001183,-0.7676965993878989
ACH-001192,-0.4753613154987573
ACH-001193,-0.9117764100199957
ACH-001196,-0.7917737143855267
ACH-001197,-0.7285685717114121
ACH-001205,-0.901590135579584
ACH-001211,-0.9560535162669752
ACH-001212,-0.7179568696837164
ACH-001228,-1.0188999398506409
ACH-001232,-0.7335993734560798
ACH-001239,-0.443059974072807
ACH-001270,-0.8945221093773051
ACH-001274,-0.711852860868052
ACH-001275,-0.7764382495117788
ACH-001277,-0.8213678293244948
ACH-001278,-1.0304103148802748
ACH-001280,-0.7157838082772151
ACH-001283,-0.8630564763804097
ACH-001289,-0.8411559433353059
ACH-001300,-0.7459706023242282
ACH-001301,-0.685836732648566
ACH-001302,-0.5946525677102106
ACH-001306,-0.6209959827478903
ACH-001318,-0.6833919019350526
ACH-001322,-0.5841417490193174
ACH-001328,-0.6985710991420324
ACH-001332,-0.9891784097875859
ACH-001336,-0.9024863751568629
ACH-001346,-0.9290265502926042
ACH-001353,-0.8789519262537427
ACH-001354,-0.33650449299929713
ACH-001367,-0.4526059285036994
ACH-001368,-0.7436004470891008
ACH-001374,-0.9685090020707616
ACH-001377,-0.6688436428959014
ACH-001380,-0.9135302903737788
ACH-001391,-0.5388606215632175
ACH-001408,-0.7690679027102818
ACH-001430,-0.7788942188106704
ACH-001431,-0.8203371882231658
ACH-001450,-0.7722087426497715
ACH-001496,-0.7167955420600132
ACH-001500,-0.6963675370421499
ACH-001523,-0.9393395280389042
ACH-001532,-0.7786294597369613
ACH-001550,-0.6612619062165859
ACH-001552,-0.6638537176354616
ACH-001554,-0.7935042509939677
ACH-001654,-0.8933602646218296
ACH-001735,-0.4661040687603196
ACH-001736,-0.6049417870716046
ACH-001737,-0.9202907071146292
ACH-001740,-0.8972880809701353
ACH-001745,-0.7671660718598058
ACH-001765,-0.6425740066266007
