,PDHX (8050)
ACH-000004,-0.020265817273122586
ACH-000005,0.11013851581983483
ACH-000007,-0.11001670094371532
ACH-000009,0.13161609467742338
ACH-000011,-0.14253826665735775
ACH-000012,0.02998938311908972
ACH-000013,-0.06273876964412134
ACH-000014,0.02708711935959711
ACH-000015,0.09881491651282888
ACH-000017,0.04955813011310062
ACH-000018,0.2488570222605108
ACH-000019,-0.2988301994848757
ACH-000021,-0.04791954495724565
ACH-000022,0.04696024774783462
ACH-000025,-0.10335696853539242
ACH-000028,-0.4324405140591858
ACH-000030,-0.09438720062518256
ACH-000035,-0.21406608499040308
ACH-000036,-0.020401770456788725
ACH-000037,-0.02259811091358569
ACH-000039,-0.09314133001320436
ACH-000040,-0.07350180584794487
ACH-000041,-0.016411047358224632
ACH-000042,0.011481395519955641
ACH-000045,0.014652054880579026
ACH-000047,-0.018598710618115327
ACH-000052,-0.18215870299281245
ACH-000053,0.024195826088367352
ACH-000054,-0.00800593250437748
ACH-000055,0.253610597735415
ACH-000060,-0.0464160955407591
ACH-000067,-0.23305232832460585
ACH-000070,-0.16697890469761048
ACH-000075,-0.14715042313541948
ACH-000078,0.0454088151906496
ACH-000082,-0.12619444177810565
ACH-000085,0.0604523166187223
ACH-000086,-0.06478559511317925
ACH-000087,-0.4403196870009816
ACH-000092,-0.07024942924841829
ACH-000095,0.011469402212689491
ACH-000097,-0.07245805830311912
ACH-000098,-0.11530362944003178
ACH-000099,-0.02840684306494315
ACH-000108,-0.09660754032308147
ACH-000113,-0.03543155385114482
ACH-000116,-0.0866438941626656
ACH-000118,0.03227981389574314
ACH-000120,-0.11919080228747965
ACH-000123,-0.028062496188729642
ACH-000127,-0.10677456081199102
ACH-000128,-0.07166513632079642
ACH-000132,-0.15223818081181276
ACH-000133,-0.3381516362386609
ACH-000137,-0.07970806097381691
ACH-000138,-0.19559111933793588
ACH-000142,-0.06991681069620866
ACH-000143,0.0071024041900421215
ACH-000146,0.004554626615388854
ACH-000148,-0.11808561598501242
ACH-000150,-0.004781564997072932
ACH-000152,-0.03775410972600258
ACH-000153,0.042944943436881614
ACH-000159,-0.022164105649062925
ACH-000160,-0.0643312411419568
ACH-000163,-0.009256527213321668
ACH-000167,-0.024888470320006868
ACH-000168,0.002339640199034827
