,EPRS (2058)
ACH-000004,-0.9445140761975048
ACH-000005,-0.8906993717032002
ACH-000007,-0.9130015876623276
ACH-000009,-0.9778628657285386
ACH-000011,-0.7292880019506971
ACH-000012,-0.9303355676400592
ACH-000013,-0.986905292569239
ACH-000014,-0.7315143010981223
ACH-000015,-1.038860510270723
ACH-000017,-0.7889274233688014
ACH-000018,-1.0308606547967645
ACH-000019,-0.8175217533591468
ACH-000021,-0.9795252919352448
ACH-000022,-1.0149100630007994
ACH-000025,-0.800688283738427
ACH-000028,-0.9284121903059608
ACH-000030,-0.9424532971018612
ACH-000035,-0.9955756162126962
ACH-000036,-0.8096454451224723
ACH-000037,-0.1997629062174792
ACH-000039,-0.8236136741318455
ACH-000040,-0.7853616365806652
ACH-000041,-0.8748700059541274
ACH-000042,-0.9737082508487171
ACH-000045,-1.0024878343092427
ACH-000047,-0.8338004443922931
ACH-000052,-0.9834449215778136
ACH-000053,-1.0203388506442912
ACH-000054,-0.9069770034923093
ACH-000055,-0.8924896714690093
ACH-000060,-0.6713367357981543
ACH-000067,-1.0351470677204704
ACH-000070,-0.6825017708409722
ACH-000075,-0.97279455571771
ACH-000078,-0.8252522777284474
ACH-000082,-0.8902414015839218
ACH-000085,-1.2177572443725504
ACH-000086,-1.1711659731798223
ACH-000087,-1.021490687416515
ACH-000092,-1.0582476059666948
ACH-000095,-0.8400814610037667
ACH-000097,-0.7483321968806345
ACH-000098,-1.202183750516001
ACH-000099,-0.9641599002487309
ACH-000108,-0.9404349528541922
ACH-000113,-0.6151832062466669
ACH-000116,-1.076157719353835
ACH-000118,-0.9634263182685048
ACH-000120,-1.0381003408432252
ACH-000123,-1.03540358189787
ACH-000127,-0.9172431347289848
ACH-000128,-0.8886910864037613
ACH-000132,-1.0802313114954327
ACH-000133,-1.011942008868703
ACH-000137,-1.1708457790027174
ACH-000138,-0.9661298864992532
ACH-000142,-0.9507073634700774
ACH-000143,-0.8662438359869098
ACH-000146,-0.6519251790449396
ACH-000148,-0.9789245399529568
ACH-000150,-0.7308233819206892
ACH-000152,-0.8674228879633245
ACH-000153,-0.9956848263889936
ACH-000159,-0.8729294309678421
ACH-000160,-1.1204607954844126
ACH-000163,-1.0191275814127752
ACH-000167,-1.6709806411825834
ACH-000168,-0.9735124286648004
ACH-000169,-0.9999359206117784
ACH-000178,-0.7104878352355777
ACH-000183,-0.7742645545779278
ACH-000188,-0.8577024400987024
ACH-000189,-0.8373235066464576
ACH-000190,-0.9217431454726556
ACH-000198,-0.8859806768736884
ACH-000203,-1.0293751234779376
ACH-000204,-1.2092294644457418
ACH-000206,-1.051112687102182
ACH-000207,-0.9271669356006034
ACH-000208,-0.9785025460548432
ACH-000210,-1.2354608953597623
ACH-000211,-0.8561073681447199
ACH-000215,-0.947325865792648
ACH-000221,-0.8647338202321712
ACH-000222,-0.9186959054984272
ACH-000223,-0.940892153874028
ACH-000226,-0.5653116387500481
ACH-000227,-0.7095790901255083
ACH-000228,-1.0263527389990492
ACH-000231,-0.9804267013068524
ACH-000232,-1.0052614016609884
ACH-000233,-0.6149643231052758
ACH-000234,-0.7064556401853501
ACH-000235,-0.8716890295554857
ACH-000237,-0.9951667423221154
ACH-000238,-0.8460640454492471
ACH-000242,-1.2664402810885094
ACH-000243,-0.9537968255384272
ACH-000244,-1.0276270035279678
ACH-000246,-0.7237512522050041
ACH-000248,-0.9488620168468884
ACH-000250,-0.929790482183296
ACH-000251,-1.0230000669977557
ACH-000252,-0.9633021588156696
ACH-000253,-0.9131371355998816
ACH-000255,-1.04080327267356
ACH-000256,-0.8906239581910554
ACH-000257,-1.033410587940465
ACH-000258,-0.7074104693940364
ACH-000259,-0.8455618593742504
ACH-000260,-0.9970773596608391
ACH-000261,-0.932509070838698
ACH-000262,-0.8087637420847258
ACH-000263,-0.6753138968855262
ACH-000264,-1.1396567965650743
ACH-000265,-0.9498469375135647
ACH-000266,-0.9744575661471008
ACH-000272,-0.9834360503094636
ACH-000274,-0.8075362173667144
ACH-000277,-1.0226132606741154
ACH-000278,-0.8480582410236306
ACH-000279,-0.9984193831043048
ACH-000280,-0.90962533187796
ACH-000281,-1.020821353050206
ACH-000288,-1.0170998681042889
ACH-000291,-0.908268660212202
ACH-000293,-0.7895896625924582
ACH-000294,-1.0129829110458222
ACH-000295,-1.0598913784455082
ACH-000296,-0.9650947139266688
ACH-000302,-0.7438197302726636
ACH-000304,-0.7204119727833072
ACH-000307,-1.0228574356790945
ACH-000308,-0.7739390057347493
ACH-000310,-0.9872479976294704
ACH-000311,-0.7874884732572388
ACH-000312,-0.912180262106418
ACH-000315,-0.9401172815394304
ACH-000316,-0.7593297369789135
ACH-000317,-0.9724036431929124
ACH-000318,-1.055840248306135
ACH-000319,-0.9322482763622396
ACH-000320,-0.9867744361425111
ACH-000322,-0.8041927153592282
ACH-000323,-1.208230152873348
ACH-000324,-0.8553340617565396
ACH-000329,-0.8599170361439716
ACH-000330,-1.066331111240587
ACH-000331,-0.9861465989445998
ACH-000332,-0.9340356482542834
ACH-000334,-0.7531775613926357
ACH-000335,-0.6899032121290792
ACH-000336,-0.5396630818770546
ACH-000337,-0.920292118623459
ACH-000338,-0.9007426721115068
ACH-000339,-0.9177362799421428
ACH-000341,-1.2371483592445458
ACH-000348,-0.9478726487099997
ACH-000350,-0.6787451690513276
ACH-000352,-1.0916282893277565
ACH-000356,-1.1337427390847277
ACH-000361,-0.8008713352390827
ACH-000362,-0.8150239044860578
ACH-000363,-0.6315376170133418
ACH-000364,-0.8116297290454992
ACH-000365,-0.9855940716343986
ACH-000366,-0.9836687745755152
ACH-000368,-1.1307719742456541
ACH-000374,-0.8449804425103876
ACH-000375,-0.7621727781547243
ACH-000376,-1.0840325830542026
ACH-000381,-0.9786271926037324
