,SLMO2 (51012)
ACH-000004,-1.271989069202061
ACH-000005,-1.0428868758102436
ACH-000007,-0.8268971988640691
ACH-000009,-0.902784746953292
ACH-000011,-0.6549294211578686
ACH-000012,-0.9814942683515236
ACH-000013,-0.8973384437986159
ACH-000014,-0.7532413892892371
ACH-000015,-0.9420967957583636
ACH-000017,-0.7553682521113728
ACH-000018,-0.8110934728404392
ACH-000019,-1.024517536089073
ACH-000021,-1.0180496739117693
ACH-000022,-0.9521848197319328
ACH-000025,-0.8893128787578191
ACH-000028,-0.6740239175957761
ACH-000030,-0.854885222616866
ACH-000035,-0.796138457061162
ACH-000036,-0.7029647312785864
ACH-000037,-0.6880676372098006
ACH-000039,-0.5658390646935949
ACH-000040,-0.7760969325721558
ACH-000041,-0.7860151781397662
ACH-000042,-0.905943258412052
ACH-000045,-0.6907837225813811
ACH-000047,-1.0043576608852225
ACH-000052,-1.1070219248927808
ACH-000053,-1.1031979386175692
ACH-000054,-1.0294155793919315
ACH-000055,-0.8799796947188844
ACH-000060,-1.1001211697926208
ACH-000067,-1.0412708195696725
ACH-000070,-0.7896125922497168
ACH-000075,-0.9439529935063371
ACH-000078,-0.6534593100056161
ACH-000082,-0.3704726428905484
ACH-000085,-0.871034864665146
ACH-000086,-1.0298160133937573
ACH-000087,-1.0049153969602522
ACH-000092,-0.804769486412008
ACH-000095,-0.9572445718512071
ACH-000097,-0.7303592291144361
ACH-000098,-1.1207651841084214
ACH-000099,-0.9274481399920134
ACH-000108,-0.976325487560576
ACH-000113,-0.7624641490825157
ACH-000116,-0.9747332307470028
ACH-000118,-0.7859322511974856
ACH-000120,-0.8955830040683825
ACH-000123,-0.6491892817853833
ACH-000127,-0.8460678435020869
ACH-000128,-1.1635207888303514
ACH-000132,-0.93632059410885
ACH-000133,-0.9042966110515934
ACH-000137,-0.933906331682104
ACH-000138,-0.952877920063096
ACH-000142,-0.8062833050075331
ACH-000143,-0.8498092042652722
ACH-000146,-1.0404361352695404
ACH-000148,-0.8227597936134461
ACH-000150,-0.9833562285303282
ACH-000152,-0.8122035267379807
ACH-000153,-0.7172775071267821
ACH-000159,-0.6277087667576258
ACH-000160,-0.9240150696592058
ACH-000163,-0.833061970327203
ACH-000167,-0.8719290845401325
ACH-000168,-0.9384955728879572
ACH-000169,-0.9333301285998368
ACH-000178,-0.7244357335328291
ACH-000183,-0.8567019824367388
ACH-000188,-0.9757971904960824
ACH-000189,-1.0130507474964237
ACH-000190,-0.8741055319497654
ACH-000198,-0.7746614923286275
ACH-000203,-0.4182758184387304
ACH-000204,-0.741212753756913
ACH-000206,-0.7920420182671387
ACH-000207,-1.0459016165040085
ACH-000208,-0.8245215260095065
ACH-000210,-1.0709618299422312
ACH-000211,-1.1375704128850879
ACH-000215,-0.9974715513402233
ACH-000221,-1.1149579616683432
