,YY1 (7528)
ACH-000375,-0.3142673704648067
ACH-000376,-0.4186548413698283
ACH-000381,-0.7256636643155225
ACH-000383,-0.3740142526672595
ACH-000387,-0.3973705661128175
ACH-000389,-0.5798841631899061
ACH-000390,-0.4737027019485108
ACH-000393,-0.4680499340516334
ACH-000395,-0.6418464351214909
ACH-000396,-0.561821704372896
ACH-000397,-0.8962806673147468
ACH-000401,-0.7846862433292332
ACH-000402,-0.6526699231234058
ACH-000403,-0.6719539461413196
ACH-000404,-0.952401649924934
ACH-000406,-0.6264963740964131
ACH-000407,-0.5879190482385135
ACH-000408,-0.4649629794527762
ACH-000410,-0.7853028948722909
ACH-000411,-1.0775386243433305
ACH-000414,-0.633874228116309
ACH-000415,-0.751946124539343
ACH-000416,-0.464078817832731
ACH-000420,-0.4924177897974825
ACH-000421,-0.7453678091255711
ACH-000424,-0.7063076742793781
ACH-000425,-0.4269786078072385
ACH-000426,-0.9063990725643446
ACH-000427,-0.7194814627733169
ACH-000433,-0.8679979120205661
ACH-000435,-0.6924372163404353
ACH-000436,-0.8323691491636107
ACH-000444,-0.6673566956631324
ACH-000445,-0.5935241603161706
ACH-000448,-0.6708548931654572
ACH-000450,-0.9229456121002496
ACH-000452,-0.5032111598658577
ACH-000454,-0.6757352362695369
ACH-000458,-0.7342556488455311
ACH-000459,-1.0307235009796003
ACH-000460,-0.6447013738211803
ACH-000461,-0.2310138410241459
ACH-000463,-0.3781141996338302
ACH-000464,-0.5600056234264267
ACH-000466,-0.0698657634667004
ACH-000467,-0.847395214045723
ACH-000468,-0.5983476348355738
ACH-000469,-0.6376483954358897
ACH-000470,-0.5510230238965071
ACH-000471,-0.8783070857029213
ACH-000472,-0.6000279772302443
ACH-000473,-0.7441530102122441
ACH-000475,-0.6731827766219084
ACH-000476,-0.579877394466062
ACH-000477,-0.6402148136065973
ACH-000479,-0.541178527959087
ACH-000480,-0.9532575364978254
ACH-000481,-0.6024091165706899
ACH-000483,-0.7896866855468587
ACH-000484,-0.648941361288116
ACH-000485,-0.6005084162316111
ACH-000486,-0.391885541257586
ACH-000487,-0.8189288690587679
ACH-000488,-0.5896498486294784
ACH-000490,-0.5609023509010459
ACH-000491,-0.4631485010639048
ACH-000495,-0.8786317776311908
ACH-000496,-0.3681838437502389
ACH-000499,-0.703817596427952
ACH-000500,-0.5009664410599138
ACH-000502,-0.4841796417277772
ACH-000503,-0.6655646331045693
ACH-000505,-0.3605001554308786
ACH-000507,-0.818054029019299
ACH-000510,-0.4767358525396517
ACH-000511,-0.5887427042252525
ACH-000512,-0.6068945067392042
ACH-000516,-0.6484673146903904
ACH-000517,-0.5011546427906418
ACH-000518,-0.6036961451937437
ACH-000520,-0.6523026596019139
ACH-000521,0.05120513331882713
ACH-000522,-0.3059825600135975
ACH-000524,-0.7862288771948955
ACH-000527,-0.7148881772903732
ACH-000528,-0.7945135244677957
ACH-000537,-0.4047484488641576
ACH-000541,-0.6024789290205135
ACH-000542,-0.5533512669897368
ACH-000544,-0.59875616518878
ACH-000545,-0.584020794720608
ACH-000547,-0.8863973259522991
ACH-000548,-0.5629365976151004
ACH-000549,-0.48356043587536296
ACH-000550,-0.6174030318433841
ACH-000552,-0.9299125897065288
ACH-000556,-0.3314364725221028
ACH-000557,-0.4032625212327294
ACH-000569,-0.969412715039798
ACH-000570,-0.5617507053990012
ACH-000571,-0.8351431710556538
ACH-000573,-0.6644705033579407
ACH-000576,-0.9535183917566828
ACH-000579,-0.8272402591342553
ACH-000580,-0.7949349316072829
ACH-000584,-0.6858800811722799
ACH-000585,-0.6510256803725919
ACH-000588,-0.8351757072509457
ACH-000589,-0.4299762470849365
ACH-000591,-0.6434092040209982
ACH-000593,-0.4750755750169134
ACH-000600,-0.6326511162657147
ACH-000601,-0.6947528275917098
ACH-000605,-0.4162082333221672
ACH-000606,-0.8113347126367768
ACH-000608,-0.7966479821450383
ACH-000614,-0.4096113028623668
ACH-000616,-0.5776771821531684
ACH-000618,-0.5752931829222591
ACH-000619,-0.7211981476349282
ACH-000620,-0.5905558168681724
ACH-000621,-0.5365675958041105
ACH-000622,-0.6659676440376144
ACH-000623,-0.9294804464825468
ACH-000624,-0.6580615946677925
ACH-000627,-0.5387080761750386
ACH-000630,-0.42785055268432587
ACH-000631,-0.3792601567790974
ACH-000632,-0.4545515629475167
ACH-000633,-0.7878889201584899
ACH-000637,-0.6770040608955479
ACH-000638,-0.5843336649688484
ACH-000646,-0.730817437774113
ACH-000647,-0.5799294786456093
ACH-000648,-0.9518594154817196
ACH-000649,-0.5574860385392352
ACH-000651,-0.6210976506062919
ACH-000652,-0.5827378964863665
ACH-000653,-0.8295803851997009
ACH-000657,-0.5575979318106412
ACH-000658,-0.43905467056959496
ACH-000661,-0.7367453845291245
ACH-000662,-0.4559121347681217
ACH-000663,-0.5857628547083215
ACH-000665,-0.6159241290471911
ACH-000671,-0.4021394557579781
ACH-000672,-0.5461895086243903
ACH-000673,-0.3319998661958138
ACH-000676,-0.5858726827990326
ACH-000677,-0.5883772742515162
ACH-000681,-0.528807537629271
ACH-000683,-0.4637689107212423
ACH-000684,-0.5126647391454326
ACH-000688,-0.04094688733079165
ACH-000693,-0.3970033839944067
ACH-000694,-0.2800763501367965
ACH-000695,-0.5377385672815941
ACH-000696,-0.773996910368256
ACH-000697,-0.7133340302772411
ACH-000699,-0.4971910881516617
ACH-000701,-0.5881335507665015
ACH-000706,-0.29873531789570845
ACH-000711,-0.8172987128720639
ACH-000713,-0.4896166814453147
ACH-000714,-0.4749938033838496
ACH-000718,-0.536961829765582
ACH-000720,-0.4402326169752947
ACH-000721,-0.5323762212197758
ACH-000724,-0.802815801152437
ACH-000725,-0.4220060571501028
ACH-000732,-1.175760382278444
ACH-000734,-0.35100291816968004
ACH-000735,-0.4899815595875284
ACH-000736,-0.8036274153854829
ACH-000738,-0.495754681182151
ACH-000746,-0.6334704920969824
ACH-000747,-0.5352028941847429
ACH-000748,-0.4400650838361665
ACH-000753,-0.453534049526896
ACH-000756,-0.6444577570503373
ACH-000757,-0.5791392569492703
ACH-000758,-0.6039862070375377
ACH-000760,-0.5849799554502341
ACH-000762,-0.6331834293298008
ACH-000763,-0.9003084029416187
ACH-000764,-0.3608988367295435
ACH-000765,-0.8132221224171076
ACH-000766,-0.5387564371313999
ACH-000767,-0.5647170261022391
ACH-000768,-0.4295805613298111
ACH-000769,-0.6841190483192809
ACH-000770,-0.6070340541572739
ACH-000771,-0.5299872544879658
ACH-000773,-0.7294396038665327
ACH-000776,-0.6493134593445495
ACH-000777,-0.7494463798539659
ACH-000778,-0.4467819560253738
ACH-000781,-0.5628637548427211
ACH-000782,-0.7620235792842174
ACH-000783,-0.6373925916898877
ACH-000784,-0.5714258524140808
ACH-000785,-0.5703981249760779
ACH-000787,-0.4572458837568967
ACH-000788,-0.4954215270464405
ACH-000791,-0.701550724004964
ACH-000792,-0.7642608340675977
ACH-000794,-0.4697393711715742
ACH-000796,-0.7438630827674686
ACH-000798,-0.5254028972770294
ACH-000799,-0.8048902196968248
ACH-000800,-1.0018378488792457
ACH-000802,-0.6806459351209484
ACH-000804,-0.8004020924670971
ACH-000805,-0.4795131818103701
ACH-000809,-0.4993565792011487
ACH-000810,-0.8211956843294773
ACH-000811,-0.2471539528344783
ACH-000817,-0.8309884041931664
ACH-000819,-0.7014162011022419
ACH-000820,-0.5529616360809704
ACH-000821,-0.8976405526500952
ACH-000822,-0.71855052831304
ACH-000823,-0.6643841364291738
ACH-000824,-0.3861529122009552
ACH-000827,-0.5275796481438008
ACH-000829,-0.4453957168727975
ACH-000831,-0.6737311582979336
ACH-000832,-0.6591066085492222
ACH-000833,-0.6667177536099437
ACH-000834,-0.5896037906429189
ACH-000835,-0.5027029367937496
ACH-000836,-0.12137103918776908
ACH-000837,-0.5502170242051896
ACH-000838,-0.42433934059695
ACH-000839,-0.702532657018995
ACH-000840,-0.5793540016171285
ACH-000841,-0.5816220931422681
ACH-000843,-0.5301416027944432
ACH-000846,-0.5886745149587581
ACH-000847,-0.8472141432645629
ACH-000848,-0.5935377652843185
ACH-000849,-0.3579426483047989
ACH-000851,-0.4846271372726602
ACH-000855,-0.8577819016873666
ACH-000856,-0.7604145084595847
ACH-000858,-0.4327099334510596
ACH-000859,-0.4952454446892271
ACH-000861,-0.704010986583115
ACH-000862,-0.6235013692131137
ACH-000865,-0.6168303091518025
ACH-000866,-0.6727798962000119
ACH-000867,-0.5354137910287444
ACH-000869,-0.6126200986008018
ACH-000872,-0.741174946827534
ACH-000873,-0.5400261873500147
ACH-000876,-0.4033884004581382
ACH-000878,-0.7515805748034693
ACH-000880,-0.2697449844238713
ACH-000881,-0.6723603042845456
ACH-000882,-0.6452263931871067
ACH-000884,-0.7275632437571785
ACH-000885,-0.5236216990722997
ACH-000887,-0.6544250551719528
ACH-000889,-0.5582085916347578
ACH-000896,-0.6423342163457876
ACH-000898,-0.6015687407566312
ACH-000900,-0.5394270476710581
ACH-000901,-0.6082447113303721
ACH-000905,-0.6184705252098774
ACH-000906,-0.4980038616467536
ACH-000907,-0.8847738457792951
ACH-000910,-0.3245728925957229
ACH-000911,-0.5123974480203337
ACH-000912,-0.4329114214523195
ACH-000913,-0.3136808738610509
ACH-000915,-0.5744699810493169
ACH-000916,-0.7900598510435154
ACH-000917,-0.5902666311023368
ACH-000920,-0.4769952851322226
ACH-000921,-0.5413054292219796
ACH-000924,-0.4816931285934077
ACH-000926,-0.38716121853688856
ACH-000928,-0.7353345009393933
ACH-000929,-0.6667334270153105
ACH-000932,-0.5376034407125475
ACH-000935,-0.5793528457516477
ACH-000936,-0.5539000563550264
ACH-000937,-0.6137614217768176
ACH-000938,-0.6354790579715629
ACH-000939,-0.3513687438654073
ACH-000941,-0.39851232489573296
ACH-000943,-0.5857059166365726
ACH-000946,-0.6641849336688848
ACH-000947,-0.5898257298448281
ACH-000948,-0.9350716216372889
ACH-000950,-0.6494949617226397
ACH-000953,-0.7325024979360165
ACH-000954,-0.5326645766294161
ACH-000957,-0.5320869030293212
ACH-000958,-0.6514771179365453
ACH-000960,-0.5139398610064024
ACH-000963,-0.4300890135851001
ACH-000968,-0.6282196185281911
ACH-000969,-0.6590820621595135
ACH-000972,-0.2553096768348645
ACH-000973,-0.4510016285218218
ACH-000974,-0.5345368563976883
ACH-000978,-0.4323003122654545
ACH-000984,-0.5200027567128283
ACH-000986,-0.7738648094243727
ACH-000988,-0.5257264896565702
ACH-000993,-0.7278304092165983
ACH-000994,-0.5920048702159626
ACH-000996,-0.6714247480716821
ACH-001001,-0.6327593032259309
ACH-001020,-0.2637153965979541
ACH-001028,-0.3106116871617947
ACH-001031,-0.6818674630528069
ACH-001038,-0.5376663710446434
ACH-001048,-0.5611172674406489
ACH-001050,-0.9234583718225486
ACH-001053,-0.7054686049629151
ACH-001054,-0.6327414202653736
ACH-001061,-0.5539152739284657
ACH-001067,-0.4234007394469188
ACH-001075,-0.65214048923068
ACH-001096,-0.6512372503357762
ACH-001111,-0.7825957655992377
ACH-001119,-0.6575040298706483
ACH-001128,0.4599068561631378
ACH-001134,-0.6980465085492785
ACH-001151,-0.34030590594397503
ACH-001163,-0.32122300603413145
ACH-001164,-1.0615917617630946
ACH-001183,-0.6454295078089111
ACH-001192,-0.4000737089191077
ACH-001193,-0.4326498598798893
ACH-001196,-0.7976403655540873
ACH-001197,-0.608646614879124
ACH-001205,-0.5375807234800403
ACH-001211,-0.4216655689881054
ACH-001212,-0.2979548279713725
ACH-001228,-0.6613790474419895
ACH-001232,-0.5941668331172706
ACH-001239,-0.4668033449951716
ACH-001270,-0.6041237572626196
ACH-001274,-0.6633494712731217
ACH-001275,-0.6243158073288858
ACH-001277,-0.9143124178510441
ACH-001278,-0.6618233451880972
ACH-001280,-1.212578819667098
ACH-001283,-0.5871342621793879
ACH-001289,-0.56470063145892
ACH-001300,-0.5438952376356642
ACH-001301,-0.8204341855065596
ACH-001302,-0.8530546474241187
ACH-001306,-0.6620238999696149
ACH-001318,-0.5760905882450332
ACH-001322,-0.5635868402376569
ACH-001328,-0.3175702371521539
ACH-001332,-0.6369972723102735
ACH-001336,-0.5399146956471338
ACH-001346,-0.5288672352930122
ACH-001353,-0.543453683491681
ACH-001354,-0.7417812272107547
ACH-001367,-0.6637390161020715
ACH-001368,-0.6620751332540722
ACH-001374,-0.09487625844379982
ACH-001377,-0.7072950970225768
ACH-001380,-0.4973409103709679
ACH-001391,-0.4662442694063672
ACH-001408,-0.7390900030101532
ACH-001430,-0.26414357061493904
ACH-001431,-0.4040998262522461
ACH-001450,-0.7109739708935248
ACH-001496,-0.3718388823560736
ACH-001500,-0.5793669404919198
ACH-001523,-0.8569973435840845
ACH-001532,-0.26028063700447884
ACH-001550,-0.06335321920802094
ACH-001552,-0.5004733868646216
ACH-001554,-0.5447684428209534
ACH-001654,-0.6735386311938389
ACH-001735,-0.7034679832854737
ACH-001736,-0.5852496687624937
ACH-001737,-0.5157779944414574
ACH-001740,-0.7373777480489863
ACH-001745,-0.8382279695552313
ACH-001765,-0.7119854288358154
