,PLCE1 (51196)
ACH-000004,-0.11547935886122533
ACH-000005,-0.15857587581576782
ACH-000007,0.017755038202987527
ACH-000009,-0.36051523527185375
ACH-000011,0.0028828871959642637
ACH-000012,-0.2462360530683234
ACH-000013,0.046624556473932315
ACH-000014,-0.31187769969755336
ACH-000015,-0.13853840409140314
ACH-000017,-0.006745930145282073
ACH-000018,-0.18327580536919053
ACH-000019,-0.00048239397474744727
ACH-000021,-0.06044281674926495
ACH-000022,-0.004878845780705794
ACH-000025,-0.17738412322017852
ACH-000028,-0.0736198271822716
ACH-000030,-0.1002050033088568
ACH-000035,0.005610228137655827
ACH-000036,0.13605734261693486
ACH-000037,0.03183010455368917
ACH-000039,0.08975105792393909
ACH-000040,-0.09809542926167662
ACH-000041,0.054166408906885184
ACH-000042,-0.02280937484344666
ACH-000045,-0.009896225918635516
ACH-000047,0.10833327240870287
ACH-000052,-0.16092777275329145
ACH-000053,-0.0407418383082078
ACH-000054,-0.0574383794436243
ACH-000055,-0.12206355129250213
ACH-000060,-0.18362196602377576
ACH-000067,-0.11014321780385848
ACH-000070,-0.09402075978580916
ACH-000075,0.1812596960496236
ACH-000078,0.02575427902238084
ACH-000082,-0.04147830832719681
ACH-000085,0.1714767110487012
ACH-000086,-0.12052125826284855
ACH-000087,0.04460598901056104
ACH-000092,0.0037277510763189694
ACH-000095,-0.05038227415429297
ACH-000097,-0.053406480712054026
ACH-000098,-0.13989408484821478
ACH-000099,-0.025140329916418385
ACH-000108,-0.10816742342645434
ACH-000113,-0.054491312644168816
ACH-000116,-0.10122713913978892
ACH-000118,-0.07852586477134803
ACH-000120,-0.10947948036933804
ACH-000123,-0.06631012885408318
ACH-000127,-0.032207660495309015
ACH-000128,-0.03492395433862497
ACH-000132,-0.15464797452554402
ACH-000133,-0.03902658471414945
ACH-000137,-0.17901357315367572
ACH-000138,0.019247288044307368
ACH-000142,-0.057968395903421274
ACH-000143,-0.07826094761990585
ACH-000146,-0.08500710843217907
ACH-000148,-0.13917098571634445
ACH-000150,0.0052103728197555816
ACH-000152,-0.12043872952306532
ACH-000153,-0.015053786344457722
ACH-000159,-0.004070879928215032
ACH-000160,-0.030765387839346462
ACH-000163,-0.007307280813525117
ACH-000167,-0.31705018304026256
ACH-000168,0.02382357469854824
ACH-000169,0.029948473060553912
ACH-000178,-0.0850535676413475
ACH-000183,-0.1815614671046485
ACH-000188,-0.04604495189449302
ACH-000189,-0.1444869978781493
ACH-000190,-0.10332496924880376
ACH-000198,-0.0592733339457601
ACH-000203,-0.4519461183313906
ACH-000204,-0.05524163068241502
ACH-000206,-0.04329625297528301
ACH-000207,-0.08088407903306008
ACH-000208,0.11893443541383733
ACH-000210,0.2155184349349864
ACH-000211,-0.045990911421481206
ACH-000215,-0.060688051550345484
ACH-000221,-0.07921125748280305
ACH-000222,0.03669079707866989
ACH-000223,-0.062614264154278
ACH-000226,-0.08835286270450149
ACH-000227,-0.09510793717318336
ACH-000228,-0.08146023990988845
ACH-000231,-0.01500969175077252
ACH-000232,-0.10873904310636656
ACH-000233,0.0025570824620290878
ACH-000234,-0.14854295107972007
ACH-000235,-0.10837131072982066
ACH-000237,-0.09153318926916933
ACH-000238,0.07807707533503458
ACH-000242,-0.5617394792416265
ACH-000243,-0.099036853006148
ACH-000244,-0.02819053560682107
ACH-000246,-0.0326207698429993
ACH-000248,0.006237051266995116
ACH-000250,-0.07516478459765867
ACH-000251,-0.19660628792537796
ACH-000252,0.0022374896401654745
ACH-000253,-0.10367768287741448
ACH-000255,0.02729720433457945
ACH-000256,0.06600651848271058
