,ANKRD13D (338692)
ACH-000004,0.11349450003795584
ACH-000005,0.2655604024647906
ACH-000007,0.020690395088645237
ACH-000009,0.013014960942732613
ACH-000011,0.2637193544546337
ACH-000012,0.08871462968805413
ACH-000013,0.07488172120054988
ACH-000014,0.154041406320822
ACH-000015,0.09734709061231776
ACH-000017,0.051859474826805585
ACH-000018,0.13382524291587192
ACH-000019,0.2870713710725888
ACH-000021,0.07851108738877358
ACH-000022,0.10915534799599323
ACH-000025,0.08372634188792517
ACH-000028,0.10309095749132252
ACH-000030,0.04138381405590383
ACH-000035,0.034396628976286175
ACH-000036,0.08298228106636894
ACH-000037,-0.03358079854837974
ACH-000039,0.019677133984915867
ACH-000040,0.05262372637055943
ACH-000041,0.1260390177126265
ACH-000042,-0.054146363984836805
ACH-000045,0.06779014372312732
ACH-000047,0.10938087489954984
ACH-000052,0.03359818933208205
ACH-000053,0.09561213825408928
ACH-000054,0.2402465156342541
ACH-000055,0.03752779139155575
ACH-000060,0.21110774109211586
ACH-000067,0.1929930611287155
ACH-000070,0.07291586463693729
ACH-000075,0.08425250986776837
ACH-000078,0.13275653423887152
ACH-000082,0.054649742793353814
ACH-000085,0.09662237718842948
ACH-000086,-0.042952861208322
ACH-000087,0.1187767839365738
ACH-000092,-0.0009614340553072324
ACH-000095,0.0044487821938963504
ACH-000097,-0.01967809344555145
ACH-000098,0.07357474497419426
ACH-000099,0.1555418684745458
ACH-000108,0.07007051605288084
ACH-000113,0.02254294078435604
ACH-000116,-0.026156246139883137
ACH-000118,0.06205398905803761
ACH-000120,-0.04338399651756223
ACH-000123,0.3621746201934768
ACH-000127,0.25247037639073666
ACH-000128,0.1275379188159093
ACH-000132,0.0731475492709095
ACH-000133,0.14445391157476212
ACH-000137,0.5398434966428771
ACH-000138,0.03723321633487087
ACH-000142,0.15093000975871645
ACH-000143,-0.09597001337990148
ACH-000146,0.18745715415921552
ACH-000148,0.08201988946865013
ACH-000150,0.162168257813452
ACH-000152,0.0652684620923425
ACH-000153,0.14096646258333007
ACH-000159,0.1173497308536333
ACH-000160,-0.09414436368981388
ACH-000163,0.10759203209282156
ACH-000167,-0.23571119998188436
ACH-000168,0.17472369046569347
ACH-000169,0.13695109744220085
ACH-000178,0.17788454301164666
ACH-000183,-0.006788467283735396
ACH-000188,-0.03490059623439794
ACH-000189,0.055336780638287265
ACH-000190,0.10259378188627064
ACH-000198,0.17907650955203794
ACH-000203,0.4370657940022033
ACH-000204,-0.04029397792342336
ACH-000206,0.0473088781617263
ACH-000207,-0.10205248983196843
ACH-000208,0.12971725716136948
ACH-000210,0.1299429017531129
ACH-000211,0.04560205200414527
