,XRCC1 (7515)
ACH-000004,-0.3897142353393864
ACH-000005,-0.4576017603753757
ACH-000007,-0.4293580826147433
ACH-000009,-0.30344573192179536
ACH-000011,-0.4075696275130896
ACH-000012,-0.4869026843047475
ACH-000013,-0.6223361092383164
ACH-000014,-0.3863519773717603
ACH-000015,-0.31097888825606884
ACH-000017,-0.1999804338518274
ACH-000018,-0.5641921869984433
ACH-000019,-0.30064523649524666
ACH-000021,-0.37796111625611867
ACH-000022,-0.3704465105351786
ACH-000025,-0.5569068325613583
ACH-000028,-0.5636944583272826
ACH-000030,-0.3364717742044679
ACH-000035,-0.4336269605561284
ACH-000036,-0.3443650851818794
ACH-000037,-0.33869824417634475
ACH-000039,-0.40749317165325416
ACH-000040,-0.3772485666294799
ACH-000041,-0.43098590606463894
ACH-000042,-0.28356448423863445
ACH-000045,-0.2507234675223383
ACH-000047,-0.2252992869932893
ACH-000052,-0.3019858609039688
ACH-000053,-0.2794775421385336
ACH-000054,-0.32527693212442
ACH-000055,-0.39576506076164975
ACH-000060,-0.17496907043255458
ACH-000067,-0.36175464779383004
ACH-000070,-0.7197212840063627
ACH-000075,-0.24600780369857755
ACH-000078,-0.30272211598772897
ACH-000082,-0.37222417728568097
ACH-000085,-0.16802211145458448
ACH-000086,-0.3520565006210515
ACH-000087,-0.7269217742311114
ACH-000092,-0.4512192834691184
ACH-000095,-0.2422114220321297
ACH-000097,-0.3790734339091456
ACH-000098,-0.4034848639157436
ACH-000099,-0.3990931625328655
ACH-000108,-0.18041360438482928
ACH-000113,-0.33467545156723444
ACH-000116,-0.4539318955072871
ACH-000118,-0.453333347764899
ACH-000120,-0.5742801482501917
ACH-000123,-0.3476160873860473
ACH-000127,-0.3685980377104316
ACH-000128,-0.3488530892036916
ACH-000132,-0.4840761495532127
ACH-000133,-0.4564339579183699
ACH-000137,-0.37908895591231057
ACH-000138,-0.4321522823820659
ACH-000142,-0.6018070330657375
ACH-000143,-0.3671487368957305
ACH-000146,-0.3278787617529817
ACH-000148,-0.3481497397663872
ACH-000150,-0.4037949113226872
ACH-000152,-0.5831848672404184
ACH-000153,-0.5565804151357086
ACH-000159,-0.3819688232525237
ACH-000160,-0.4587691764599487
ACH-000163,-0.4089914939958019
ACH-000167,-0.15928123913131878
ACH-000168,-0.11935655055387953
ACH-000169,-0.20923040501208706
ACH-000178,-0.3338221710085019
ACH-000183,-0.3673182865600304
ACH-000188,-0.5493090174124031
ACH-000189,-0.3114564787162359
ACH-000190,-0.5832767399587357
ACH-000198,-0.2113196077585896
ACH-000203,-0.1329431075309151
ACH-000204,-0.5376224766456079
ACH-000206,-0.27361403503422765
ACH-000207,-0.3828555339189235
ACH-000208,-0.7009570590231853
ACH-000210,-0.5233564246887632
ACH-000211,-0.4336892499555157
ACH-000215,-0.4094529362339125
ACH-000221,-0.6374682536966568
ACH-000222,-0.318913297213386
ACH-000223,-0.3480156885130753
ACH-000226,-0.5345603124529451
ACH-000227,-0.2336371572489764
ACH-000228,-0.3919308752169223
ACH-000231,-0.5570696837616297
ACH-000232,-0.9658911938453696
ACH-000233,-0.5574677467055144
ACH-000234,-0.4656068490719125
ACH-000235,-0.2851489899502634
ACH-000237,-0.5055794609811246
ACH-000238,-0.2412167805595669
ACH-000242,-0.0850995531553174
ACH-000243,-0.3461237102731205
ACH-000244,-0.25427744159636595
ACH-000246,-0.5898664210049956
ACH-000248,-0.4071804706676463
ACH-000250,-0.21243305453673592
ACH-000251,-0.4842180448122499
ACH-000252,-0.2623642581900227
ACH-000253,-0.1662651092838686
ACH-000255,-0.7082619148692875
ACH-000256,-0.5014286496829502
ACH-000257,-0.3109629680571309
ACH-000258,-0.4689734764388691
ACH-000259,-0.4156882543894558
ACH-000260,-0.2887073524274921
ACH-000261,-0.4300928129472609
ACH-000262,-0.39681378570714265
ACH-000263,-0.3297588769569987
ACH-000264,-0.21034025641973209
ACH-000265,-0.3395915434057696
ACH-000266,-0.3299509944131782
ACH-000272,-0.2957946251760545
ACH-000274,-0.2595934855509981
ACH-000277,-0.3226560171338959
ACH-000278,-0.4995658783225701
ACH-000279,-0.42244678434469213
ACH-000280,-0.2512193488923162
ACH-000281,-0.364592756531628
ACH-000288,-0.24132041741172866
ACH-000291,-0.2585793587522109
ACH-000293,-0.3431435185120713
ACH-000294,-0.25261616688298105
ACH-000295,-0.2861436699020697
ACH-000296,-0.4111875143717773
ACH-000302,-0.6109565498252901
ACH-000304,-0.4115896868305789
ACH-000307,-0.14406360638753585
ACH-000308,-0.4623077152902094
ACH-000310,-0.2629606783389505
ACH-000311,-0.2595746385999694
ACH-000312,-0.16277470604685404
ACH-000315,-0.31286627783436594
ACH-000316,-0.2965184579318208
ACH-000317,-0.4044662756972788
ACH-000318,-0.4358133308140896
ACH-000319,-0.4077570722815862
ACH-000320,-0.3261561061373521
ACH-000322,-0.4807691488825594
ACH-000323,-0.40482468250575454
ACH-000324,-0.5530954602589627
ACH-000329,-0.3268285330277325
ACH-000330,-0.4731501136774889
ACH-000331,-0.6300131870771377
ACH-000332,-0.3730128011196514
ACH-000334,-0.462804159000787
ACH-000335,-0.6596383990174219
ACH-000336,-0.2571001036912838
ACH-000337,-0.6166800652943415
ACH-000338,-0.7471580441529838
ACH-000339,-0.36242823307380895
ACH-000341,-0.5360153202685733
ACH-000348,-0.3380665226056022
ACH-000350,-0.2356552643621647
ACH-000352,-0.3163644310032948
ACH-000356,-0.3394140051153825
ACH-000361,-0.33188851848349016
ACH-000362,-0.38497466017819465
ACH-000363,-0.32646297327896817
ACH-000364,-0.4606940724342872
ACH-000365,-0.4517227408546383
ACH-000366,-0.3321040299279112
ACH-000368,-0.41953585382512826
ACH-000374,-0.2154771887874405
ACH-000375,-0.5286280484302254
ACH-000376,-0.34706110964738274
ACH-000381,-0.11679574709155133
ACH-000383,-0.39824251753172935
ACH-000387,-0.5299859307268111
ACH-000389,-0.5844333462948578
ACH-000390,-0.32181137438382096
ACH-000393,-0.3916450638974913
ACH-000395,-0.3033344259183412
ACH-000396,-0.07406193133610615
