,RTN4RL1 (146760)
ACH-000004,0.08591430954765182
ACH-000005,0.09050452461420276
ACH-000007,-0.1924586770852103
ACH-000009,-0.2485622028075177
ACH-000011,-0.20683374801661905
ACH-000012,-0.1524330012551913
ACH-000013,-0.13736442273284485
ACH-000014,-0.19351353011214253
ACH-000015,-0.13764047492545636
ACH-000017,0.0003033835213192675
ACH-000018,-0.17580964235483218
ACH-000019,0.04582458657604721
ACH-000021,-0.11416453237022438
ACH-000022,-0.11997999429891625
ACH-000025,-0.157909710571216
ACH-000028,0.014104516082829132
ACH-000030,-0.12856130070243166
ACH-000035,-0.017766874585719017
ACH-000036,-0.06493620684813596
ACH-000037,-0.2901447111617419
ACH-000039,-0.11882874813154215
ACH-000040,-0.2570274200429081
ACH-000041,-0.01793590593004834
ACH-000042,-0.191114474490409
ACH-000045,-0.13409446277247694
ACH-000047,-0.1970282768884768
ACH-000052,-0.04193379518015138
ACH-000053,-0.15604854610977106
ACH-000054,-0.11858620541253498
ACH-000055,-0.2358428128595869
ACH-000060,-0.0885312318526624
ACH-000067,-0.13283782200088567
ACH-000070,-0.06543887298797676
ACH-000075,-0.14766081339319695
ACH-000078,0.050046222123799236
ACH-000082,-0.27125617243155403
ACH-000085,-0.27124690055549106
ACH-000086,-0.1750779075921419
ACH-000087,-0.14703280839343627
ACH-000092,-0.03245053179202358
ACH-000095,0.01499397885182875
ACH-000097,-0.09774171785663337
ACH-000098,-0.1861990043278423
ACH-000099,-0.14809896821640034
ACH-000108,-0.033124474946761615
ACH-000113,0.04820848687543993
ACH-000116,-0.07611653891438196
ACH-000118,-0.12572080142250405
ACH-000120,-0.2211541492797092
ACH-000123,-0.11758174946480007
ACH-000127,-0.04757130754478506
ACH-000128,-0.1773609784047231
ACH-000132,-0.12676382567571465
ACH-000133,-0.23815239671757116
ACH-000137,-0.14571760733596353
ACH-000138,-0.09078765496516997
ACH-000142,-0.1262207752748554
ACH-000143,-0.06463751310133732
ACH-000146,-0.04977120827100817
ACH-000148,-0.11224167346546528
ACH-000150,-0.2134711004860698
ACH-000152,-0.14574941426658874
ACH-000153,-0.2644084567632942
ACH-000159,-0.13294934086587296
ACH-000160,-0.08742000657557683
ACH-000163,-0.06136235366865547
ACH-000167,-0.4640811703366017
ACH-000168,-0.07802430621147996
ACH-000169,-0.2193909189868054
ACH-000178,-0.12179526810890967
ACH-000183,-0.07748129912213726
ACH-000188,0.015491180652017782
ACH-000189,-0.2889351522416667
ACH-000190,-0.01744080429381626
ACH-000198,-0.09647729176692713
ACH-000203,0.5240921694363654
ACH-000204,-0.04975022762557572
ACH-000206,-0.15302339747607535
ACH-000207,-0.042252059108600366
ACH-000208,-0.2415529328150176
ACH-000210,-0.08809402817664028
ACH-000211,-0.07510218827383529
ACH-000215,-0.1500335539345478
ACH-000221,-0.12989339539098582
ACH-000222,-0.2378514660561875
ACH-000223,-0.02988819674353588
ACH-000226,-0.13741215682391236
ACH-000227,-0.1842914711377255
ACH-000228,-0.08991784377503713
ACH-000231,-0.1899972322151615
ACH-000232,-0.12565831207604794
ACH-000233,-0.06211064593017685
ACH-000234,-0.22833681548025525
ACH-000235,-0.0936097645950922
ACH-000237,-0.11407794055513534
ACH-000238,-0.2388199108602569
ACH-000242,0.08254011758256367
ACH-000243,-0.041339471124845636
ACH-000244,-0.38923573345023216
ACH-000246,-0.17898126091335895
ACH-000248,0.037195282039859626
ACH-000250,-0.2618086310676309
ACH-000251,0.1416299650571781
ACH-000252,-0.1928887311184065
ACH-000253,-0.05915018404990417
ACH-000255,-0.04730233585831806
ACH-000256,-0.13364192809037542
ACH-000257,-0.026346930198800304
ACH-000258,-0.19121716438712474
ACH-000259,-0.09865248451722483
ACH-000260,-0.13100118364159005
ACH-000261,-0.06923917099623103
ACH-000262,-0.05015345034680657
ACH-000263,-0.046216192984554864
ACH-000264,-0.09343718989700256
ACH-000265,-0.10196306236912188
ACH-000266,-0.1655302176173266
ACH-000272,-0.06107616258827099
ACH-000274,-0.1621522804184866
ACH-000277,-0.04787317628493847
ACH-000278,-0.21613431092904334
ACH-000279,-0.2080953898754467
ACH-000280,-0.1886839129221717
ACH-000281,-0.1269571724647284
ACH-000288,-0.1868278450945225
ACH-000291,-0.1559915904505322
ACH-000293,-0.25394590653001897
ACH-000294,-0.14570480488513096
ACH-000295,-0.20480390948470786
ACH-000296,-0.06477877820127034
ACH-000302,-0.041603121377711286
ACH-000304,0.0040457521251670145
ACH-000307,-0.02661615461562182
ACH-000308,-0.1333716591373705
ACH-000310,-0.04480444618991974
ACH-000311,-0.2393959887163421
ACH-000312,-0.1895897960627898
ACH-000315,-0.07937544614888796
ACH-000316,-0.16216042525551616
ACH-000317,0.08715658599590599
ACH-000318,-0.04160357263448335
ACH-000319,-0.05326489701702653
ACH-000320,-0.1331637469669084
ACH-000322,-0.22508281803682184
ACH-000323,-0.0575401961806281
ACH-000324,-0.1114531270916123
ACH-000329,-0.10135196134155143
ACH-000330,0.07736932702110694
ACH-000331,-0.19463278684893645
ACH-000332,-0.1375278380534581
ACH-000334,-0.1039176326171851
ACH-000335,-0.15191746753807905
ACH-000336,-0.014979543200047674
ACH-000337,0.04399746407258383
ACH-000338,-0.24516702057420225
ACH-000339,-0.06033591503840584
ACH-000341,-0.23022717537874274
ACH-000348,-0.1998564385049432
ACH-000350,-0.16250987934679814
ACH-000352,0.02500009641646925
ACH-000356,-0.1092835562263529
ACH-000361,-0.220057210856382
ACH-000362,-0.1063625580353483
ACH-000363,-0.14039846206021114
ACH-000364,-0.24418999760832824
ACH-000365,-0.17292533602197088
ACH-000366,-0.1541241592314895
ACH-000368,-0.1689941370720252
ACH-000374,-0.0617167322536915
ACH-000375,-0.03954046243813136
ACH-000376,-0.09614453701909648
ACH-000381,0.11713441239481333
ACH-000383,-0.16655544154595822
ACH-000387,-0.13650506027093798
ACH-000389,-0.04730447675804622
ACH-000390,-0.010167369913778205
ACH-000393,-0.1914112087931776
ACH-000395,-0.15086994542533827
ACH-000396,-0.1602615222339908
ACH-000397,-0.08085430212253407
ACH-000401,-0.12246956944482194
ACH-000402,0.09072470551290712
ACH-000403,-0.21551488034650246
ACH-000404,-0.1789078802843367
ACH-000406,-0.1324359685195323
ACH-000407,-0.05471141105405121
ACH-000408,-0.036453340711776465
ACH-000410,-0.11411398809839735
ACH-000411,-0.16027629686735714
ACH-000414,-0.15803972379042353
ACH-000415,-0.10072637164625367
ACH-000416,-0.10611727250850693
ACH-000420,-0.20502397491896948
ACH-000421,-0.1440634430740617
ACH-000424,-0.08863393517742107
ACH-000425,-0.17480066477673148
ACH-000426,-0.0526545061911605
ACH-000427,-0.2548455327128831
ACH-000433,-0.2345229302876945
ACH-000435,-0.07076895248519856
ACH-000436,-0.18190805213638828
ACH-000444,-0.03176833117783033
ACH-000445,-0.3588132818093265
ACH-000448,0.016316844706566632
ACH-000450,0.14280465238467638
ACH-000452,-0.14474605373907404
ACH-000454,-0.005359064899234954
ACH-000458,-0.03773381410971658
ACH-000459,-0.1569565205745278
ACH-000460,-0.07973154438802549
ACH-000461,-0.05883953226334955
ACH-000463,-0.05835012231844507
ACH-000464,-0.14267940925065614
ACH-000466,-0.1462678781909337
ACH-000467,0.006480461951621121
ACH-000468,-0.18910857126161654
ACH-000469,-0.216187734348365
ACH-000470,-0.09708109288243727
ACH-000471,-0.0988785614331157
ACH-000472,-0.11449473171823778
ACH-000473,-0.22530889278529234
ACH-000475,-0.09428912785608587
ACH-000476,-0.10219890015224088
ACH-000477,-0.2077267153813284
ACH-000479,0.04447671058485622
ACH-000480,-0.0917207531376668
ACH-000481,-0.1114288928800908
ACH-000483,-0.11131832474460422
ACH-000484,-0.111923497339643
ACH-000485,-0.08517998144724381
ACH-000486,-0.07505323106585764
ACH-000487,-0.06211118155040515
ACH-000488,-0.019181556442068468
ACH-000490,-0.09319947272684223
ACH-000491,0.04017188713143269
ACH-000495,-0.22501239908175447
ACH-000496,-0.17936447409858164
ACH-000499,-0.10106245491442532
ACH-000500,-0.10901765867617444
ACH-000502,-0.13929619686561712
ACH-000503,-0.03111522334358922
ACH-000505,-0.11429757101636814
ACH-000507,-0.05064368273308492
ACH-000510,-0.16060722355013068
ACH-000511,-0.16006435717962536
ACH-000512,-0.04036425401737653
ACH-000516,-0.1518009442383398
ACH-000517,-0.13333647179434116
ACH-000518,-0.10611451934979338
ACH-000520,-0.04548495224239642
ACH-000521,-0.09319478242445332
ACH-000522,-0.048144591432883715
ACH-000524,-0.11463497238774173
ACH-000527,-0.05485507502139562
ACH-000528,-0.048274225449775006
ACH-000537,-0.039467613580667055
ACH-000541,0.13485493427327086
ACH-000542,-0.17384824991148914
ACH-000544,0.07300040745508055
ACH-000545,-0.14684834868149832
ACH-000547,0.2664865619031941
ACH-000548,-0.10862064829278707
ACH-000549,-0.0768751151163025
ACH-000550,-0.2328864987458825
ACH-000552,-0.10000184598291936
ACH-000556,-0.0815247805113517
ACH-000557,0.015844064483885232
ACH-000569,-0.08419229904188902
ACH-000570,-0.32852377099031604
ACH-000571,-0.11967853318351965
ACH-000573,-0.0373754523549479
ACH-000576,-0.09778053694924316
ACH-000579,0.0043553093182596885
ACH-000580,0.05798608692406794
ACH-000584,-0.18126185297241856
ACH-000585,-0.1439599556330118
ACH-000588,-0.3327371788681673
ACH-000589,-0.04112914101976517
ACH-000591,-0.048087975119370255
ACH-000593,-0.1687811032400314
ACH-000600,-0.13845165860968198
ACH-000601,-0.08215148285112782
ACH-000605,-0.11517340268492045
ACH-000606,-0.02884112967064052
ACH-000608,-0.19199705337038145
ACH-000614,-0.17317827911319966
ACH-000616,0.023859689493588715
ACH-000618,-0.01315909537658096
ACH-000619,-0.007941170930806806
ACH-000620,-0.07780543808535903
ACH-000621,-0.08498735255972899
ACH-000622,-0.16594614060797322
ACH-000623,-0.2377714603438184
ACH-000624,-0.1754930336958077
ACH-000627,-0.12784506778901694
ACH-000630,-0.07869661280532479
ACH-000631,-0.5404680909976176
ACH-000632,-0.11943811132698436
ACH-000633,-0.01931648211336301
ACH-000637,0.1407046625809733
ACH-000638,-0.043515820689291364
ACH-000646,-0.25994559091267644
ACH-000647,-0.11646054471904095
ACH-000648,-0.2593088619646036
ACH-000649,-0.063827799633007
ACH-000651,-0.21969867527573614
ACH-000652,-0.13621009841652046
ACH-000653,-0.07841502793932592
ACH-000657,-0.2032614931730417
ACH-000658,0.03835810190847196
ACH-000661,-0.22531148057964084
ACH-000662,-0.10335598582953
ACH-000663,-0.07265289308742612
ACH-000665,-0.08180568716999642
ACH-000671,-0.08191091205471328
ACH-000672,-0.01432126278240826
ACH-000673,-0.2416564559319979
