,DIEXF (27042)
ACH-000146,-0.4947342008970611
ACH-000148,-0.6052381494828554
ACH-000150,-0.3431303967924562
ACH-000152,-0.4322065219158389
ACH-000153,-0.3971700662617959
ACH-000159,-0.5313174179312599
ACH-000160,-0.5483997232340074
ACH-000163,-0.5797363631076119
ACH-000167,-0.6911038997082092
ACH-000168,-0.7401474122933411
ACH-000169,-0.6300230541699665
ACH-000178,-0.3845534420969111
ACH-000183,-0.4315786967009598
ACH-000188,-0.2994433859103113
ACH-000189,-0.6955995722596816
ACH-000190,-0.7859030761749664
ACH-000198,-0.6909483308421146
ACH-000203,-0.8578647067678219
ACH-000204,-0.6546445575453181
ACH-000206,-0.5669810864861904
ACH-000207,-0.5089723320675565
ACH-000208,-0.4838793375142985
ACH-000210,-0.6696218711711373
ACH-000211,-0.4782871259659697
ACH-000215,-0.7169395069619842
ACH-000221,-0.4754412932883712
ACH-000222,-0.5052049811960994
ACH-000223,-0.5343752662266872
ACH-000226,-0.3435171205245508
ACH-000227,-0.4593825006797302
ACH-000228,-0.5883557256482546
ACH-000231,-0.5680872766446539
ACH-000232,-0.4519425501554488
ACH-000233,-0.4578349858300834
ACH-000234,-0.4039973629353765
ACH-000235,-0.5274195094475593
ACH-000237,-0.5926169235300044
ACH-000238,-0.5808329005361856
ACH-000242,-0.4133044700258736
ACH-000243,-0.6245066967689866
ACH-000244,-0.3122061355444061
ACH-000246,-0.4422194524522057
ACH-000248,-0.3560843246548529
ACH-000250,-0.5457336064282694
ACH-000251,-0.5044179554156134
ACH-000252,-0.5970021377957796
ACH-000253,-0.5396801347735374
ACH-000255,-0.5631639267027005
ACH-000256,-0.3979550386301429
ACH-000257,-0.6054001136567676
ACH-000258,-0.4984798597471965
ACH-000259,-0.4307846636131715
ACH-000260,-0.4481190707440583
ACH-000261,-0.5316411517371642
ACH-000262,-0.8148300998905993
ACH-000263,-0.6312784670928504
ACH-000264,-0.5621485868730259
ACH-000265,-0.4989689931107661
ACH-000266,-0.5598302213575238
ACH-000272,-0.5372832607701211
ACH-000274,-0.4551808899657176
ACH-000277,-0.3038887297700232
ACH-000278,-0.4359080050623563
ACH-000279,-0.4713487070516447
ACH-000280,-0.5702283037147199
ACH-000281,-0.39764737356465707
ACH-000288,-0.5716713169102661
ACH-000291,-0.6310896450820652
ACH-000293,-0.39623317945639785
ACH-000294,-0.6812886904690794
ACH-000295,-0.5045140621361331
ACH-000296,-0.54846912815393
ACH-000302,-0.4727764245517769
ACH-000304,-0.5714162640594634
ACH-000307,-0.5090743792030216
ACH-000308,-0.5628382874221589
ACH-000310,-0.5011319095885116
ACH-000311,-0.4777563546397891
ACH-000312,-0.494676032115993
ACH-000315,-0.3630420348301697
ACH-000316,-0.4958366967664049
ACH-000317,-0.4404132521230916
ACH-000318,-0.7407707912564003
ACH-000319,-0.5783438187460034
ACH-000320,-0.5325296237280452
ACH-000322,-0.7516788049357769
ACH-000323,-0.8631720992438888
ACH-000324,-0.474778412984465
ACH-000329,-0.5327731573448203
ACH-000330,-0.4594091478898475
ACH-000331,-0.6665502800678006
ACH-000332,-0.7166313212154811
ACH-000334,-0.4200319333505696
ACH-000335,-0.6596971203275911
ACH-000336,-0.8076908113400515
ACH-000337,-0.738692332123145
ACH-000338,-0.6062361403622593
ACH-000339,-0.5913525105688916
ACH-000341,-0.5872568360324952
ACH-000348,-0.5797310310743854
ACH-000350,-0.30134338632203994
ACH-000352,-0.5958786700745106
ACH-000356,-0.5846028484163047
ACH-000361,-0.8330554109668825
ACH-000362,-0.5713085879415725
ACH-000363,-0.4233114321140322
ACH-000364,-0.6195181425438311
ACH-000365,-0.5310324235951774
ACH-000366,-0.4939225540607843
ACH-000368,-0.4891029020741296
ACH-000374,-0.4090137677988985
ACH-000375,-0.4991185288721682
ACH-000376,-0.5943568011962265
ACH-000381,-0.4492048084369762
ACH-000383,-0.4565828987488129
ACH-000387,-0.4753432095094373
ACH-000389,-0.5396912751020583
ACH-000390,-0.4675280206611267
ACH-000393,-0.7011518903470726
ACH-000395,-0.552121588376957
ACH-000396,-0.8291811105057287
ACH-000397,-0.481575729368425
ACH-000401,-0.6255852061813532
ACH-000402,-0.4081181559995907
ACH-000403,-0.4759241976112888
ACH-000404,-0.18222158539602434
ACH-000406,-0.5685490999318863
ACH-000407,-0.4351293335050622
ACH-000408,-0.5085958056798368
ACH-000410,-0.7806880789989928
ACH-000411,-0.5260878845786493
ACH-000414,-0.4609417049826167
ACH-000415,-0.5023578214025824
ACH-000416,-0.7075696340267463
ACH-000420,-0.420073151168264
ACH-000421,-0.7539072593379487
ACH-000424,-0.5596474282970151
ACH-000425,-0.6379248352493615
ACH-000426,-0.4311730653043577
ACH-000427,-0.356649209311488
ACH-000433,-0.660075196535498
ACH-000435,-0.2294008839095411
ACH-000436,-0.4414506870470006
ACH-000444,-0.4673883407865949
ACH-000445,-0.6458472194213295
ACH-000448,-0.5150947848131083
ACH-000450,-0.5487274571763642
ACH-000452,-0.4988560069330289
ACH-000454,-0.5758488240624474
ACH-000458,-0.4657802797674739
ACH-000459,-0.14955203987581894
ACH-000460,-0.4312266885412929
ACH-000461,-0.2468613900697071
ACH-000463,-0.4558159957262665
ACH-000464,-0.538620216532593
ACH-000466,-0.68664501543753
ACH-000467,-0.6143418327207723
ACH-000468,-0.5340203646841603
ACH-000469,-0.5981338179274404
ACH-000470,-0.38067869682097855
ACH-000471,-0.383060162905479
ACH-000472,-0.6008794470651959
ACH-000473,-0.4871977873482054
ACH-000475,-0.685140443689787
ACH-000476,-0.2445316990507144
ACH-000477,-0.3296700768293059
ACH-000479,-0.4824995684508726
ACH-000480,-0.7069528179168916
ACH-000481,-0.4347320873497825
ACH-000483,-0.4952345914129755
ACH-000484,-0.4725283418640859
ACH-000485,-0.5832480412260179
ACH-000486,-0.6436767637769165
ACH-000487,-0.451148287385581
ACH-000488,-0.5171225156790399
ACH-000490,-0.6292159397998084
ACH-000491,-0.4362351004021887
ACH-000495,-0.6123446002873759
ACH-000496,-0.4767512202888754
ACH-000499,-0.5381377893384537
ACH-000500,-0.5995951233850446
ACH-000502,-0.4271302015555044
ACH-000503,-0.7463223651753548
ACH-000505,-0.6927883272355816
ACH-000507,-0.5772962340510499
ACH-000510,-0.7567024470802377
ACH-000511,-0.5113870542767289
ACH-000512,-0.520590856540007
ACH-000516,-0.6938573344571752
ACH-000517,-0.4744509053849283
ACH-000518,-0.6943874920728271
ACH-000520,-0.5622387713386097
ACH-000521,-0.5630840217238083
ACH-000522,-0.5146653667151639
ACH-000524,-0.3350738581082288
ACH-000527,-0.5419730401096668
ACH-000528,-0.5104065719020627
ACH-000537,-0.4387802257139915
ACH-000541,-0.3396595551591073
ACH-000542,-0.8480285030038472
ACH-000544,-0.4759000426507547
ACH-000545,-0.7302599293844236
ACH-000547,-0.7809983236295709
ACH-000548,-0.5819498758709788
ACH-000549,-0.59946797941267
ACH-000550,-0.8411750081230305
ACH-000552,-0.4224927029594305
ACH-000556,-0.5527328721577999
ACH-000557,-0.4680955088093844
ACH-000569,-0.3648494810137426
ACH-000570,-0.4684500072537514
ACH-000571,-0.4432054355808605
ACH-000573,-0.4238600976954333
ACH-000576,-0.4140259174080765
ACH-000579,-0.6711860461274796
ACH-000580,-0.44136508315442224
ACH-000584,-0.6222542668022121
ACH-000585,-0.5272666000616979
ACH-000588,-0.3177854003548693
ACH-000589,-0.4463094762646496
ACH-000591,-0.4300732023227256
ACH-000593,-0.5872315362607731
ACH-000600,-0.4535569992468482
ACH-000601,-0.5403107838574074
ACH-000605,-0.6463779654886858
ACH-000606,-0.6647858640489581
ACH-000608,-0.34404022779797205
ACH-000614,-0.4655519408605693
ACH-000616,-0.7349107953194124
ACH-000618,-0.5433009311360448
ACH-000619,-0.577365405699511
ACH-000620,-0.3875283476420163
ACH-000621,-0.4002088350248084
ACH-000622,-0.5157018217040543
ACH-000623,-0.4070944661361931
ACH-000624,-0.724349158834665
ACH-000627,-0.5935500148221806
ACH-000630,-0.6363948944557647
ACH-000631,-0.5368309767410342
ACH-000632,-0.5739418884981353
ACH-000633,-0.2765293827527641
ACH-000637,-0.5121971977059361
ACH-000638,-0.4535451729655957
ACH-000646,-0.3733961644085412
ACH-000647,-0.5443794666064771
ACH-000648,-0.3195580660992373
ACH-000649,-0.5698605524997804
ACH-000651,-0.4909842930002732
ACH-000652,-0.5994101237248174
ACH-000653,-0.5159085651019238
ACH-000657,-0.5558926736484119
ACH-000658,-0.46827970660814
ACH-000661,-0.3259494155518965
ACH-000662,-0.2782640400866484
ACH-000663,-0.39978976564165997
ACH-000665,-0.4842869237891827
ACH-000671,-0.5471710681490046
ACH-000672,-0.6260353843130586
ACH-000673,-0.5373564320354765
ACH-000676,-0.6943351704504218
ACH-000677,-0.3672774272861042
ACH-000681,-0.2918926921836608
ACH-000683,-0.5617983405190368
ACH-000684,-0.61850421034805
ACH-000688,-0.5395853014885871
ACH-000693,-0.5838824595523537
ACH-000694,-0.5349908847134976
ACH-000695,-0.5693115608915793
ACH-000696,-0.8513838618241798
ACH-000697,-0.5122850353731456
ACH-000699,-0.4844147718477562
ACH-000701,-0.7873243653638424
ACH-000706,-0.5195882633609522
ACH-000711,-0.5315026849442903
ACH-000713,-0.7995585951338591
ACH-000714,-0.3683384088019415
ACH-000718,-0.4136047113516407
ACH-000720,-0.5000575331952019
ACH-000721,-0.5995486675235948
ACH-000724,-0.5455421062006147
ACH-000725,-0.3103452835480713
ACH-000732,-0.6123540062138291
ACH-000734,-0.4234889774196823
ACH-000735,-0.5651806106419708
ACH-000736,-0.2931031861600705
ACH-000738,-0.6784742162523384
ACH-000746,-0.4806749899799289
ACH-000747,-0.3370245201231301
ACH-000748,-0.8617740524792744
ACH-000753,-0.4372152336063389
ACH-000756,-0.3054911730781764
ACH-000757,-0.8097663024269379
ACH-000758,-0.7882235829393658
ACH-000760,-0.6701468113902369
ACH-000762,-0.5013616535185538
ACH-000763,-0.4871036290740328
ACH-000764,-0.7557091406822619
ACH-000765,-0.7337942880547611
ACH-000766,-0.45508577252786303
ACH-000767,-0.7499399830178446
ACH-000768,-0.6030462402325772
ACH-000769,-0.6365210822981696
ACH-000770,-0.594349450296978
ACH-000771,-0.6302609450695228
ACH-000773,-0.4786219859061431
ACH-000776,-0.4081962390780383
ACH-000777,-0.5793550694036985
ACH-000778,-0.542827909622764
ACH-000781,-0.4698863213547273
ACH-000782,-0.5618407533459634
ACH-000783,-0.4407626761986601
ACH-000784,-0.5707726210769118
ACH-000785,-0.3769762497506632
ACH-000787,-0.5284963285856331
ACH-000788,-0.5169877251503834
ACH-000791,-0.5314058749635213
ACH-000792,-0.6943441318137875
ACH-000794,-0.5900926482941815
ACH-000796,-0.3509892425037086
ACH-000798,-0.6240993790168924
ACH-000799,-0.5923697396728972
ACH-000800,-0.6410860222625661
ACH-000802,-0.730100664857078
ACH-000804,-0.4138125042373255
ACH-000805,-0.5757862164124157
ACH-000809,-0.5742262450189412
ACH-000810,-0.7205361386241553
ACH-000811,-0.5751917802231141
ACH-000817,-0.2481451927480097
ACH-000819,-0.5256653721310252
ACH-000820,-0.580131537766027
ACH-000821,-0.4865162542637727
ACH-000822,-0.31669137407987075
ACH-000823,-0.5921015528744871
ACH-000824,-0.4293289859567891
ACH-000827,-0.5726253064964169
ACH-000829,-0.5593864689363299
ACH-000831,-0.4214553670170838
ACH-000832,-0.58749813139012
ACH-000833,-0.28343241564804456
ACH-000834,-0.3644453346220715
ACH-000835,-0.6996158059786226
ACH-000836,-0.6432672927848321
ACH-000837,-0.5608828525939024
ACH-000838,-0.5958737732236132
ACH-000839,-0.5880900890779165
ACH-000840,-0.5614896944817046
ACH-000841,-0.405477562568853
ACH-000843,-0.5712221152326997
ACH-000846,-0.3912586130942649
ACH-000847,-0.4257837048905366
ACH-000848,-0.5561216380574464
ACH-000849,-0.6122355469929188
ACH-000851,-0.5978806264897345
ACH-000855,-0.5529887139594645
ACH-000856,-0.4545241302280153
ACH-000858,-0.4551029079776358
ACH-000859,-0.4957988538527173
ACH-000861,-0.5848613369163516
ACH-000862,-0.5159946233220255
ACH-000865,-0.5028163356074181
ACH-000866,-0.4281181538106254
ACH-000867,-0.4549877624116291
ACH-000869,-0.5375983335093932
ACH-000872,-0.4856035079496398
ACH-000873,-0.5334226872722623
ACH-000876,-0.4612076015655693
ACH-000878,-0.5419404872974602
ACH-000880,-0.325559819810254
ACH-000881,-0.6340100667274944
ACH-000882,-0.6924878995650126
ACH-000884,-0.6466882080105769
ACH-000885,-0.5005603649423674
ACH-000887,-0.6309477235639718
ACH-000889,-0.5439495314250026
ACH-000896,-0.485315067824994
ACH-000898,-0.35798140494087805
ACH-000900,-0.4233330799296629
ACH-000901,-0.4560334232484285
ACH-000905,-0.642986959196307
ACH-000906,-0.4903852990987543
ACH-000907,-0.7904710368519108
ACH-000910,-0.3707143479560444
ACH-000911,-0.3677019684394381
ACH-000912,-0.7088771292555066
ACH-000913,-0.5402753961779997
ACH-000915,-0.5676708240936716
ACH-000916,-0.5408870174757131
ACH-000917,-0.4572285723097349
ACH-000920,-0.5223081175168268
ACH-000921,-0.8062787635762291
ACH-000924,-0.6011934758152719
ACH-000926,-0.4753989883746594
ACH-000928,-0.5758904815329854
ACH-000929,-0.758391958412215
ACH-000932,-0.6045525877920297
ACH-000935,-0.506892756201992
ACH-000936,-0.5591533603396964
ACH-000937,-0.37388246700033295
ACH-000938,-0.3736836029765448
ACH-000939,-0.3570984873418788
ACH-000941,-0.38333320287766987
ACH-000943,-0.5926084374716847
ACH-000946,-0.5406886638196622
ACH-000947,-0.4976416060153999
ACH-000948,-0.4771363434016554
ACH-000950,-0.3990428399897056
ACH-000953,-0.3178314509512337
ACH-000954,-0.3067149343085485
ACH-000957,-0.4306352462669175
ACH-000958,-0.5960421468261015
ACH-000960,-0.5751890917151329
ACH-000963,-0.5434726078647923
ACH-000968,-0.4014717466070001
ACH-000969,-0.4437578354164389
ACH-000972,-0.7648813779100947
ACH-000973,-0.6487162218731359
ACH-000974,-0.5003399772939235
ACH-000978,-0.4634384316930846
ACH-000984,-0.6777845337025221
ACH-000986,-0.5859566095788946
ACH-000988,-0.6425545690560923
ACH-000993,-0.6015935897503755
ACH-000994,-0.3012515750746421
ACH-000996,-0.5774514992362951
ACH-001001,-0.5515164293704158
ACH-001020,-0.4285902715056905
ACH-001028,-0.6875375035553577
ACH-001031,-0.5585227764815245
ACH-001038,-0.4140453330570838
ACH-001048,-0.4551060959720778
ACH-001050,-0.7316379453388179
ACH-001053,-0.5080452182831193
ACH-001054,-0.42905581143034294
ACH-001061,-0.7035527856235045
ACH-001067,-0.6938873460484455
ACH-001075,-0.4551734493830809
ACH-001096,-0.3872219004439932
ACH-001111,-0.5912166374678326
ACH-001119,-0.4609194872532773
ACH-001128,-0.8349405995326445
ACH-001134,-0.6613174481073452
ACH-001151,-0.5534067587064523
ACH-001163,-0.574500531355037
ACH-001164,-0.4677821254083172
ACH-001183,-0.4714690262666736
ACH-001192,-0.33031462030790754
ACH-001193,-0.35934402874868265
ACH-001196,-0.5314741538341398
ACH-001197,-0.33742189784384674
ACH-001205,-0.5535664304458539
ACH-001211,-0.3459567977807218
ACH-001212,-0.4821398368623322
ACH-001228,-0.5504318818866779
ACH-001232,-0.6896359764803857
ACH-001239,-0.6163596680889718
ACH-001270,-0.403916328098184
ACH-001274,-0.4855079059171141
ACH-001275,-0.35115013814256485
ACH-001277,-0.4326316620906077
ACH-001278,-0.4131438224458435
ACH-001280,-0.2733692161852473
ACH-001283,-0.5291906791099911
ACH-001289,-0.4565150017323488
ACH-001300,-0.4866774121679031
ACH-001301,-0.4620535502961983
ACH-001302,-0.3906755400548225
ACH-001306,-0.6410273330324395
ACH-001318,-0.6428184522208987
ACH-001322,-0.6749224623819917
ACH-001328,-0.4448882525539449
ACH-001332,-0.5523817319042877
ACH-001336,-0.5708724094340034
ACH-001346,-0.5267243217228393
ACH-001353,-0.506709366642121
ACH-001354,-0.406143866151748
ACH-001367,-0.413665966574915
ACH-001368,-0.6458965139513296
ACH-001374,-0.7441503080369172
ACH-001377,-0.4448108017128384
ACH-001380,-0.4023256810228354
ACH-001391,-0.5749432440183063
ACH-001408,-0.4563547302164111
ACH-001430,-0.4488508312016054
ACH-001431,-0.6548619401517729
ACH-001450,-0.5275602243371229
ACH-001496,-0.5319584237871566
ACH-001500,-0.4846585582634282
ACH-001523,-0.475542077406129
ACH-001532,-0.6349797318123539
ACH-001550,-0.6058132941770894
ACH-001552,-0.6009773852489625
ACH-001554,-0.3758676512780701
ACH-001654,-0.511067703050389
ACH-001735,-0.5690110390495499
ACH-001736,-0.487207680727526
ACH-001737,-0.38522051578874106
ACH-001740,-0.3178094198541237
ACH-001745,-0.38525027764168346
ACH-001765,-0.5005775701217335
