,MON2 (23041)
ACH-000676,-0.22209556412849715
ACH-000677,0.06094411781308981
ACH-000681,0.048101181395637904
ACH-000683,-0.056933275310930335
ACH-000684,-0.4899853807904011
ACH-000688,-0.22356763843445324
ACH-000693,0.2239479222783821
ACH-000694,-0.14259111540580285
ACH-000695,0.22895255596584815
ACH-000696,-0.42113685789294586
ACH-000697,-0.4570272911809897
ACH-000699,-0.12254791426104655
ACH-000701,-0.16524911285719573
ACH-000706,-0.1783976491450806
ACH-000711,-0.06756772252972862
ACH-000713,-0.15788931561815606
ACH-000714,-0.14934907863051575
ACH-000718,0.08206232869217575
ACH-000720,-0.16676813220664174
ACH-000721,-0.09425980306489584
ACH-000724,-0.03982938851129792
ACH-000725,-0.04006389606308853
ACH-000732,-0.15573697664442845
ACH-000734,-0.04747829721343965
ACH-000735,-0.043816493442157003
ACH-000736,-0.020947696219785532
ACH-000738,0.15226059658009525
ACH-000746,-0.4267629540693414
ACH-000747,-0.06473431524982755
ACH-000748,0.0921262011393972
ACH-000753,-0.2221324241831163
ACH-000756,-0.2638883336771617
ACH-000757,-0.32539927825550885
ACH-000758,-0.4544073764175969
ACH-000760,-0.2759099140782601
ACH-000762,-0.26182607086458765
ACH-000763,0.03100240729417032
ACH-000764,-0.25559908992520936
ACH-000765,-0.4976753028127817
ACH-000766,-0.34619092190601697
ACH-000767,0.07000629715691126
ACH-000768,-0.2573149523084366
ACH-000769,-0.2658534937920729
ACH-000770,-0.19879618346812436
ACH-000771,-0.2636690083212297
ACH-000773,-0.4170891530178613
ACH-000776,0.11824998273249725
ACH-000777,-0.07881233674068419
ACH-000778,-0.1142805354455144
ACH-000781,-0.07408373702363079
ACH-000782,-0.3296357791685044
ACH-000783,-0.06592524531049761
ACH-000784,-0.12598427294401648
ACH-000785,-0.03564637778515195
ACH-000787,-0.3980688124940207
ACH-000788,-0.05034630302441733
ACH-000791,0.19731552926429852
ACH-000792,-0.2876447445690776
ACH-000794,-0.2882722204820252
ACH-000796,-0.21909008472925093
ACH-000798,-0.17845934900162594
ACH-000799,0.05601618777088553
ACH-000800,-0.4687138472786664
ACH-000802,-0.1011665657830428
ACH-000804,-0.4592942383610162
ACH-000805,-0.17886700157284646
ACH-000809,-0.10567338101368737
ACH-000810,-0.4068483109049886
ACH-000811,-0.1488488499933515
ACH-000817,-0.19757663400708167
ACH-000819,-0.0504146330969245
ACH-000820,-0.23128864621090284
ACH-000821,-0.7757345420463599
ACH-000822,-0.606316039505908
ACH-000823,-0.14795788556700767
ACH-000824,-0.17410841240270775
ACH-000827,-0.4035100678960738
ACH-000829,-0.12138504298265446
ACH-000831,-0.10050611467380437
ACH-000832,-0.4810333838663142
ACH-000833,-0.0357691215409718
ACH-000834,-0.523888427363773
ACH-000835,0.10956590157076423
ACH-000836,-0.17111058732978715
ACH-000837,-0.12791555088716147
ACH-000838,-0.3837558647927374
ACH-000839,-0.3249756548464676
ACH-000840,-0.1827045138104328
ACH-000841,-0.042417666881729314
ACH-000843,-0.03949723064273734
ACH-000846,-0.28122953596491834
ACH-000847,-0.7173581589121174
ACH-000848,-0.10829765802935128
ACH-000849,-0.10167036119669463
ACH-000851,-0.31235122025760953
ACH-000855,0.05523839151547432
ACH-000856,0.02365039840832512
ACH-000858,0.03120779842869402
ACH-000859,-0.290169810498359
ACH-000861,-0.05251034445472514
ACH-000862,-0.00373381328690409
ACH-000865,-0.0647464129695039
ACH-000866,-0.18117032381587536
ACH-000867,0.06258614263958051
ACH-000869,-0.04013370255426026
ACH-000872,0.22144541649701865
ACH-000873,-0.024562530009344618
ACH-000876,-0.7274741240549027
ACH-000878,-0.33701213533897106
ACH-000880,0.01424679259095916
ACH-000881,-0.08239013257263575
ACH-000882,-0.21547286667580634
ACH-000884,-0.207546707112048
ACH-000885,-0.11410751645606862
ACH-000887,-0.25734663603626096
ACH-000889,-0.3263948039295194
ACH-000896,-0.14794719650074506
ACH-000898,-0.08628826315143029
ACH-000900,-0.5236315067568732
ACH-000901,-0.1714973202916801
ACH-000905,0.06795563289465653
ACH-000906,-0.08158079552590701
ACH-000907,-0.3414070223017957
ACH-000910,0.13482345126337467
ACH-000911,-0.18133779582779852
ACH-000912,-0.08368399973762909
ACH-000913,-0.1773144464770627
ACH-000915,0.08424927883163386
ACH-000916,0.3459584405021628
ACH-000917,-0.2429815730769987
ACH-000920,-0.40257280740153895
ACH-000921,-0.4796608118239331
ACH-000924,-0.4823365033218047
ACH-000926,-0.023716063665123854
ACH-000928,-0.2506017316163456
ACH-000929,0.1445999966312682
ACH-000932,-0.06864908640603201
ACH-000935,-0.2430070689659272
ACH-000936,0.001852639692811684
ACH-000937,-0.02798740306750602
ACH-000938,-0.3601366585688219
ACH-000939,-0.4429840134151276
ACH-000941,-0.08508055760799348
ACH-000943,0.01591178018817151
ACH-000946,0.06885699924328942
ACH-000947,-0.13571837529268424
ACH-000948,-0.3109666209862797
ACH-000950,-0.3576826180278497
ACH-000953,-0.27855078672151906
ACH-000954,-0.5126886831622433
ACH-000957,0.10923359146532614
ACH-000958,0.06881030556155855
ACH-000960,-0.0653664051224189
ACH-000963,-0.2735247809016835
ACH-000968,-0.2810134859431379
ACH-000969,-0.15001938547066265
ACH-000972,0.09441448517311238
ACH-000973,-0.04905939274027085
ACH-000974,0.031168385650567263
ACH-000978,-0.24408553655644805
ACH-000984,0.0617873985604346
ACH-000986,-0.16038121526846869
ACH-000988,-0.02747036812365141
ACH-000993,0.05694891955005374
ACH-000994,-0.3780186102040646
ACH-000996,-0.17261207136528955
ACH-001001,-0.21813111885674547
ACH-001020,-0.3004063660934668
ACH-001028,-0.3659272931586954
ACH-001031,-0.14392361336965587
ACH-001038,-0.22372914486881895
ACH-001048,-0.054144435375584825
ACH-001050,-0.1835803508879397
ACH-001053,-0.2523039781786918
ACH-001054,-0.08360293201351901
ACH-001061,0.09438931860874364
ACH-001067,-0.01501162694865291
ACH-001075,-0.026163271086812632
ACH-001096,-0.13831867348004445
ACH-001111,-0.1138064614726166
ACH-001119,-0.3412699613149528
ACH-001128,-0.639776086677047
ACH-001134,-0.3668623518702576
ACH-001151,0.003808509307450404
ACH-001163,-0.19005243257977608
ACH-001164,-0.6044620920065064
ACH-001183,-0.3361923301767709
ACH-001192,-0.06313440821246104
ACH-001193,-0.23602264775571466
ACH-001196,-0.3903012545602314
ACH-001197,-0.4671195707444276
ACH-001205,-0.1787017179187717
ACH-001211,-0.4889102141543632
ACH-001212,-0.2610706239333021
ACH-001228,-0.06746716434441236
ACH-001232,-0.6303832330149582
ACH-001239,-0.12021257108473365
ACH-001270,-0.01667608329702426
ACH-001274,-0.314158871309382
ACH-001275,-0.2886534942414753
ACH-001277,-0.2695907736436408
ACH-001278,0.004510155904352075
ACH-001280,-0.6250627576152493
ACH-001283,-0.08074219224150438
ACH-001289,-0.0885301845691446
ACH-001300,-0.13231426921121664
ACH-001301,-0.4302970297414277
ACH-001302,-0.1121012241291731
ACH-001306,-0.17693222646098214
ACH-001318,-0.3863970481372335
ACH-001322,-0.31761126792553074
ACH-001328,-0.023909335275607284
ACH-001332,0.1977740765886153
ACH-001336,-0.03346828832970302
ACH-001346,-0.3859712301379004
ACH-001353,-0.17917504509323073
ACH-001354,-0.32084757665216074
ACH-001367,-0.2974646037633004
ACH-001368,-0.2774950274547951
ACH-001374,0.2717266713268016
ACH-001377,0.17102422001588566
ACH-001380,-0.3216418170984988
ACH-001391,-0.472114191148788
ACH-001408,-0.04039584688165265
ACH-001430,-0.054039236048731086
ACH-001431,-0.0815091625745739
ACH-001450,-0.26976164824779264
ACH-001496,-0.052737640429207804
ACH-001500,-0.04875619356876212
ACH-001523,-0.11411460987677036
ACH-001532,-0.2932060806752125
ACH-001550,-0.0321441113941015
ACH-001552,-0.15881494388611994
ACH-001554,-0.455100357382837
ACH-001654,-0.07410394065446155
ACH-001735,-0.2900082326545764
ACH-001736,-0.21721849847096225
ACH-001737,-0.17744731189723362
ACH-001740,-0.1474928547287213
ACH-001745,-0.025235568261146698
ACH-001765,-0.13445476578648466
