,GTF2A1L (11036)
ACH-000364,-0.12595452033619034
ACH-000365,-0.18050256653317145
ACH-000366,-0.1743477547700812
ACH-000368,-0.2332611952764777
ACH-000374,-0.273405009318806
ACH-000375,-0.14896926183966713
ACH-000376,-0.22421549275656585
ACH-000381,-0.19700686210184212
ACH-000383,-0.08280972237668817
ACH-000387,-0.0847718090570954
ACH-000389,-0.17923815015851224
ACH-000390,-0.2249812620545879
ACH-000393,-0.1645141335122327
ACH-000395,0.018027846829564563
ACH-000396,-0.1215912395964388
ACH-000397,-0.10040810121465578
ACH-000401,-0.06613630756466722
ACH-000402,-0.3073422647513212
ACH-000403,-0.14706009584548954
ACH-000404,-0.5014978564185354
ACH-000406,-0.11733712152071807
ACH-000407,-0.143691746116776
ACH-000408,-0.2715099395788416
ACH-000410,-0.1577173888198411
ACH-000411,-0.11111065596714596
ACH-000414,-0.06798263534336814
ACH-000415,-0.16798723165843074
ACH-000416,-0.12355802579392032
ACH-000420,-0.22899432349094898
ACH-000421,-0.08768447040242001
ACH-000424,-0.15514099127858272
ACH-000425,-0.1359971123961669
ACH-000426,-0.20428076932990474
ACH-000427,-0.036293335721586
ACH-000433,-0.10817943608236016
ACH-000435,-0.22757419062633555
ACH-000436,-0.06594102376666931
ACH-000444,-0.26293628779105976
ACH-000445,0.029771404611780093
ACH-000448,-0.28721821713996104
ACH-000450,-0.2117635524650341
ACH-000452,-0.1259318140696618
ACH-000454,-0.4851972867603239
ACH-000458,-0.19365987277043736
ACH-000459,-0.15151825975585256
ACH-000460,-0.17737329384992212
ACH-000461,0.012309731709022305
ACH-000463,-0.21365069053544686
ACH-000464,-0.16826833503665606
ACH-000466,-0.04923326571914703
ACH-000467,-0.10413708783511767
ACH-000468,-0.1534567423474807
ACH-000469,-0.06645525979544653
ACH-000470,-0.07834765655943605
ACH-000471,-0.2368105308478377
ACH-000472,-0.16081077093317686
ACH-000473,-0.02552472076813201
ACH-000475,-0.14689626253563354
ACH-000476,-0.1461653313326815
ACH-000477,-0.16050278427715986
ACH-000479,-0.3899126209194705
ACH-000480,-0.20763825573419292
ACH-000481,-0.027637521523320285
ACH-000483,-0.19889571772719086
ACH-000484,-0.2029620323019347
ACH-000485,-0.2137495102436144
ACH-000486,-0.2183374416584561
ACH-000487,-0.2614657405846869
ACH-000488,-0.19484009257239707
ACH-000490,-0.23457419615496905
ACH-000491,-0.17118948431161854
ACH-000495,-0.15722693370846913
ACH-000496,-0.0207241833665451
ACH-000499,0.014233532213024837
ACH-000500,-0.17906215566476189
ACH-000502,-0.06495866716639022
ACH-000503,-0.2161689153320672
ACH-000505,-0.14244996837036333
ACH-000507,-0.2289353531114221
ACH-000510,-0.10213304637056132
ACH-000511,-0.22280918142829897
ACH-000512,-0.11442548881443144
ACH-000516,-0.2482330493720725
ACH-000517,-0.07686523429241109
ACH-000518,-0.16779986140099665
ACH-000520,-0.14221306210198678
ACH-000521,-0.1114485647109456
ACH-000522,-0.3271800165387119
ACH-000524,-0.03207720314106844
ACH-000527,-0.15271784815249842
ACH-000528,-0.17471555289421067
ACH-000537,-0.18528707014349585
ACH-000541,-0.2648121699385183
ACH-000542,-0.17137488142126184
ACH-000544,-0.2320194184307427
ACH-000545,-0.15901305187108486
ACH-000547,0.07453565254164035
ACH-000548,-0.17946961645595344
ACH-000549,-0.4175076284037362
ACH-000550,-0.03415695496841165
ACH-000552,-0.2325213689936239
ACH-000556,-0.07482859869994428
ACH-000557,-0.2484393545144965
ACH-000569,-0.27957665210534954
ACH-000570,-0.006641640170772286
ACH-000571,-0.11516149493930475
ACH-000573,-0.1375492283164303
ACH-000576,-0.15748643299666895
ACH-000579,-0.18913149969467294
ACH-000580,-0.217866894858602
ACH-000584,-0.16121435507982912
ACH-000585,-0.10508755751931824
ACH-000588,-0.28334717003826715
ACH-000589,-0.07829676404267777
ACH-000591,-0.20468826932265785
ACH-000593,-0.17623071633755585
ACH-000600,-0.21427997294885184
ACH-000601,-0.11210140910653472
ACH-000605,-0.18288589185605794
ACH-000606,-0.14218829527965648
ACH-000608,-0.16951053475589314
ACH-000614,-0.23825835355496225
ACH-000616,-0.11710398531753627
ACH-000618,-0.22110067781589893
ACH-000619,-0.27779177620299217
ACH-000620,-0.1994626522747491
ACH-000621,-0.042037367971200064
ACH-000622,-0.10959084057749977
ACH-000623,-0.11990602711737094
ACH-000624,-0.2217330761806192
ACH-000627,-0.10002279849439713
ACH-000630,-0.1079826772429122
ACH-000631,-0.0916179716423467
ACH-000632,-0.15529667403081254
ACH-000633,-0.11284617289835995
ACH-000637,-0.34758116909173803
ACH-000638,-0.06175808541055475
ACH-000646,-0.12890610457523868
ACH-000647,-0.14899350317265989
ACH-000648,0.020936936378349126
ACH-000649,-0.1308205452607925
ACH-000651,-0.23164651993124916
ACH-000652,-0.10850456445042474
ACH-000653,-0.07733997666561869
ACH-000657,-0.1530240791120334
ACH-000658,-0.03116355950307427
ACH-000661,-0.12275488064727733
ACH-000662,-0.08647966376983267
ACH-000663,-0.15198253639916964
ACH-000665,-0.15657922522835307
ACH-000671,-0.14360334774005296
ACH-000672,-0.3710902981088358
ACH-000673,-0.1440342524458925
ACH-000676,-0.16364108041616215
ACH-000677,-0.08170674388898164
ACH-000681,-0.15335098656862484
ACH-000683,-0.14511043879734506
ACH-000684,-0.2344557395172661
ACH-000688,0.110774404564796
ACH-000693,-0.2295445182836872
ACH-000694,-0.22872758347329344
ACH-000695,-0.023474175322660305
ACH-000696,-0.1396903961125138
ACH-000697,-0.2366041653984449
ACH-000699,-0.11438618997195275
ACH-000701,-0.1071900225299181
ACH-000706,-0.13897943109836478
ACH-000711,-0.16137691317280586
ACH-000713,-0.2944293982586734
ACH-000714,-0.14832604663632426
ACH-000718,-0.21043095328735886
ACH-000720,-0.1409310382182166
ACH-000721,-0.2576499808619958
ACH-000724,-0.16179956622540295
ACH-000725,-0.18801196967305256
ACH-000732,-0.10348848621800548
ACH-000734,-0.03940472033211735
ACH-000735,-0.0970011843658596
ACH-000736,-0.10034714207919862
ACH-000738,-0.1172710787634229
ACH-000746,-0.2369401237727126
ACH-000747,-0.22556293253216184
ACH-000748,-0.052146050978389945
ACH-000753,-0.22046148030811827
ACH-000756,-0.15523276044720544
ACH-000757,-0.03291431903772628
ACH-000758,-0.034458184994049484
ACH-000760,-0.1601094580424846
ACH-000762,-0.287676412881786
ACH-000763,-0.22983945258805485
ACH-000764,-0.2246809228452901
ACH-000765,-0.07367083500207572
ACH-000766,-0.1857257750349906
ACH-000767,-0.15546535873699954
ACH-000768,-0.20781043993035853
ACH-000769,-0.2228856314101693
ACH-000770,-0.1513027810822476
ACH-000771,-0.051454980140714465
ACH-000773,-0.02335472123442152
ACH-000776,-0.07760276940820611
ACH-000777,-0.2987216510545065
ACH-000778,-0.1260478076606661
ACH-000781,-0.1069646593328325
ACH-000782,-0.054458021279861005
ACH-000783,-0.10157843757322164
ACH-000784,-0.18543608658294009
ACH-000785,0.02441754608939637
ACH-000787,-0.2348620150776077
ACH-000788,-0.20060356539418345
ACH-000791,-0.07701427525806331
ACH-000792,-0.1280313588583476
ACH-000794,-0.2555641971274427
ACH-000796,-0.2447623693077919
ACH-000798,0.01876615263259429
ACH-000799,-0.4252122728357821
ACH-000800,-0.09531574863798407
ACH-000802,-0.11013770124109666
ACH-000804,-0.3621685493117058
ACH-000805,-0.2609646401970925
ACH-000809,-0.13088848974522946
ACH-000810,-0.2430986008202253
ACH-000811,-0.1817031666520205
ACH-000817,-0.2459233474832484
ACH-000819,-0.09677322539404133
ACH-000820,-0.0585891244039834
ACH-000821,-0.14260309163343726
ACH-000822,-0.1395102203015322
ACH-000823,-0.14018946302000992
ACH-000824,-0.1321349900406859
ACH-000827,-0.18500542922150776
ACH-000829,-0.30631644556456594
ACH-000831,-0.22041861793847234
ACH-000832,-0.12662043280734436
ACH-000833,-0.1813826868164011
ACH-000834,-0.05536078800093934
ACH-000835,-0.1705562862249943
ACH-000836,0.106464024962374
ACH-000837,-0.035656794837339155
ACH-000838,-0.08866374271144124
ACH-000839,-0.10576904994432157
ACH-000840,-0.12312878901567822
ACH-000841,-0.14623012038003153
ACH-000843,-0.19499397222006093
ACH-000846,-0.1116455877594479
ACH-000847,-0.07365203293916849
ACH-000848,-0.06822472111657908
ACH-000849,-0.0575834259347215
ACH-000851,-0.0724501690316302
ACH-000855,-0.2931828001722335
ACH-000856,-0.16137073321120418
ACH-000858,-0.1683024339043775
ACH-000859,-0.11823890278766125
ACH-000861,-0.040733996602262686
ACH-000862,-0.22739676897018316
ACH-000865,-0.13036161618095474
ACH-000866,-0.1609122460763122
ACH-000867,-0.16291048934941654
ACH-000869,-0.3603178236361982
ACH-000872,-0.17897036995970195
ACH-000873,-0.06387232020303328
ACH-000876,-0.08531405577469403
ACH-000878,-0.14212511353833618
ACH-000880,-0.10530942327489012
ACH-000881,-0.11609629848781525
ACH-000882,-0.12053169463808648
ACH-000884,-0.19242182353204465
ACH-000885,-0.28757857475041304
ACH-000887,-0.12278748173983885
ACH-000889,-0.19502821340393045
ACH-000896,-0.31395510035903545
ACH-000898,-0.2454774870156549
ACH-000900,-0.3615521922147609
ACH-000901,-0.17376923067655892
ACH-000905,-0.1954407749227071
ACH-000906,-0.161573532607147
ACH-000907,-0.11124478788686472
ACH-000910,-0.17542800759196134
ACH-000911,-0.157822254787238
ACH-000912,-0.1826679031671708
ACH-000913,-0.1189896864680978
ACH-000915,-0.03783430079624814
ACH-000916,0.07252751701992621
ACH-000917,-0.10525464554210064
ACH-000920,-0.5284116818138362
ACH-000921,-0.3450840163938312
ACH-000924,-0.2761753151964194
ACH-000926,-0.20476287509292074
ACH-000928,-0.23149609112903066
ACH-000929,-0.08123823874279483
ACH-000932,-0.19156687452810875
ACH-000935,-0.10201756110058822
ACH-000936,-0.1120686877975905
ACH-000937,-0.15386903992491624
ACH-000938,-0.10427404421399734
ACH-000939,0.2317593492492032
ACH-000941,-0.11157322871447352
ACH-000943,-0.13646195582860438
ACH-000946,-0.24801470569728615
ACH-000947,-0.13685465036451602
ACH-000948,-0.2444757507084676
ACH-000950,-0.15899150524490638
ACH-000953,-0.1881652291559433
ACH-000954,-0.577034828156004
ACH-000957,-0.0930743635087788
ACH-000958,-0.08923482480934568
ACH-000960,-0.13208697493532487
ACH-000963,-0.07472095143049821
ACH-000968,-0.1459821697027736
ACH-000969,-0.2353573482102565
ACH-000972,-0.31776054816242594
ACH-000973,-0.13020464006785665
ACH-000974,-0.21126030882580826
ACH-000978,0.2112175545263897
ACH-000984,-0.11216274088462533
ACH-000986,-0.2176657055359424
ACH-000988,-0.18247736026438566
ACH-000993,-0.27969264503888314
ACH-000994,-0.1955234483219145
ACH-000996,-0.1507092606080049
ACH-001001,-0.3422800300092093
ACH-001020,0.1340618863542954
ACH-001028,-0.18443935825803154
ACH-001031,-0.24606607099927985
ACH-001038,-0.20633829392972705
ACH-001048,-0.1636536391630107
ACH-001050,-0.05578737580847433
ACH-001053,-0.06637202622143601
ACH-001054,-0.3338678388740121
ACH-001061,-0.17076974933054162
ACH-001067,-0.1791627232928176
ACH-001075,-0.19730462695904644
ACH-001096,-0.16724466770889934
ACH-001111,-0.15975151592806225
ACH-001119,-0.28361965850515997
ACH-001128,0.8149047890228717
ACH-001134,-0.183820996350146
ACH-001151,-0.14933289831214694
ACH-001163,-0.14120142669253882
ACH-001164,-0.06220724111828575
ACH-001183,-0.14259324755608513
ACH-001192,-0.20052689713742572
ACH-001193,-0.14812465113461276
ACH-001196,-0.21238402074544804
ACH-001197,-0.09371382250620396
ACH-001205,-0.17586925392517744
ACH-001211,0.08282582498622973
ACH-001212,-0.3767124003133227
ACH-001228,-0.12136542533947466
ACH-001232,-0.13827559247862767
ACH-001239,-0.0943996423666186
ACH-001270,-0.4037382087064221
ACH-001274,-0.05581816739731581
ACH-001275,-0.07295938635612989
ACH-001277,-0.2340746123074195
ACH-001278,-0.15858597905792854
ACH-001280,-0.1259812915496443
ACH-001283,-0.15417666528951154
ACH-001289,-0.030325912669054787
ACH-001300,-0.14099143288090152
ACH-001301,-0.2351560514439536
ACH-001302,-0.22353841851705852
ACH-001306,-0.08680674855886826
ACH-001318,-0.1434552044386468
ACH-001322,-0.20229993642752053
ACH-001328,-0.264881553571837
ACH-001332,-0.4424597554435287
ACH-001336,-0.21266360566022155
ACH-001346,-0.18078406288779245
ACH-001353,-0.14157352269121135
ACH-001354,-0.19084309657971976
ACH-001367,-0.1685399430026945
ACH-001368,-0.2443863269630311
ACH-001374,-0.4026394545624082
ACH-001377,-0.12031964342158097
ACH-001380,-0.2164695057706239
ACH-001391,-0.2416279008262491
ACH-001408,0.10615584733668744
ACH-001430,-0.20038878330270773
ACH-001431,-0.1924076650770178
ACH-001450,-0.015063847173795738
ACH-001496,0.06325133648608458
ACH-001500,0.11649688084748636
ACH-001523,-0.1281021559961059
ACH-001532,-0.25012573049693226
ACH-001550,0.16009713012508092
ACH-001552,-0.1891082192750023
ACH-001554,-0.19332464127980994
ACH-001654,-0.1937338367900987
ACH-001735,-0.1955619798434012
ACH-001736,-0.24741462131600656
ACH-001737,-0.3714295992506941
ACH-001740,-0.2610101679399093
ACH-001745,-0.15085951826664867
ACH-001765,-0.0942968605889486
