,GTF2A1L (11036)
ACH-000004,-0.17903019101035395
ACH-000005,-0.19374313189465048
ACH-000007,-0.2588368070224271
ACH-000009,-0.10329621749336017
ACH-000011,-0.1507823685338881
ACH-000012,-0.14256503674868912
ACH-000013,-0.07460476296481675
ACH-000014,-0.00044917734632330476
ACH-000015,-0.055939136609852017
ACH-000017,-0.0923985525537762
ACH-000018,-0.2383174452390874
ACH-000019,-0.11041042342578763
ACH-000021,-0.11768803144137335
ACH-000022,-0.11705919524703112
ACH-000025,-0.2649504012682305
ACH-000028,-0.18153725997955086
ACH-000030,-0.1830497430567539
ACH-000035,-0.37607340808805134
ACH-000036,-0.2560415021127497
ACH-000037,-0.2519864429837146
ACH-000039,-0.08135427241276108
ACH-000040,-0.194579520086548
ACH-000041,-0.0820675346151918
ACH-000042,-0.2490629348082339
ACH-000045,-0.028229448738588982
ACH-000047,-0.1632872302135889
ACH-000052,-0.02590290954003493
ACH-000053,-0.113749028558454
ACH-000054,-0.16036882279873582
ACH-000055,-0.08629604628621472
ACH-000060,-0.18319529511403634
ACH-000067,-0.17348653209757425
ACH-000070,-0.23061811853875486
ACH-000075,-0.09621272810396993
ACH-000078,-0.048661221244278116
ACH-000082,-0.07300492135280898
ACH-000085,-0.0926972362933206
ACH-000086,-0.11101163825578576
ACH-000087,-0.26613980208396715
ACH-000092,-0.24786155069988616
ACH-000095,-0.2134762547103376
ACH-000097,-0.2554527655817426
ACH-000098,-0.13157865813928682
ACH-000099,-0.14826765373681688
ACH-000108,-0.1308158609233125
ACH-000113,0.017008038321259855
ACH-000116,-0.2343663272790289
ACH-000118,-0.3047835865321753
ACH-000120,-0.19573372182391185
ACH-000123,-0.18249505536677066
ACH-000127,-0.11585132233051985
ACH-000128,-0.14173680278409592
ACH-000132,-0.2262758720246462
ACH-000133,-0.06681311664726572
ACH-000137,-0.05085572883343518
ACH-000138,-0.11736064768749885
ACH-000142,-0.20343664352331614
ACH-000143,-0.19257475561970305
ACH-000146,-0.0793039043371644
ACH-000148,-0.05042121501322915
ACH-000150,-0.3221843613396672
ACH-000152,-0.24592967973948426
ACH-000153,-0.09468544384907054
ACH-000159,-0.16208531219515376
ACH-000160,0.15293881886708854
ACH-000163,-0.12834860525415598
ACH-000167,0.7000455977081163
ACH-000168,-0.1343260811934155
ACH-000169,-0.14798231261681652
ACH-000178,-0.20193435830262035
ACH-000183,-0.04160605824949399
ACH-000188,-0.1416762445814054
ACH-000189,-0.021015742755479187
ACH-000190,0.1466414384980961
ACH-000198,-0.26309156901843
ACH-000203,-0.020225991135089195
ACH-000204,-0.5481794431147773
ACH-000206,-0.15160140509044487
ACH-000207,-0.2608951091332402
ACH-000208,-0.2513418107346017
ACH-000210,-0.3828278035798393
ACH-000211,-0.04842522146401418
ACH-000215,-0.15810492941138324
ACH-000221,-0.21512262170949176
ACH-000222,0.04843246800947026
ACH-000223,-0.2115003493189996
ACH-000226,-0.2692251865133378
ACH-000227,-0.2222513945101176
ACH-000228,-0.22621768033399964
ACH-000231,-0.1706448840927103
ACH-000232,-0.1253584415956699
ACH-000233,-0.14245781206268518
ACH-000234,-0.06278828544811002
ACH-000235,-0.15325784585303373
ACH-000237,-0.19728834611947035
ACH-000238,-0.24902119502992334
ACH-000242,0.11425771382566065
ACH-000243,-0.16808673066732235
ACH-000244,-0.11775758488721855
ACH-000246,-0.15991445327712014
ACH-000248,-0.04900697304003704
ACH-000250,-0.19620833285875375
ACH-000251,-0.13591063126784608
ACH-000252,-0.1429502287209959
ACH-000253,-0.10059065621747394
ACH-000255,-0.0777916335108588
ACH-000256,-0.16420307126751474
ACH-000257,-0.3102768719198655
ACH-000258,-0.14696792103403056
ACH-000259,-0.16313337107615397
ACH-000260,-0.14828100445906653
ACH-000261,-0.14705474331180726
ACH-000262,-0.213978695162444
ACH-000263,-0.340245809519227
ACH-000264,-0.160761550326515
ACH-000265,-0.09542834809811122
ACH-000266,-0.1598677897081497
ACH-000272,-0.19046306056811807
ACH-000274,-0.1852207041345005
ACH-000277,-0.06387909369683824
ACH-000278,-0.23263595993897024
ACH-000279,0.02510282771534191
ACH-000280,-0.056972696919874735
ACH-000281,-0.12112398295053176
ACH-000288,-0.10922011911024708
ACH-000291,-0.1931621297122699
ACH-000293,-0.2595765996927894
ACH-000294,-0.2284392699623912
ACH-000295,-0.2446153979088649
ACH-000296,-0.07906217906266973
ACH-000302,-0.06814147335454794
ACH-000304,-0.11181080595038476
ACH-000307,-0.21685573835822866
ACH-000308,-0.19207318449996627
ACH-000310,-0.12811331353771901
ACH-000311,-0.08570671066476647
ACH-000312,-0.12360766304094427
ACH-000315,-0.285960783896316
ACH-000316,-0.1549171327138638
ACH-000317,-0.2706416468714408
ACH-000318,-0.2628790987782493
ACH-000319,-0.32882905057443673
ACH-000320,-0.07904779692207717
ACH-000322,-0.11280411752162507
ACH-000323,-0.3563174098425205
ACH-000324,-0.13530478355557587
ACH-000329,-0.0824914190058416
ACH-000330,-0.04150759488721913
ACH-000331,-0.16297032393105035
ACH-000332,-0.16584819207310791
ACH-000334,-0.15589279610287254
ACH-000335,-0.2795208842367229
ACH-000336,-0.12194753463199033
ACH-000337,-0.1393700484243333
ACH-000338,0.04874028615457244
ACH-000339,-0.06425379294062514
ACH-000341,0.008561834511837986
ACH-000348,-0.12350263814822697
ACH-000350,-0.11776998847900935
ACH-000352,-0.18829345884371715
ACH-000356,-0.12828975582661434
ACH-000361,-0.1846947228826612
ACH-000362,-0.23322734523904076
ACH-000363,-0.19026260141793108
