,LEMD3 (23592)
ACH-000004,-0.0733808938357687
ACH-000005,-0.3501645685618002
ACH-000007,0.029495551642994382
ACH-000009,-0.1698359708461251
ACH-000011,-0.12256715753504653
ACH-000012,-0.10500406510615204
ACH-000013,-0.18908677896746168
ACH-000014,-0.1305850258315834
ACH-000015,-0.21590720197068972
ACH-000017,-0.18779427742206573
ACH-000018,-0.20901344530053512
ACH-000019,-0.20038009989776676
ACH-000021,-0.18629302693470007
ACH-000022,-0.021099339214094417
ACH-000025,-0.062403406953278125
ACH-000028,-0.28845769820160955
ACH-000030,-0.2511029664595736
ACH-000035,-0.16015296022158446
ACH-000036,-0.376406122039844
ACH-000037,-0.19450168766778933
ACH-000039,-0.16238831654269795
ACH-000040,-0.21546616167333293
ACH-000041,-0.11291807453015652
ACH-000042,-0.08600728471592121
ACH-000045,-0.11329589840622567
ACH-000047,-0.01711030064134094
ACH-000052,-0.1235569075186032
ACH-000053,-0.11867247425776972
ACH-000054,0.025233650638829198
ACH-000055,-0.1967907309863176
ACH-000060,0.1152596206550565
ACH-000067,-0.3374534509826165
ACH-000070,-0.1000903076170601
ACH-000075,-0.3830953390384275
ACH-000078,0.2987268512710421
ACH-000082,-0.17010397178656464
ACH-000085,-0.0570238474410731
ACH-000086,-0.0919256971806641
ACH-000087,-0.4573407266548664
ACH-000092,-0.2023769941373138
ACH-000095,-0.025324405581248488
ACH-000097,-0.1972506201147675
ACH-000098,-0.11026781392297888
ACH-000099,0.08014343681309435
ACH-000108,-0.02851447216781128
ACH-000113,-0.05159155080252272
ACH-000116,-0.3887124844363935
ACH-000118,-0.09592454046927572
ACH-000120,-0.2096058108401124
ACH-000123,-0.1569147294737147
ACH-000127,0.010511705540005262
ACH-000128,-0.29274409619742986
ACH-000132,0.005058713653971763
ACH-000133,-0.2468331907090189
ACH-000137,-0.1240246057891138
ACH-000138,-0.08710839106283146
ACH-000142,-0.3500472193553241
ACH-000143,0.031170164132731538
ACH-000146,-0.08711105709810217
ACH-000148,-0.30019953882929146
ACH-000150,-0.0932147510103056
ACH-000152,-0.4229893463071209
ACH-000153,-0.44831744934922596
ACH-000159,-0.4145603295858967
ACH-000160,-0.14135631012743818
ACH-000163,-0.2538846174902835
ACH-000167,-0.789324319848078
ACH-000168,-0.24440746529641175
ACH-000169,-0.15123137379852009
ACH-000178,-0.05022596512052279
ACH-000183,-0.3057974703341881
ACH-000188,-0.0961476103512251
ACH-000189,0.049928908109541266
ACH-000190,0.09223120337481014
ACH-000198,0.07234636194443611
ACH-000203,-0.5467040513250038
ACH-000204,-0.2818567135065791
ACH-000206,0.307759728815873
ACH-000207,-0.15074695567777138
ACH-000208,-0.21201530831391946
ACH-000210,0.17570837048264235
ACH-000211,-0.05318684893300815
ACH-000215,-0.21950350859260695
ACH-000221,-0.02300650128478305
ACH-000222,-0.1303412894137066
ACH-000223,-0.06987431206676531
ACH-000226,-0.022486773475207927
ACH-000227,0.007554503953610795
