,ST3GAL4 (6484)
ACH-000004,0.05572025625649953
ACH-000005,-0.1334398113859344
ACH-000007,0.1487492002477742
ACH-000009,0.004711556222581338
ACH-000011,-0.13451381920764946
ACH-000012,0.09857270380680404
ACH-000013,0.1639154761481711
ACH-000014,0.10934321256228496
ACH-000015,0.12402610169847755
ACH-000017,0.06394687447866505
ACH-000018,0.07234592273927684
ACH-000019,0.10393531239305943
ACH-000021,0.09633806772839566
ACH-000022,-0.07775124285966371
ACH-000025,-0.023699931491661327
ACH-000028,0.18231435659422052
ACH-000030,0.08177059325429173
ACH-000035,0.12772517529597358
ACH-000036,-0.01805337697086017
ACH-000037,-0.1188456853384722
ACH-000039,0.0472022777763361
ACH-000040,-0.2293373369476078
ACH-000041,0.060409867892872386
ACH-000042,0.16883931112483286
ACH-000045,-0.03098259651069321
ACH-000047,0.08491880604176655
ACH-000052,0.12853724265492047
ACH-000053,-0.021797583080712963
ACH-000054,0.08499332753035553
ACH-000055,0.2521498309613209
ACH-000060,0.14958733822842107
ACH-000067,0.26255369157318303
ACH-000070,0.18705137124371835
ACH-000075,0.12242311486177325
ACH-000078,-0.020337817432288737
ACH-000082,0.17521330663744086
ACH-000085,0.20191005858978628
ACH-000086,0.03404172169930149
ACH-000087,0.060735931099227376
ACH-000092,0.05494314390958836
ACH-000095,0.0974032860381932
ACH-000097,0.027207529134315272
ACH-000098,0.07370499036190277
ACH-000099,-0.034367809350840745
ACH-000108,0.16075741527968287
ACH-000113,0.17837400197273218
ACH-000116,0.03627804261548904
ACH-000118,0.13319056339477922
ACH-000120,0.18238371572148301
ACH-000123,0.01565488152439817
ACH-000127,0.024945141753004645
ACH-000128,0.17249865342371318
ACH-000132,0.08611002975515017
ACH-000133,0.206729240544936
ACH-000137,0.10905685696207172
ACH-000138,0.10039256480779044
ACH-000142,0.11526162890858566
ACH-000143,0.06354056130528457
ACH-000146,0.1029383483396456
ACH-000148,0.11919480374232083
ACH-000150,0.1011585650386297
ACH-000152,0.10592253192287468
ACH-000153,-0.1970769794194277
ACH-000159,0.10711593388763332
ACH-000160,0.17546715836893131
ACH-000163,0.02284643133230237
ACH-000167,0.03128590839983035
ACH-000168,-0.0053650977747894115
ACH-000169,0.1436829587100335
ACH-000178,-0.057933678067722816
ACH-000183,0.0628802289379269
ACH-000188,0.0026492892498605623
ACH-000189,0.14986507938066918
ACH-000190,-0.11902495937655322
ACH-000198,0.05843820307571535
ACH-000203,-0.1489193100147415
ACH-000204,0.08619011945639507
ACH-000206,0.09070797809395684
ACH-000207,0.03545190238145598
ACH-000208,-0.0969137823015606
ACH-000210,0.055089974901471085
ACH-000211,0.17749828951602473
ACH-000215,0.13869472895931856
ACH-000221,0.14812159613806994
ACH-000222,0.0560079540170686
ACH-000223,0.08394001133646127
ACH-000226,0.05052133426556688
ACH-000227,0.14744733951335462
ACH-000228,0.17452680328047845
ACH-000231,0.15037285200070824
ACH-000232,0.11535494686470145
ACH-000233,0.06507955485886807
ACH-000234,0.09723487877655863
ACH-000235,0.07416351653048882
ACH-000237,0.19397113201067406
ACH-000238,-0.14164029323354346
ACH-000242,0.017677278535186254
ACH-000243,0.07973256697828653
ACH-000244,-0.2729108625164998
ACH-000246,0.03900846236999984
ACH-000248,0.11516226807863453
ACH-000250,0.07009226906682807
ACH-000251,0.07084652076942663
ACH-000252,-0.057053903959836574
ACH-000253,0.06956547065888576
ACH-000255,0.1719029739391527
ACH-000256,0.03618283842974472
ACH-000257,0.04516146308365833
ACH-000258,-0.046335421509379936
ACH-000259,0.11460316954230015
ACH-000260,0.04236888868224172
ACH-000261,0.05595913383503662
ACH-000262,0.08006751717579451
ACH-000263,-0.022825373867489063
ACH-000264,0.1254143426160559
ACH-000265,0.23034572868206224
ACH-000266,0.11030503577339808
ACH-000272,0.17356719965729178
ACH-000274,0.05852348755016772
ACH-000277,0.06665258562045251
ACH-000278,0.1082862577759969
ACH-000279,0.15394829473109442
ACH-000280,0.2478044230676268
ACH-000281,0.04222816677727368
ACH-000288,0.1020889952988535
ACH-000291,0.04313279471554514
ACH-000293,0.1770318006345991
ACH-000294,0.2647707892704753
ACH-000295,-0.07423258544397418
ACH-000296,0.2324994004274769
ACH-000302,0.07564114416656821
ACH-000304,0.12635307219462868
ACH-000307,0.12528830983526554
ACH-000308,0.03534329165879821
ACH-000310,-0.0333031971071039
ACH-000311,0.1034705122145702
