,RINL (126432)
ACH-000004,0.010911191760433855
ACH-000005,0.3057201994400143
ACH-000007,0.014689407470371603
ACH-000009,0.0013509609468313427
ACH-000011,0.11478863381459276
ACH-000012,0.02393741954567829
ACH-000013,-0.1117198756091871
ACH-000014,0.181210781717392
ACH-000015,-0.08128457848268078
ACH-000017,0.07077900673872486
ACH-000018,0.026792299221758083
ACH-000019,0.11080479905385644
ACH-000021,-0.04283043745651407
ACH-000022,-0.052505494948019496
ACH-000025,0.07691491478752911
ACH-000028,-0.015355801671975434
ACH-000030,-0.1034182349249438
ACH-000035,-0.24538048212692604
ACH-000036,0.05934351280708209
ACH-000037,0.11127226066816087
ACH-000039,0.027734314746818943
ACH-000040,-0.09363892309596704
ACH-000041,-0.018878963358788758
ACH-000042,-0.0547851996510299
ACH-000045,0.15929314027363706
ACH-000047,0.004148085411283918
ACH-000052,-0.10149185276713188
ACH-000053,-0.006107567670048947
ACH-000054,-0.0036924569290036867
ACH-000055,0.17660467970783494
ACH-000060,0.07691236696709056
ACH-000067,0.05509815237390454
ACH-000070,0.04819827562338224
ACH-000075,-0.04874627451545405
ACH-000078,0.22415531994271184
ACH-000082,-0.08194171084052802
ACH-000085,-0.04876756937545939
ACH-000086,0.052981891947560714
ACH-000087,-0.3651211966632187
ACH-000092,-0.034542984593936746
ACH-000095,-0.022229845069401646
ACH-000097,-0.12154055148664687
ACH-000098,-0.10211699818052704
ACH-000099,-0.03701766679697463
ACH-000108,-0.08921366797946066
ACH-000113,0.07485728633602788
ACH-000116,0.015022307738919969
ACH-000118,0.07331380722904304
ACH-000120,-0.08378038374286062
ACH-000123,0.03750043569051058
ACH-000127,-0.02059997546555682
ACH-000128,-0.061590119932475415
ACH-000132,0.2026280558347265
ACH-000133,0.06782178844995206
ACH-000137,-0.13788591080614793
ACH-000138,0.04754619717802964
ACH-000142,-0.034711670376982966
ACH-000143,0.2868112712882821
ACH-000146,0.014141632426208469
ACH-000148,0.05551652214643433
ACH-000150,0.08784679736744733
ACH-000152,-0.06827297109960477
ACH-000153,-0.2465319922879642
ACH-000159,0.025875046848009876
ACH-000160,-0.0480224107457423
ACH-000163,0.10415904912144423
ACH-000167,0.14964601560998
ACH-000168,0.16492860996340133
ACH-000169,-0.004352694495713694
ACH-000178,0.09000037454248476
ACH-000183,0.042722411393281166
ACH-000188,-0.015959255360295917
ACH-000189,0.06298364493613702
ACH-000190,0.06080572726286426
ACH-000198,-0.03221348236774623
ACH-000203,0.08629911196333606
ACH-000204,-0.03737055299724764
ACH-000206,-0.0804710949444337
ACH-000207,-0.01805291384729809
ACH-000208,-0.19553632335059698
ACH-000210,-0.15427566770562576
ACH-000211,0.014744987579262712
ACH-000215,-0.01594630794624921
ACH-000221,-0.018611335566200544
ACH-000222,0.06333671347185764
ACH-000223,0.07692680457835137
ACH-000226,0.004858056171184742
ACH-000227,0.043821672150393884
ACH-000228,-0.10917697156251233
ACH-000231,0.11243573700752377
ACH-000232,-0.015386941572761638
ACH-000233,0.000946571333614428
ACH-000234,-0.045788509865126364
ACH-000235,-0.04974172837529155
ACH-000237,0.060825352358138726
ACH-000238,0.018625295124467027
ACH-000242,-0.0050141327019039075
ACH-000243,-0.05188081230367431
ACH-000244,-0.008883192197760865
ACH-000246,0.05048824942468349
ACH-000248,-0.01853775467665579
ACH-000250,-0.041477789321485374
ACH-000251,-0.055930765331866514
ACH-000252,-0.15779801948744546
ACH-000253,0.08153566016656252
ACH-000255,-0.06840689633282061
ACH-000256,-0.035360229454686753
ACH-000257,0.07656989996655074
ACH-000258,0.08296593658319146
ACH-000259,-0.04031717710184544
ACH-000260,0.0756296837587372
ACH-000261,0.01697173530108501
ACH-000262,-0.011870481869901485
ACH-000263,0.09221525664803723
ACH-000264,0.1023399586227177
ACH-000265,-0.07644261504013201
ACH-000266,-0.036929538173211415
ACH-000272,0.11978042077789144
ACH-000274,0.022220605180407138
ACH-000277,0.00918759110726104
ACH-000278,-0.010182462796013023
ACH-000279,0.07052932738646997
ACH-000280,-0.00998730861458739
ACH-000281,0.06680631273265364
ACH-000288,0.1462560897174189
ACH-000291,-0.042825148538304464
ACH-000293,-0.0763703614642556
ACH-000294,0.0147269760566537
ACH-000295,0.0024227791107044754
ACH-000296,-0.00972759422401947
ACH-000302,-0.0473897501050536
ACH-000304,0.0869049122739014
ACH-000307,0.1541332226488764
ACH-000308,-0.06892036469917552
ACH-000310,0.04211729315859783
ACH-000311,0.052593808185879935
ACH-000312,0.041707058096110486
ACH-000315,0.17046789052204614
ACH-000316,0.2768493677194343
ACH-000317,-0.0432934586062371
ACH-000318,0.12376367716328147
ACH-000319,0.09997751458900964
ACH-000320,0.17143455673138638
ACH-000322,0.14777188364667904
ACH-000323,0.14123943417683912
ACH-000324,-0.11018956143627588
ACH-000329,-0.020267961114585904
ACH-000330,-0.043466577545915985
ACH-000331,-0.024755933386416247
ACH-000332,-0.08017969005504284
ACH-000334,0.07684801849942934
ACH-000335,0.13791710112830485
ACH-000336,0.4082566821181786
ACH-000337,0.030227449731122125
ACH-000338,0.062468173230692085
ACH-000339,-0.002889158029614367
ACH-000341,0.13954274542772305
ACH-000348,0.101936305056515
ACH-000350,0.01656670060556702
ACH-000352,-0.04931533421079959
ACH-000356,0.16602712029950245
ACH-000361,0.01164575604409888
ACH-000362,-0.006371008076640239
ACH-000363,0.03277982543171353
ACH-000364,0.030254480604065007
ACH-000365,0.13292544840575932
ACH-000366,-0.06001246598020388
ACH-000368,0.2172751891666365
ACH-000374,0.2458961517984213
