,MALL (7851)
ACH-000004,0.03222724325609532
ACH-000005,-0.12453766234316475
ACH-000007,0.09446220423301288
ACH-000009,-0.02408932343978714
ACH-000011,0.04284132443191687
ACH-000012,0.07614664468801703
ACH-000013,-0.11756234451807228
ACH-000014,0.044352500743395806
ACH-000015,-0.10354738018619712
ACH-000017,0.06364516651700837
ACH-000018,-0.03151015278853448
ACH-000019,0.08793038492445485
ACH-000021,-0.02401606106275741
ACH-000022,-0.11902122519989057
ACH-000025,-0.20754038783064885
ACH-000028,-0.03964988792950705
ACH-000030,-0.0046351632434212245
ACH-000035,-0.10258161362489934
ACH-000036,0.04966014476070658
ACH-000037,-0.19029454228625065
ACH-000039,-0.004908395119055225
ACH-000040,-0.04266034326697528
ACH-000041,-0.2334607030604756
ACH-000042,0.026197165703727862
ACH-000045,-0.056191270523400186
ACH-000047,-0.09649610671774783
ACH-000052,-0.07375322786280196
ACH-000053,-0.0648291258062751
ACH-000054,0.0026896345845292585
ACH-000055,0.13911719376014858
ACH-000060,-0.006880536384346443
ACH-000067,0.15515635077696366
ACH-000070,-0.11290951788697705
ACH-000075,-0.17570370277590466
ACH-000078,0.07584640893850372
ACH-000082,0.03320696835571324
ACH-000085,0.012991200535226252
ACH-000086,-0.09898097280192507
ACH-000087,-0.4531019666486386
ACH-000092,-0.12500137576138426
ACH-000095,0.04041663571554145
ACH-000097,-0.08246718439555549
ACH-000098,-0.17025877798539105
ACH-000099,-0.002874561822570764
ACH-000108,0.049702180767992925
ACH-000113,0.054580108864671635
ACH-000116,0.0674719298653893
ACH-000118,-0.009536376726047723
ACH-000120,0.04619835699693275
ACH-000123,0.02669250558777525
ACH-000127,0.030818306631435526
ACH-000128,-0.07296925530438793
ACH-000132,0.02982102726802218
ACH-000133,-0.09160023659708116
ACH-000137,0.14305071205922576
ACH-000138,-0.02116593637625979
ACH-000142,-0.030790533425881426
ACH-000143,-0.013009197689479423
ACH-000146,0.006541132801135954
ACH-000148,0.014058600154492666
ACH-000150,0.16262038641261348
ACH-000152,-0.06947774510214356
ACH-000153,0.019926801028741472
ACH-000159,0.001549267306200728
ACH-000160,0.0715859090427696
ACH-000163,0.09481069165089018
ACH-000167,-0.380155340369388
ACH-000168,-0.0230643203689382
ACH-000169,0.0018329166555915407
ACH-000178,0.0928214636811848
ACH-000183,-0.046990134683707316
ACH-000188,0.060858464930397725
ACH-000189,0.091735511090874
ACH-000190,0.16436532927541614
ACH-000198,-0.06875491767056878
ACH-000203,0.4351145368655194
ACH-000204,0.05358458693448896
ACH-000206,0.007495075160200324
ACH-000207,0.1749782210473329
ACH-000208,0.1054216146668982
ACH-000210,-0.2643542374728706
ACH-000211,-0.002888556338417286
ACH-000215,-0.02974483442849375
ACH-000221,-0.14372067334170133
ACH-000222,-0.01796910360188873
ACH-000223,-0.09500366233860533
ACH-000226,0.07866665488395662
ACH-000227,-0.004192942846732935
ACH-000228,-0.1592919716221781
ACH-000231,-0.05138265894216665
ACH-000232,0.07693878198237228
ACH-000233,-0.01777245748802929
ACH-000234,-0.15797754024910635
ACH-000235,0.01480438775349949
ACH-000237,-0.04249391610795279
ACH-000238,-0.3314840023215874
ACH-000242,0.016831637496184163
ACH-000243,-0.13871083017608987
ACH-000244,-0.1300107661786218
ACH-000246,0.06141159251290484
ACH-000248,-0.1999603766874916
ACH-000250,-0.09551691515395457
ACH-000251,-0.08051924104540707
ACH-000252,0.13426818150145794
ACH-000253,-0.0335705387956607
ACH-000255,-0.1540901314489526
ACH-000256,-0.26995174674663425
ACH-000257,-0.09555819986833188
ACH-000258,0.07598642865810233
ACH-000259,-0.0110716375643008
ACH-000260,-0.011659787414422609
ACH-000261,0.03281120271906154
ACH-000262,-0.11327323999278982
ACH-000263,-0.2546721416348172
ACH-000264,0.03622951681381754
ACH-000265,0.06640852208389231
ACH-000266,-0.007355914439658035
ACH-000272,-0.029420578789893074
ACH-000274,-0.14072167189832605
ACH-000277,0.097061792309855
ACH-000278,0.05041327108096528
ACH-000279,-0.07599779552843222
ACH-000280,-0.039529363107812125
ACH-000281,0.17385645500053756
ACH-000288,-0.0944745880264152
ACH-000291,-0.005344127172978625
ACH-000293,0.0960427697344694
ACH-000294,-0.04269671092420815
ACH-000295,-0.1128531802495538
ACH-000296,0.15209109781940547
ACH-000302,-0.092590253290382
ACH-000304,0.06638420664560522
ACH-000307,0.0703488928728449
ACH-000308,-0.2191475761475532
ACH-000310,0.08068436030367515
ACH-000311,-0.07413077078115497
ACH-000312,0.025119443406978484
ACH-000315,0.16479587382033978
ACH-000316,-0.07314043296464116
ACH-000317,-0.07185072678084979
ACH-000318,-0.19377385972837685
ACH-000319,-0.027144998608443386
ACH-000320,-0.1425816387379927
ACH-000322,0.14188758819188516
ACH-000323,0.061205981934651876
ACH-000324,-0.11595333979025295
ACH-000329,-0.18000716305938236
ACH-000330,-0.017030426008401718
ACH-000331,-0.13913758074216395
ACH-000332,0.06313687611177117
ACH-000334,0.06395392679806335
ACH-000335,-0.09883469755212834
ACH-000336,0.3149738686653588
ACH-000337,-0.04202274233329063
ACH-000338,-0.6536108126401572
ACH-000339,0.06667771797424557
ACH-000341,-0.1482458317873054
ACH-000348,0.06126311956334125
ACH-000350,0.13163047421654106
ACH-000352,0.02874601292540362
ACH-000356,-0.10520005233800088
ACH-000361,-0.2387987514389897
ACH-000362,0.0981924175805862
ACH-000363,0.046929878764601834
ACH-000364,-0.03378543453701895
ACH-000365,0.04414946389703386
ACH-000366,0.21461863530130773
ACH-000368,-0.1709335020091182
ACH-000374,-0.2172467059434059
ACH-000375,0.1676956851227381
ACH-000376,0.002115597332011351
ACH-000381,0.07608176957373619
ACH-000383,-0.07590909076952426
ACH-000387,-0.007178080298986809
ACH-000389,-0.12522912954230833
ACH-000390,-0.03152447337504013
ACH-000393,-0.12011818591438655
ACH-000395,-0.12233168554178026
ACH-000396,0.1030983132325375
ACH-000397,-0.011318525313779445
ACH-000401,0.10204037225890987
ACH-000402,-0.06653511432878527
ACH-000403,-0.10791998950904824
ACH-000404,0.061104671863075374
ACH-000406,-0.039291651210945744
ACH-000407,0.048622343921092916
ACH-000408,-0.07511959847821534
ACH-000410,0.03260097714861671
ACH-000411,-0.043696382872806416
ACH-000414,-0.04094129095868822
ACH-000415,-0.13065695534000604
ACH-000416,0.03202466108029196
ACH-000420,-0.024673951543273814
ACH-000421,0.08921233500993124
ACH-000424,-0.05906221743364533
ACH-000425,0.06594379779388236
ACH-000426,-0.036855727619654284
ACH-000427,0.11626334575957492
ACH-000433,0.12573610609531802
ACH-000435,-0.25952106260984026
ACH-000436,0.18426580520271355
ACH-000444,0.08112402789014221
ACH-000445,-0.10599402114516156
ACH-000448,0.07931311579133173
ACH-000450,-0.19522022014507406
