,SP2 (6668)
ACH-000004,-0.528155268131222
ACH-000005,-0.4887155017705999
ACH-000007,-0.3282443138880122
ACH-000009,-0.4004279691452881
ACH-000011,-0.1941585426459627
ACH-000012,-0.4782766373549078
ACH-000013,-0.41573871541736535
ACH-000014,-0.34069924033822857
ACH-000015,-0.253917846631466
ACH-000017,-0.5817516250627283
ACH-000018,-0.5475587343283163
ACH-000019,-0.41065617982747066
ACH-000021,-0.3589065110652977
ACH-000022,-0.5371839029111102
ACH-000025,-0.4122127662559637
ACH-000028,-0.3353456961961831
ACH-000030,-0.33032654811089096
ACH-000035,-0.3864479839202457
ACH-000036,-0.4005128407776568
ACH-000037,-0.24054729689975285
ACH-000039,-0.5731371025081723
ACH-000040,-0.3166280637571201
ACH-000041,-0.3875142174561967
ACH-000042,-0.3769178470904341
ACH-000045,-0.4069687629824921
ACH-000047,-0.5210424568994483
ACH-000052,-0.22657442487497095
ACH-000053,-0.6034213610839135
ACH-000054,-0.25436776809398304
ACH-000055,-0.2929029649566235
ACH-000060,-0.4980188654055496
ACH-000067,-0.5178833200693634
ACH-000070,-0.3776132230395568
ACH-000075,-0.3005719394978604
ACH-000078,-0.3977098204935589
ACH-000082,-0.5198010772282609
ACH-000085,-0.2546453627488553
ACH-000086,-0.264503280052532
ACH-000087,-0.5185824357375374
ACH-000092,-0.5641742790069152
ACH-000095,-0.4515155135393606
ACH-000097,-0.422042405984348
ACH-000098,-0.3932992990319216
ACH-000099,-0.3481061726453729
ACH-000108,-0.24471970805950125
ACH-000113,-0.4994966337323666
ACH-000116,-0.3948818817865624
ACH-000118,-0.3504280702644852
ACH-000120,-0.2401833749728775
ACH-000123,-0.36328975806729263
ACH-000127,-0.38493219540612
ACH-000128,-0.3468767097061968
ACH-000132,0.07426038326798172
ACH-000133,-0.3695238198228687
ACH-000137,-0.6265927971567299
ACH-000138,-0.35640529870042
ACH-000142,-0.4119245786039194
ACH-000143,-0.24192094959364605
ACH-000146,-0.3451706151668625
ACH-000148,-0.30245548819176826
ACH-000150,-0.6298213973526163
ACH-000152,-0.4738538348772531
ACH-000153,-0.2700138246327578
ACH-000159,-0.3525340274135905
ACH-000160,-0.3153734718789134
ACH-000163,-0.3838638300143245
ACH-000167,-0.4849720694821283
ACH-000168,-0.3506709023261289
ACH-000169,-0.5415498688992318
ACH-000178,-0.3859261580208944
ACH-000183,-0.4411259521392536
ACH-000188,-0.6121120998774204
ACH-000189,-0.4915155622846306
ACH-000190,-0.2692862574437998
ACH-000198,-0.35080067322637226
ACH-000203,-0.6164298866077148
ACH-000204,-0.4911092346249609
ACH-000206,-0.1049800264935257
ACH-000207,-0.26209204077489645
ACH-000208,-0.5233694673001188
ACH-000210,-0.2957762042900526
ACH-000211,-0.5271411516114596
ACH-000215,-0.4345724248752927
ACH-000221,-0.3772257821182396
ACH-000222,-0.5963428215667389
ACH-000223,-0.13769921977679014
ACH-000226,-0.2876346086289421
ACH-000227,-0.1273829938442711
ACH-000228,-0.36945058424909627
ACH-000231,-0.14321286283318532
ACH-000232,-0.15326254915103826
ACH-000233,-0.2829345023500909
ACH-000234,-0.4004625364212752
ACH-000235,-0.6153146825751346
ACH-000237,-0.4628124336621834
ACH-000238,-0.4076823129742754
ACH-000242,-0.6933793555342984
ACH-000243,-0.4665125264518537
ACH-000244,-0.5491685544472606
ACH-000246,-0.5807631469023987
ACH-000248,-0.3732733745169585
ACH-000250,-0.3798063883310831
ACH-000251,-0.3301251802794854
ACH-000252,-0.7104543868147396
ACH-000253,-0.4658317133670315
ACH-000255,-0.4923005323824846
ACH-000256,-0.4915348459521491
ACH-000257,-0.4971192804657701
ACH-000258,-0.3709257028067569
ACH-000259,-0.3997383086896921
ACH-000260,-0.5001473439821509
ACH-000261,-0.3227291549524138
ACH-000262,-0.22176920847933326
ACH-000263,-0.4847327623969269
ACH-000264,-0.608830841507581
ACH-000265,-0.3901035088198343
ACH-000266,-0.2676273305534149
ACH-000272,-0.29075664289979186
ACH-000274,-0.4019052698399488
ACH-000277,-0.3194328067957086
ACH-000278,-0.4005012565689465
ACH-000279,-0.6435138865313209
ACH-000280,-0.3923261364751541
ACH-000281,-0.3897486219973886
ACH-000288,-0.2394934945158178
ACH-000291,-0.4362461539249127
ACH-000293,-0.5271658436124762
ACH-000294,-0.4600310622147422
ACH-000295,-0.7830753061181681
ACH-000296,-0.28906393540272624
ACH-000302,-0.4094814910607418
ACH-000304,-0.2691090310404278
ACH-000307,-0.3772872575556092
ACH-000308,-0.3074427839093257
ACH-000310,-0.17384028094968845
ACH-000311,-0.15976451710462305
ACH-000312,-0.16497793998238247
ACH-000315,-0.502208859743992
ACH-000316,-0.2980470139775179
ACH-000317,-0.487601497946444
ACH-000318,-0.30052329633544705
ACH-000319,-0.4893411712598239
ACH-000320,-0.22139463697743444
ACH-000322,-0.36643435919584816
ACH-000323,-0.4440238244474032
ACH-000324,-0.3507715157196165
ACH-000329,-0.3324225232806076
ACH-000330,-0.722769505409359
ACH-000331,-0.27138080621287186
ACH-000332,-0.3348167262553582
ACH-000334,-0.31304897614994964
ACH-000335,-0.3997117307121527
ACH-000336,-0.41399340033398696
ACH-000337,-0.618075741641165
ACH-000338,-0.0471612735814809
ACH-000339,-0.4015486915326807
ACH-000341,-0.19322133747417367
ACH-000348,-0.3608673287520297
ACH-000350,-0.2844409840929463
ACH-000352,-0.21825036575158985
ACH-000356,-0.6451074991441319
ACH-000361,-0.7775476338801954
ACH-000362,-0.3108522206709822
ACH-000363,-0.21737663098146395
ACH-000364,-0.4236186658207084
ACH-000365,-0.3604344782901484
ACH-000366,-0.4944527311967314
ACH-000368,-0.2988012226615724
ACH-000374,-0.11852450546191365
ACH-000375,-0.4951021091018936
ACH-000376,-0.2447390624816625
ACH-000381,-0.6612616005060814
ACH-000383,-0.5031046954164873
ACH-000387,-0.446842217822365
ACH-000389,-0.6041901879692484
ACH-000390,-0.2903420508512892
ACH-000393,-0.3267444177726113
ACH-000395,-0.6072590167048892
ACH-000396,-0.2280547010148084
ACH-000397,-0.4345959001359645
ACH-000401,-0.5357172875787569
ACH-000402,-0.26375176586078536
ACH-000403,-0.3908758783472076
ACH-000404,-0.2999798821792619
ACH-000406,-0.31730951731666485
ACH-000407,-0.3219496720492365
ACH-000408,-0.2239545885200261
ACH-000410,-0.16597492040508674
ACH-000411,-0.3195303042011312
ACH-000414,-0.3856309829450441
ACH-000415,-0.6325710904720764
ACH-000416,-0.23827757954315726
ACH-000420,-0.42658786152012657
ACH-000421,-0.3981243338465868
ACH-000424,-0.3441149302222725
ACH-000425,-0.39811330270814815
ACH-000426,-0.2680170083970443
ACH-000427,-0.2277434297950885
ACH-000433,-0.4455139327519765
ACH-000435,-0.2854082633401168
ACH-000436,-0.12239916684852233
ACH-000444,-0.4720132424370425
ACH-000445,-0.4563345569500223
ACH-000448,-0.4938669510605253
ACH-000450,-0.3631429636397465
ACH-000452,-0.20482125691796207
ACH-000454,-0.24007393137868366
ACH-000458,-0.6020021331920803
ACH-000459,-0.1842900683727577
ACH-000460,-0.6394138479930623
ACH-000461,-0.2867447332607816
ACH-000463,-0.3759076961126487
ACH-000464,-0.3639595610943054
ACH-000466,-0.3864102746783693
ACH-000467,-0.4216903449632724
ACH-000468,-0.2989301170203245
ACH-000469,-0.5226709222560451
ACH-000470,-0.3556931599845852
ACH-000471,-0.4612811313183547
ACH-000472,-0.3036169503296188
ACH-000473,-0.2800139148730542
ACH-000475,-0.4282246304310525
ACH-000476,-0.3573535518108228
ACH-000477,-0.3799159424457245
ACH-000479,-0.3914516263798611
ACH-000480,-0.4850505909814362
ACH-000481,-0.38719590229849626
