,PACS1 (55690)
ACH-000004,-0.10106282597887498
ACH-000005,-0.3932331092221
ACH-000007,-0.2403600098168617
ACH-000009,-0.13963272680605854
ACH-000011,-0.12336837443038252
ACH-000012,-0.2495970118464921
ACH-000013,-0.2624497879085997
ACH-000014,-0.026381451395500924
ACH-000015,-0.2069385196334396
ACH-000017,-0.3790453051676245
ACH-000018,-0.1555270317479955
ACH-000019,-0.4292748244254153
ACH-000021,-0.2578339913416438
ACH-000022,-0.2784196152456377
ACH-000025,-0.10202741155695663
ACH-000028,-0.2779545889357099
ACH-000030,-0.21412195370179524
ACH-000035,-0.11240352763427716
ACH-000036,-0.2711903226312413
ACH-000037,-0.3299852595636349
ACH-000039,-0.43896640693697947
ACH-000040,-0.2953165663247659
ACH-000041,-0.10670889801659636
ACH-000042,-0.3393928473420685
ACH-000045,-0.3161498961831072
ACH-000047,-0.01798382483652586
ACH-000052,0.12442016788707035
ACH-000053,-0.24450742156159586
ACH-000054,-0.24564001169062835
ACH-000055,-0.3454426793616992
ACH-000060,-0.22467872280146114
ACH-000067,-0.0723508948848706
ACH-000070,-0.453243042773667
ACH-000075,-0.2415511921048879
ACH-000078,-0.09872188699208012
ACH-000082,-0.28006947324431736
ACH-000085,-0.3427560978821155
ACH-000086,-0.5381413962296797
ACH-000087,-0.17403224054946262
ACH-000092,-0.3205199286696605
ACH-000095,-0.2613080344908874
ACH-000097,-0.3310670042537075
ACH-000098,-0.16213115041055362
ACH-000099,-0.1285454797061382
ACH-000108,-0.25424737177513385
ACH-000113,-0.25795751145944273
ACH-000116,-0.2900300597942518
ACH-000118,-0.3184057134386201
ACH-000120,-0.2364984447798024
ACH-000123,-0.1887897190942051
ACH-000127,-0.1245919462768232
ACH-000128,-0.14355181122143099
ACH-000132,-0.2441159597136123
ACH-000133,-0.3617076212795303
ACH-000137,-0.1790126828941052
ACH-000138,-0.3165175863719909
ACH-000142,-0.2830161082788004
ACH-000143,-0.1992729230414828
ACH-000146,-0.2784107596482866
ACH-000148,-0.19693642113232504
ACH-000150,-0.12935982489357048
ACH-000152,-0.16164256856332465
ACH-000153,-0.3911374531197797
ACH-000159,-0.13553144288465038
ACH-000160,-0.3488645153136173
ACH-000163,-0.3521215779939357
ACH-000167,-0.5947083263461694
ACH-000168,-0.3467638795547865
ACH-000169,-0.28355924337812033
ACH-000178,-0.21344782550895205
ACH-000183,-0.4235829214166809
ACH-000188,-0.3585881208689835
ACH-000189,-0.4002915117828317
ACH-000190,-0.07534928655440852
ACH-000198,-0.22260373616121173
ACH-000203,-0.5769790763245252
ACH-000204,-0.2828672392504629
ACH-000206,-0.058141774610726775
ACH-000207,-0.5931122642300564
ACH-000208,-0.23759138075552194
ACH-000210,-0.19425194070118845
ACH-000211,-0.4063447354588806
ACH-000215,-0.2456852333286091
ACH-000221,-0.14963286786470892
ACH-000222,-0.45737443362155294
ACH-000223,-0.1214065149754964
ACH-000226,-0.17028980170852534
ACH-000227,-0.15426740364206926
ACH-000228,-0.4729355786051786
ACH-000231,-0.24182609909477004
ACH-000232,-0.1837416237495859
ACH-000233,-0.13138325180395866
ACH-000234,-0.27206342899022506
ACH-000235,-0.19049616198289385
ACH-000237,-0.14709711368433442
ACH-000238,-0.209600944004025
ACH-000242,-0.1331159434838888
ACH-000243,-0.1529442215670994
ACH-000244,-0.12031409377159336
ACH-000246,-0.039683185335085865
ACH-000248,-0.008641929198767738
ACH-000250,-0.15979787395713574
ACH-000251,-0.1828855517749056
ACH-000252,-0.13727423932561209
ACH-000253,-0.17036054208641205
ACH-000255,-0.4196376546949703
ACH-000256,-0.23568958730278225
ACH-000257,-0.09803197077830088
ACH-000258,-0.1508772002056628
ACH-000259,-0.2789993483480919
ACH-000260,-0.2981572091149269
ACH-000261,-0.3254294691047187
ACH-000262,-0.3324771592457435
ACH-000263,-0.18282143623281685
ACH-000264,-0.21655102906159546
ACH-000265,-0.21992455883713224
ACH-000266,-0.35834279834940097
ACH-000272,-0.2143014004827255
ACH-000274,-0.18334678983561525
ACH-000277,-0.2842975990699197
ACH-000278,-0.19241798117409145
ACH-000279,-0.17137858250867594
ACH-000280,-0.1116132521514781
ACH-000281,-0.27431205454876456
ACH-000288,-0.21621577004799186
ACH-000291,-0.04078021787792245
ACH-000293,-0.27042110890914856
