,ETS1 (2113)
ACH-000004,0.3740064654111863
ACH-000005,0.23192129511043616
ACH-000007,0.20453063327097545
ACH-000009,0.15322768678750706
ACH-000011,0.13853902704339704
ACH-000012,0.0960467667906678
ACH-000013,0.08528462823676458
ACH-000014,0.4336528281025729
ACH-000015,0.2886479083630581
ACH-000017,0.12164526034784807
ACH-000018,0.0030292654960239664
ACH-000019,0.1934423659738422
ACH-000021,0.1656320561005302
ACH-000022,0.15488396476486185
ACH-000025,0.3774330825603081
ACH-000028,0.15183879455097382
ACH-000030,0.3299153825905362
ACH-000035,0.16454417678759686
ACH-000036,0.7591914567592908
ACH-000037,0.3029679820052696
ACH-000039,0.3678982751033725
ACH-000040,0.16270752025435006
ACH-000041,-0.009906212851750166
ACH-000042,0.3004344645356141
ACH-000045,0.23319816259308865
ACH-000047,0.2166203787622451
ACH-000052,0.22739642743646926
ACH-000053,0.35016886545624937
ACH-000054,0.14088785196204773
ACH-000055,0.3374250966861547
ACH-000060,0.2704196766375995
ACH-000067,0.2413300398054868
ACH-000070,0.2283980154114046
ACH-000075,0.21851728583661187
ACH-000078,0.2727666782254023
ACH-000082,0.24538063429024226
ACH-000085,0.3089444689434148
ACH-000086,0.2443870084363809
ACH-000087,0.3016134901787107
ACH-000092,0.3329880885537476
ACH-000095,0.2352850249099432
ACH-000097,0.2043779840281024
ACH-000098,0.3576775394200259
ACH-000099,0.17626038331663985
ACH-000108,0.03562658329060736
ACH-000113,0.3225830076820169
ACH-000116,0.14256623207612196
ACH-000118,0.0977040023721666
ACH-000120,0.18713598540874365
ACH-000123,0.2278949030341688
ACH-000127,0.2533175977475216
ACH-000128,0.178950055712112
ACH-000132,0.21871660326889567
ACH-000133,0.13043819885295227
ACH-000137,0.2204113971450708
ACH-000138,0.13579350914164465
ACH-000142,0.041182489543155766
ACH-000143,0.2068246261105723
ACH-000146,0.09781324172548464
ACH-000148,0.1937927178412315
ACH-000150,-0.10541175875001263
ACH-000152,0.2918035004061888
ACH-000153,-0.3474588455533867
ACH-000159,0.5690359380894712
ACH-000160,0.13001215639695646
ACH-000163,0.35401489233488936
ACH-000167,-0.13999998241436404
ACH-000168,0.2598831717545762
ACH-000169,0.16728528027557826
ACH-000178,0.09380512918632154
ACH-000183,0.33465169954937285
ACH-000188,0.2204680013147262
ACH-000189,0.29881102869312365
ACH-000190,0.2877324836171741
ACH-000198,0.2444377920287871
ACH-000203,0.3666209587920214
ACH-000204,0.4056372217970864
ACH-000206,0.2222128842402484
ACH-000207,0.14287687421510378
ACH-000208,0.07215939365130085
ACH-000210,0.07568342439773287
ACH-000211,0.4668375213928915
ACH-000215,0.20818845324956256
ACH-000221,0.2699831652562621
ACH-000222,0.15084539716574266
ACH-000223,0.09710007609285096
ACH-000226,0.15222666195960388
ACH-000227,0.13203998122807545
ACH-000228,0.14912153592403152
ACH-000231,0.08191816545774293
ACH-000232,0.21399439183756605
ACH-000233,0.14340463365389428
ACH-000234,0.09960640455196457
ACH-000235,0.2633592193099036
ACH-000237,-0.01201602996371107
ACH-000238,0.14220927770275707
ACH-000242,0.5038577072893243
ACH-000243,0.00277692941526118
ACH-000244,0.1846870225419952
ACH-000246,0.3714917229108708
ACH-000248,0.22510877270904991
ACH-000250,0.21594863292586966
ACH-000251,0.20445792543378805
ACH-000252,0.3405439448325424
ACH-000253,0.21287223844522288
