,B3GALTL (145173)
ACH-000004,0.16476669174786054
ACH-000005,0.06742767544118948
ACH-000007,-0.007850726901009481
ACH-000009,0.2470639218318716
ACH-000011,0.1954732723357466
ACH-000012,0.1528226540786741
ACH-000013,0.09716411638577464
ACH-000014,0.1661976601598511
ACH-000015,-0.05319462945174935
ACH-000017,0.12043874646105487
ACH-000018,0.08676106200606255
ACH-000019,0.10338893891314696
ACH-000021,0.0620027151790843
ACH-000022,0.06664636122329644
ACH-000025,0.09512457779721806
ACH-000028,0.13367071847973666
ACH-000030,0.09305887410598294
ACH-000035,0.010860792940363436
ACH-000036,0.06465837725131042
ACH-000037,0.07867497061576115
ACH-000039,0.12258416971575267
ACH-000040,0.14049439151857834
ACH-000041,0.10846995857163824
ACH-000042,0.04958984597315065
ACH-000045,0.13225936297713606
ACH-000047,0.14048879601354078
ACH-000052,0.053374617641153456
ACH-000053,0.11473654144170742
ACH-000054,0.038711916190911085
ACH-000055,0.15611705624003774
ACH-000060,0.06349694289705393
ACH-000067,-0.026822437158428417
ACH-000070,0.1519019169800213
ACH-000075,0.07768908703672088
ACH-000078,-0.06555954930448685
ACH-000082,0.08759763940918608
ACH-000085,0.1890862678021771
ACH-000086,0.010542889244645071
ACH-000087,0.019429188976581302
ACH-000092,0.0012467333864850474
ACH-000095,0.1313922318334984
ACH-000097,0.13881311152336742
ACH-000098,0.0951450828332223
ACH-000099,0.043473024554662544
ACH-000108,0.0766164503877219
ACH-000113,0.15582467105783174
ACH-000116,0.010653182845521345
ACH-000118,0.11468173908801313
ACH-000120,0.14585176192371485
ACH-000123,0.10304903214614493
ACH-000127,0.08518237859707299
ACH-000128,-0.10541616580672901
ACH-000132,-0.1034178487184715
ACH-000133,0.1215607459399164
ACH-000137,0.0677852049731574
ACH-000138,0.0916641118760338
ACH-000142,0.0693240615296131
ACH-000143,0.015072605055398659
ACH-000146,0.03101327602112596
ACH-000148,0.0922723550201626
ACH-000150,-0.08068920852375279
ACH-000152,0.1022022813002705
ACH-000153,0.1678384226686759
ACH-000159,0.046070742444562766
ACH-000160,0.16021274540882205
ACH-000163,0.1554723985340878
ACH-000167,0.0927276290166369
ACH-000168,0.10078034054568877
ACH-000169,0.1899576062172569
ACH-000178,0.12469126333092405
ACH-000183,0.10057133051267644
ACH-000188,0.07351245752078632
ACH-000189,0.07964744762829748
ACH-000190,0.1899022304939254
ACH-000198,0.14115036497038685
ACH-000203,0.14901291126119295
ACH-000204,0.018947576519858303
ACH-000206,0.2166034651447528
ACH-000207,0.12268883556006514
ACH-000208,-0.01844826585837584
ACH-000210,0.19017258099220244
ACH-000211,0.120665689391662
ACH-000215,0.06874961999755955
ACH-000221,0.04787442740192455
ACH-000222,0.3355080752409745
ACH-000223,0.15042115368491035
ACH-000226,0.08045814064666272
ACH-000227,-0.04426811030238005
ACH-000228,0.12153864231429175
ACH-000231,0.0571801768266885
ACH-000232,0.07957592129909329
ACH-000233,0.03763366124602136
ACH-000234,0.06682989050724839
ACH-000235,0.09151714432440748
ACH-000237,0.1153124627548474
