,SNAPC1 (6617)
ACH-000004,-1.5781741879867128
ACH-000005,-1.8040607872551355
ACH-000007,-1.1808693786644575
ACH-000009,-1.2945962834160571
ACH-000011,-1.3946316968783132
ACH-000012,-1.2782197315940962
ACH-000013,-1.3706187629457072
ACH-000014,-1.2826194645521831
ACH-000015,-1.3505784393567717
ACH-000017,-1.2908603519624842
ACH-000018,-1.3477628059005249
ACH-000019,-0.8271973283392658
ACH-000021,-1.2665456531317347
ACH-000022,-1.2135878213733409
ACH-000025,-1.2520167831066016
ACH-000028,-1.1663592796103135
ACH-000030,-1.2271136474214088
ACH-000035,-1.4668306421203214
ACH-000036,-1.3270616654853369
ACH-000037,-1.2707891281453703
ACH-000039,-1.3845005879475183
ACH-000040,-1.246630438823197
ACH-000041,-1.711079462079966
ACH-000042,-1.3059309277942996
ACH-000045,-1.1561010156491516
ACH-000047,-1.3640332061956526
ACH-000052,-1.5154880826891306
ACH-000053,-1.2493248215249553
ACH-000054,-0.9609000174675746
ACH-000055,-1.6549961393980337
ACH-000060,-1.441987441869009
ACH-000067,-1.4380641651437691
ACH-000070,-1.0288842165120335
ACH-000075,-1.2406840723020691
ACH-000078,-1.117551633172441
ACH-000082,-1.2369247442052622
ACH-000085,-1.4036531856930967
ACH-000086,-1.088491006722937
ACH-000087,-1.427080554865637
ACH-000092,-1.1564645530881796
ACH-000095,-0.8272688322832173
ACH-000097,-1.4364120483780114
ACH-000098,-1.1944196320145768
ACH-000099,-0.9376089863604128
ACH-000108,-1.4006406440396522
ACH-000113,-1.282363707404981
ACH-000116,-1.4487497727749086
ACH-000118,-1.2673449391804772
ACH-000120,-1.142273544086148
ACH-000123,-1.1290324070390094
ACH-000127,-1.1861051031884702
ACH-000128,-1.0180894758147088
ACH-000132,-0.9476725411108294
ACH-000133,-1.3442789815949696
ACH-000137,-1.6576835491667956
ACH-000138,-1.2313617454954335
ACH-000142,-1.3164036909384764
ACH-000143,-1.2551285109206578
ACH-000146,-1.2486442974831933
ACH-000148,-1.4698561838291802
ACH-000150,-1.0583386291321843
ACH-000152,-1.391894315307489
ACH-000153,-1.0443230784693636
ACH-000159,-1.3728286974809831
ACH-000160,-1.013182806811321
ACH-000163,-1.3853979819956523
ACH-000167,-2.2740426519692973
ACH-000168,-1.3409662298231908
ACH-000169,-1.388102500612047
ACH-000178,-1.3336249680173682
ACH-000183,-1.1069865982238525
ACH-000188,-1.1515997705341443
ACH-000189,-1.04806469743153
ACH-000190,-1.5432082759723962
ACH-000198,-1.2532679329400855
ACH-000203,-1.1746018495500492
ACH-000204,-1.3253155382015118
ACH-000206,-1.3951963757652612
ACH-000207,-1.173169896427925
ACH-000208,-1.158149649108715
ACH-000210,-1.1727333296087064
ACH-000211,-1.1843585226123523
ACH-000215,-1.3249059638955911
ACH-000221,-1.1889694540358742
ACH-000222,-1.365686327136418
ACH-000223,-1.1402178552553035
ACH-000226,-1.2843447344186458
ACH-000227,-0.9306527181125864
ACH-000228,-1.344760612391284
ACH-000231,-1.3401410453649472
ACH-000232,-1.3420717775798892
ACH-000233,-0.9512257003378762
ACH-000234,-1.3579502452420955
ACH-000235,-1.2279431511133816
ACH-000237,-1.453641193040156
ACH-000238,-1.0292904619366476
ACH-000242,-1.012422193875646
ACH-000243,-1.4139778062808377
ACH-000244,-1.2080714856862806
ACH-000246,-1.186780413194741
ACH-000248,-1.3751743506031875
ACH-000250,-1.3229786485803148
ACH-000251,-1.0297279771600405
ACH-000252,-1.6150797499075158
ACH-000253,-1.0415465222675746
ACH-000255,-1.4463759150841915
ACH-000256,-1.265715631934789
ACH-000257,-0.9084435102103467
ACH-000258,-0.9644900429708231
ACH-000259,-1.2915671381050164
ACH-000260,-1.24346552778302
ACH-000261,-1.2169107709355147
ACH-000262,-1.4200667818094597
ACH-000263,-1.1887384995396988
ACH-000264,-1.006210411645185
ACH-000265,-1.1887333751100808
ACH-000266,-1.324480323091539
ACH-000272,-1.203958890957705
ACH-000274,-1.1293947279199954
ACH-000277,-1.109930697186651
